,Downtown Lucca,Sporting Tristar,Uptotrix,Cronin,Melati Boy,Tackas Last Dance,Malibu Dream,Wheres Our Money,Lady Lagertha Nz,Muddy Montana
10-01-2023 20:23:26.788310,"(3.0, 5.5, 5.25)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 117.0)","(13.0, 15.5, 13.0)","(51.0, 140.0, 98.5)","(10.0, 18.5, 17.5)","(9.0, 10.5, 9.84)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:28.229735,"(3.0, 5.5, 5.071428571428572)","(8.5, 10.0, 9.8)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 117.0)","(13.0, 15.5, 13.0)","(51.0, 130.0, 98.85714285714286)","(10.0, 18.5, 16.25)","(9.0, 10.5, 9.84)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:29.541238,"(3.0, 5.5, 5.166666666666667)","(8.5, 10.0, 9.8)","(2.8, 3.7, 3.5653846153846156)","(71.0, 180.0, 65.66037735849056)","(13.0, 15.5, 13.0)","(51.0, 120.0, 99.33333333333333)","(10.0, 18.5, 16.25)","(9.0, 10.5, 10.066666666666666)","(7.5, 99999, 99990)","(51.0, 70.0, 66.66666666666667)"
10-01-2023 20:23:30.785528,"(3.1, 5.5, 5.166666666666667)","(8.5, 10.0, 9.8)","(2.8, 3.7, 3.5653846153846156)","(71.0, 100.0, 65.66037735849056)","(13.0, 15.5, 13.0)","(51.0, 110.0, 99.33333333333333)","(10.0, 18.5, 16.25)","(9.0, 10.5, 9.84)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:32.085826,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.8)","(2.8, 3.7, 3.5653846153846156)","(71.0, 90.0, 76.66666666666667)","(13.0, 15.5, 13.0)","(51.0, 110.0, 89.2)","(10.0, 18.5, 16.785714285714285)","(9.0, 10.5, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 70.0, 64.16666666666667)"
10-01-2023 20:23:33.317130,"(3.1, 5.5, 5.242857142857143)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 85.0, 78.33333333333333)","(13.0, 15.5, 14.363636363636363)","(51.0, 100.0, 89.2)","(10.0, 18.5, 16.785714285714285)","(9.0, 10.0, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:34.492385,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.5653846153846156)","(71.0, 85.0, 78.33333333333333)","(13.0, 15.0, 14.027777777777779)","(51.0, 100.0, 81.63636363636363)","(10.0, 18.5, 16.785714285714285)","(9.0, 10.0, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:35.749749,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.8)","(2.8, 3.7, 3.5653846153846156)","(71.0, 85.0, 78.33333333333333)","(13.0, 15.0, 14.285714285714285)","(51.0, 95.0, 89.2)","(10.0, 18.5, 16.785714285714285)","(9.0, 10.0, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:36.983312,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.905882352941177)","(2.8, 3.7, 3.730952380952381)","(71.0, 85.0, 78.33333333333333)","(13.0, 14.5, 13.9375)","(51.0, 100.0, 89.2)","(10.0, 18.5, 17.045454545454547)","(9.0, 10.0, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:38.251037,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.714285714285714)","(2.8, 3.75, 3.730952380952381)","(71.0, 85.0, 78.33333333333333)","(13.0, 14.5, 13.9375)","(51.0, 100.0, 89.2)","(10.0, 18.5, 17.045454545454547)","(9.0, 10.0, 9.37142857142857)","(7.5, 99999, 99990)","(51.0, 65.0, 64.16666666666667)"
10-01-2023 20:23:39.515389,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.5)","(2.8, 3.75, 3.7196969696969697)","(71.0, 85.0, 78.33333333333333)","(13.0, 14.5, 13.75)","(51.0, 100.0, 89.2)","(10.0, 18.5, 15.857142857142858)","(9.0, 10.0, 8.950000000000001)","(7.5, 99999, 99990)","(51.0, 65.0, 70.0)"
10-01-2023 20:23:40.786615,"(3.1, 5.5, 5.140000000000001)","(8.5, 9.8, 9.4)","(2.8, 3.6, 3.5444444444444443)","(71.0, 95.0, 61.0)","(13.0, 14.5, 10.772727272727273)","(51.0, 100.0, 89.2)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.588235294117647)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:41.987643,"(3.1, 5.5, 5.2)","(8.5, 9.8, 8.8)","(2.8, 3.6, 3.5444444444444443)","(71.0, 85.0, 61.0)","(13.0, 11.5, 10.772727272727273)","(51.0, 100.0, 89.2)","(10.0, 18.0, 16.214285714285715)","(9.0, 11.0, 10.058823529411764)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:43.219289,"(3.1, 5.5, 5.2)","(8.5, 9.8, 9.100000000000001)","(2.8, 3.6, 3.4)","(71.0, 85.0, 70.0)","(13.0, 15.5, 13.5)","(51.0, 100.0, 76.8)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.5, 9.6)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:44.447243,"(3.1, 5.5, 5.2)","(8.5, 9.6, 9.3)","(2.8, 3.55, 3.39)","(71.0, 85.0, 75.0)","(13.0, 14.5, 12.9)","(51.0, 100.0, 76.8)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.6)","(7.5, 99999, 99990)","(51.0, 75.0, 70.0)"
10-01-2023 20:23:45.768333,"(3.1, 5.5, 5.2)","(8.5, 10.5, 9.233333333333333)","(2.8, 3.55, 3.4166666666666665)","(71.0, 85.0, 75.0)","(13.0, 14.5, 12.75)","(51.0, 130.0, 108.0)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 10.128571428571428)","(7.5, 99999, 99990)","(51.0, 75.0, 68.33333333333333)"
10-01-2023 20:23:47.033157,"(3.1, 5.5, 5.2)","(8.5, 10.0, 9.457142857142857)","(2.8, 3.55, 3.4187499999999997)","(71.0, 85.0, 75.0)","(13.0, 14.5, 12.05)","(51.0, 130.0, 87.0)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.5, 9.6)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:48.346359,"(3.1, 5.5, 5.2)","(8.5, 9.8, 9.457142857142857)","(2.8, 3.55, 3.4214285714285713)","(71.0, 85.0, 75.0)","(13.0, 14.5, 12.75)","(51.0, 130.0, 65.5)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.222222222222221)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:49.543082,"(3.1, 5.5, 5.2)","(8.5, 9.6, 9.314285714285713)","(2.8, 3.55, 3.4214285714285713)","(71.0, 85.0, 75.0)","(13.0, 14.5, 12.75)","(51.0, 130.0, 63.0)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.285714285714286)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:50.765127,"(3.1, 5.0, 4.925000000000001)","(8.5, 9.6, 9.314285714285713)","(2.8, 3.55, 3.327777777777778)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.166666666666666)","(51.0, 120.0, 74.4)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.285714285714286)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:52.002726,"(3.1, 5.5, 5.285714285714286)","(8.5, 10.0, 8.9)","(2.8, 3.55, 3.3833333333333333)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.166666666666666)","(51.0, 120.0, 74.4)","(10.0, 18.0, 16.214285714285715)","(9.0, 10.0, 9.285714285714286)","(7.5, 99999, 99990)","(51.0, 70.0, 68.33333333333333)"
10-01-2023 20:23:53.200257,"(3.1, 5.5, 5.285714285714286)","(8.5, 10.0, 9.142857142857142)","(2.8, 3.55, 3.407142857142857)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.166666666666666)","(51.0, 120.0, 74.4)","(10.0, 18.0, 16.5)","(9.0, 10.0, 9.428571428571429)","(7.5, 99999, 99990)","(51.0, 70.0, 72.6923076923077)"
10-01-2023 20:23:54.387459,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.142857142857142)","(2.8, 3.55, 3.407142857142857)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.166666666666666)","(51.0, 120.0, 74.4)","(10.0, 18.0, 16.5)","(9.0, 10.0, 9.428571428571429)","(7.5, 99999, 99990)","(51.0, 75.0, 71.25)"
10-01-2023 20:23:55.585280,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.28)","(2.8, 3.55, 3.407142857142857)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.166666666666666)","(51.0, 120.0, 74.4)","(10.0, 18.0, 17.0625)","(9.0, 10.0, 9.428571428571429)","(7.5, 99999, 99990)","(51.0, 75.0, 71.25)"
10-01-2023 20:23:56.913362,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.1)","(2.8, 3.55, 3.46304347826087)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.5, 12.833333333333334)","(51.0, 120.0, 66.4)","(10.0, 18.0, 18.25)","(9.0, 10.0, 9.428571428571429)","(7.5, 99999, 99990)","(51.0, 75.0, 70.5)"
10-01-2023 20:23:58.191029,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.1)","(2.8, 3.55, 3.46304347826087)","(71.0, 85.0, 76.42857142857143)","(13.0, 13.5, 12.3)","(51.0, 95.0, 74.66666666666667)","(10.0, 21.0, 19.363636363636363)","(9.0, 10.0, 9.52)","(7.5, 99999, 99990)","(51.0, 75.0, 69.70588235294117)"
10-01-2023 20:23:59.481170,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.1)","(2.8, 3.55, 3.46304347826087)","(71.0, 85.0, 76.42857142857143)","(13.0, 13.5, 12.3)","(51.0, 90.0, 79.0)","(10.0, 20.0, 18.75)","(9.0, 10.0, 9.894117647058824)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:00.773879,"(3.1, 5.5, 5.285714285714286)","(8.5, 9.6, 9.2)","(2.8, 3.55, 3.46304347826087)","(71.0, 85.0, 76.42857142857143)","(13.0, 13.0, 12.75)","(51.0, 90.0, 79.0)","(10.0, 20.0, 18.3)","(9.0, 10.0, 9.91)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:02.013976,"(3.1, 5.5, 5.4399999999999995)","(8.5, 9.6, 9.2)","(2.8, 3.55, 3.419565217391304)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.0, 12.75)","(51.0, 90.0, 79.0)","(10.0, 19.5, 18.3)","(9.0, 10.0, 9.91)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:03.218967,"(3.1, 5.5, 5.452)","(8.5, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.0, 13.0)","(51.0, 90.0, 79.0)","(10.0, 19.5, 18.576923076923077)","(9.0, 11.0, 9.76470588235294)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:04.397843,"(3.1, 5.5, 5.418181818181818)","(8.5, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.0, 13.0)","(51.0, 90.0, 79.0)","(10.0, 19.5, 18.576923076923077)","(9.0, 11.0, 10.05)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:05.590628,"(3.1, 5.8, 5.6)","(8.5, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(71.0, 85.0, 76.42857142857143)","(13.0, 14.0, 13.0)","(51.0, 90.0, 79.0)","(10.0, 19.5, 18.576923076923077)","(9.0, 10.5, 9.857142857142858)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:06.891376,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 13.0)","(51.0, 90.0, 79.0)","(11.0, 19.5, 20.928571428571427)","(8.5, 10.5, 10.25)","(7.5, 99999, 99990)","(51.0, 75.0, 71.05263157894737)"
10-01-2023 20:24:08.202592,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 13.0)","(51.0, 90.0, 82.33333333333334)","(11.0, 21.0, 20.944444444444443)","(8.5, 10.5, 9.857142857142858)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:09.433670,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 13.0)","(51.0, 90.0, 82.33333333333334)","(11.0, 21.0, 20.944444444444443)","(8.5, 10.5, 9.857142857142858)","(7.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:10.624450,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.35, 3.315384615384615)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 12.75)","(51.0, 90.0, 82.33333333333334)","(11.0, 21.0, 20.944444444444443)","(8.5, 10.5, 10.25)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:11.856989,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.55, 3.3974358974358974)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 12.75)","(51.0, 90.0, 82.33333333333334)","(11.0, 21.0, 20.875)","(8.5, 10.5, 9.959999999999999)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:13.202919,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.392857142857143)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 13.375)","(51.0, 90.0, 79.0)","(11.0, 21.0, 22.25)","(8.5, 10.5, 9.959999999999999)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:14.500672,"(3.5, 5.8, 5.476470588235294)","(8.0, 9.6, 9.142857142857142)","(2.8, 3.5, 3.27)","(61.0, 85.0, 76.42857142857143)","(11.0, 14.0, 14.5)","(51.0, 90.0, 81.2)","(11.0, 26.0, 22.25)","(8.5, 10.5, 9.959999999999999)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:15.789598,"(3.5, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.142857142857142)","(2.8, 3.55, 3.27)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 13.428571428571429)","(51.0, 90.0, 84.44444444444444)","(11.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:17.064956,"(3.5, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.333333333333334)","(2.8, 3.5, 3.302941176470588)","(61.0, 85.0, 70.0)","(11.0, 16.0, 15.1)","(51.0, 90.0, 74.66666666666667)","(13.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:18.243434,"(3.5, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.2)","(2.8, 3.55, 3.302941176470588)","(61.0, 85.0, 70.0)","(11.0, 15.5, 14.071428571428571)","(51.0, 90.0, 62.0)","(13.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:19.436016,"(3.5, 5.8, 5.6625)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.3125)","(61.0, 85.0, 70.0)","(11.0, 15.5, 14.071428571428571)","(51.0, 80.0, 58.0)","(13.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:20.614289,"(3.5, 5.8, 5.6625)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.3125)","(61.0, 85.0, 70.0)","(11.0, 15.5, 14.65)","(51.0, 65.0, 57.33333333333333)","(13.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:21.858550,"(3.5, 5.8, 5.6625)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.3125)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 60.0, 54.0)","(13.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:23.170671,"(3.6, 5.8, 5.675)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.4375)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 60.0, 76.72727272727272)","(12.0, 26.0, 22.666666666666668)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:24.493324,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.4166666666666665)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:25.768191,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.2)","(2.8, 3.5, 3.35)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:26.947316,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.8, 9.133333333333335)","(2.8, 3.5, 3.35)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:28.206453,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.040000000000001)","(2.8, 3.5, 3.4382352941176473)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 10.5, 10.125)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:29.393246,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.040000000000001)","(2.8, 3.5, 3.4382352941176473)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 10.5, 9.894736842105264)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:30.561432,"(3.6, 5.8, 5.6658536585365855)","(8.0, 9.6, 9.142857142857142)","(2.8, 3.5, 3.4181818181818184)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 80.0, 76.72727272727272)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.142857142857144)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:31.729483,"(3.6, 5.8, 5.6658536585365855)","(8.0, 15.0, 13.45)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.142857142857144)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:32.943956,"(3.6, 5.8, 5.633333333333333)","(8.0, 14.5, 13.623076923076923)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.052631578947368)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:34.208985,"(3.6, 5.8, 5.633333333333333)","(8.0, 14.0, 10.266666666666666)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.0)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:35.533624,"(3.6, 5.8, 5.633333333333333)","(8.0, 13.0, 11.533333333333333)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:36.860573,"(3.6, 5.8, 5.633333333333333)","(8.0, 12.5, 10.9)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:38.093699,"(3.6, 5.8, 5.633333333333333)","(8.0, 12.0, 10.82)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 158.54545454545456)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 9.894736842105264)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:39.264406,"(3.6, 5.8, 5.633333333333333)","(8.0, 11.5, 10.82)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 170.0, 172.0)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.34375)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:40.425986,"(3.6, 5.8, 5.633333333333333)","(8.0, 11.5, 10.866666666666667)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 190.0, 119.07692307692307)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 9.941176470588236)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:41.646192,"(3.6, 5.8, 5.633333333333333)","(8.0, 11.0, 10.423529411764706)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 180.0, 102.35294117647058)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 9.941176470588236)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:42.880421,"(3.6, 5.8, 5.633333333333333)","(8.0, 11.0, 10.02)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 70.0)","(11.0, 15.0, 14.65)","(51.0, 180.0, 135.11111111111111)","(12.0, 26.0, 21.636363636363637)","(8.5, 11.0, 10.34375)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:44.094211,"(3.6, 5.8, 5.633333333333333)","(8.0, 11.0, 10.3)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 76.42857142857143)","(11.0, 15.0, 14.65)","(51.0, 160.0, 119.55555555555554)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:45.394385,"(3.6, 5.8, 5.633333333333333)","(8.0, 10.5, 10.14)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 140.0, 104.0)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:46.715637,"(3.6, 5.8, 5.647222222222222)","(8.0, 10.5, 9.871428571428572)","(2.8, 3.5, 3.2875)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 120.0, 78.57142857142857)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.052631578947368)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:47.986772,"(3.6, 5.8, 5.647222222222222)","(8.0, 10.0, 9.542857142857143)","(2.8, 3.5, 3.3241379310344827)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 110.0, 85.625)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.052631578947368)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:49.275080,"(3.6, 5.8, 5.6030303030303035)","(8.0, 10.0, 13.08)","(2.8, 3.5, 3.2960000000000003)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 90.0, 76.53846153846155)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:50.549685,"(3.6, 5.7, 5.6030303030303035)","(8.0, 14.0, 10.64)","(2.8, 3.5, 3.3454545454545452)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 95.0, 82.22222222222223)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.117647058823529)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:51.866202,"(3.6, 5.7, 5.6030303030303035)","(8.0, 14.0, 11.666666666666668)","(2.8, 3.4, 3.3142857142857145)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 90.0, 60.0)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.052631578947368)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
10-01-2023 20:24:53.124660,"(3.6, 5.7, 5.57027027027027)","(8.0, 13.0, 11.666666666666668)","(2.8, 3.4, 3.3142857142857145)","(61.0, 85.0, 68.33333333333333)","(11.0, 15.0, 14.65)","(51.0, 80.0, 74.44444444444444)","(12.0, 26.0, 22.25)","(8.5, 11.0, 10.052631578947368)","(6.5, 99999, 99990)","(51.0, 75.0, 70.3125)"
