,Downtown Lucca,Sporting Tristar,Uptotrix,Cronin,Melati Boy,Tackas Last Dance,Malibu Dream,Wheres Our Money,Lady Lagertha Nz,Muddy Montana
10-01-2023 20:21:02.088285,"(2.8, 5.1, 4.9312499999999995)","(10.0, 14.5, 12.866666666666667)","(2.7, 3.35, 3.057142857142857)","(101.0, 140.0, 120.0)","(14.0, 15.0, 14.125)","(61.0, 140.0, 100.0)","(9.0, 16.5, 15.458333333333334)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 80.0, 78.0)"
10-01-2023 20:21:03.301793,"(2.8, 5.0, 4.416666666666666)","(10.0, 14.0, 12.742857142857144)","(2.7, 3.25, 3.057142857142857)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.125)","(61.0, 120.0, 100.0)","(9.0, 16.5, 15.458333333333334)","(9.0, 13.0, 11.875)","(8.5, 99999, 99990)","(61.0, 80.0, 84.0)"
10-01-2023 20:21:04.517858,"(2.8, 5.0, 4.416666666666666)","(10.0, 13.0, 11.08)","(2.7, 3.25, 3.057142857142857)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.125)","(61.0, 110.0, 93.33333333333334)","(9.0, 16.5, 15.458333333333334)","(9.0, 13.0, 11.875)","(8.5, 99999, 99990)","(61.0, 90.0, 84.0)"
10-01-2023 20:21:05.711359,"(2.8, 4.9, 4.375)","(10.0, 13.0, 10.511111111111111)","(2.7, 3.25, 3.057142857142857)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.125)","(61.0, 110.0, 87.5)","(9.0, 16.5, 15.458333333333334)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 90.0, 86.66666666666667)"
10-01-2023 20:21:07.048947,"(2.8, 4.8, 4.383333333333333)","(10.0, 13.0, 10.9)","(2.7, 3.25, 3.132608695652174)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.125)","(61.0, 100.0, 87.5)","(9.0, 16.5, 14.4375)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 90.0, 86.66666666666667)"
10-01-2023 20:21:08.288764,"(2.8, 4.8, 4.74)","(10.0, 13.0, 10.9)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.0)","(61.0, 100.0, 87.5)","(9.0, 14.5, 14.4375)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 90.0, 86.66666666666667)"
10-01-2023 20:21:09.543832,"(2.8, 4.8, 4.758620689655173)","(10.0, 13.0, 10.9)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 14.5, 14.75)","(61.0, 100.0, 87.5)","(9.0, 14.5, 14.4375)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 90.0, 82.77777777777777)"
10-01-2023 20:21:10.852102,"(2.8, 4.8, 4.758620689655173)","(10.0, 13.0, 10.9)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.5, 14.75)","(61.0, 100.0, 87.5)","(9.0, 14.5, 14.4375)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 85.0, 78.88888888888889)"
10-01-2023 20:21:12.137978,"(2.8, 4.8, 4.758620689655173)","(10.0, 12.5, 10.9375)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.5, 14.75)","(61.0, 100.0, 87.5)","(9.0, 14.5, 14.4375)","(9.0, 13.0, 12.25)","(8.5, 99999, 99990)","(61.0, 80.0, 78.88888888888889)"
10-01-2023 20:21:13.412231,"(2.8, 4.8, 4.758620689655173)","(10.0, 12.5, 10.9375)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.5, 14.75)","(61.0, 100.0, 87.5)","(9.0, 14.5, 14.4375)","(9.0, 13.0, 11.75)","(8.5, 99999, 99990)","(61.0, 80.0, 78.88888888888889)"
10-01-2023 20:21:14.703055,"(2.8, 4.8, 4.758620689655173)","(9.0, 12.5, 10.9375)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.5, 14.75)","(61.0, 100.0, 87.5)","(9.0, 14.5, 15.75)","(9.0, 13.0, 10.108108108108109)","(8.5, 99999, 99990)","(61.0, 80.0, 78.88888888888889)"
10-01-2023 20:21:16.004359,"(2.8, 4.8, 4.758620689655173)","(9.0, 12.5, 11.5)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.5, 14.916666666666666)","(61.0, 100.0, 91.0)","(9.0, 16.5, 15.3)","(9.0, 12.0, 10.75)","(8.5, 99999, 99990)","(61.0, 80.0, 78.88888888888889)"
10-01-2023 20:21:17.270442,"(2.8, 4.8, 4.6875)","(9.0, 12.0, 11.2)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.0, 14.916666666666666)","(61.0, 100.0, 91.0)","(9.0, 16.5, 15.3)","(9.0, 11.5, 9.911111111111111)","(8.5, 99999, 99990)","(61.0, 80.0, 92.0)"
10-01-2023 20:21:18.538465,"(2.8, 4.8, 4.6875)","(9.0, 11.5, 10.285714285714286)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 15.0, 15.5)","(61.0, 100.0, 91.0)","(9.0, 16.5, 15.3)","(9.0, 11.0, 9.911111111111111)","(8.5, 99999, 99990)","(61.0, 95.0, 92.6923076923077)"
10-01-2023 20:21:19.765854,"(2.8, 4.8, 4.6875)","(9.0, 11.5, 10.285714285714286)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 130.0)","(14.0, 17.0, 15.5)","(61.0, 100.0, 91.0)","(9.0, 16.5, 15.3)","(9.0, 11.0, 9.911111111111111)","(8.5, 99999, 99990)","(61.0, 95.0, 92.6923076923077)"
10-01-2023 20:21:20.966172,"(2.8, 4.8, 4.6875)","(9.0, 11.5, 10.285714285714286)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 120.0)","(14.0, 17.0, 15.5)","(61.0, 100.0, 210.0)","(9.0, 16.5, 14.928571428571429)","(9.0, 11.0, 10.05)","(8.5, 99999, 99990)","(61.0, 95.0, 86.66666666666667)"
10-01-2023 20:21:22.152042,"(2.8, 4.8, 4.6875)","(9.0, 11.5, 10.285714285714286)","(2.7, 3.25, 3.109375)","(101.0, 140.0, 120.0)","(14.0, 17.0, 15.5)","(61.0, 230.0, 104.0)","(9.0, 16.0, 14.928571428571429)","(9.0, 10.5, 10.05)","(8.5, 99999, 99990)","(61.0, 95.0, 86.66666666666667)"
10-01-2023 20:21:23.344896,"(2.8, 4.8, 4.764)","(9.0, 11.5, 10.142857142857144)","(2.7, 3.25, 3.3027777777777776)","(101.0, 140.0, 122.5)","(14.0, 17.0, 15.5)","(61.0, 220.0, 144.44444444444446)","(9.0, 16.0, 15.166666666666666)","(9.0, 10.5, 10.133333333333333)","(8.5, 99999, 99990)","(61.0, 95.0, 75.0)"
10-01-2023 20:21:24.578434,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.125)","(2.7, 3.4, 3.3027777777777776)","(101.0, 130.0, 115.0)","(14.0, 17.0, 15.5)","(61.0, 200.0, 132.5)","(9.0, 16.0, 15.166666666666666)","(9.0, 10.5, 10.133333333333333)","(8.5, 99999, 99990)","(61.0, 85.0, 75.0)"
10-01-2023 20:21:25.849494,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.125)","(2.7, 3.4, 3.3027777777777776)","(101.0, 130.0, 115.0)","(14.0, 17.0, 15.5)","(61.0, 190.0, 134.375)","(9.0, 16.0, 15.166666666666666)","(9.0, 10.5, 10.255555555555556)","(8.5, 99999, 99990)","(61.0, 85.0, 75.0)"
10-01-2023 20:21:27.159974,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.125)","(2.7, 3.4, 3.3027777777777776)","(101.0, 130.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 170.0, 128.57142857142856)","(9.0, 16.0, 15.166666666666666)","(9.0, 10.5, 10.866666666666667)","(8.5, 99999, 99990)","(61.0, 85.0, 78.84615384615384)"
10-01-2023 20:21:28.422462,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.125)","(2.7, 3.4, 3.172727272727273)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 150.0, 117.5)","(9.0, 15.5, 14.833333333333334)","(9.0, 11.5, 10.866666666666667)","(8.5, 99999, 99990)","(61.0, 85.0, 78.84615384615384)"
10-01-2023 20:21:29.645798,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.125)","(2.7, 3.4, 3.172727272727273)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 130.0, 117.5)","(9.0, 15.5, 14.833333333333334)","(9.0, 11.5, 10.3)","(8.5, 99999, 99990)","(61.0, 85.0, 75.0)"
10-01-2023 20:21:30.847731,"(2.8, 4.8, 4.764)","(9.0, 11.0, 10.280000000000001)","(2.7, 3.4, 3.1666666666666665)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 130.0, 117.5)","(9.0, 15.5, 14.833333333333334)","(9.0, 11.0, 9.9)","(8.5, 99999, 99990)","(61.0, 80.0, 75.0)"
10-01-2023 20:21:32.070505,"(2.8, 4.8, 4.764)","(9.0, 10.5, 10.15)","(2.7, 3.4, 3.172727272727273)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 130.0, 104.0)","(9.0, 15.5, 14.833333333333334)","(9.0, 10.5, 9.9)","(8.5, 99999, 99990)","(61.0, 80.0, 75.0)"
10-01-2023 20:21:33.270981,"(2.8, 4.8, 4.764)","(9.0, 10.5, 10.15)","(2.7, 3.4, 3.172727272727273)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 120.0, 92.5)","(9.0, 15.5, 18.0)","(9.0, 10.5, 9.95)","(8.5, 99999, 99990)","(61.0, 80.0, 75.0)"
10-01-2023 20:21:34.547810,"(2.8, 4.8, 4.764)","(9.0, 10.5, 10.15)","(2.7, 3.4, 3.1666666666666665)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 110.0, 96.875)","(9.0, 25.0, 17.666666666666668)","(9.0, 10.5, 9.8)","(8.5, 99999, 99990)","(61.0, 80.0, 75.0)"
10-01-2023 20:21:35.834886,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.5, 10.0)","(2.7, 3.4, 3.6029411764705883)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 110.0, 87.5)","(9.0, 24.0, 15.5625)","(9.0, 10.5, 9.799999999999999)","(8.5, 99999, 99990)","(61.0, 80.0, 75.0)"
10-01-2023 20:21:37.109815,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.5, 10.0)","(2.7, 3.7, 3.6205882352941177)","(101.0, 120.0, 83.33333333333333)","(14.0, 17.0, 15.5)","(61.0, 100.0, 87.5)","(9.0, 23.0, 16.666666666666668)","(9.0, 10.5, 10.2)","(8.5, 99999, 99990)","(61.0, 80.0, 76.47058823529412)"
10-01-2023 20:21:38.333750,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.85, 3.6055555555555556)","(101.0, 120.0, 74.16666666666667)","(14.0, 17.0, 15.5)","(61.0, 100.0, 80.0)","(9.0, 21.0, 16.666666666666668)","(9.0, 10.5, 10.2)","(8.5, 99999, 99990)","(61.0, 80.0, 76.47058823529412)"
10-01-2023 20:21:39.610304,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.85, 3.5642857142857145)","(101.0, 120.0, 74.16666666666667)","(14.0, 17.0, 15.5)","(61.0, 95.0, 71.66666666666667)","(9.0, 21.0, 15.3125)","(9.0, 12.0, 10.472727272727273)","(8.5, 99999, 99990)","(61.0, 80.0, 77.14285714285714)"
10-01-2023 20:21:40.801161,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.8, 3.6333333333333333)","(101.0, 120.0, 64.28571428571429)","(14.0, 17.0, 15.862068965517242)","(61.0, 95.0, 65.83333333333333)","(9.0, 20.0, 15.416666666666666)","(9.0, 12.0, 9.960975609756098)","(8.5, 99999, 99990)","(61.0, 80.0, 71.0)"
10-01-2023 20:21:42.023410,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.75, 3.55)","(101.0, 120.0, 64.28571428571429)","(14.0, 17.0, 16.0)","(61.0, 90.0, 65.0)","(9.0, 19.5, 16.285714285714285)","(9.0, 11.5, 10.428571428571429)","(8.5, 99999, 99990)","(61.0, 80.0, 71.0)"
10-01-2023 20:21:43.246037,"(2.8, 4.8, 4.766666666666667)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.75, 3.55)","(101.0, 120.0, 68.57142857142857)","(14.0, 17.0, 16.333333333333332)","(61.0, 90.0, 65.0)","(9.0, 19.5, 16.0)","(9.0, 11.5, 10.428571428571429)","(8.5, 99999, 99990)","(61.0, 80.0, 67.5)"
10-01-2023 20:21:44.449268,"(2.8, 4.8, 4.766666666666667)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.7, 3.5875000000000004)","(101.0, 120.0, 108.57142857142857)","(14.0, 17.0, 19.333333333333336)","(61.0, 90.0, 65.0)","(9.0, 19.5, 16.0)","(9.0, 11.5, 11.142857142857142)","(8.5, 99999, 99990)","(61.0, 70.0, 68.23529411764706)"
10-01-2023 20:21:45.658675,"(2.8, 4.8, 4.766666666666667)","(9.0, 11.5, 10.1875)","(2.7, 3.7, 3.4714285714285715)","(101.0, 120.0, 96.66666666666667)","(14.0, 28.0, 19.333333333333336)","(61.0, 90.0, 65.0)","(9.0, 19.5, 15.863636363636363)","(9.0, 11.5, 11.142857142857142)","(8.5, 99999, 99990)","(61.0, 70.0, 68.23529411764706)"
10-01-2023 20:21:46.947865,"(2.8, 4.8, 4.766666666666667)","(9.0, 11.5, 10.45)","(2.7, 3.7, 3.4785714285714286)","(101.0, 120.0, 96.66666666666667)","(14.0, 28.0, 20.727272727272727)","(61.0, 90.0, 65.0)","(9.0, 19.5, 16.0)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 70.0, 68.23529411764706)"
10-01-2023 20:21:48.222412,"(2.8, 4.8, 4.766666666666667)","(9.0, 11.0, 10.0)","(2.7, 3.65, 3.507142857142857)","(101.0, 120.0, 96.66666666666667)","(14.0, 27.0, 22.285714285714285)","(61.0, 90.0, 65.0)","(9.0, 19.0, 15.583333333333334)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 70.0, 68.23529411764706)"
10-01-2023 20:21:49.456802,"(2.8, 4.8, 4.760869565217391)","(9.0, 11.0, 10.0)","(2.7, 3.65, 3.481818181818182)","(101.0, 120.0, 96.66666666666667)","(14.0, 25.0, 19.11111111111111)","(61.0, 90.0, 65.0)","(9.0, 18.5, 15.583333333333334)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 70.0, 64.375)"
10-01-2023 20:21:50.726639,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.5, 10.153333333333332)","(2.7, 3.7, 3.481818181818182)","(101.0, 120.0, 96.66666666666667)","(14.0, 22.0, 19.11111111111111)","(61.0, 90.0, 65.0)","(9.0, 18.5, 15.583333333333334)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 65.0, 64.375)"
10-01-2023 20:21:51.961130,"(2.8, 4.8, 4.760869565217391)","(9.0, 10.0, 9.876923076923077)","(2.7, 3.6, 3.496774193548387)","(101.0, 120.0, 96.66666666666667)","(14.0, 22.0, 19.428571428571427)","(61.0, 90.0, 65.0)","(9.0, 18.5, 15.583333333333334)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 65.0, 64.66666666666667)"
10-01-2023 20:21:53.116313,"(2.8, 4.8, 4.789090909090909)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.4951612903225806)","(101.0, 120.0, 96.66666666666667)","(14.0, 21.0, 19.428571428571427)","(61.0, 90.0, 65.0)","(9.0, 18.5, 16.0)","(9.0, 11.5, 11.235294117647058)","(8.5, 99999, 99990)","(61.0, 65.0, 64.66666666666667)"
10-01-2023 20:21:54.306961,"(2.8, 4.8, 4.789090909090909)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.4951612903225806)","(101.0, 120.0, 96.66666666666667)","(14.0, 21.0, 19.25)","(61.0, 90.0, 65.0)","(9.0, 18.0, 16.0)","(9.0, 11.5, 10.571428571428571)","(8.5, 99999, 99990)","(61.0, 65.0, 64.66666666666667)"
10-01-2023 20:21:55.577080,"(2.8, 4.8, 4.789090909090909)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.4951612903225806)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 16.25)","(61.0, 90.0, 65.0)","(9.0, 18.0, 16.875)","(9.0, 12.0, 10.538461538461538)","(8.5, 99999, 99990)","(61.0, 65.0, 63.68421052631579)"
10-01-2023 20:21:56.855431,"(2.8, 5.1, 5.0814814814814815)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.493478260869565)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 16.25)","(61.0, 90.0, 65.0)","(9.0, 17.5, 17.647058823529413)","(9.0, 12.0, 11.166666666666666)","(8.5, 99999, 99990)","(61.0, 65.0, 64.11764705882354)"
10-01-2023 20:21:58.150846,"(2.8, 5.1, 5.0814814814814815)","(9.0, 10.0, 9.75)","(2.7, 3.5, 3.493478260869565)","(101.0, 120.0, 96.66666666666667)","(14.0, 20.0, 16.25)","(61.0, 90.0, 65.0)","(9.0, 18.0, 17.647058823529413)","(9.0, 11.5, 11.125)","(8.5, 99999, 99990)","(61.0, 65.0, 64.11764705882354)"
