,Maheno,Reality Jewel,On The Cusp,Malaika Bale,Prince Of Egypt,Wolf,Master Jackal
943,"[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 4, 58, 701868), 61.0, 120.0]"
944,"[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 4, 59, 824724), 61.0, 120.0]"
945,"[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 0, 936021), 61.0, 120.0]"
946,"[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 2, 53407), 61.0, 120.0]"
947,"[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 3, 234477), 61.0, 120.0]"
948,"[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 4, 396341), 61.0, 120.0]"
949,"[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 5, 533053), 61.0, 120.0]"
950,"[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 6, 654161), 61.0, 120.0]"
951,"[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 7, 781482), 61.0, 120.0]"
952,"[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 8, 906282), 61.0, 120.0]"
953,"[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 10, 56612), 61.0, 120.0]"
954,"[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 5.5, 8.4]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 11, 194670), 61.0, 120.0]"
955,"[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 2.15, 2.62]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 12, 310855), 61.0, 120.0]"
956,"[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 13, 464211), 61.0, 120.0]"
957,"[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 14, 583196), 61.0, 120.0]"
958,"[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 5.5, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 16.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 15, 704504), 61.0, 120.0]"
959,"[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 16, 871006), 61.0, 120.0]"
960,"[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 18, 15859), 61.0, 120.0]"
961,"[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 19, 132308), 61.0, 120.0]"
962,"[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 20, 260965), 61.0, 120.0]"
963,"[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 21, 377039), 61.0, 120.0]"
964,"[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 2.15, 2.64]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 17.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 22, 495328), 61.0, 120.0]"
965,"[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 2.15, 2.66]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 17.0, 23.0]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 5.0, 7.0]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 23, 607588), 61.0, 120.0]"
966,"[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 2.15, 2.7]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 5.0, 6.4]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 24, 723082), 61.0, 120.0]"
967,"[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 2.15, 2.72]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 8.0, 10.0]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 5.0, 6.2]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 25, 836037), 61.0, 120.0]"
968,"[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 2.15, 2.72]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 5.0, 6.2]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 26, 953478), 61.0, 120.0]"
969,"[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 2.15, 2.72]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 5.0, 6.2]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 28, 63376), 61.0, 120.0]"
970,"[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 2.15, 2.72]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 8.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 5.0, 6.2]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 29, 182752), 61.0, 120.0]"
971,"[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 2.15, 2.8]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 30, 295021), 61.0, 120.0]"
972,"[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 2.15, 2.8]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 8.0, 9.8]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 31, 431384), 61.0, 120.0]"
973,"[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 2.2, 2.84]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 550754), 61.0, 120.0]"
974,"[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 2.2, 2.8]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 33, 672138), 61.0, 120.0]"
975,"[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 2.2, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 17.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 787592), 61.0, 120.0]"
976,"[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 907480), 61.0, 120.0]"
977,"[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 6.0, 7.8]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 18656), 61.0, 120.0]"
978,"[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 135135), 61.0, 120.0]"
979,"[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 258718), 61.0, 120.0]"
980,"[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 372813), 61.0, 120.0]"
981,"[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 2.25, 2.82]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 489117), 61.0, 120.0]"
982,"[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 601659), 61.0, 120.0]"
983,"[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 43, 717848), 61.0, 120.0]"
984,"[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 831815), 61.0, 120.0]"
985,"[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 944114), 61.0, 120.0]"
986,"[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 59756), 61.0, 120.0]"
987,"[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 177890), 61.0, 120.0]"
988,"[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 18.0, 24.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 8.0, 9.6]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 5.0, 5.9]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 4.6, 5.7]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 289128), 61.0, 120.0]"
