,Dennis Choux,Kupido,Lescot,Better Than Banksy,Igotanidea,Sir Bitesalot,Tosen Glory,Irrewarra Gem,One Fornana Rhodes,Lady Merchant,Metsi,Mikki Magic,Eltanin,Greenhill Prince
06-01-2023 12:35:21.342263,"(2.7, 3.15, 3.0527777777777776)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.884615384615385)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:23.121358,"(2.7, 3.15, 3.0527777777777776)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.884615384615385)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:24.820551,"(2.7, 3.15, 2.93125)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.884615384615385)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:26.710034,"(2.7, 3.15, 2.94875)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.884615384615385)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:28.495522,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.884615384615385)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:30.247228,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 138.5)","(31.0, 70.0, 51.333333333333336)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:31.959707,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:33.670633,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:35.411776,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:37.053221,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:38.767564,"(2.7, 3.1, 2.956)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:40.537761,"(2.7, 3.1, 2.9425)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:42.289243,"(2.7, 3.1, 2.9425)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:44.046893,"(2.7, 3.1, 2.9425)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:45.787807,"(2.7, 3.1, 2.9425)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:47.588645,"(2.7, 3.1, 2.9425)","(81.0, 220.0, 170.0)","(41.0, 170.0, 108.0)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:49.310412,"(2.7, 3.1, 2.9459999999999997)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:51.214603,"(2.7, 3.05, 2.9344444444444444)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:53.086320,"(2.7, 3.05, 2.9344444444444444)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:55.012177,"(2.7, 3.05, 2.996)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:56.908007,"(2.7, 3.3, 3.183076923076923)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:35:58.767426,"(2.7, 3.3, 3.205)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:36:00.755791,"(2.7, 3.3, 3.205)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:36:02.574331,"(2.7, 3.3, 3.205)","(81.0, 220.0, 147.5)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.4)","(10.0, 12.0, 11.785714285714285)","(6.0, 7.8, 7.76)","(31.0, 180.0, 113.0)","(6.0, 9.0, 8.11111111111111)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 55.6)"
06-01-2023 12:36:04.475461,"(2.7, 3.3, 3.06)","(81.0, 220.0, 147.5)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.571428571428571)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:06.285191,"(2.7, 3.3, 3.1559999999999997)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:08.208257,"(2.7, 3.3, 3.1559999999999997)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:10.154681,"(2.7, 3.3, 3.1559999999999997)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:11.992861,"(2.7, 3.3, 3.1559999999999997)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:13.924781,"(2.7, 3.3, 3.2244444444444444)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:15.806391,"(2.7, 3.3, 3.2244444444444444)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:17.662857,"(2.7, 3.3, 3.2244444444444444)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:19.484434,"(2.7, 3.3, 3.1763636363636363)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:21.382976,"(2.7, 3.3, 3.1372222222222224)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:23.219286,"(2.7, 3.25, 3.1372222222222224)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:25.094715,"(2.7, 3.25, 3.1372222222222224)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:26.952055,"(2.7, 3.25, 3.1372222222222224)","(81.0, 220.0, 170.0)","(41.0, 170.0, 135.14285714285714)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(6.0, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:28.839526,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:30.775065,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:32.724374,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 70.0, 47.333333333333336)"
06-01-2023 12:36:34.639227,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.8)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
06-01-2023 12:36:36.468934,"(2.7, 3.25, 3.1533333333333333)","(81.0, 220.0, 170.0)","(41.0, 170.0, 142.44444444444446)","(31.0, 70.0, 52.666666666666664)","(4.4, 5.7, 5.55)","(10.0, 12.0, 11.8125)","(6.0, 7.8, 7.766666666666667)","(31.0, 180.0, 126.4)","(5.5, 9.0, 8.2)","(71.0, 210.0, 152.5)","(11.0, 18.0, 14.346153846153847)","(71.0, 210.0, 152.5)","(91.0, 120.0, 110.0)","(26.0, 50.0, 37.75)"
