,Elite Tommy,Lets Embrace,Button,Explosive Debt,Blue Demon,Ali Starr,Nobel Nigel,Impress Browning
06-01-2023 15:13:41.871440,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.4454545454545453)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:43.057830,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.4454545454545453)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:44.199105,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.4454545454545453)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:45.327083,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.4454545454545453)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:46.405331,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.4454545454545453)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:47.484101,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.6328)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:48.535852,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.6328)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:49.576385,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7266666666666666)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:50.606256,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:51.662559,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:52.626083,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:53.676191,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:54.743522,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:55.876476,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:57.184668,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:58.294945,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:13:59.416154,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:14:00.461763,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 3.7685714285714287)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.5)","(5.5, 9.8, 8.24)"
06-01-2023 15:14:01.566361,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 4.9, 2.880377358490566)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 7.866666666666666)","(5.5, 9.8, 8.24)"
06-01-2023 15:14:02.640718,"(4.8, 7.0, 6.142857142857142)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 51.0)","(9.0, 20.0, 10.833333333333334)","(2.8, 2.9, 2.8661016949152542)","(6.5, 12.5, 9.357142857142858)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.24)"
06-01-2023 15:14:03.756752,"(4.8, 7.0, 5.954545454545455)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 54.09090909090909)","(9.0, 20.0, 14.90909090909091)","(2.8, 2.9, 2.8615384615384616)","(6.5, 12.5, 9.85)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.533333333333333)"
06-01-2023 15:14:04.845392,"(4.8, 7.0, 6.0)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 54.09090909090909)","(9.0, 19.5, 15.615384615384617)","(2.8, 2.9, 2.864)","(6.5, 12.5, 9.585714285714285)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.36)"
06-01-2023 15:14:05.964931,"(4.8, 7.0, 6.0)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 54.09090909090909)","(9.0, 19.5, 15.892857142857142)","(2.8, 2.9, 2.864)","(6.5, 12.5, 9.585714285714285)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.36)"
06-01-2023 15:14:06.978509,"(4.8, 7.0, 6.0)","(13.0, 26.0, 16.333333333333332)","(21.0, 80.0, 56.25)","(9.0, 19.5, 18.490000000000002)","(2.8, 2.9, 2.864)","(6.5, 12.5, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.163636363636364)"
06-01-2023 15:14:07.990664,"(4.8, 6.8, 6.514285714285714)","(13.0, 26.0, 16.333333333333332)","(21.0, 75.0, 67.71428571428572)","(9.0, 19.5, 18.4)","(2.8, 2.9, 2.864)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 8.383333333333335)"
06-01-2023 15:14:08.988484,"(4.8, 6.8, 6.653846153846153)","(13.0, 26.0, 23.363636363636363)","(21.0, 75.0, 68.75)","(9.0, 19.5, 18.3125)","(2.8, 4.8, 4.084057971014492)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 7.675000000000001)"
06-01-2023 15:14:10.020802,"(4.8, 6.8, 6.35)","(13.0, 25.0, 22.545454545454547)","(21.0, 75.0, 68.75)","(9.0, 19.5, 15.0)","(2.8, 4.6, 4.153333333333333)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 7.675000000000001)"
06-01-2023 15:14:11.091361,"(4.8, 6.8, 6.35)","(13.0, 25.0, 17.636363636363637)","(21.0, 75.0, 68.75)","(9.0, 19.5, 15.0)","(2.8, 4.4, 3.5736842105263156)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 7.675000000000001)"
06-01-2023 15:14:12.139803,"(4.8, 6.8, 5.771428571428571)","(13.0, 25.0, 17.636363636363637)","(21.0, 75.0, 68.75)","(9.0, 19.5, 15.0)","(2.8, 4.3, 3.5736842105263156)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.8, 7.771428571428571)"
06-01-2023 15:14:13.224738,"(4.8, 6.8, 5.771428571428571)","(13.0, 24.0, 20.0)","(21.0, 75.0, 70.54545454545453)","(9.0, 19.5, 18.4375)","(2.8, 4.2, 3.936470588235294)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.6, 7.771428571428571)"
06-01-2023 15:14:14.470571,"(4.8, 6.8, 5.771428571428571)","(13.0, 23.0, 19.5)","(21.0, 75.0, 70.54545454545453)","(9.0, 19.5, 18.555555555555557)","(2.8, 4.0, 3.8423529411764705)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.6, 7.771428571428571)"
06-01-2023 15:14:15.438935,"(4.8, 6.8, 5.771428571428571)","(13.0, 23.0, 18.5)","(21.0, 75.0, 70.54545454545453)","(9.0, 19.5, 18.555555555555557)","(2.8, 3.9, 3.8423529411764705)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.6, 7.771428571428571)"
06-01-2023 15:14:16.402221,"(4.8, 6.8, 5.771428571428571)","(13.0, 24.0, 20.333333333333336)","(21.0, 75.0, 70.54545454545453)","(9.0, 19.5, 18.555555555555557)","(2.8, 3.9, 3.8423529411764705)","(6.5, 13.0, 9.8)","(5.5, 8.6, 8.05)","(5.5, 9.6, 8.1)"
06-01-2023 15:14:17.423389,"(4.8, 6.8, 5.771428571428571)","(13.0, 24.0, 19.0)","(21.0, 75.0, 70.54545454545453)","(9.0, 19.5, 17.5)","(2.8, 3.9, 3.42)","(6.5, 13.0, 11.325)","(5.5, 8.6, 8.05)","(5.5, 9.6, 8.538461538461538)"
06-01-2023 15:14:18.708864,"(4.8, 6.8, 5.6)","(13.0, 26.0, 21.875)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 17.75)","(2.8, 3.9, 3.42)","(6.5, 12.5, 11.325)","(5.5, 8.6, 8.05)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:19.919281,"(4.8, 6.8, 5.6)","(13.0, 26.0, 21.875)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 17.75)","(2.8, 3.9, 3.02)","(6.5, 12.5, 11.325)","(5.5, 8.6, 8.05)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:21.105770,"(4.8, 6.8, 5.6)","(13.0, 26.0, 21.875)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 17.75)","(2.8, 3.9, 3.0138461538461536)","(6.5, 12.5, 11.325)","(5.5, 8.6, 8.05)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:22.145375,"(4.8, 6.8, 5.6)","(13.0, 26.0, 21.875)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 17.75)","(2.8, 3.9, 3.0138461538461536)","(6.5, 12.5, 11.325)","(5.5, 8.6, 8.200000000000001)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:23.168752,"(4.8, 6.8, 5.6)","(13.0, 26.0, 20.75)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 16.0)","(2.8, 3.9, 3.0138461538461536)","(6.5, 12.5, 11.325)","(5.5, 8.4, 8.92)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:24.345193,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 15.3)","(2.8, 3.9, 3.0138461538461536)","(6.5, 12.5, 11.325)","(5.5, 9.2, 8.92)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:25.489047,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 15.3)","(2.8, 3.9, 2.977391304347826)","(6.5, 12.5, 12.075)","(5.5, 9.2, 8.5)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:26.504573,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 70.91666666666666)","(9.0, 19.5, 15.3)","(2.8, 3.8, 3.3200000000000003)","(6.5, 13.5, 12.075)","(5.5, 9.2, 8.2)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:27.542575,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 63.5)","(9.0, 19.5, 15.3)","(2.8, 3.7, 3.3200000000000003)","(6.5, 13.5, 12.075)","(5.5, 9.2, 8.56)","(5.5, 9.4, 8.538461538461538)"
06-01-2023 15:14:28.595765,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 19.5, 15.3)","(2.8, 3.7, 3.3200000000000003)","(6.5, 13.5, 13.575)","(5.5, 8.8, 8.56)","(5.5, 9.4, 8.94)"
06-01-2023 15:14:29.576486,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.5, 16.25)","(2.8, 3.7, 3.3200000000000003)","(6.5, 15.5, 15.257142857142856)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:30.574800,"(4.8, 6.8, 5.6)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.5, 15.5)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 13.40909090909091)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:31.691496,"(4.8, 6.8, 6.4399999999999995)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.5, 15.1)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 11.757142857142856)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:32.729793,"(4.8, 6.6, 6.3428571428571425)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.5, 15.1)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 13.18)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:33.774129,"(4.8, 6.6, 6.26)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.5, 14.8)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 13.18)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:34.913476,"(4.8, 6.8, 5.675)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.0, 14.8)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 11.757142857142856)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:35.886228,"(4.8, 6.8, 5.675)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.0, 14.8)","(2.8, 3.7, 3.3200000000000003)","(6.5, 16.5, 13.48181818181818)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:36.875861,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.0, 14.8)","(2.8, 3.7, 2.968148148148148)","(6.5, 16.5, 13.48181818181818)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:38.179002,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.0, 14.8)","(2.8, 3.7, 2.968148148148148)","(6.5, 16.5, 13.48181818181818)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:39.301112,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 17.0, 14.5)","(2.8, 3.7, 2.9675)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:40.362161,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 16.5, 14.5)","(2.8, 3.6, 2.96)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:41.575663,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 69.88888888888889)","(9.0, 16.5, 14.5)","(2.8, 3.6, 3.245)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 9.2, 8.94)"
06-01-2023 15:14:42.921989,"(4.8, 6.8, 5.7444444444444445)","(13.0, 26.0, 22.625)","(21.0, 75.0, 68.0)","(9.0, 16.5, 14.5)","(2.8, 3.55, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 7.12)","(5.5, 9.2, 7.5)"
06-01-2023 15:14:44.045169,"(4.8, 6.4, 5.445454545454545)","(13.0, 26.0, 22.625)","(21.0, 80.0, 68.0)","(9.0, 16.5, 14.5)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 7.6, 8.56)","(5.5, 8.0, 7.5)"
06-01-2023 15:14:45.035304,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 14.8)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.5)"
06-01-2023 15:14:46.112897,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.5)"
06-01-2023 15:14:47.230315,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.5)"
06-01-2023 15:14:48.296190,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.5)"
06-01-2023 15:14:49.368388,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.5)"
06-01-2023 15:14:50.427208,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 24.5)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.4, 7.6)"
06-01-2023 15:14:51.521117,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 14.01)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:52.650752,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.625)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.5, 10.575)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:53.791757,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.166666666666666)","(2.8, 3.45, 3.245)","(6.5, 16.5, 10.575)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:54.875753,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 15.166666666666666)","(2.8, 3.55, 2.98)","(6.5, 16.5, 12.3)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:55.906956,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 14.428571428571429)","(2.8, 3.5, 2.9643478260869567)","(6.5, 16.0, 12.3)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:57.123490,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 17.0, 14.428571428571429)","(2.8, 3.5, 2.9643478260869567)","(6.5, 16.0, 12.3)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:58.249496,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.5, 3.1950000000000003)","(6.5, 16.0, 13.533333333333333)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:14:59.284790,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.0, 13.533333333333333)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:00.343696,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.0, 13.533333333333333)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:01.448110,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.45, 3.1950000000000003)","(6.5, 16.0, 13.533333333333333)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:02.516102,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.45, 3.145)","(6.5, 16.0, 13.533333333333333)","(5.5, 8.8, 8.56)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:03.627087,"(4.8, 6.4, 5.74375)","(13.0, 26.0, 22.625)","(21.0, 80.0, 74.66666666666666)","(9.0, 16.5, 14.666666666666666)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.066666666666666)","(5.5, 8.8, 7.428571428571429)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:04.732730,"(4.8, 6.4, 6.198076923076924)","(13.0, 26.0, 24.772727272727273)","(21.0, 80.0, 61.53846153846154)","(9.0, 16.5, 15.4)","(2.8, 3.35, 3.145)","(6.5, 16.0, 12.711111111111112)","(5.5, 8.8, 7.428571428571429)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:05.829792,"(4.8, 6.4, 5.7)","(13.0, 26.0, 20.9)","(21.0, 75.0, 70.22222222222223)","(9.0, 16.0, 15.0)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.242857142857142)","(5.5, 8.8, 7.381818181818183)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:06.916163,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 22.57142857142857)","(21.0, 75.0, 70.22222222222223)","(9.0, 16.0, 12.4)","(2.8, 3.35, 3.145)","(6.5, 16.0, 10.545454545454547)","(5.5, 8.8, 6.792727272727273)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:08.061981,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 25.529411764705884)","(21.0, 70.0, 62.4)","(9.0, 16.0, 13.833333333333332)","(2.8, 3.35, 3.145)","(6.5, 16.0, 10.545454545454547)","(5.5, 8.8, 7.6375)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:09.244894,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 25.529411764705884)","(21.0, 70.0, 62.4)","(9.0, 15.5, 13.833333333333332)","(2.8, 3.35, 3.145)","(6.5, 16.0, 10.545454545454547)","(5.5, 8.6, 7.6375)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:10.335738,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 24.6)","(21.0, 70.0, 48.888888888888886)","(9.0, 15.5, 11.913793103448276)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.263157894736842)","(5.5, 8.6, 6.773584905660377)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:11.445458,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 25.5625)","(21.0, 70.0, 44.666666666666664)","(9.0, 15.5, 11.913793103448276)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.263157894736842)","(5.5, 8.6, 7.784615384615385)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:12.651510,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 25.5625)","(21.0, 70.0, 48.5)","(9.0, 15.5, 11.913793103448276)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.263157894736842)","(5.5, 8.4, 7.784615384615385)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:13.774831,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 25.5625)","(21.0, 65.0, 41.42857142857143)","(9.0, 15.5, 12.375)","(2.8, 3.35, 3.145)","(6.5, 16.0, 11.263157894736842)","(5.5, 8.4, 6.7673469387755105)","(5.5, 8.6, 7.6)"
06-01-2023 15:15:14.785346,"(4.8, 6.4, 5.572727272727272)","(13.0, 26.0, 23.666666666666668)","(21.0, 65.0, 41.42857142857143)","(9.0, 15.0, 12.375)","(2.8, 3.35, 2.9586363636363635)","(6.5, 16.0, 13.63888888888889)","(5.5, 8.4, 6.7673469387755105)","(5.5, 8.6, 7.6)"
