,Elite Tommy,Lets Embrace,Button,Explosive Debt,Blue Demon,Ali Starr,Nobel Nigel,Impress Browning
06-01-2023 15:03:23.595484,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:24.653977,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:25.681969,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:26.693247,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:27.708686,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:28.773780,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:29.845393,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:31.004713,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:32.143723,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:33.233584,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:34.340091,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:35.704969,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:36.725695,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:37.747759,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:39.286617,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:40.576173,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:41.737931,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:42.828827,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:43.877315,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:44.944966,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:46.025727,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:47.123946,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:48.235382,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:49.359843,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 11.0)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:50.451226,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 22.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:51.562807,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:52.689487,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:53.814678,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:54.926541,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:56.022908,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:57.433778,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:58.570573,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:03:59.698146,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:00.976879,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:02.277596,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 59.666666666666664)","(9.0, 21.0, 14.9)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:03.565443,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 24.1875)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:04.850477,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:06.020288,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:07.126172,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:08.261669,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:09.403996,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:10.671586,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:11.795852,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:12.917365,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:14.030288,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:15.197991,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:16.372788,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:17.492393,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:18.582307,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:19.681235,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:20.826448,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:22.065991,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:23.232343,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 10.23913043478261)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:24.464344,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:25.605140,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:26.743576,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:27.928350,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:29.168885,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:30.439957,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:31.710389,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:32.938104,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:34.229339,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:35.501102,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:36.694946,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:37.913168,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
06-01-2023 15:04:39.076593,"(4.8, 7.0, 6.519230769230769)","(13.0, 26.0, 23.2)","(21.0, 80.0, 36.0)","(9.0, 21.0, 18.560000000000002)","(2.8, 5.0, 3.752)","(6.5, 12.5, 9.847368421052632)","(5.5, 9.4, 8.82857142857143)","(5.5, 9.8, 8.923809523809524)"
