,Summer Classic,Sahara Castle,King Wylde,Summer Fiesta,Lornas Flying,Wallys Boy,Johnny Baha,Tuta Grizzly
04-01-2023 13:09:40.132306,"(91.0, 490.0, 397.5)","(6.5, 10.0, 8.523076923076923)","(3.3, 3.45, 3.3657894736842104)","(51.0, 330.0, 292.8571428571429)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.0, 6.6499999999999995)","(2.6, 4.2, 4.069565217391305)"
04-01-2023 13:09:41.182565,"(91.0, 490.0, 397.5)","(6.5, 7.8, 7.19622641509434)","(3.3, 3.45, 3.3657894736842104)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.0, 6.6499999999999995)","(2.6, 4.2, 4.033333333333333)"
04-01-2023 13:09:42.266157,"(91.0, 490.0, 397.5)","(6.5, 7.8, 7.248275862068965)","(3.3, 3.45, 3.3875)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.0, 6.633333333333333)","(2.6, 4.2, 4.1625)"
04-01-2023 13:09:43.383856,"(91.0, 490.0, 397.5)","(6.5, 7.8, 7.336842105263158)","(3.3, 3.5, 3.3947368421052633)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.633333333333333)","(2.6, 4.2, 4.172727272727273)"
04-01-2023 13:09:44.579245,"(91.0, 490.0, 397.5)","(6.5, 7.8, 7.324324324324325)","(3.3, 3.5, 3.3947368421052633)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.699999999999999)","(2.6, 4.2, 4.172727272727273)"
04-01-2023 13:09:45.764533,"(91.0, 490.0, 397.5)","(6.5, 7.8, 7.324324324324325)","(3.3, 3.5, 3.3947368421052633)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.25)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.699999999999999)","(2.6, 4.2, 4.172727272727273)"
04-01-2023 13:09:47.168515,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.469565217391304)","(3.3, 3.5, 3.3947368421052633)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 14.8)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.699999999999999)","(2.6, 4.2, 4.172727272727273)"
04-01-2023 13:09:48.386441,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.4319999999999995)","(3.3, 3.5, 3.3947368421052633)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 14.75)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.2, 4.172727272727273)"
04-01-2023 13:09:49.709727,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.409090909090909)","(3.3, 3.5, 3.3875)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 14.75)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.2, 4.24)"
04-01-2023 13:09:51.075198,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.4319999999999995)","(3.3, 3.45, 3.3875)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 14.75)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.4, 4.2250000000000005)"
04-01-2023 13:09:52.239600,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.4319999999999995)","(3.3, 3.45, 3.3875)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.5, 15.333333333333334)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.4, 4.19)"
04-01-2023 13:09:53.386578,"(91.0, 490.0, 397.5)","(6.5, 7.6, 7.54)","(3.3, 3.45, 3.4065217391304348)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 15.0)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.4, 4.19)"
04-01-2023 13:09:54.522749,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3130434782608695)","(3.3, 3.45, 3.4065217391304348)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 14.678571428571429)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 6.666666666666666)","(2.6, 4.4, 4.213333333333334)"
04-01-2023 13:09:55.709646,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3130434782608695)","(3.3, 3.45, 3.3884615384615384)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 14.7)","(5.0, 11.5, 10.188461538461539)","(7.5, 6.8, 7.3)","(2.6, 4.4, 4.2444444444444445)"
04-01-2023 13:09:56.854126,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.367391304347826)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 14.7)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.125)","(2.6, 4.4, 4.2444444444444445)"
04-01-2023 13:09:57.979383,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.367391304347826)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 14.7)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.125)","(2.6, 4.4, 4.2444444444444445)"
04-01-2023 13:09:59.141277,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.367391304347826)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 14.708333333333334)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.125)","(2.6, 4.4, 4.2444444444444445)"
04-01-2023 13:10:00.414718,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.367391304347826)","(51.0, 330.0, 306.3636363636364)","(10.0, 17.0, 15.071428571428571)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.125)","(2.6, 4.4, 4.2444444444444445)"
04-01-2023 13:10:01.670157,"(91.0, 490.0, 397.5)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.367391304347826)","(51.0, 330.0, 297.27272727272725)","(10.0, 16.5, 14.785714285714286)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.125)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:02.990951,"(91.0, 490.0, 416.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.5342105263157895)","(51.0, 320.0, 297.27272727272725)","(10.0, 16.5, 14.637931034482758)","(5.0, 11.5, 10.188461538461539)","(7.5, 8.0, 7.235294117647059)","(2.6, 4.4, 4.26875)"
04-01-2023 13:10:04.156397,"(91.0, 490.0, 416.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.55, 3.3947368421052633)","(51.0, 320.0, 297.27272727272725)","(10.0, 16.5, 14.637931034482758)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.975)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:05.369803,"(91.0, 490.0, 416.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.3947368421052633)","(51.0, 320.0, 297.27272727272725)","(10.0, 16.5, 14.637931034482758)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.975)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:06.784295,"(91.0, 490.0, 305.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.3947368421052633)","(51.0, 320.0, 288.18181818181813)","(10.0, 16.5, 14.637931034482758)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.872727272727272)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:07.838276,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.3947368421052633)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.637931034482758)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.872727272727272)","(2.6, 4.4, 4.1899999999999995)"
04-01-2023 13:10:09.100188,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.3947368421052633)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.952941176470588)","(2.6, 4.4, 4.283333333333333)"
04-01-2023 13:10:10.290406,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.3947368421052633)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.8, 6.933333333333333)","(2.6, 4.4, 4.283333333333333)"
04-01-2023 13:10:11.455975,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.5, 3.4464285714285716)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.877777777777777)","(2.6, 4.4, 4.306666666666667)"
04-01-2023 13:10:12.742737,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.3833333333333333)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.877777777777777)","(2.6, 4.4, 4.306666666666667)"
04-01-2023 13:10:13.987466,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.3833333333333333)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.877777777777777)","(2.6, 4.4, 4.306666666666667)"
04-01-2023 13:10:15.262936,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.3833333333333333)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.877777777777777)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:16.358063,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.3833333333333333)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.9125)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:17.485066,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.418421052631579)","(51.0, 310.0, 306.3636363636364)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.188461538461539)","(7.5, 7.6, 6.7846153846153845)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:18.639409,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.45, 3.42)","(51.0, 330.0, 306.3636363636364)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.3375)","(7.5, 7.4, 6.7846153846153845)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:19.903913,"(91.0, 490.0, 310.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.3294117647058825)","(51.0, 330.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.3375)","(7.5, 7.4, 6.771428571428571)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:21.010701,"(91.0, 490.0, 202.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.3294117647058825)","(51.0, 310.0, 288.18181818181813)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.3375)","(7.5, 7.4, 6.771428571428571)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:22.123806,"(91.0, 490.0, 202.0)","(6.5, 7.4, 7.3047619047619055)","(3.3, 3.4, 3.3294117647058825)","(51.0, 310.0, 270.0)","(10.0, 16.5, 14.666666666666666)","(5.0, 11.5, 10.694117647058825)","(7.5, 7.4, 6.771428571428571)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:23.168050,"(91.0, 490.0, 202.0)","(6.5, 8.0, 7.9411764705882355)","(3.3, 3.4, 3.3294117647058825)","(51.0, 350.0, 279.0909090909091)","(10.0, 16.5, 14.648148148148149)","(5.0, 11.0, 10.172727272727272)","(7.5, 7.4, 6.866666666666666)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:24.259711,"(91.0, 490.0, 310.0)","(6.5, 8.6, 8.133333333333333)","(3.3, 3.4, 3.4107142857142856)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.648148148148149)","(5.0, 11.0, 10.35)","(7.5, 7.4, 6.763636363636364)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:25.342728,"(91.0, 490.0, 310.0)","(6.5, 8.6, 8.483333333333333)","(3.3, 3.5, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.648148148148149)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:26.420196,"(91.0, 490.0, 310.0)","(6.5, 8.6, 8.51764705882353)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.648148148148149)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:27.494605,"(91.0, 490.0, 370.0)","(6.5, 8.6, 8.51764705882353)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:28.543034,"(91.0, 490.0, 370.0)","(6.5, 8.4, 7.694117647058824)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:29.668873,"(91.0, 490.0, 315.0)","(6.5, 8.4, 7.828571428571429)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:30.751268,"(91.0, 490.0, 315.0)","(6.5, 8.4, 7.714285714285714)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.7384615384615385)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:31.821245,"(91.0, 490.0, 315.0)","(6.5, 8.4, 7.714285714285714)","(3.3, 3.45, 3.3558823529411765)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.666666666666666)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:32.773592,"(91.0, 490.0, 315.0)","(6.5, 8.4, 7.714285714285714)","(3.3, 3.45, 3.4000000000000004)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:33.787155,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.836363636363636)","(3.3, 3.4, 3.3464285714285715)","(51.0, 300.0, 279.0909090909091)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.666666666666666)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:34.839851,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.4, 3.3464285714285715)","(51.0, 300.0, 306.3636363636364)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.666666666666666)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:35.933886,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.4, 3.3464285714285715)","(51.0, 330.0, 308.33333333333337)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.666666666666666)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:37.079614,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.4, 3.3464285714285715)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:38.107098,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.4, 3.3464285714285715)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.68)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:39.159016,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.4, 3.3464285714285715)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.0, 6.8)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:40.185552,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.55, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.685714285714285)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:41.171864,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.5, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.685714285714285)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:42.249156,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.5, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.685714285714285)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:43.330955,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.5, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.685714285714285)","(2.6, 4.4, 4.26)"
04-01-2023 13:10:44.490386,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.5, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.5, 7.2, 6.685714285714285)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:45.640265,"(91.0, 490.0, 315.0)","(6.5, 8.2, 7.914285714285714)","(3.3, 3.5, 3.3823529411764706)","(51.0, 330.0, 279.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.2, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:46.714299,"(91.0, 490.0, 315.0)","(7.0, 8.2, 7.914285714285714)","(3.2, 3.5, 3.4375)","(51.0, 330.0, 255.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:47.747106,"(91.0, 490.0, 315.0)","(7.0, 9.4, 8.8)","(3.2, 3.5, 3.3558823529411765)","(51.0, 300.0, 255.0)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:48.816166,"(91.0, 490.0, 198.33333333333334)","(7.0, 9.2, 8.133333333333333)","(3.2, 3.45, 3.3558823529411765)","(51.0, 300.0, 243.75)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:49.860144,"(91.0, 490.0, 198.33333333333334)","(7.0, 9.2, 8.133333333333333)","(3.2, 3.45, 3.3558823529411765)","(51.0, 300.0, 243.75)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:50.890109,"(91.0, 490.0, 206.66666666666666)","(7.0, 9.2, 7.768421052631578)","(3.2, 3.45, 3.3558823529411765)","(51.0, 290.0, 236.25)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:51.978604,"(91.0, 490.0, 206.66666666666666)","(7.0, 9.2, 7.768421052631578)","(3.2, 3.45, 3.3558823529411765)","(51.0, 290.0, 237.5)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.699999999999999)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:53.086066,"(91.0, 490.0, 206.66666666666666)","(7.0, 9.2, 7.768421052631578)","(3.2, 3.45, 3.3558823529411765)","(51.0, 290.0, 237.5)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.633333333333333)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:54.268475,"(91.0, 490.0, 320.0)","(7.0, 9.0, 7.88)","(3.2, 3.45, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:55.429987,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.3)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:56.547367,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.066666666666666)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.341666666666667)"
04-01-2023 13:10:57.526926,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.066666666666666)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.209090909090909)"
04-01-2023 13:10:58.609812,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.066666666666666)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:10:59.718131,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.066666666666666)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 14.096153846153847)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:00.822672,"(91.0, 490.0, 320.0)","(7.0, 9.0, 8.189473684210526)","(3.2, 3.4, 3.3464285714285715)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 13.615384615384615)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:01.917106,"(91.0, 490.0, 320.0)","(7.0, 8.8, 7.96)","(3.2, 3.65, 3.61)","(51.0, 290.0, 270.9090909090909)","(10.0, 16.5, 13.375)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:02.996768,"(91.0, 490.0, 320.0)","(7.0, 8.8, 7.857142857142857)","(3.2, 3.75, 3.4499999999999997)","(51.0, 290.0, 307.27272727272725)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:04.119773,"(91.0, 490.0, 315.0)","(7.0, 8.8, 7.779999999999999)","(3.2, 3.75, 3.55)","(51.0, 330.0, 307.27272727272725)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:05.185582,"(91.0, 490.0, 315.0)","(7.0, 8.8, 7.779999999999999)","(3.2, 3.7, 3.55)","(51.0, 330.0, 305.0)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.644444444444444)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:06.200731,"(91.0, 490.0, 315.0)","(7.0, 8.8, 7.825)","(3.2, 3.65, 3.55)","(51.0, 330.0, 305.0)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.699999999999999)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:07.185450,"(91.0, 490.0, 315.0)","(7.0, 8.8, 7.825)","(3.2, 3.65, 3.4944444444444445)","(51.0, 330.0, 307.27272727272725)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 7.0, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:08.267581,"(91.0, 490.0, 315.0)","(7.0, 8.8, 8.061538461538461)","(3.2, 3.65, 3.484210526315789)","(51.0, 330.0, 268.75)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:09.645388,"(91.0, 490.0, 315.0)","(7.0, 8.6, 7.8999999999999995)","(3.2, 3.65, 3.4363636363636365)","(51.0, 330.0, 282.0)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:10.844539,"(91.0, 490.0, 315.0)","(7.0, 8.6, 7.8999999999999995)","(3.2, 3.6, 3.425)","(51.0, 330.0, 257.5)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
04-01-2023 13:11:11.928498,"(91.0, 490.0, 320.0)","(7.0, 8.6, 7.8999999999999995)","(3.2, 3.55, 3.425)","(51.0, 290.0, 257.5)","(10.0, 16.5, 13.274193548387096)","(5.0, 11.0, 10.35)","(7.0, 6.8, 6.633333333333333)","(2.6, 4.4, 4.355555555555556)"
