,Montabot,Namakwa,Our Rebel,Isabellas Spring,Bernies Tiger,Savvy Oak,Reflect The Stars,Suppression,Circling,General Wolffe
14-12-2022 14:37:52.894693,"(3.9, 4.5, 4.4479338842975205)","(15.0, 16.5, 16.09090909090909)","(20.0, 34.0, 31.272727272727273)","(4.2, 5.1, 4.9312499999999995)","(41.0, 65.0, 56.111111111111114)","(9.0, 16.0, 14.166666666666666)","(5.5, 6.2, 6.049230769230769)","(10.0, 11.0, 10.608695652173914)","(7.5, 10.0, 9.533333333333333)","(31.0, 44.0, 36.857142857142854)"
14-12-2022 14:37:54.388771,"(3.9, 4.5, 4.45)","(14.0, 16.5, 16.09090909090909)","(20.0, 34.0, 31.272727272727273)","(4.2, 5.1, 4.966666666666667)","(41.0, 65.0, 56.111111111111114)","(9.0, 16.0, 14.11111111111111)","(5.5, 6.4, 6.047058823529412)","(10.0, 11.0, 10.608695652173914)","(7.5, 9.8, 9.584615384615384)","(31.0, 44.0, 38.44444444444444)"
14-12-2022 14:37:55.818282,"(3.9, 4.5, 4.45)","(14.0, 16.5, 16.09090909090909)","(21.0, 34.0, 30.666666666666668)","(4.2, 5.1, 4.941176470588235)","(41.0, 65.0, 59.285714285714285)","(10.0, 15.5, 13.875)","(5.5, 6.4, 6.049230769230769)","(10.0, 11.0, 10.608695652173914)","(7.5, 10.0, 9.542857142857143)","(31.0, 42.0, 38.142857142857146)"
14-12-2022 14:37:57.223840,"(3.9, 4.5, 4.45)","(14.0, 16.5, 16.09090909090909)","(21.0, 34.0, 30.666666666666668)","(4.2, 5.1, 4.941176470588235)","(41.0, 65.0, 59.285714285714285)","(10.0, 15.0, 13.875)","(5.5, 6.4, 6.08421052631579)","(10.0, 11.0, 10.608695652173914)","(7.5, 9.8, 9.542857142857143)","(31.0, 42.0, 38.72727272727273)"
14-12-2022 14:37:58.632025,"(3.9, 4.5, 4.430530973451328)","(14.0, 16.5, 16.25)","(21.0, 32.0, 31.076923076923077)","(4.2, 5.1, 4.941176470588235)","(41.0, 65.0, 59.285714285714285)","(10.0, 15.0, 13.875)","(5.5, 6.2, 6.08421052631579)","(10.0, 11.0, 10.608695652173914)","(7.5, 9.8, 9.666666666666668)","(31.0, 42.0, 38.8)"
14-12-2022 14:38:00.087564,"(3.9, 4.5, 4.433474576271187)","(14.0, 16.5, 16.25)","(21.0, 30.0, 29.142857142857142)","(4.2, 5.1, 4.888888888888888)","(41.0, 65.0, 59.285714285714285)","(10.0, 15.0, 14.166666666666666)","(5.5, 6.2, 6.045454545454546)","(10.0, 11.0, 10.608695652173914)","(7.5, 9.8, 9.666666666666668)","(31.0, 42.0, 36.583333333333336)"
14-12-2022 14:38:01.578379,"(3.9, 4.5, 4.471641791044776)","(14.0, 16.5, 16.3125)","(21.0, 30.0, 28.571428571428573)","(4.2, 5.1, 4.888888888888888)","(41.0, 65.0, 59.285714285714285)","(10.0, 15.0, 14.583333333333334)","(5.5, 6.2, 6.052631578947368)","(10.0, 11.0, 10.608695652173914)","(7.5, 10.0, 9.6)","(31.0, 42.0, 32.714285714285715)"
14-12-2022 14:38:02.966993,"(3.9, 4.5, 4.471641791044776)","(14.0, 16.5, 16.714285714285715)","(21.0, 30.0, 28.571428571428573)","(4.2, 5.1, 4.888888888888888)","(41.0, 65.0, 55.55555555555556)","(10.0, 15.0, 14.428571428571429)","(5.5, 6.2, 6.0476190476190474)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.6)","(31.0, 42.0, 36.0)"
14-12-2022 14:38:04.425253,"(3.9, 4.5, 4.480808080808081)","(14.0, 17.0, 16.575)","(21.0, 30.0, 28.571428571428573)","(4.2, 5.1, 4.88)","(41.0, 60.0, 54.35294117647059)","(10.0, 15.0, 14.8125)","(5.5, 6.2, 6.041666666666667)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.66)","(31.0, 38.0, 35.333333333333336)"
14-12-2022 14:38:06.025961,"(3.9, 4.5, 4.480808080808081)","(14.0, 17.0, 16.575)","(21.0, 30.0, 29.0)","(4.2, 5.0, 4.88)","(41.0, 60.0, 52.0)","(10.0, 15.0, 14.727272727272727)","(5.5, 6.2, 6.041666666666667)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.66)","(31.0, 38.0, 35.1764705882353)"
14-12-2022 14:38:07.364695,"(3.9, 4.5, 4.480808080808081)","(14.0, 17.0, 16.575)","(21.0, 30.0, 29.333333333333332)","(4.2, 5.0, 4.88)","(41.0, 60.0, 52.0)","(10.0, 15.0, 14.5)","(5.5, 6.2, 6.0476190476190474)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.66)","(31.0, 38.0, 34.7)"
14-12-2022 14:38:08.702639,"(3.9, 4.5, 4.480808080808081)","(14.0, 17.0, 16.575)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.933333333333334)","(41.0, 60.0, 52.0)","(10.0, 15.0, 14.5)","(5.5, 6.2, 6.041666666666667)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.85217391304348)","(31.0, 38.0, 34.7)"
14-12-2022 14:38:10.151061,"(3.9, 4.5, 4.458769230769231)","(14.0, 17.0, 16.575)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.933333333333334)","(41.0, 60.0, 55.130434782608695)","(10.0, 15.0, 14.5)","(5.5, 6.2, 6.053846153846154)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.92)","(31.0, 38.0, 35.46153846153846)"
14-12-2022 14:38:11.922231,"(3.9, 4.5, 4.455855855855856)","(14.0, 17.0, 16.575)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.933333333333334)","(41.0, 60.0, 50.15384615384615)","(10.0, 15.0, 14.5)","(5.5, 6.2, 5.952173913043478)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.0, 9.916666666666668)","(31.0, 38.0, 35.46153846153846)"
14-12-2022 14:38:13.862614,"(3.9, 4.5, 4.455855855855856)","(14.0, 17.0, 16.673076923076923)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.966666666666667)","(41.0, 60.0, 50.15384615384615)","(10.0, 15.0, 14.5)","(5.5, 6.2, 6.027272727272727)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.5, 9.9875)","(31.0, 38.0, 35.46153846153846)"
14-12-2022 14:38:15.895557,"(3.9, 4.5, 4.455855855855856)","(14.0, 17.0, 16.673076923076923)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.933333333333334)","(41.0, 60.0, 48.583333333333336)","(10.0, 15.0, 14.294117647058824)","(5.5, 6.2, 6.027272727272727)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.5, 9.926)","(31.0, 38.0, 35.529411764705884)"
14-12-2022 14:38:17.622836,"(3.9, 4.5, 4.455855855855856)","(14.0, 17.0, 16.27777777777778)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.9837209302325585)","(41.0, 55.0, 47.666666666666664)","(10.0, 15.0, 14.4)","(5.5, 6.2, 5.844444444444445)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.5, 9.948076923076924)","(31.0, 36.0, 35.55555555555556)"
14-12-2022 14:38:19.545875,"(3.9, 4.5, 4.455855855855856)","(14.0, 16.5, 16.38888888888889)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 5.00625)","(41.0, 55.0, 47.666666666666664)","(10.0, 15.0, 14.2)","(5.5, 5.9, 5.83)","(10.0, 11.0, 10.482758620689655)","(7.5, 10.5, 9.948076923076924)","(31.0, 38.0, 35.55555555555556)"
14-12-2022 14:38:21.261743,"(3.9, 4.5, 4.476211453744494)","(14.0, 16.5, 16.366666666666667)","(21.0, 32.0, 29.77777777777778)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 49.5)","(10.0, 15.0, 13.653846153846153)","(5.5, 5.9, 5.858823529411765)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.5, 9.948076923076924)","(31.0, 38.0, 36.285714285714285)"
14-12-2022 14:38:23.110795,"(3.9, 4.5, 4.466558966074314)","(14.0, 16.5, 16.214285714285715)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 47.92857142857143)","(10.0, 15.0, 13.69047619047619)","(5.5, 5.9, 5.916666666666667)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.5, 9.948076923076924)","(31.0, 38.0, 35.6)"
14-12-2022 14:38:25.002679,"(3.9, 4.6, 4.472333848531685)","(14.0, 16.5, 16.214285714285715)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 47.92857142857143)","(10.0, 15.0, 13.69047619047619)","(5.5, 6.2, 5.913636363636364)","(10.0, 11.0, 10.491525423728813)","(7.5, 10.5, 9.948076923076924)","(31.0, 38.0, 34.8125)"
14-12-2022 14:38:26.743987,"(3.9, 4.6, 4.493405114401077)","(14.0, 16.5, 16.214285714285715)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 48.583333333333336)","(10.0, 15.0, 13.69047619047619)","(5.5, 6.2, 6.12)","(10.0, 11.0, 10.491525423728813)","(7.5, 10.0, 9.8)","(31.0, 38.0, 34.8125)"
14-12-2022 14:38:28.401398,"(3.9, 4.6, 4.493405114401077)","(14.0, 16.5, 16.214285714285715)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 48.583333333333336)","(10.0, 15.0, 13.69047619047619)","(5.5, 6.2, 6.1)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.7)","(31.0, 38.0, 35.142857142857146)"
14-12-2022 14:38:29.898040,"(3.9, 4.6, 4.493405114401077)","(14.0, 16.5, 16.214285714285715)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 5.016666666666667)","(41.0, 55.0, 48.583333333333336)","(10.0, 15.0, 14.083333333333334)","(5.0, 6.2, 6.1)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.600000000000001)","(31.0, 38.0, 35.142857142857146)"
14-12-2022 14:38:31.433978,"(3.9, 4.6, 4.488814317673378)","(14.0, 16.5, 16.1875)","(21.0, 32.0, 30.333333333333332)","(4.2, 5.1, 4.975862068965517)","(41.0, 55.0, 50.1875)","(10.0, 15.0, 14.181818181818182)","(5.0, 6.2, 6.1)","(10.0, 11.0, 10.527272727272727)","(7.5, 9.8, 9.600000000000001)","(31.0, 38.0, 35.142857142857146)"
14-12-2022 14:38:32.932059,"(3.9, 4.5, 4.488814317673378)","(14.0, 16.5, 16.1875)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9941176470588236)","(41.0, 55.0, 49.27272727272727)","(10.0, 15.0, 13.921875)","(5.0, 6.2, 6.1)","(10.0, 11.0, 10.535714285714286)","(7.5, 9.8, 9.600000000000001)","(31.0, 38.0, 35.333333333333336)"
14-12-2022 14:38:34.562044,"(3.9, 4.5, 4.4697022767075305)","(14.0, 16.5, 16.34375)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9875)","(41.0, 55.0, 46.34782608695652)","(10.0, 15.0, 14.0625)","(5.0, 6.2, 5.957692307692308)","(10.0, 11.0, 10.527272727272727)","(7.5, 9.8, 9.600000000000001)","(31.0, 38.0, 54.15)"
14-12-2022 14:38:36.820876,"(3.9, 4.5, 4.476346153846154)","(15.0, 16.5, 16.34375)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9875)","(41.0, 50.0, 46.16)","(10.0, 15.0, 14.0625)","(5.0, 6.2, 5.957692307692308)","(10.0, 11.0, 10.527272727272727)","(7.5, 9.8, 9.600000000000001)","(31.0, 55.0, 47.89473684210526)"
14-12-2022 14:38:38.365336,"(3.9, 4.5, 4.476346153846154)","(15.0, 16.5, 16.272727272727273)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9875)","(41.0, 50.0, 46.16)","(10.0, 15.0, 13.941176470588236)","(5.0, 6.2, 5.957692307692308)","(10.0, 11.0, 10.527272727272727)","(7.5, 9.8, 9.72)","(31.0, 55.0, 47.89473684210526)"
14-12-2022 14:38:40.033460,"(3.9, 4.5, 4.476346153846154)","(15.0, 16.5, 16.272727272727273)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9875)","(41.0, 50.0, 46.16)","(10.0, 15.0, 13.580645161290322)","(5.0, 6.2, 5.957692307692308)","(10.0, 11.0, 10.527272727272727)","(7.5, 9.8, 9.719999999999999)","(31.0, 55.0, 47.89473684210526)"
14-12-2022 14:38:41.725887,"(3.9, 4.5, 4.476346153846154)","(15.0, 16.5, 16.272727272727273)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.9875)","(41.0, 50.0, 46.16)","(10.0, 15.0, 13.75)","(5.0, 6.2, 5.957692307692308)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.766666666666666)","(31.0, 55.0, 44.61538461538461)"
14-12-2022 14:38:43.415583,"(3.9, 4.5, 4.480050505050505)","(15.0, 16.5, 16.272727272727273)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.909090909090909)","(41.0, 50.0, 46.63157894736842)","(10.0, 15.0, 13.514285714285714)","(5.0, 6.2, 5.951724137931035)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.860000000000001)","(31.0, 55.0, 48.0)"
14-12-2022 14:38:45.072256,"(3.9, 4.5, 4.480050505050505)","(15.0, 16.5, 15.945945945945946)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.890697674418605)","(41.0, 50.0, 46.63157894736842)","(10.0, 15.0, 13.9)","(5.0, 6.2, 5.942253521126761)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.963636363636363)","(31.0, 50.0, 48.0)"
14-12-2022 14:38:46.631345,"(3.9, 4.5, 4.472209567198178)","(15.0, 16.0, 15.945945945945946)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.1, 4.944444444444445)","(41.0, 50.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 5.942253521126761)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.0, 9.908620689655173)","(31.0, 50.0, 48.0)"
14-12-2022 14:38:48.168547,"(3.9, 4.5, 4.476628352490422)","(15.0, 16.0, 15.945945945945946)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.944444444444445)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 5.942253521126761)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.5, 9.908620689655173)","(31.0, 50.0, 48.0)"
14-12-2022 14:38:49.827481,"(3.9, 4.5, 4.467681895093063)","(15.0, 16.0, 15.945945945945946)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.944444444444445)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 5.942253521126761)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.5, 9.667924528301887)","(31.0, 50.0, 43.07692307692308)"
14-12-2022 14:38:51.486808,"(3.9, 4.5, 4.467681895093063)","(15.0, 16.0, 15.945945945945946)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.944444444444445)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 6.017910447761194)","(10.0, 11.0, 10.527272727272727)","(7.5, 10.5, 9.747368421052633)","(31.0, 50.0, 42.5)"
14-12-2022 14:38:53.035640,"(3.9, 4.5, 4.467681895093063)","(15.0, 16.0, 15.943181818181818)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.964285714285714)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 6.017910447761194)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.747368421052633)","(31.0, 50.0, 42.5)"
14-12-2022 14:38:54.929347,"(3.9, 4.5, 4.467681895093063)","(15.0, 16.0, 15.943181818181818)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.964285714285714)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 13.9)","(5.0, 6.2, 6.017910447761194)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.747368421052633)","(31.0, 50.0, 42.5)"
14-12-2022 14:38:57.250030,"(3.9, 4.5, 4.473937153419594)","(15.0, 16.0, 15.95)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.9772727272727275)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 14.214285714285714)","(5.0, 6.2, 5.974074074074075)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.747368421052633)","(31.0, 50.0, 42.5)"
14-12-2022 14:38:58.904723,"(3.9, 4.5, 4.473937153419594)","(15.0, 16.0, 15.95)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.9772727272727275)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 14.214285714285714)","(5.0, 6.2, 5.974074074074075)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.675)","(31.0, 50.0, 42.5)"
14-12-2022 14:39:00.612335,"(3.9, 4.5, 4.473937153419594)","(15.0, 16.0, 15.879310344827585)","(21.0, 32.0, 29.333333333333332)","(4.2, 5.0, 4.992307692307692)","(41.0, 48.0, 46.666666666666664)","(10.0, 14.5, 14.555555555555555)","(5.0, 6.2, 5.974074074074075)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.675)","(31.0, 50.0, 42.5)"
14-12-2022 14:39:02.468416,"(3.9, 4.5, 4.501750291715286)","(15.0, 16.0, 15.879310344827585)","(21.0, 32.0, 28.8)","(4.2, 5.1, 4.946153846153846)","(41.0, 48.0, 46.666666666666664)","(10.0, 15.0, 14.555555555555555)","(5.0, 6.2, 6.031578947368421)","(10.0, 11.0, 10.566666666666666)","(7.5, 10.0, 9.514285714285714)","(31.0, 50.0, 43.833333333333336)"
14-12-2022 14:39:04.160650,"(3.9, 4.6, 4.500925925925926)","(15.0, 16.0, 15.857142857142858)","(21.0, 32.0, 28.8)","(4.2, 5.1, 4.946153846153846)","(41.0, 48.0, 50.15384615384615)","(10.0, 15.0, 14.384615384615385)","(5.0, 6.2, 6.0375)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.8, 9.5)","(31.0, 48.0, 45.578947368421055)"
14-12-2022 14:39:05.835901,"(3.9, 4.6, 4.503294117647059)","(15.0, 16.0, 15.857142857142858)","(21.0, 32.0, 28.8)","(4.2, 5.1, 4.96046511627907)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.384615384615385)","(5.0, 6.2, 6.0375)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.8, 9.538461538461538)","(31.0, 46.0, 45.578947368421055)"
14-12-2022 14:39:07.583721,"(3.9, 4.6, 4.503294117647059)","(15.0, 16.0, 15.788461538461538)","(21.0, 32.0, 32.588235294117645)","(4.2, 5.1, 4.975)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.384615384615385)","(5.0, 6.2, 6.0375)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.538461538461538)","(31.0, 46.0, 45.578947368421055)"
14-12-2022 14:39:09.183478,"(3.9, 4.6, 4.503294117647059)","(15.0, 16.0, 15.8125)","(21.0, 34.0, 32.214285714285715)","(4.2, 5.0, 4.975)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.384615384615385)","(5.0, 6.2, 6.0375)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.538461538461538)","(31.0, 46.0, 45.578947368421055)"
14-12-2022 14:39:10.773065,"(3.9, 4.6, 4.503294117647059)","(15.0, 16.0, 15.785714285714286)","(21.0, 34.0, 31.0)","(4.2, 5.0, 4.962962962962963)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.142857142857142)","(5.0, 6.2, 6.1230769230769235)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.538461538461538)","(31.0, 46.0, 45.578947368421055)"
14-12-2022 14:39:12.361161,"(3.9, 4.6, 4.503294117647059)","(15.0, 16.0, 15.785714285714286)","(21.0, 34.0, 31.0)","(4.2, 5.0, 4.962962962962963)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.142857142857142)","(5.0, 6.2, 6.1230769230769235)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.538461538461538)","(31.0, 46.0, 45.578947368421055)"
14-12-2022 14:39:13.985033,"(3.9, 4.6, 4.525862068965517)","(14.0, 16.0, 15.785714285714286)","(21.0, 34.0, 31.76923076923077)","(4.2, 4.9, 4.85)","(41.0, 55.0, 50.15384615384615)","(10.0, 15.0, 14.25)","(5.0, 6.2, 6.1230769230769235)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.272727272727273)","(31.0, 46.0, 40.94736842105263)"
14-12-2022 14:39:15.593155,"(3.9, 4.6, 4.525862068965517)","(14.0, 16.0, 15.785714285714286)","(21.0, 32.0, 31.76923076923077)","(4.2, 4.9, 4.85)","(41.0, 55.0, 49.6)","(10.0, 15.0, 14.25)","(5.0, 6.2, 6.1230769230769235)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.272727272727273)","(31.0, 46.0, 40.94736842105263)"
14-12-2022 14:39:17.132076,"(3.9, 4.6, 4.528301886792453)","(14.0, 16.0, 15.8125)","(21.0, 32.0, 33.0)","(4.2, 4.9, 4.85)","(41.0, 55.0, 51.294117647058826)","(10.0, 15.0, 14.25)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.15)","(31.0, 46.0, 40.94736842105263)"
14-12-2022 14:39:18.658759,"(3.9, 4.6, 4.538709677419354)","(14.0, 16.0, 15.8125)","(21.0, 34.0, 33.0)","(4.2, 4.9, 4.85)","(41.0, 55.0, 51.294117647058826)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.573770491803279)","(7.5, 9.6, 8.676923076923076)","(31.0, 46.0, 40.46153846153846)"
14-12-2022 14:39:20.207472,"(3.9, 4.6, 4.553385826771653)","(14.0, 16.0, 15.777777777777779)","(21.0, 34.0, 33.25)","(4.2, 4.9, 4.825)","(41.0, 55.0, 51.294117647058826)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 8.676923076923076)","(31.0, 46.0, 40.46153846153846)"
14-12-2022 14:39:21.756725,"(3.9, 4.6, 4.547598870056497)","(14.0, 16.0, 15.755102040816327)","(21.0, 34.0, 33.25)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 9.024000000000001)","(31.0, 46.0, 39.6)"
14-12-2022 14:39:23.323257,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.675438596491228)","(21.0, 34.0, 33.0)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 8.75294117647059)","(31.0, 46.0, 39.6)"
14-12-2022 14:39:24.890032,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.675438596491228)","(21.0, 38.0, 34.357142857142854)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.088888888888889)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 8.75294117647059)","(31.0, 46.0, 39.8)"
14-12-2022 14:39:26.558878,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.675438596491228)","(21.0, 38.0, 36.857142857142854)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.2, 6.126984126984127)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 8.75294117647059)","(31.0, 42.0, 40.285714285714285)"
14-12-2022 14:39:28.000486,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.675438596491228)","(21.0, 38.0, 36.857142857142854)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.4, 6.126984126984127)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.6, 8.65)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:29.505104,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.663934426229508)","(21.0, 38.0, 37.2)","(4.2, 4.9, 4.866666666666667)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.4, 6.150649350649351)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.4625)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:31.043001,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.640350877192983)","(21.0, 38.0, 37.2)","(4.2, 4.9, 4.866666666666667)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.4, 6.241666666666667)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.542857142857143)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:32.571417,"(3.9, 4.6, 4.546848137535816)","(14.0, 16.0, 15.640350877192983)","(21.0, 38.0, 37.2)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.4, 6.632258064516129)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.854545454545454)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:34.087287,"(3.9, 4.6, 4.546848137535816)","(14.0, 15.5, 15.428104575163399)","(21.0, 38.0, 37.2)","(4.2, 4.9, 4.825)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.11111111111111)","(5.0, 6.8, 6.632258064516129)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.854545454545454)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:35.651021,"(3.9, 4.6, 4.578068410462777)","(14.0, 15.5, 15.75)","(21.0, 38.0, 37.55555555555556)","(4.2, 4.9, 4.7926829268292686)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.066666666666666)","(5.0, 6.8, 6.632258064516129)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.854545454545454)","(31.0, 42.0, 38.25)"
14-12-2022 14:39:37.277794,"(3.9, 4.7, 4.594995278564684)","(14.0, 16.0, 15.5546875)","(21.0, 38.0, 37.55555555555556)","(4.2, 4.8, 4.7926829268292686)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.066666666666666)","(5.0, 6.8, 6.85)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.4, 8.707692307692307)","(31.0, 42.0, 37.8)"
14-12-2022 14:39:38.806860,"(3.9, 4.7, 4.594995278564684)","(14.0, 16.0, 15.5546875)","(21.0, 38.0, 37.333333333333336)","(4.2, 4.8, 4.7926829268292686)","(41.0, 55.0, 49.75)","(10.0, 15.0, 14.066666666666666)","(5.0, 7.0, 6.766666666666667)","(10.0, 11.0, 10.566666666666666)","(7.5, 9.2, 8.592857142857142)","(31.0, 42.0, 37.8)"
