,Logan Street Lion,Worthily,Mahagoni,Lovely Esteem,Tavion Prince,Yukon,Dr Evil,First Light,Yggdrasil,Naval Seal
07-01-2023 16:10:47.872370,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.504451038575668)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.6, 6.5497206703910615)","(5.5, 6.4, 6.20625)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.442105263157894)"
07-01-2023 16:10:49.319926,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.504451038575668)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.6, 6.5693251533742325)","(5.5, 6.4, 6.338916256157636)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:50.694765,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.9546875)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.504451038575668)","(51.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.6, 6.735015772870662)","(5.5, 6.4, 6.327619047619048)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:52.052648,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.921008403361345)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.504451038575668)","(41.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.735015772870662)","(5.5, 6.4, 6.338916256157636)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:53.395090,"(6.0, 7.4, 7.333333333333334)","(8.0, 9.4, 8.921008403361345)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.244343891402714)","(41.0, 55.0, 54.67741935483871)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.740952380952381)","(5.5, 6.4, 6.20785498489426)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:54.797338,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.740952380952381)","(5.5, 6.4, 6.20785498489426)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:56.141591,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.740952380952381)","(5.5, 6.4, 6.20785498489426)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:57.526352,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.740952380952381)","(5.5, 6.4, 6.204907975460123)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.435897435897436)"
07-01-2023 16:10:58.917503,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.73921568627451)","(5.5, 6.4, 6.204907975460123)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:00.369458,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.73921568627451)","(5.5, 6.4, 6.191194968553459)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:01.811958,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.741379310344827)","(10.0, 13.0, 12.332)","(41.0, 55.0, 54.72826086956522)","(21.0, 25.0, 24.77777777777778)","(5.5, 6.8, 6.73921568627451)","(5.5, 6.4, 6.191194968553459)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:03.159081,"(6.0, 7.4, 7.317073170731708)","(8.0, 9.2, 8.90909090909091)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.332)","(41.0, 55.0, 59.7752808988764)","(21.0, 25.0, 24.647058823529413)","(5.5, 6.8, 6.733807829181495)","(5.5, 6.4, 6.191194968553459)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.427027027027027)"
07-01-2023 16:11:04.481163,"(6.0, 7.4, 7.252873563218391)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.332)","(41.0, 60.0, 59.7752808988764)","(21.0, 25.0, 24.647058823529413)","(5.5, 6.8, 6.738205980066445)","(5.5, 6.4, 6.191194968553459)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.427027027027027)"
07-01-2023 16:11:05.892199,"(6.0, 7.4, 7.176)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 25.0, 25.548387096774192)","(5.5, 6.8, 6.729595015576324)","(5.5, 6.4, 6.191194968553459)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.427027027027027)"
07-01-2023 16:11:07.373415,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.729595015576324)","(5.5, 6.4, 6.207508532423208)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.427027027027027)"
07-01-2023 16:11:08.716471,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.668292682926829)","(5.5, 6.4, 6.207508532423208)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.427027027027027)"
07-01-2023 16:11:10.006942,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.668292682926829)","(5.5, 6.4, 6.207508532423208)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:11.520644,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.668292682926829)","(5.5, 6.4, 6.207508532423208)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:13.012928,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.668292682926829)","(5.5, 6.4, 6.207508532423208)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:14.626848,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.668852459016393)","(5.5, 6.4, 6.20431654676259)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.483636363636363)"
07-01-2023 16:11:16.048650,"(6.0, 7.2, 7.172549019607843)","(8.0, 9.0, 8.803571428571429)","(6.5, 7.8, 7.702857142857143)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.8, 6.570746268656716)","(5.5, 6.4, 6.245762711864407)","(31.0, 40.0, 39.76)","(6.5, 7.6, 7.377272727272728)"
07-01-2023 16:11:17.510199,"(6.0, 7.2, 7.17741935483871)","(8.0, 9.0, 8.912328767123288)","(6.5, 7.8, 7.726086956521739)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.5)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.245762711864407)","(31.0, 40.0, 39.76)","(6.5, 7.4, 7.377272727272728)"
07-01-2023 16:11:18.841003,"(6.0, 7.2, 7.17741935483871)","(8.0, 9.0, 8.912328767123288)","(6.5, 7.8, 7.703571428571428)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.76923076923077)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.245762711864407)","(31.0, 40.0, 39.76)","(6.5, 7.4, 7.377272727272728)"
07-01-2023 16:11:20.282952,"(6.0, 7.2, 7.17741935483871)","(8.0, 9.0, 8.912328767123288)","(6.5, 7.8, 7.703571428571428)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.76923076923077)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.246009389671362)","(31.0, 40.0, 39.747368421052634)","(6.5, 7.4, 7.377777777777778)"
07-01-2023 16:11:21.819808,"(6.0, 7.2, 7.17741935483871)","(8.0, 9.0, 8.912328767123288)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.246728971962617)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.208547008547009)"
07-01-2023 16:11:23.575144,"(6.0, 7.2, 7.178461538461539)","(8.0, 9.0, 8.577474402730376)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.306839186691313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.266666666666667)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.208547008547009)"
07-01-2023 16:11:25.162775,"(6.0, 7.2, 7.186440677966102)","(8.0, 8.6, 8.577474402730376)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.30167597765363)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.266666666666667)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.208547008547009)"
07-01-2023 16:11:26.723109,"(6.0, 7.2, 7.186440677966102)","(8.0, 8.6, 8.577474402730376)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.30167597765363)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.261016949152543)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.208547008547009)"
07-01-2023 16:11:28.353369,"(6.0, 7.2, 7.152577319587629)","(8.0, 8.6, 8.9)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.254867256637168)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.208547008547009)"
07-01-2023 16:11:29.817937,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.0, 8.9)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.4, 7.155102040816327)"
07-01-2023 16:11:31.268964,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.0, 8.9)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.733333333333334)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:32.706674,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.0, 8.902325581395349)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.7)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:34.243542,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.7)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:35.688849,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(5.5, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.6)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:37.006563,"(6.0, 7.2, 7.152577319587629)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.312741312741313)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.6)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:38.362957,"(6.0, 7.2, 7.145098039215687)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.692063492063491)","(10.0, 13.0, 12.633152173913043)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.288571428571429)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:39.789207,"(6.0, 7.2, 7.145098039215687)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.6866666666666665)","(10.0, 13.0, 12.633152173913043)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.28)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:41.214426,"(6.0, 7.2, 7.157251908396947)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.625641025641025)","(10.0, 13.0, 12.633152173913043)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.896551724137932)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.28)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:42.590045,"(6.0, 7.2, 7.237762237762238)","(8.0, 9.2, 8.902325581395349)","(6.5, 7.8, 7.625641025641025)","(10.0, 13.0, 12.63960113960114)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.308235294117647)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:44.055831,"(6.0, 7.4, 7.2405405405405405)","(8.0, 9.2, 8.898876404494382)","(6.5, 7.8, 7.661224489795918)","(10.0, 13.0, 12.572635135135135)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.315217391304348)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:45.451129,"(6.0, 7.4, 7.37872340425532)","(8.0, 9.2, 8.786397984886651)","(6.5, 7.8, 7.684745762711864)","(10.0, 13.0, 12.572635135135135)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.315217391304348)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.155102040816327)"
07-01-2023 16:11:47.056961,"(6.0, 7.2, 7.185416666666667)","(8.0, 8.8, 8.786397984886651)","(6.5, 7.8, 7.684745762711864)","(10.0, 13.0, 12.572635135135135)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.315217391304348)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.133920704845815)"
07-01-2023 16:11:48.442987,"(6.0, 7.2, 7.185416666666667)","(8.0, 8.8, 8.786397984886651)","(6.5, 7.8, 7.684745762711864)","(10.0, 13.0, 12.572635135135135)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.316577540106952)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:49.938874,"(6.0, 7.2, 7.185416666666667)","(8.0, 8.8, 8.960714285714285)","(6.5, 7.8, 7.495774647887324)","(10.0, 13.0, 12.597133757961783)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.293150684931507)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:51.312292,"(6.0, 7.2, 7.185416666666667)","(8.0, 9.2, 8.960714285714285)","(6.5, 7.6, 7.506329113924051)","(10.0, 13.0, 12.534926470588236)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.214126394052045)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:52.741567,"(6.0, 7.2, 7.184615384615385)","(8.0, 9.2, 8.960714285714285)","(6.5, 7.6, 7.506329113924051)","(10.0, 13.0, 12.534926470588236)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.570746268656716)","(5.5, 6.4, 6.212734082397004)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:54.071124,"(6.0, 7.2, 7.184615384615385)","(8.0, 9.2, 9.253435114503816)","(6.5, 7.6, 7.385781990521327)","(10.0, 13.0, 12.603389830508474)","(41.0, 60.0, 59.7752808988764)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.57030303030303)","(5.5, 6.4, 6.206201550387597)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:55.352652,"(6.0, 7.2, 7.180645161290323)","(8.0, 9.4, 9.25691056910569)","(6.5, 7.4, 7.385781990521327)","(11.0, 13.0, 12.603389830508474)","(41.0, 60.0, 59.333333333333336)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.57030303030303)","(5.5, 6.4, 6.206201550387597)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 7.14485294117647)"
07-01-2023 16:11:56.788775,"(6.0, 7.2, 7.174647887323943)","(8.0, 9.4, 9.25691056910569)","(6.5, 7.4, 7.385781990521327)","(11.0, 13.0, 12.603389830508474)","(41.0, 60.0, 59.54545454545455)","(21.0, 27.0, 25.666666666666668)","(6.0, 6.6, 6.57030303030303)","(5.5, 6.4, 6.206201550387597)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.2, 6.948418491484185)"
07-01-2023 16:11:58.196112,"(6.0, 7.2, 7.190769230769231)","(8.0, 9.4, 9.256451612903225)","(6.5, 7.4, 7.347154471544716)","(11.0, 13.0, 12.612582781456954)","(41.0, 60.0, 59.54545454545455)","(21.0, 27.0, 25.545454545454547)","(6.0, 6.6, 6.572471910112359)","(5.5, 6.4, 5.943085106382979)","(31.0, 40.0, 39.666666666666664)","(6.5, 7.0, 6.950234741784038)"
07-01-2023 16:11:59.710631,"(6.0, 7.2, 7.149122807017544)","(8.0, 9.4, 9.256451612903225)","(6.5, 7.4, 7.351492537313433)","(11.0, 13.0, 12.629746835443038)","(41.0, 60.0, 67.5)","(21.0, 27.0, 25.31578947368421)","(6.0, 6.6, 6.6946902654867255)","(5.5, 6.0, 6.003174603174603)","(31.0, 40.0, 40.89473684210526)","(6.5, 7.0, 6.9860759493670885)"
07-01-2023 16:12:01.146173,"(6.0, 7.4, 7.269662921348315)","(8.0, 9.4, 9.385365853658536)","(6.5, 7.6, 7.463803680981595)","(11.0, 13.0, 12.580645161290322)","(41.0, 75.0, 70.0)","(21.0, 27.0, 25.31578947368421)","(6.0, 6.8, 6.634722222222222)","(5.5, 6.4, 6.003174603174603)","(31.0, 42.0, 40.89473684210526)","(6.5, 7.0, 6.9860759493670885)"
07-01-2023 16:12:02.828256,"(6.0, 7.4, 7.277083333333334)","(8.0, 9.4, 9.385365853658536)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.565406976744185)","(41.0, 75.0, 70.71428571428571)","(21.0, 27.0, 25.31578947368421)","(6.0, 6.8, 6.634722222222222)","(5.5, 6.4, 6.003174603174603)","(31.0, 42.0, 40.833333333333336)","(6.5, 7.0, 6.985852090032155)"
07-01-2023 16:12:04.363943,"(6.0, 7.4, 7.256969696969697)","(8.0, 9.4, 9.373913043478261)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.565406976744185)","(41.0, 75.0, 70.71428571428571)","(21.0, 27.0, 25.31578947368421)","(6.0, 6.8, 6.659171597633136)","(5.5, 6.4, 6.003174603174603)","(31.0, 42.0, 41.13636363636363)","(6.5, 7.0, 6.985852090032155)"
07-01-2023 16:12:05.919347,"(6.0, 7.4, 7.2506329113924055)","(8.0, 9.4, 9.373913043478261)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.663385826771654)","(41.0, 75.0, 70.71428571428571)","(21.0, 27.0, 26.428571428571427)","(6.0, 6.8, 6.659171597633136)","(5.0, 6.4, 6.002484472049689)","(31.0, 42.0, 41.13636363636363)","(6.5, 7.0, 6.985852090032155)"
07-01-2023 16:12:07.581960,"(6.0, 7.4, 7.287619047619048)","(8.0, 9.4, 9.373913043478261)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.663385826771654)","(41.0, 75.0, 71.25)","(21.0, 27.0, 26.428571428571427)","(6.0, 6.8, 6.659171597633136)","(5.0, 6.4, 6.066666666666666)","(31.0, 42.0, 41.13636363636363)","(6.5, 7.0, 7.113456464379947)"
07-01-2023 16:12:09.290326,"(6.0, 7.4, 7.287619047619048)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.663385826771654)","(41.0, 75.0, 71.25)","(21.0, 27.0, 26.428571428571427)","(6.0, 6.8, 6.650314465408805)","(5.0, 6.4, 6.066666666666666)","(31.0, 42.0, 41.13636363636363)","(6.5, 7.2, 7.113456464379947)"
07-01-2023 16:12:10.705556,"(6.0, 7.4, 7.287619047619048)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.6, 7.45748502994012)","(11.0, 13.0, 12.663385826771654)","(41.0, 75.0, 71.25)","(21.0, 27.0, 26.428571428571427)","(6.0, 6.8, 6.696521739130435)","(5.0, 6.4, 6.066666666666666)","(31.0, 42.0, 41.13636363636363)","(6.5, 7.2, 7.100303951367781)"
07-01-2023 16:12:12.311272,"(6.0, 7.4, 7.294845360824742)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.6, 7.390825688073395)","(11.0, 13.0, 12.663385826771654)","(41.0, 75.0, 65.0)","(21.0, 27.0, 26.272727272727273)","(6.0, 6.8, 6.696521739130435)","(5.0, 6.4, 6.066666666666666)","(31.0, 42.0, 40.91428571428571)","(6.5, 7.2, 7.100303951367781)"
07-01-2023 16:12:13.750757,"(6.0, 7.4, 7.294845360824742)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.390825688073395)","(11.0, 13.0, 12.67490494296578)","(41.0, 75.0, 65.0)","(21.0, 27.0, 26.272727272727273)","(6.0, 6.8, 6.703111111111111)","(5.0, 6.4, 6.063157894736842)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.2, 7.100303951367781)"
07-01-2023 16:12:15.210648,"(6.0, 7.4, 7.294845360824742)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.390825688073395)","(11.0, 13.0, 12.67490494296578)","(41.0, 75.0, 65.0)","(21.0, 27.0, 26.272727272727273)","(6.0, 6.8, 6.703111111111111)","(5.0, 6.4, 6.044444444444444)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.2, 6.9470238095238095)"
07-01-2023 16:12:16.578238,"(6.0, 7.4, 7.310144927536232)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.390825688073395)","(11.0, 13.0, 12.67490494296578)","(41.0, 75.0, 65.0)","(21.0, 27.0, 26.272727272727273)","(6.0, 6.8, 6.703111111111111)","(5.0, 6.4, 6.044444444444444)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.0, 6.9470238095238095)"
07-01-2023 16:12:17.997210,"(6.0, 7.4, 7.310144927536232)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.390825688073395)","(11.0, 13.0, 12.67490494296578)","(51.0, 75.0, 65.0)","(21.0, 27.0, 26.2)","(6.0, 6.8, 6.63731343283582)","(5.0, 6.4, 6.030057803468208)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.0, 6.9470238095238095)"
07-01-2023 16:12:19.455294,"(6.0, 7.4, 7.310144927536232)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.391266375545852)","(11.0, 13.0, 12.67490494296578)","(51.0, 75.0, 65.0)","(21.0, 27.0, 26.2)","(6.0, 6.8, 6.6213114754098354)","(5.0, 6.4, 6.030057803468208)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.0, 6.9470238095238095)"
07-01-2023 16:12:20.851212,"(6.0, 7.4, 7.310144927536232)","(8.0, 9.4, 9.361290322580645)","(6.5, 7.4, 7.391266375545852)","(11.0, 13.0, 12.67490494296578)","(51.0, 75.0, 65.0)","(21.0, 27.0, 26.2)","(6.0, 6.8, 6.6213114754098354)","(5.0, 6.4, 6.030057803468208)","(31.0, 42.0, 41.02564102564102)","(6.5, 7.0, 6.946060606060606)"
