,Kilara Boy,Jimbaran Express,Collateral Coin,Alis Mate,Smooth Grace,Kulu Nomad,Mandoza Ripple
10-01-2023 19:13:03.462525,"(1.9, 2.04, 2.0296875)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.448275862068964)","(7.5, 12.0, 11.4)","(5.5, 8.0, 7.775)","(11.0, 18.0, 17.857142857142858)","(8.0, 19.0, 18.0625)"
10-01-2023 19:13:04.569404,"(1.9, 2.04, 2.0265671641791045)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.448275862068964)","(7.5, 12.0, 11.25)","(5.5, 8.0, 7.630769230769231)","(11.0, 18.0, 17.083333333333332)","(8.0, 19.0, 18.0625)"
10-01-2023 19:13:05.775731,"(1.9, 2.04, 2.0265671641791045)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.448275862068964)","(7.5, 12.0, 11.25)","(5.5, 8.0, 7.630769230769231)","(11.0, 18.0, 17.083333333333332)","(8.0, 19.0, 18.076923076923077)"
10-01-2023 19:13:07.218447,"(1.9, 2.04, 2.0239024390243903)","(6.0, 8.4, 8.16470588235294)","(17.0, 26.0, 24.392857142857142)","(7.5, 12.0, 11.4)","(5.5, 8.0, 7.199999999999999)","(11.0, 18.0, 17.083333333333332)","(8.0, 19.0, 18.076923076923077)"
10-01-2023 19:13:08.404866,"(1.9, 2.04, 1.9928571428571429)","(6.0, 8.4, 8.16470588235294)","(17.0, 26.0, 24.392857142857142)","(7.5, 12.0, 11.285714285714286)","(5.5, 7.8, 7.628571428571428)","(11.0, 18.0, 17.130434782608695)","(8.0, 19.0, 16.692307692307693)"
10-01-2023 19:13:09.620439,"(1.9, 2.04, 2.0052631578947366)","(6.0, 8.4, 8.036363636363637)","(17.0, 26.0, 24.392857142857142)","(7.5, 12.0, 11.423076923076923)","(5.5, 7.8, 7.628571428571428)","(11.0, 18.0, 17.130434782608695)","(8.0, 19.0, 17.0)"
10-01-2023 19:13:10.789136,"(1.9, 2.04, 2.0052631578947366)","(6.0, 8.4, 8.266666666666666)","(17.0, 26.0, 24.392857142857142)","(7.5, 12.0, 11.423076923076923)","(5.5, 7.8, 7.7)","(11.0, 18.0, 17.130434782608695)","(8.0, 19.0, 17.941176470588236)"
10-01-2023 19:13:12.039701,"(1.9, 2.04, 1.9928571428571429)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.392857142857142)","(7.5, 12.0, 11.423076923076923)","(5.5, 7.8, 7.466666666666667)","(11.0, 18.0, 17.130434782608695)","(8.0, 19.0, 17.941176470588236)"
10-01-2023 19:13:13.239377,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 8.0, 7.466666666666667)","(11.0, 18.0, 17.130434782608695)","(8.0, 19.0, 18.076923076923077)"
10-01-2023 19:13:14.431710,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 8.0, 7.3304347826086955)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.043478260869566)"
10-01-2023 19:13:15.571721,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.8, 7.3304347826086955)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.043478260869566)"
10-01-2023 19:13:16.662063,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.8, 7.3304347826086955)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.043478260869566)"
10-01-2023 19:13:17.750441,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.8, 7.3304347826086955)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.043478260869566)"
10-01-2023 19:13:18.826486,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.275)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.8, 7.3304347826086955)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.043478260869566)"
10-01-2023 19:13:19.926591,"(1.9, 2.04, 2.0127272727272727)","(6.0, 8.4, 8.13913043478261)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.8, 7.384615384615384)","(11.0, 18.0, 16.72222222222222)","(8.0, 19.0, 17.77777777777778)"
10-01-2023 19:13:20.947660,"(1.9, 2.06, 2.0376)","(6.0, 8.4, 8.11111111111111)","(17.0, 26.0, 24.81578947368421)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.6, 7.418181818181818)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 17.77777777777778)"
10-01-2023 19:13:22.118805,"(1.9, 2.06, 2.0425)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.783783783783782)","(7.5, 12.0, 11.305555555555555)","(5.5, 7.6, 7.35)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 17.77777777777778)"
10-01-2023 19:13:23.271702,"(1.9, 2.06, 2.056923076923077)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.783783783783782)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.6, 7.35)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 17.821428571428573)"
10-01-2023 19:13:24.475361,"(1.9, 2.08, 2.0742857142857143)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.783783783783782)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.6, 7.35)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 17.821428571428573)"
10-01-2023 19:13:25.661359,"(1.9, 2.1, 2.035135135135135)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.783783783783782)","(7.5, 12.0, 11.285714285714286)","(5.5, 7.6, 6.6909090909090905)","(11.0, 18.0, 16.78787878787879)","(8.0, 19.0, 18.0)"
10-01-2023 19:13:26.891702,"(1.9, 2.1, 2.092857142857143)","(6.0, 8.4, 8.169230769230769)","(17.0, 26.0, 24.783783783783782)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.6, 6.6909090909090905)","(11.0, 18.0, 16.78787878787879)","(8.0, 18.5, 17.583333333333332)"
10-01-2023 19:13:28.294708,"(1.9, 2.1, 2.0492857142857144)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 24.0)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.6, 6.652631578947368)","(11.0, 18.0, 16.78787878787879)","(8.0, 18.5, 17.75)"
10-01-2023 19:13:29.867690,"(1.9, 2.06, 2.0492857142857144)","(6.0, 8.4, 8.133333333333333)","(17.0, 26.0, 23.81818181818182)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.6, 6.652631578947368)","(11.0, 18.0, 16.78787878787879)","(8.0, 18.5, 17.69047619047619)"
10-01-2023 19:13:31.042944,"(1.9, 2.06, 2.0492857142857144)","(6.0, 8.4, 8.133333333333333)","(17.0, 24.0, 23.81818181818182)","(7.5, 12.0, 11.285714285714286)","(5.5, 7.6, 7.0181818181818185)","(11.0, 18.0, 16.78787878787879)","(8.0, 18.5, 17.69047619047619)"
10-01-2023 19:13:32.195739,"(1.9, 2.06, 2.048888888888889)","(6.0, 8.4, 8.177777777777777)","(17.0, 24.0, 23.81818181818182)","(7.5, 12.0, 11.285714285714286)","(5.5, 7.4, 7.04)","(11.0, 18.0, 16.78787878787879)","(8.0, 18.5, 17.69047619047619)"
10-01-2023 19:13:33.259523,"(1.85, 2.06, 2.048888888888889)","(6.0, 8.4, 8.177777777777777)","(17.0, 24.0, 23.81818181818182)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.4, 6.96)","(11.0, 18.0, 16.78787878787879)","(8.5, 18.5, 17.69047619047619)"
10-01-2023 19:13:34.427518,"(1.85, 2.06, 2.048888888888889)","(6.0, 8.4, 8.145454545454546)","(17.0, 24.0, 24.105263157894736)","(7.5, 12.0, 11.285714285714286)","(5.5, 7.4, 6.896)","(11.0, 18.0, 16.78787878787879)","(8.5, 18.5, 17.25)"
10-01-2023 19:13:35.583886,"(1.85, 2.12, 2.0994117647058825)","(6.0, 8.4, 8.312)","(17.0, 26.0, 24.105263157894736)","(7.5, 12.0, 11.166666666666666)","(5.5, 7.4, 6.904347826086957)","(11.0, 18.0, 16.78787878787879)","(8.5, 18.0, 16.65)"
10-01-2023 19:13:36.832606,"(1.85, 2.12, 2.1123076923076924)","(6.0, 8.6, 8.257142857142856)","(17.0, 26.0, 23.81818181818182)","(7.5, 12.0, 10.741935483870968)","(5.5, 7.4, 7.083333333333333)","(11.0, 18.0, 16.928571428571427)","(8.5, 18.0, 17.166666666666668)"
10-01-2023 19:13:38.008080,"(1.85, 2.06, 2.0562962962962965)","(6.0, 8.6, 8.466666666666667)","(17.0, 24.0, 23.81818181818182)","(7.5, 12.0, 11.25)","(5.5, 7.4, 6.608333333333333)","(11.0, 17.0, 16.928571428571427)","(8.5, 18.0, 17.045454545454547)"
10-01-2023 19:13:39.236652,"(1.85, 2.12, 2.104)","(6.0, 8.6, 8.5)","(17.0, 24.0, 23.81818181818182)","(7.5, 11.5, 11.166666666666666)","(5.5, 7.4, 5.911363636363637)","(11.0, 17.0, 16.933333333333334)","(8.5, 18.0, 17.045454545454547)"
10-01-2023 19:13:40.480500,"(1.85, 2.12, 2.1133333333333333)","(6.0, 8.6, 8.422222222222222)","(17.0, 24.0, 23.625)","(7.5, 11.5, 11.125)","(5.5, 6.0, 6.48)","(11.0, 17.0, 17.27777777777778)","(8.5, 18.0, 17.210526315789473)"
10-01-2023 19:13:41.699986,"(1.85, 2.12, 2.10875)","(6.0, 8.6, 8.485714285714286)","(17.0, 24.0, 23.625)","(7.5, 11.5, 10.9)","(5.5, 7.2, 6.4)","(11.0, 17.5, 17.236842105263158)","(8.5, 18.0, 17.727272727272727)"
10-01-2023 19:13:42.942797,"(1.85, 2.12, 2.1130769230769233)","(6.0, 8.6, 8.399999999999999)","(17.0, 24.0, 24.6)","(7.5, 11.5, 10.931034482758621)","(5.5, 7.0, 6.094736842105263)","(11.0, 17.5, 17.285714285714285)","(8.5, 18.0, 16.84090909090909)"
10-01-2023 19:13:44.093226,"(1.85, 2.12, 2.1130769230769233)","(6.0, 8.6, 8.399999999999999)","(17.0, 27.0, 24.529411764705884)","(7.5, 11.5, 10.931034482758621)","(5.5, 6.6, 6.133333333333334)","(11.0, 17.5, 20.25)","(8.5, 18.0, 16.84090909090909)"
10-01-2023 19:13:45.228502,"(1.85, 2.12, 2.1090909090909093)","(6.0, 8.6, 8.333333333333332)","(17.0, 27.0, 25.0)","(7.5, 11.5, 10.984375)","(5.5, 6.4, 6.047058823529412)","(11.0, 21.0, 20.25)","(8.5, 18.0, 17.227272727272727)"
10-01-2023 19:13:46.422492,"(1.85, 2.1, 2.0833333333333335)","(6.0, 8.6, 8.56)","(17.0, 27.0, 24.40909090909091)","(7.5, 11.5, 10.8125)","(5.5, 6.4, 6.0285714285714285)","(11.0, 21.0, 20.23076923076923)","(8.5, 18.0, 15.9)"
10-01-2023 19:13:47.620353,"(1.85, 2.1, 2.0833333333333335)","(6.0, 8.6, 8.56)","(17.0, 27.0, 24.40909090909091)","(7.5, 11.5, 11.041666666666666)","(5.5, 6.2, 6.073913043478261)","(11.0, 21.0, 20.285714285714285)","(8.5, 16.5, 15.75)"
10-01-2023 19:13:48.830222,"(1.85, 2.1, 2.0833333333333335)","(6.0, 8.6, 8.56)","(17.0, 27.0, 24.807692307692307)","(7.5, 11.5, 11.076923076923077)","(5.5, 6.4, 5.955555555555556)","(11.0, 21.0, 20.285714285714285)","(8.5, 16.0, 14.605263157894736)"
10-01-2023 19:13:50.008108,"(1.85, 2.1, 2.0833333333333335)","(6.0, 8.6, 8.56)","(17.0, 27.0, 24.142857142857142)","(7.5, 11.5, 11.107142857142858)","(5.5, 6.4, 5.940540540540541)","(11.0, 21.0, 20.444444444444443)","(8.5, 16.5, 15.06)"
10-01-2023 19:13:51.252792,"(1.85, 2.14, 2.1212500000000003)","(6.0, 8.6, 8.577777777777778)","(17.0, 27.0, 24.2972972972973)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.048780487804878)","(11.0, 21.0, 20.11111111111111)","(8.5, 16.5, 14.892857142857142)"
10-01-2023 19:13:52.495801,"(1.85, 2.14, 2.12)","(6.0, 8.6, 8.555555555555555)","(17.0, 27.0, 24.142857142857142)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.052631578947368)","(11.0, 21.0, 20.333333333333332)","(8.5, 16.5, 14.625)"
10-01-2023 19:13:53.713999,"(1.85, 2.14, 2.1166666666666667)","(6.0, 8.6, 8.555555555555555)","(17.0, 27.0, 25.666666666666668)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.052631578947368)","(11.0, 21.0, 20.6)","(8.5, 16.5, 14.526315789473685)"
10-01-2023 19:13:54.894781,"(1.85, 2.12, 2.1133333333333333)","(6.0, 8.8, 8.666666666666668)","(17.0, 26.0, 25.4)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.052631578947368)","(11.0, 21.0, 20.6)","(8.5, 16.5, 14.795454545454545)"
10-01-2023 19:13:56.051404,"(1.85, 2.12, 2.1033333333333335)","(6.0, 8.8, 8.56)","(17.0, 26.0, 25.4)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.052631578947368)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.25)"
10-01-2023 19:13:57.216076,"(1.85, 2.14, 2.1381954887218044)","(6.0, 8.8, 8.666666666666668)","(17.0, 26.0, 25.666666666666668)","(7.5, 11.5, 11.293103448275861)","(5.5, 6.4, 6.1)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.11111111111111)"
10-01-2023 19:13:58.453448,"(1.85, 2.18, 2.1663636363636365)","(6.0, 8.8, 8.425)","(17.0, 26.0, 25.4)","(7.5, 11.5, 11.23913043478261)","(5.5, 6.2, 5.933333333333334)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.11111111111111)"
10-01-2023 19:13:59.668246,"(1.85, 2.18, 2.16)","(6.0, 8.8, 8.425)","(17.0, 26.0, 23.666666666666668)","(7.5, 11.5, 11.23913043478261)","(5.5, 6.2, 5.933333333333334)","(11.0, 21.0, 20.6)","(8.5, 16.5, 14.921052631578947)"
10-01-2023 19:14:00.875454,"(1.85, 2.18, 2.1682352941176473)","(6.0, 8.8, 8.4)","(17.0, 27.0, 24.142857142857142)","(7.5, 11.5, 11.23913043478261)","(5.5, 6.2, 5.890322580645162)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.0)"
10-01-2023 19:14:02.111061,"(1.85, 2.18, 2.1682352941176473)","(6.0, 8.8, 8.379999999999999)","(17.0, 27.0, 24.6)","(7.5, 11.5, 10.947368421052632)","(5.5, 6.2, 5.88)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:03.346905,"(1.85, 2.16, 2.1541176470588237)","(6.0, 8.8, 8.379999999999999)","(17.0, 25.0, 24.6)","(7.5, 11.0, 10.947368421052632)","(5.5, 6.2, 5.88)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:04.639063,"(1.85, 2.16, 2.1541176470588237)","(6.0, 8.8, 8.379999999999999)","(17.0, 25.0, 24.6)","(7.5, 11.0, 10.947368421052632)","(5.5, 6.2, 5.88)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:05.909308,"(1.85, 2.16, 2.1533333333333333)","(6.0, 8.8, 8.4)","(17.0, 25.0, 24.857142857142858)","(7.5, 11.0, 10.4)","(5.5, 6.2, 5.88)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:07.097985,"(1.85, 2.16, 2.1541176470588237)","(6.0, 8.8, 8.4)","(17.0, 25.0, 24.625)","(7.5, 10.5, 10.807692307692308)","(5.5, 6.2, 5.88)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.456521739130435)"
10-01-2023 19:14:08.310667,"(1.85, 2.22, 2.218481012658228)","(6.0, 8.8, 8.421052631578947)","(17.0, 25.0, 24.625)","(7.5, 11.0, 10.85)","(5.5, 6.2, 5.855555555555555)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:09.535883,"(1.85, 2.24, 2.216)","(6.0, 8.8, 8.306666666666667)","(17.0, 25.0, 24.733333333333334)","(7.5, 11.0, 10.85)","(5.5, 6.0, 5.85)","(11.0, 21.0, 20.6)","(8.5, 16.5, 15.3)"
10-01-2023 19:14:10.710082,"(1.8, 2.24, 2.2273684210526317)","(6.0, 8.6, 8.342857142857143)","(18.0, 25.0, 23.928571428571427)","(7.5, 11.0, 10.447368421052632)","(5.5, 6.0, 5.921739130434783)","(13.0, 21.0, 20.523809523809526)","(10.0, 16.5, 15.3)"
10-01-2023 19:14:11.907973,"(1.8, 2.22, 2.208421052631579)","(6.0, 8.4, 8.211764705882352)","(18.0, 24.0, 23.928571428571427)","(7.5, 10.5, 10.433333333333334)","(5.5, 6.0, 5.9)","(13.0, 21.0, 20.523809523809526)","(10.0, 16.5, 15.456521739130435)"
10-01-2023 19:14:13.136358,"(1.8, 2.22, 2.208421052631579)","(6.0, 8.6, 8.27)","(18.0, 24.0, 23.928571428571427)","(7.5, 10.5, 10.433333333333334)","(5.5, 6.0, 5.9)","(13.0, 21.0, 20.523809523809526)","(10.0, 16.5, 15.456521739130435)"
10-01-2023 19:14:14.372265,"(1.8, 2.22, 2.208421052631579)","(6.0, 8.6, 8.45)","(18.0, 24.0, 23.928571428571427)","(7.5, 10.5, 10.444444444444445)","(5.5, 6.0, 5.827272727272727)","(13.0, 21.0, 20.6)","(10.0, 16.5, 15.3)"
10-01-2023 19:14:15.636339,"(1.8, 2.22, 2.211851851851852)","(6.0, 8.6, 8.5)","(18.0, 24.0, 23.928571428571427)","(7.5, 10.5, 10.433333333333334)","(5.5, 6.0, 5.914285714285715)","(13.0, 21.0, 20.6)","(10.0, 16.5, 15.1)"
10-01-2023 19:14:17.578629,"(1.8, 2.22, 2.2161290322580647)","(6.0, 8.6, 8.45)","(18.0, 24.0, 24.733333333333334)","(7.5, 10.5, 10.8125)","(5.5, 6.0, 5.977777777777778)","(13.0, 21.0, 20.6)","(10.0, 16.0, 15.071428571428571)"
10-01-2023 19:14:19.220443,"(1.8, 2.22, 2.21795918367347)","(6.0, 8.6, 8.366666666666665)","(18.0, 25.0, 23.928571428571427)","(7.5, 11.0, 10.40625)","(5.5, 6.0, 5.977777777777778)","(13.0, 21.0, 20.6)","(10.0, 16.0, 15.833333333333334)"
10-01-2023 19:14:20.431761,"(1.8, 2.22, 2.21795918367347)","(6.0, 8.6, 8.366666666666665)","(18.0, 24.0, 23.928571428571427)","(7.5, 10.5, 10.40625)","(5.5, 6.0, 5.945454545454545)","(13.0, 21.0, 20.466666666666665)","(10.0, 16.0, 15.85)"
10-01-2023 19:14:21.725077,"(1.8, 2.22, 2.212)","(6.0, 8.6, 8.45)","(18.0, 24.0, 23.94736842105263)","(7.5, 10.5, 10.428571428571429)","(5.5, 6.0, 5.9)","(13.0, 21.0, 20.6)","(10.0, 16.0, 15.175)"
10-01-2023 19:14:22.983863,"(1.8, 2.22, 2.210588235294118)","(6.0, 8.6, 8.436363636363637)","(18.0, 24.0, 25.842105263157894)","(7.5, 10.5, 10.428571428571429)","(5.5, 6.0, 5.876190476190476)","(13.0, 21.0, 20.6)","(10.0, 16.0, 15.38888888888889)"
10-01-2023 19:14:24.178072,"(1.8, 2.22, 2.210588235294118)","(6.0, 8.8, 8.436363636363637)","(18.0, 26.0, 25.25)","(7.5, 10.5, 10.45)","(5.5, 6.0, 5.9)","(13.0, 21.0, 20.6)","(10.0, 15.5, 15.38888888888889)"
10-01-2023 19:14:25.672314,"(1.8, 2.2, 2.19536231884058)","(6.0, 8.8, 8.46896551724138)","(18.0, 27.0, 25.25)","(7.5, 10.5, 10.964285714285714)","(5.5, 6.0, 5.876190476190476)","(13.0, 21.0, 20.6)","(10.0, 15.5, 15.38888888888889)"
10-01-2023 19:14:26.905912,"(1.8, 2.2, 2.18)","(6.0, 8.8, 8.512)","(18.0, 27.0, 25.37837837837838)","(7.5, 11.0, 10.807692307692308)","(5.5, 6.0, 5.778260869565218)","(13.0, 21.0, 22.666666666666668)","(10.0, 15.5, 15.131578947368421)"
10-01-2023 19:14:28.478097,"(1.8, 2.18, 2.1603921568627453)","(6.0, 8.8, 8.577777777777778)","(18.0, 27.0, 25.37837837837838)","(7.5, 11.0, 10.477272727272727)","(5.5, 6.0, 5.83)","(13.0, 24.0, 19.704545454545453)","(10.0, 16.0, 15.0625)"
10-01-2023 19:14:29.791441,"(1.8, 2.18, 2.1603921568627453)","(6.0, 8.8, 8.545454545454547)","(18.0, 27.0, 25.37837837837838)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.0, 5.83)","(13.0, 24.0, 19.673076923076923)","(10.0, 16.0, 15.0625)"
10-01-2023 19:14:31.117802,"(1.8, 2.18, 2.158909090909091)","(6.0, 8.8, 8.492307692307692)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.0, 6.043478260869565)","(13.0, 24.0, 20.080645161290324)","(10.0, 16.0, 15.083333333333334)"
10-01-2023 19:14:32.396527,"(1.8, 2.18, 2.156326530612245)","(6.0, 8.8, 8.492307692307692)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.2, 6.0476190476190474)","(13.0, 24.0, 21.555555555555557)","(10.0, 16.0, 15.0625)"
10-01-2023 19:14:33.655778,"(1.8, 2.16, 2.151515151515152)","(6.0, 8.8, 8.436363636363637)","(18.0, 27.0, 25.5)","(7.5, 10.5, 10.75)","(5.5, 6.2, 6.08)","(13.0, 22.0, 21.473684210526315)","(10.0, 16.0, 15.296875)"
10-01-2023 19:14:34.883926,"(1.8, 2.16, 2.148888888888889)","(6.0, 8.8, 8.426666666666668)","(18.0, 27.0, 25.5)","(7.5, 11.0, 10.807692307692308)","(5.5, 6.2, 6.08)","(13.0, 22.0, 21.473684210526315)","(10.0, 16.0, 15.444444444444445)"
10-01-2023 19:14:36.103724,"(1.8, 2.16, 2.156078431372549)","(6.0, 8.8, 8.426666666666668)","(18.0, 27.0, 25.333333333333332)","(7.5, 11.0, 10.470588235294118)","(5.5, 6.2, 6.12)","(13.0, 22.0, 21.565217391304348)","(10.0, 15.5, 15.25)"
10-01-2023 19:14:37.308169,"(1.8, 2.14, 2.1375862068965517)","(6.0, 8.8, 8.5)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 15.5, 15.714285714285714)"
10-01-2023 19:14:38.487150,"(1.8, 2.14, 2.137358490566038)","(6.0, 8.8, 8.62857142857143)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.642857142857142)"
10-01-2023 19:14:39.652944,"(1.8, 2.14, 2.1346153846153846)","(6.0, 8.8, 8.62857142857143)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.725806451612904)"
10-01-2023 19:14:40.891334,"(1.8, 2.14, 2.1260000000000003)","(6.0, 8.8, 8.636363636363637)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.814285714285715)"
10-01-2023 19:14:42.131568,"(1.8, 2.12, 2.119452054794521)","(6.0, 8.8, 8.620000000000001)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.807692307692308)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.75)"
10-01-2023 19:14:43.343785,"(1.8, 2.14, 2.1376470588235295)","(6.0, 8.8, 8.620000000000001)","(18.0, 27.0, 25.333333333333332)","(7.5, 11.0, 10.807692307692308)","(5.5, 6.4, 6.15)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.75)"
10-01-2023 19:14:44.535229,"(1.8, 2.14, 2.136455696202532)","(6.0, 8.8, 8.620000000000001)","(18.0, 27.0, 25.333333333333332)","(7.5, 11.0, 10.477272727272727)","(5.5, 6.4, 6.1066666666666665)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.771428571428572)"
10-01-2023 19:14:45.802694,"(1.8, 2.14, 2.136455696202532)","(6.5, 8.8, 8.620000000000001)","(18.0, 27.0, 25.333333333333332)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.4, 6.025)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.605263157894736)"
10-01-2023 19:14:47.320009,"(1.8, 2.14, 2.1363870967741936)","(6.5, 8.8, 8.62)","(18.0, 27.0, 25.545454545454547)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.2, 5.9375)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.772727272727273)"
10-01-2023 19:14:48.619197,"(1.8, 2.14, 2.1363870967741936)","(6.5, 8.8, 8.62)","(18.0, 27.0, 25.88888888888889)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.2, 5.980769230769231)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.805555555555555)"
10-01-2023 19:14:50.008988,"(1.8, 2.14, 2.1376)","(6.5, 8.8, 8.62)","(18.0, 26.0, 25.88888888888889)","(7.5, 10.5, 10.477272727272727)","(5.5, 6.2, 5.980769230769231)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.805555555555555)"
10-01-2023 19:14:51.219276,"(1.8, 2.14, 2.1378523489932886)","(6.5, 8.8, 8.62)","(18.0, 26.0, 25.88888888888889)","(7.5, 10.5, 10.89655172413793)","(5.5, 6.2, 6.033333333333333)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.805555555555555)"
10-01-2023 19:14:52.453353,"(1.8, 2.14, 2.1368627450980395)","(6.5, 8.8, 8.618181818181817)","(18.0, 26.0, 25.88888888888889)","(7.5, 11.0, 10.89655172413793)","(5.5, 6.2, 6.107692307692308)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.71875)"
10-01-2023 19:14:53.578285,"(1.8, 2.14, 2.1368627450980395)","(6.5, 8.8, 8.618181818181817)","(18.0, 26.0, 25.88888888888889)","(7.5, 11.0, 10.478260869565217)","(5.5, 6.4, 6.125)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.71875)"
10-01-2023 19:14:54.705515,"(1.8, 2.14, 2.138108108108108)","(6.5, 8.8, 8.633333333333333)","(18.0, 26.0, 25.88888888888889)","(7.5, 10.5, 10.478260869565217)","(5.5, 6.4, 6.125)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.71875)"
10-01-2023 19:14:55.852209,"(1.8, 2.14, 2.137105263157895)","(6.5, 8.8, 8.618181818181817)","(18.0, 26.0, 25.88888888888889)","(7.5, 10.5, 10.478260869565217)","(5.5, 6.4, 6.125)","(13.0, 22.0, 21.565217391304348)","(10.0, 16.5, 15.71875)"
