,Patricias Pride,Tumbling Dice,Burned,Magistrate,Cheeky Willow,Godges,Tequila Worm,Really Royal
10-01-2023 17:11:56.236728,"(51.0, 85.0, 77.64705882352942)","(4.6, 7.6, 7.457142857142857)","(8.0, 10.5, 10.026315789473683)","(1.5, 1.73, 1.7223404255319148)","(26.0, 34.0, 32.111111111111114)","(17.0, 20.0, 18.142857142857142)","(7.0, 11.0, 10.75)","(101.0, 650.0, 620.0)"
10-01-2023 17:11:57.593565,"(51.0, 85.0, 78.75)","(4.6, 7.6, 7.457142857142857)","(8.0, 10.5, 10.026315789473683)","(1.5, 1.73, 1.7242857142857142)","(26.0, 34.0, 32.111111111111114)","(17.0, 20.0, 18.818181818181817)","(7.0, 11.0, 10.75)","(101.0, 650.0, 530.0)"
10-01-2023 17:11:58.863900,"(51.0, 85.0, 78.75)","(4.6, 7.6, 7.457142857142857)","(8.0, 10.5, 10.026315789473683)","(1.5, 1.73, 1.7166666666666666)","(26.0, 34.0, 32.111111111111114)","(17.0, 19.5, 18.73913043478261)","(7.0, 11.0, 10.8)","(101.0, 650.0, 530.0)"
10-01-2023 17:12:00.147421,"(51.0, 85.0, 78.75)","(4.6, 7.4, 7.156521739130435)","(8.0, 10.5, 10.405263157894737)","(1.5, 1.73, 1.7166666666666666)","(26.0, 34.0, 32.111111111111114)","(17.0, 19.5, 18.176470588235293)","(7.0, 12.0, 11.021739130434783)","(101.0, 650.0, 594.2857142857142)"
10-01-2023 17:12:01.695201,"(51.0, 85.0, 78.75)","(4.6, 7.4, 7.026666666666666)","(8.0, 10.5, 10.9)","(1.5, 1.74, 1.7149999999999999)","(26.0, 34.0, 32.111111111111114)","(17.0, 19.5, 17.872093023255815)","(7.0, 12.0, 11.083333333333334)","(101.0, 650.0, 594.2857142857142)"
10-01-2023 17:12:03.014345,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.026666666666666)","(8.0, 12.0, 10.9)","(1.5, 1.73, 1.7183333333333333)","(26.0, 34.0, 32.111111111111114)","(16.0, 19.5, 18.875)","(7.0, 12.0, 11.365384615384615)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:04.322245,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.727272727272727)","(1.5, 1.73, 1.716875)","(26.0, 34.0, 32.111111111111114)","(16.0, 19.0, 18.75)","(7.0, 12.0, 11.421052631578947)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:05.491098,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.727272727272727)","(1.5, 1.73, 1.7233333333333334)","(26.0, 34.0, 32.111111111111114)","(16.0, 19.0, 18.333333333333332)","(7.0, 12.0, 11.421052631578947)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:06.670558,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.5)","(1.5, 1.73, 1.727142857142857)","(26.0, 34.0, 31.28)","(16.0, 19.0, 18.25)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:07.842289,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.5)","(1.5, 1.73, 1.721923076923077)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.76923076923077)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:09.030502,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.73, 1.721923076923077)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.76923076923077)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:10.227541,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.73, 1.7345454545454546)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.51282051282051)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:11.440267,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.74, 1.7281481481481482)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.51282051282051)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:12.665391,"(51.0, 85.0, 76.66666666666667)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.74, 1.7133333333333334)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.51282051282051)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:13.926242,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.73, 1.731923076923077)","(26.0, 34.0, 31.103448275862068)","(16.0, 19.0, 17.235294117647058)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:15.149161,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.571428571428571)","(1.5, 1.74, 1.7137499999999999)","(26.0, 34.0, 31.0)","(16.0, 19.0, 18.46153846153846)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:16.396068,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.74, 1.7166666666666666)","(26.0, 34.0, 31.0)","(16.0, 18.5, 18.46153846153846)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:17.677562,"(51.0, 85.0, 78.75)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.571428571428571)","(1.5, 1.73, 1.7244444444444444)","(26.0, 34.0, 31.0)","(16.0, 18.5, 16.571428571428573)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:18.929133,"(51.0, 85.0, 71.36363636363636)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.571428571428571)","(1.5, 1.74, 1.7244444444444444)","(26.0, 34.0, 31.0)","(16.0, 18.0, 16.25)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:20.134192,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.571428571428571)","(1.5, 1.74, 1.73)","(26.0, 34.0, 31.0)","(16.0, 17.0, 15.605263157894736)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:21.259896,"(51.0, 80.0, 75.0)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.74, 1.726)","(26.0, 34.0, 31.0)","(16.0, 17.5, 16.25)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:22.318078,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.75, 1.7266666666666666)","(26.0, 34.0, 31.103448275862068)","(16.0, 17.0, 16.25)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:23.455736,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.0, 12.0, 11.75)","(1.5, 1.73, 1.738)","(26.0, 34.0, 31.0)","(16.0, 17.0, 16.666666666666668)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:24.609770,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.5, 12.0, 11.75)","(1.5, 1.75, 1.744)","(26.0, 34.0, 30.903225806451612)","(15.0, 17.0, 16.25)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:25.845525,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.5, 12.0, 11.571428571428571)","(1.5, 1.75, 1.744)","(26.0, 34.0, 30.903225806451612)","(15.0, 16.5, 16.0)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:27.360259,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.5, 12.0, 11.571428571428571)","(1.5, 1.75, 1.7457142857142858)","(26.0, 34.0, 30.903225806451612)","(15.0, 16.5, 16.741935483870968)","(7.5, 12.0, 11.153846153846153)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:28.694173,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.24)","(8.5, 12.0, 11.571428571428571)","(1.5, 1.75, 1.746875)","(26.0, 34.0, 30.903225806451612)","(15.0, 17.0, 16.741935483870968)","(7.5, 12.0, 11.38888888888889)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:30.048700,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.266666666666667)","(8.5, 12.0, 11.571428571428571)","(1.5, 1.75, 1.755813953488372)","(26.0, 34.0, 30.875)","(15.0, 17.0, 15.575)","(7.5, 12.0, 11.214285714285714)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:31.181154,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.266666666666667)","(8.5, 12.0, 11.571428571428571)","(1.5, 1.76, 1.7384090909090908)","(26.0, 34.0, 30.875)","(15.0, 17.0, 15.565217391304348)","(7.5, 12.0, 12.2)","(101.0, 650.0, 614.5454545454545)"
10-01-2023 17:12:32.308808,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.266666666666667)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.74, 1.7394871794871796)","(26.0, 34.0, 30.875)","(15.0, 17.0, 15.833333333333334)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:33.498260,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 6.714285714285714)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.74, 1.7394871794871796)","(26.0, 34.0, 30.875)","(15.0, 16.5, 14.944444444444445)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:34.632047,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 6.714285714285714)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.74, 1.7584615384615385)","(26.0, 34.0, 30.875)","(15.0, 16.5, 14.863636363636363)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:35.785410,"(51.0, 85.0, 72.5)","(5.0, 7.4, 6.714285714285714)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.76, 1.7584615384615385)","(26.0, 34.0, 30.875)","(15.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:36.983236,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.76, 1.7584615384615385)","(26.0, 34.0, 30.848484848484848)","(15.0, 16.5, 15.108695652173914)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:38.140015,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.76, 1.7552272727272726)","(26.0, 34.0, 30.75)","(15.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:39.233413,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.76, 1.7551162790697674)","(26.0, 34.0, 30.848484848484848)","(15.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:40.431801,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.76, 1.7551162790697674)","(26.0, 34.0, 30.848484848484848)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:41.675569,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.444444444444445)","(1.5, 1.76, 1.7548780487804878)","(26.0, 34.0, 30.848484848484848)","(14.0, 16.5, 15.108695652173914)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:42.993026,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.76, 1.7582857142857142)","(26.0, 34.0, 30.933333333333334)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.333333333333334)","(101.0, 650.0, 460.0)"
10-01-2023 17:12:44.290211,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.76, 1.7383333333333333)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 650.0, 410.0)"
10-01-2023 17:12:45.395788,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.4, 7.254545454545455)","(8.5, 12.0, 11.642857142857142)","(1.5, 1.74, 1.75)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.466666666666667)","(101.0, 970.0, 500.0)"
10-01-2023 17:12:46.637875,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.6, 7.129411764705882)","(8.5, 12.0, 11.4)","(1.5, 1.76, 1.7281818181818183)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 11.857142857142858)","(101.0, 730.0, 500.0)"
10-01-2023 17:12:47.852781,"(51.0, 80.0, 77.14285714285714)","(5.0, 7.6, 7.129411764705882)","(8.5, 12.0, 11.4)","(1.5, 1.78, 1.7474285714285713)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.5, 14.722222222222221)","(7.5, 13.0, 12.333333333333334)","(101.0, 730.0, 500.0)"
10-01-2023 17:12:49.163044,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.6, 7.129411764705882)","(9.0, 12.0, 11.4)","(1.5, 1.78, 1.755744680851064)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.5, 15.25)","(7.5, 13.0, 12.466666666666667)","(101.0, 730.0, 500.0)"
10-01-2023 17:12:50.358371,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.6, 7.129411764705882)","(9.0, 12.0, 11.428571428571429)","(1.5, 1.78, 1.743076923076923)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.0, 15.285714285714286)","(7.5, 13.0, 12.466666666666667)","(101.0, 730.0, 500.0)"
10-01-2023 17:12:51.812791,"(51.0, 80.0, 74.28571428571429)","(5.0, 7.8, 7.542857142857143)","(9.0, 12.0, 11.8)","(1.5, 1.75, 1.732)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.0, 15.089285714285714)","(7.5, 13.0, 12.466666666666667)","(101.0, 730.0, 500.0)"
10-01-2023 17:12:53.295433,"(51.0, 85.0, 77.77777777777777)","(5.0, 7.8, 7.44)","(9.0, 12.0, 11.6875)","(1.5, 1.75, 1.72)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.0, 15.089285714285714)","(7.5, 13.0, 12.619047619047619)","(101.0, 730.0, 328.3333333333333)"
10-01-2023 17:12:54.675844,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.44)","(9.0, 12.0, 11.833333333333334)","(1.5, 1.73, 1.7149999999999999)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.0, 14.75)","(7.5, 13.0, 12.466666666666667)","(101.0, 620.0, 328.3333333333333)"
10-01-2023 17:12:56.132183,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.44)","(9.0, 12.0, 12.175)","(1.5, 1.73, 1.650096525096525)","(26.0, 34.0, 31.076923076923077)","(14.0, 16.0, 14.857142857142858)","(7.5, 13.0, 12.25)","(101.0, 620.0, 345.0)"
10-01-2023 17:12:57.364474,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.65)","(9.0, 13.0, 12.175)","(1.5, 1.7, 1.650096525096525)","(26.0, 34.0, 28.08)","(14.0, 16.0, 15.289473684210526)","(7.5, 13.0, 13.038461538461538)","(101.0, 720.0, 345.0)"
10-01-2023 17:12:58.639669,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.5)","(9.0, 13.0, 12.01923076923077)","(1.5, 1.7, 1.650075987841945)","(26.0, 30.0, 26.76923076923077)","(14.0, 16.0, 15.289473684210526)","(7.5, 13.5, 12.8)","(101.0, 720.0, 345.0)"
10-01-2023 17:12:59.701870,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.5)","(9.0, 13.0, 12.01923076923077)","(1.5, 1.7, 1.650075987841945)","(26.0, 30.0, 27.333333333333332)","(14.0, 16.0, 15.035714285714286)","(7.5, 13.5, 12.84375)","(101.0, 720.0, 345.0)"
10-01-2023 17:13:01.082445,"(51.0, 80.0, 78.18181818181819)","(5.0, 7.8, 7.5)","(9.0, 13.0, 12.5)","(1.45, 1.7, 1.6549999999999998)","(26.0, 30.0, 27.37142857142857)","(13.0, 16.0, 16.375)","(8.0, 13.5, 13.0)","(101.0, 720.0, 345.0)"
10-01-2023 17:13:02.349393,"(51.0, 80.0, 77.5)","(5.0, 8.0, 7.5)","(9.0, 13.0, 12.4)","(1.45, 1.67, 1.6659259259259258)","(26.0, 30.0, 27.37142857142857)","(13.0, 16.5, 15.78125)","(8.0, 13.5, 13.09090909090909)","(101.0, 720.0, 345.0)"
10-01-2023 17:13:03.559336,"(51.0, 85.0, 80.0)","(5.0, 8.0, 7.454545454545455)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.69, 1.6629411764705881)","(26.0, 30.0, 28.19607843137255)","(13.0, 17.0, 16.375)","(8.0, 14.0, 13.055555555555555)","(101.0, 720.0, 604.2105263157895)"
10-01-2023 17:13:04.724884,"(51.0, 90.0, 88.33333333333334)","(5.0, 8.0, 7.538461538461538)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.69, 1.6688888888888889)","(26.0, 30.0, 27.80952380952381)","(13.0, 16.5, 16.0)","(8.0, 14.0, 12.96875)","(101.0, 720.0, 595.0)"
10-01-2023 17:13:05.790358,"(51.0, 90.0, 88.33333333333334)","(5.0, 8.0, 7.456)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.68, 1.6688888888888889)","(26.0, 30.0, 27.652173913043477)","(13.0, 16.5, 16.232142857142858)","(8.0, 14.0, 12.96875)","(101.0, 630.0, 562.8571428571429)"
10-01-2023 17:13:06.860229,"(51.0, 90.0, 88.33333333333334)","(5.0, 7.8, 7.757142857142857)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.68, 1.66953488372093)","(26.0, 30.0, 27.652173913043477)","(13.0, 16.5, 16.232142857142858)","(8.0, 14.0, 12.96875)","(101.0, 720.0, 562.8571428571429)"
10-01-2023 17:13:07.946984,"(51.0, 90.0, 88.33333333333334)","(5.0, 7.8, 7.745454545454545)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.68, 1.6670114942528735)","(26.0, 30.0, 27.652173913043477)","(13.0, 16.5, 15.863636363636363)","(8.0, 14.0, 12.96875)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:09.033215,"(51.0, 90.0, 88.33333333333334)","(5.0, 7.8, 7.661538461538462)","(9.0, 13.0, 12.210526315789474)","(1.45, 1.69, 1.6662637362637363)","(26.0, 30.0, 27.652173913043477)","(13.0, 16.5, 16.184210526315788)","(8.0, 14.0, 12.96875)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:10.182141,"(51.0, 95.0, 92.72727272727273)","(5.0, 7.8, 7.661538461538462)","(9.0, 13.0, 12.210526315789474)","(1.45, 1.69, 1.6690384615384615)","(26.0, 30.0, 28.823529411764707)","(13.0, 16.5, 16.096153846153847)","(8.0, 14.0, 13.083333333333334)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:11.388959,"(51.0, 90.0, 86.92307692307692)","(5.0, 8.0, 7.68)","(9.0, 13.0, 12.210526315789474)","(1.45, 1.68, 1.6731147540983606)","(26.0, 29.0, 28.6)","(13.0, 16.5, 15.789473684210526)","(8.0, 14.0, 13.083333333333334)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:12.539039,"(51.0, 90.0, 82.94117647058823)","(5.0, 7.8, 7.72)","(9.0, 13.0, 12.210526315789474)","(1.45, 1.68, 1.6472222222222221)","(26.0, 29.0, 28.666666666666668)","(13.0, 16.0, 15.421052631578947)","(8.0, 14.0, 12.96875)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:13.610243,"(51.0, 90.0, 80.0)","(5.0, 8.0, 7.621052631578947)","(9.0, 13.0, 12.25)","(1.45, 1.65, 1.671111111111111)","(26.0, 29.0, 28.833333333333332)","(13.0, 15.5, 15.416666666666666)","(8.0, 14.0, 13.0625)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:14.695122,"(51.0, 90.0, 80.0)","(5.0, 8.0, 7.50909090909091)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.68, 1.6749999999999998)","(26.0, 29.0, 28.666666666666668)","(13.0, 15.5, 15.416666666666666)","(8.0, 14.0, 13.0625)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:15.700615,"(51.0, 90.0, 80.0)","(5.0, 8.0, 7.526315789473684)","(9.0, 13.0, 12.266666666666667)","(1.45, 1.67, 1.666341463414634)","(26.0, 29.0, 28.625)","(13.0, 15.5, 15.416666666666666)","(8.0, 14.0, 13.0625)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:16.757765,"(51.0, 90.0, 80.0)","(5.0, 8.0, 7.85)","(9.0, 13.0, 11.592592592592592)","(1.45, 1.67, 1.6547619047619047)","(26.0, 29.0, 28.454545454545453)","(13.0, 15.5, 15.421052631578947)","(8.0, 14.0, 12.928571428571429)","(101.0, 720.0, 361.6666666666667)"
10-01-2023 17:13:17.809011,"(51.0, 90.0, 79.56521739130434)","(5.0, 8.0, 7.628571428571428)","(9.0, 12.5, 11.696428571428571)","(1.45, 1.67, 1.6663793103448274)","(26.0, 29.0, 28.70967741935484)","(13.0, 15.5, 15.545454545454545)","(8.0, 14.0, 12.964285714285714)","(101.0, 720.0, 550.7692307692307)"
10-01-2023 17:13:18.935399,"(51.0, 90.0, 79.56521739130434)","(5.0, 7.6, 7.514285714285714)","(9.0, 12.5, 12.107142857142858)","(1.45, 1.67, 1.6637735849056603)","(26.0, 30.0, 28.70967741935484)","(13.0, 16.0, 15.0)","(8.0, 14.0, 12.939024390243903)","(101.0, 720.0, 370.0)"
10-01-2023 17:13:20.054723,"(51.0, 90.0, 79.56521739130434)","(5.0, 7.8, 7.733333333333333)","(9.0, 12.5, 12.107142857142858)","(1.45, 1.67, 1.6652380952380952)","(26.0, 30.0, 27.5)","(13.0, 15.5, 15.0)","(8.0, 14.0, 12.596774193548388)","(101.0, 720.0, 370.0)"
10-01-2023 17:13:21.171009,"(51.0, 90.0, 79.56521739130434)","(5.0, 7.6, 7.4)","(9.0, 12.5, 12.107142857142858)","(1.45, 1.67, 1.6727272727272726)","(26.0, 30.0, 27.833333333333332)","(13.0, 15.5, 15.368421052631579)","(8.0, 14.0, 13.25)","(101.0, 720.0, 378.3333333333333)"
10-01-2023 17:13:22.271515,"(51.0, 90.0, 79.56521739130434)","(5.0, 7.4, 7.290909090909091)","(9.0, 12.5, 12.107142857142858)","(1.45, 1.68, 1.6746341463414633)","(26.0, 30.0, 27.833333333333332)","(13.0, 16.0, 15.2)","(8.0, 13.5, 12.9)","(101.0, 720.0, 470.0)"
10-01-2023 17:13:23.284757,"(51.0, 90.0, 79.56521739130434)","(5.0, 7.4, 7.290909090909091)","(9.0, 12.5, 12.107142857142858)","(1.45, 1.68, 1.6746341463414633)","(26.0, 30.0, 27.833333333333332)","(13.0, 16.0, 15.2)","(8.0, 13.5, 12.9)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:24.285040,"(51.0, 90.0, 83.0)","(5.0, 7.6, 7.3538461538461535)","(9.0, 12.5, 11.75)","(1.45, 1.69, 1.6708333333333332)","(26.0, 30.0, 27.942857142857143)","(13.0, 16.5, 15.15)","(8.0, 13.5, 12.642857142857142)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:25.318565,"(51.0, 90.0, 87.6923076923077)","(5.0, 7.8, 7.628571428571428)","(9.0, 12.0, 11.25)","(1.45, 1.69, 1.6716129032258065)","(26.0, 30.0, 27.967741935483872)","(13.0, 16.5, 15.15)","(8.0, 13.5, 13.416666666666666)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:26.352577,"(51.0, 95.0, 82.58620689655173)","(5.0, 7.8, 7.666666666666667)","(9.0, 11.5, 11.444444444444445)","(1.45, 1.68, 1.6693333333333333)","(26.0, 30.0, 27.967741935483872)","(13.0, 16.5, 15.285714285714285)","(8.0, 13.5, 13.411764705882353)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:27.415616,"(51.0, 95.0, 82.5)","(5.0, 8.0, 7.7)","(9.0, 12.0, 11.763157894736842)","(1.45, 1.68, 1.678235294117647)","(26.0, 30.0, 27.967741935483872)","(13.0, 15.5, 15.375)","(8.0, 13.5, 12.941176470588236)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:28.577837,"(51.0, 95.0, 84.28571428571429)","(5.0, 8.0, 7.7)","(9.0, 11.5, 11.342105263157894)","(1.45, 1.68, 1.6766666666666665)","(26.0, 30.0, 27.967741935483872)","(13.0, 15.5, 15.375)","(8.0, 14.0, 12.892857142857142)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:29.703079,"(51.0, 95.0, 82.5)","(5.0, 7.8, 7.75)","(9.0, 11.5, 11.404761904761905)","(1.45, 1.68, 1.676153846153846)","(26.0, 30.0, 27.967741935483872)","(13.0, 15.5, 15.375)","(8.0, 14.0, 13.40909090909091)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:30.827712,"(51.0, 95.0, 84.28571428571429)","(5.0, 8.0, 7.628571428571429)","(9.0, 11.5, 11.404761904761905)","(1.45, 1.68, 1.676153846153846)","(26.0, 30.0, 27.967741935483872)","(13.0, 15.5, 15.571428571428571)","(8.0, 13.5, 13.40909090909091)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:31.953807,"(61.0, 95.0, 84.28571428571429)","(5.0, 8.0, 7.711111111111111)","(9.0, 11.5, 11.2)","(1.5, 1.68, 1.6704999999999999)","(21.0, 30.0, 28.03125)","(13.0, 16.0, 14.9)","(8.0, 13.5, 13.416666666666666)","(101.0, 630.0, 470.0)"
10-01-2023 17:13:33.038413,"(61.0, 95.0, 81.60714285714286)","(5.0, 8.0, 7.628571428571429)","(9.0, 11.5, 11.2)","(1.5, 1.68, 1.6704999999999999)","(21.0, 30.0, 28.03125)","(13.0, 16.5, 15.657894736842106)","(8.0, 13.5, 13.416666666666666)","(101.0, 630.0, 597.0)"
10-01-2023 17:13:34.076671,"(61.0, 95.0, 84.83870967741936)","(5.0, 8.0, 7.628571428571429)","(9.0, 11.5, 11.2)","(1.5, 1.68, 1.6704999999999999)","(21.0, 30.0, 28.03125)","(13.0, 16.5, 15.657894736842106)","(8.0, 13.5, 13.416666666666666)","(101.0, 630.0, 475.0)"
