,Hardin,Rocket Ballad,Cristiano Boy,Chartered Course,Comeonturnmeloose,Colonial Road,Mister Deeks
06-01-2023 11:27:59.081027,"(26.0, 60.0, 54.5)","(12.0, 21.0, 20.25)","(3.5, 5.1, 5.079310344827586)","(7.5, 11.0, 10.4)","(3.2, 4.8, 4.766666666666667)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.56)"
06-01-2023 11:28:00.143767,"(26.0, 60.0, 54.5)","(12.0, 23.0, 21.25)","(3.5, 5.1, 5.079310344827586)","(7.5, 11.0, 10.4)","(3.2, 4.8, 4.766666666666667)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.56)"
06-01-2023 11:28:01.238207,"(26.0, 60.0, 54.5)","(12.0, 23.0, 21.25)","(3.5, 5.1, 5.079310344827586)","(7.5, 11.0, 10.4)","(3.2, 4.8, 4.766666666666667)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.568)"
06-01-2023 11:28:02.306730,"(26.0, 60.0, 54.5)","(12.0, 23.0, 21.25)","(3.5, 5.1, 5.079310344827586)","(7.5, 11.0, 10.4)","(3.2, 4.8, 4.766666666666667)","(17.0, 36.0, 31.2)","(2.2, 2.58, 2.568)"
06-01-2023 11:28:03.322534,"(26.0, 60.0, 54.5)","(12.0, 22.0, 21.142857142857142)","(3.5, 5.1, 5.079310344827586)","(7.5, 11.0, 10.4)","(3.2, 4.8, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.568)"
06-01-2023 11:28:04.336023,"(26.0, 60.0, 50.0)","(12.0, 22.0, 20.75)","(3.5, 5.1, 5.079310344827586)","(7.5, 10.5, 10.4)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.568)"
06-01-2023 11:28:05.400255,"(26.0, 60.0, 50.0)","(12.0, 22.0, 20.75)","(3.5, 5.1, 5.079310344827586)","(7.5, 10.5, 10.4)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.5392)"
06-01-2023 11:28:06.460681,"(26.0, 60.0, 50.0)","(12.0, 22.0, 20.75)","(3.5, 5.1, 5.076)","(7.5, 10.5, 10.4)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.5392)"
06-01-2023 11:28:07.418996,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.5, 5.1, 5.076)","(7.5, 10.5, 10.4)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:08.401363,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.5, 5.1, 5.076)","(7.5, 11.0, 10.454545454545455)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:09.428753,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.5, 5.1, 5.076)","(7.5, 11.0, 10.454545454545455)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:10.504329,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.5, 5.1, 5.076)","(7.5, 11.0, 10.2)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:11.614408,"(26.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.5, 5.1, 5.076)","(7.5, 11.0, 10.185714285714285)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:12.694884,"(26.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.5, 5.1, 5.076)","(7.5, 10.5, 10.185714285714285)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.58, 2.536)"
06-01-2023 11:28:13.792432,"(26.0, 60.0, 52.0)","(12.0, 23.0, 22.0)","(3.5, 5.1, 5.076)","(7.5, 10.5, 9.9)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.58, 2.5292307692307694)"
06-01-2023 11:28:14.882551,"(26.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.0)","(3.5, 5.1, 5.076)","(7.5, 10.0, 9.9)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.58, 2.591063829787234)"
06-01-2023 11:28:15.971216,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.5, 5.1, 5.076)","(7.5, 10.0, 9.95)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.62, 2.6)"
06-01-2023 11:28:17.097859,"(26.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.5, 5.1, 5.076)","(7.5, 10.5, 9.836363636363636)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.62, 2.6)"
06-01-2023 11:28:18.240248,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.775)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.6)"
06-01-2023 11:28:19.262931,"(31.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.775)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5902857142857143)"
06-01-2023 11:28:20.237434,"(31.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.775)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5902857142857143)"
06-01-2023 11:28:21.238447,"(31.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.775)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5902857142857143)"
06-01-2023 11:28:22.304732,"(31.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.775)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5875)"
06-01-2023 11:28:23.412915,"(31.0, 60.0, 50.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.933333333333334)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.588)"
06-01-2023 11:28:24.557496,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.933333333333334)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.536)"
06-01-2023 11:28:25.663220,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.1, 5.076)","(8.0, 10.0, 10.104)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.536)"
06-01-2023 11:28:26.786418,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 5.076)","(8.0, 10.5, 9.933333333333334)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.536)"
06-01-2023 11:28:27.886362,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.933333333333334)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.543529411764706)"
06-01-2023 11:28:29.047268,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.88)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.543529411764706)"
06-01-2023 11:28:30.231814,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 5.076)","(8.0, 10.0, 9.685714285714287)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.5415)"
06-01-2023 11:28:31.344428,"(31.0, 60.0, 50.0)","(12.0, 23.0, 20.666666666666668)","(3.6, 5.1, 5.076)","(8.0, 9.8, 9.56)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.857142857142858)","(2.2, 2.6, 2.527441860465116)"
06-01-2023 11:28:32.456359,"(31.0, 60.0, 50.0)","(12.0, 23.0, 20.666666666666668)","(3.6, 5.1, 5.168)","(8.0, 9.8, 9.56)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.857142857142858)","(2.2, 2.6, 2.527441860465116)"
06-01-2023 11:28:33.507595,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.2, 5.168)","(8.0, 9.8, 9.56)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.6, 2.5278048780487805)"
06-01-2023 11:28:34.558280,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.2, 5.168)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:35.737810,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.3, 5.26)","(8.0, 9.8, 9.545454545454545)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:36.869652,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.3, 5.275862068965518)","(8.0, 10.0, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:38.065319,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.4, 5.233333333333333)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:39.233472,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.4, 5.257142857142857)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:40.309992,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.4, 5.257142857142857)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:41.391020,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.4, 5.15)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:42.648226,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.4, 5.15)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:43.872570,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.4, 5.15)","(8.0, 9.8, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.54)"
06-01-2023 11:28:45.025531,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.5)","(3.6, 5.4, 5.21578947368421)","(8.0, 10.0, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.8)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:46.222286,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.5)","(3.6, 5.3, 5.21578947368421)","(8.0, 10.0, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.8)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:47.397698,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.5)","(3.6, 5.3, 5.1571428571428575)","(8.0, 10.0, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.8)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:48.575097,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.5)","(3.6, 5.3, 5.1440677966101696)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.8)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:49.771798,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.3, 5.1440677966101696)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:50.989197,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.3, 5.095555555555555)","(8.0, 9.8, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:52.134056,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.0)","(3.6, 5.3, 5.035)","(8.0, 9.8, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:53.271398,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.2, 4.915)","(8.0, 10.0, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:54.318446,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.2, 4.915384615384616)","(8.0, 10.0, 9.5)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:55.385518,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.600000000000001)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:56.536641,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.690909090909091)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.857142857142858)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:57.658126,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.690909090909091)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.0)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:58.803740,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.65)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:28:59.896701,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.65)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:01.014522,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.65)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:02.106919,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 9.8, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:03.270089,"(31.0, 60.0, 54.5)","(12.0, 23.0, 21.857142857142858)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:04.396768,"(31.0, 60.0, 54.5)","(12.0, 23.0, 21.857142857142858)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.5685714285714285)"
06-01-2023 11:29:05.522993,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.5785365853658537)"
06-01-2023 11:29:06.684717,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.5785365853658537)"
06-01-2023 11:29:07.820311,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.6)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.6, 2.568)"
06-01-2023 11:29:09.015510,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.625)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.857142857142858)","(2.2, 2.58, 2.568)"
06-01-2023 11:29:10.412029,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.625)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.857142857142858)","(2.2, 2.58, 2.568)"
06-01-2023 11:29:11.714230,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.58, 2.541333333333333)"
06-01-2023 11:29:12.954925,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:14.316139,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:15.593782,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.915384615384616)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:16.874590,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:18.085553,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(8.0, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:19.288531,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:20.469634,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 30.0)","(2.2, 2.6, 2.541333333333333)"
06-01-2023 11:29:21.630135,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.6, 2.545)"
06-01-2023 11:29:22.743235,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.688888888888889)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.6, 2.565238095238095)"
06-01-2023 11:29:23.916746,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5406896551724136)"
06-01-2023 11:29:25.075216,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.571578947368421)"
06-01-2023 11:29:26.437834,"(31.0, 60.0, 50.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:27.712967,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 22.0)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:29.066499,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:30.437573,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:31.751083,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6875)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:33.064084,"(31.0, 60.0, 46.666666666666664)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:34.246390,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.572820512820513)"
06-01-2023 11:29:35.443444,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.62, 2.5751219512195123)"
06-01-2023 11:29:36.624433,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.62, 2.5751219512195123)"
06-01-2023 11:29:37.783480,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.333333333333332)","(2.2, 2.62, 2.5751219512195123)"
06-01-2023 11:29:38.856791,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.5)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.62, 2.5751219512195123)"
06-01-2023 11:29:39.912593,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.62, 2.5751219512195123)"
06-01-2023 11:29:41.060432,"(31.0, 60.0, 52.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.62, 2.5748387096774192)"
06-01-2023 11:29:42.287909,"(31.0, 60.0, 52.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.5628571428571427)"
06-01-2023 11:29:43.512634,"(31.0, 60.0, 55.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.5628571428571427)"
06-01-2023 11:29:44.734150,"(31.0, 60.0, 55.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.5)","(2.2, 2.6, 2.5625)"
06-01-2023 11:29:45.893964,"(31.0, 60.0, 55.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.5625)"
06-01-2023 11:29:47.085945,"(31.0, 60.0, 55.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.561818181818182)"
06-01-2023 11:29:48.361778,"(31.0, 60.0, 55.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 31.636363636363637)","(2.2, 2.62, 2.561818181818182)"
06-01-2023 11:29:49.520982,"(31.0, 60.0, 55.0)","(12.0, 23.0, 22.0)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.5688)"
06-01-2023 11:29:50.573512,"(31.0, 60.0, 55.0)","(12.0, 23.0, 21.25)","(3.6, 5.1, 4.910526315789474)","(7.5, 10.0, 9.636363636363637)","(3.2, 4.7, 4.6931034482758625)","(17.0, 36.0, 30.75)","(2.2, 2.62, 2.5688)"
