,Elarski,Persian Beauty,Crossfire Road,Vanilli,Nashian,Stryke Em Onesie,Kiara Diane
10,"[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 37, 422748), 21.0, 140.0]"
11,"[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 38, 540170), 21.0, 140.0]"
12,"[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 39, 652291), 21.0, 140.0]"
13,"[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 40, 760080), 21.0, 140.0]"
14,"[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 41, 881387), 21.0, 140.0]"
15,"[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 42, 994780), 21.0, 140.0]"
16,"[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 44, 109061), 21.0, 140.0]"
17,"[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 4.2, 6.0]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 45, 216187), 21.0, 140.0]"
18,"[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 46, 327634), 21.0, 140.0]"
19,"[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 47, 441661), 21.0, 140.0]"
20,"[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 8.5, 17.5]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 48, 553119), 21.0, 140.0]"
21,"[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 49, 669015), 21.0, 140.0]"
22,"[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 50, 779071), 21.0, 140.0]"
23,"[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 51, 897879), 21.0, 140.0]"
24,"[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 53, 7061), 21.0, 140.0]"
25,"[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 54, 113963), 21.0, 140.0]"
26,"[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 55, 236101), 21.0, 140.0]"
27,"[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 56, 347148), 21.0, 140.0]"
28,"[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 8.5, 17.0]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 57, 463266), 21.0, 140.0]"
29,"[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 11.0, 27.0]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 21.0, 140.0]","[datetime.datetime(2022, 11, 28, 13, 33, 58, 576112), 21.0, 140.0]"
30,"[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 33, 59, 683118), 21.0, 130.0]"
31,"[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 0, 799556), 21.0, 120.0]"
32,"[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 7.5, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 11.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 1, 914902), 21.0, 120.0]"
33,"[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 3, 29335), 21.0, 120.0]"
34,"[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 4, 138446), 21.0, 120.0]"
35,"[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 5, 253352), 21.0, 120.0]"
36,"[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 6, 363635), 21.0, 120.0]"
37,"[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 21.0, 130.0]","[datetime.datetime(2022, 11, 28, 13, 34, 7, 474440), 21.0, 120.0]"
38,"[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 8, 593403), 21.0, 120.0]"
39,"[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 9, 704863), 21.0, 120.0]"
40,"[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 10, 826153), 21.0, 120.0]"
41,"[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 11, 941087), 21.0, 120.0]"
42,"[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 51757), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 13, 52757), 21.0, 120.0]"
43,"[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 14, 168080), 21.0, 120.0]"
44,"[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 15, 280570), 21.0, 120.0]"
45,"[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 1.7, 1.89]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 8.5, 16.5]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 7.0, 8.2]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 4.2, 5.9]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 21.0, 120.0]","[datetime.datetime(2022, 11, 28, 13, 34, 16, 405948), 21.0, 120.0]"
