,Bundy Chelle,Goddess Of War,Cosmic Franky,Bad Habits,Subzero Annie,Barbs Manda,Miss Tallowood,Gold On Black
14-12-2022 12:27:25.244268,"(2.7, 3.75, 3.71)","(21.0, 42.0, 32.0)","(2.9, 3.45, 3.4000000000000004)","(12.0, 16.0, 14.25)","(21.0, 38.0, 28.526315789473685)","(81.0, 610.0, 482.5)","(15.0, 23.0, 22.137931034482758)","(3.3, 4.1, 3.82)"
14-12-2022 12:27:26.641680,"(2.7, 3.85, 3.742857142857143)","(21.0, 42.0, 33.0)","(2.9, 3.45, 3.364705882352941)","(12.0, 16.0, 14.25)","(21.0, 38.0, 27.41176470588235)","(81.0, 610.0, 482.5)","(15.0, 23.0, 22.352941176470587)","(3.3, 4.1, 3.82)"
14-12-2022 12:27:27.948084,"(2.7, 3.85, 3.79375)","(21.0, 40.0, 27.2)","(2.9, 3.4, 3.373684210526316)","(11.0, 16.0, 14.875)","(21.0, 38.0, 29.0)","(81.0, 610.0, 440.0)","(15.0, 23.0, 22.352941176470587)","(3.2, 4.1, 3.82)"
14-12-2022 12:27:29.273927,"(2.7, 3.85, 3.8125)","(21.0, 38.0, 27.2)","(2.9, 3.4, 3.373684210526316)","(11.0, 16.0, 14.875)","(21.0, 38.0, 29.0)","(81.0, 610.0, 440.0)","(15.0, 23.0, 23.0)","(3.2, 4.1, 3.79375)"
14-12-2022 12:27:31.103768,"(2.7, 4.0, 3.8970588235294117)","(21.0, 36.0, 27.0)","(2.9, 3.4, 3.3625)","(11.0, 16.0, 14.25)","(21.0, 38.0, 29.0)","(81.0, 610.0, 482.5)","(15.0, 27.0, 23.23076923076923)","(3.2, 4.1, 3.7733333333333334)"
14-12-2022 12:27:32.503940,"(2.8, 4.0, 3.8970588235294117)","(21.0, 36.0, 24.3)","(2.9, 3.4, 3.433333333333333)","(11.0, 16.0, 14.785714285714286)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 482.5)","(15.0, 26.0, 23.23076923076923)","(3.2, 4.1, 3.7733333333333334)"
14-12-2022 12:27:33.964264,"(2.8, 4.0, 3.8909090909090907)","(21.0, 36.0, 24.1)","(2.9, 3.5, 3.433333333333333)","(11.0, 15.5, 14.136363636363637)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 482.5)","(15.0, 26.0, 23.0)","(3.2, 4.1, 3.7733333333333334)"
14-12-2022 12:27:35.390013,"(2.8, 4.0, 3.8909090909090907)","(21.0, 34.0, 24.1)","(2.9, 3.5, 3.3666666666666667)","(11.0, 15.5, 13.892857142857142)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 482.5)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 3.7733333333333334)"
14-12-2022 12:27:36.587596,"(2.8, 4.0, 3.8909090909090907)","(21.0, 34.0, 24.1)","(2.9, 3.4, 3.3666666666666667)","(11.0, 15.5, 13.892857142857142)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 482.5)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 3.8117647058823527)"
14-12-2022 12:27:37.911605,"(2.8, 4.0, 3.875)","(21.0, 34.0, 23.733333333333334)","(2.9, 3.4, 3.314285714285714)","(11.0, 15.5, 13.892857142857142)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 440.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 3.983333333333333)"
14-12-2022 12:27:39.203270,"(2.8, 4.0, 3.9181818181818184)","(21.0, 34.0, 23.733333333333334)","(2.9, 3.4, 3.314285714285714)","(11.0, 15.5, 13.892857142857142)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 440.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 4.014285714285714)"
14-12-2022 12:27:40.536999,"(2.8, 4.0, 3.9181818181818184)","(21.0, 34.0, 23.733333333333334)","(2.9, 3.4, 3.34)","(11.0, 15.5, 13.892857142857142)","(21.0, 38.0, 28.666666666666668)","(81.0, 610.0, 482.5)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 4.045454545454545)"
14-12-2022 12:27:41.849092,"(2.9, 4.0, 3.9181818181818184)","(20.0, 32.0, 25.714285714285715)","(2.9, 3.45, 3.4333333333333336)","(11.0, 15.5, 13.657894736842104)","(21.0, 38.0, 31.57142857142857)","(81.0, 610.0, 485.0)","(14.0, 26.0, 24.125)","(3.2, 4.1, 3.9541666666666666)"
14-12-2022 12:27:43.294221,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 26.666666666666668)","(2.9, 3.45, 3.3)","(11.0, 15.5, 13.657894736842104)","(21.0, 38.0, 32.78260869565217)","(81.0, 610.0, 510.0)","(14.0, 26.0, 24.125)","(3.2, 4.1, 3.9541666666666666)"
14-12-2022 12:27:44.582984,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.35, 3.3874999999999997)","(11.0, 15.5, 14.0)","(21.0, 38.0, 32.78260869565217)","(81.0, 610.0, 510.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 4.077272727272727)"
14-12-2022 12:27:45.766423,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.4, 3.3874999999999997)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 32.78260869565217)","(81.0, 610.0, 560.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 4.078260869565217)"
14-12-2022 12:27:47.059290,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.4, 3.3863636363636362)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 32.78260869565217)","(81.0, 610.0, 441.42857142857144)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.1, 4.09)"
14-12-2022 12:27:48.413385,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.4, 3.3863636363636362)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 32.78260869565217)","(81.0, 580.0, 358.8888888888889)","(14.0, 26.0, 24.125)","(3.2, 4.1, 4.0249999999999995)"
14-12-2022 12:27:49.633852,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.4, 3.325)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 31.88888888888889)","(81.0, 570.0, 304.5454545454545)","(14.0, 26.0, 24.125)","(3.2, 4.1, 3.8772727272727274)"
14-12-2022 12:27:50.704359,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 27.692307692307693)","(2.9, 3.4, 3.3375)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 31.88888888888889)","(81.0, 550.0, 374.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.0, 3.8363636363636364)"
14-12-2022 12:27:51.881716,"(2.9, 4.0, 3.896875)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.4, 3.360526315789474)","(11.0, 15.0, 13.434782608695652)","(21.0, 38.0, 31.88888888888889)","(81.0, 550.0, 310.0)","(14.0, 26.0, 24.125)","(3.2, 4.0, 3.825806451612903)"
14-12-2022 12:27:53.048463,"(2.9, 4.0, 3.933333333333333)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.286842105263158)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 29.333333333333336)","(81.0, 550.0, 410.0)","(14.0, 26.0, 24.125)","(3.2, 4.0, 3.8285714285714283)"
14-12-2022 12:27:54.205114,"(2.9, 4.0, 3.95)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.283333333333333)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 31.5)","(81.0, 530.0, 372.5)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.0, 3.8285714285714283)"
14-12-2022 12:27:55.374267,"(2.9, 4.1, 3.9625)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.282142857142857)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 28.76923076923077)","(81.0, 530.0, 343.3333333333333)","(14.0, 26.0, 23.272727272727273)","(3.2, 4.0, 3.825806451612903)"
14-12-2022 12:27:56.517438,"(2.9, 4.1, 3.984210526315789)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.282142857142857)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 28.76923076923077)","(81.0, 530.0, 343.3333333333333)","(14.0, 26.0, 24.125)","(3.2, 4.0, 3.821428571428571)"
14-12-2022 12:27:57.665024,"(2.9, 4.1, 3.984210526315789)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.282142857142857)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 28.76923076923077)","(81.0, 530.0, 343.3333333333333)","(14.0, 26.0, 24.125)","(3.2, 3.95, 3.821428571428571)"
14-12-2022 12:27:58.791825,"(2.9, 4.1, 3.9428571428571426)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.4, 3.3210526315789473)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 30.5)","(81.0, 530.0, 410.0)","(14.0, 26.0, 24.125)","(3.2, 3.95, 3.804411764705882)"
14-12-2022 12:27:59.983238,"(2.9, 4.1, 3.9428571428571426)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.4, 3.35)","(11.0, 15.0, 13.857142857142858)","(21.0, 38.0, 27.565217391304348)","(81.0, 520.0, 256.42857142857144)","(14.0, 26.0, 23.272727272727273)","(3.2, 3.95, 3.804411764705882)"
14-12-2022 12:28:01.166775,"(2.9, 4.1, 4.008333333333333)","(20.0, 32.0, 28.363636363636363)","(2.9, 3.3, 3.273913043478261)","(11.0, 15.0, 14.35)","(21.0, 38.0, 29.428571428571427)","(81.0, 520.0, 325.7894736842105)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.7564516129032257)"
14-12-2022 12:28:02.238817,"(2.9, 4.2, 3.99)","(20.0, 32.0, 29.2)","(2.9, 3.3, 3.273913043478261)","(11.0, 14.5, 14.227272727272727)","(21.0, 38.0, 28.0)","(81.0, 520.0, 227.5)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.7785714285714285)"
14-12-2022 12:28:03.423097,"(2.9, 4.1, 3.9736842105263155)","(20.0, 32.0, 29.2)","(2.9, 3.3, 3.273913043478261)","(11.0, 14.5, 13.5625)","(21.0, 38.0, 28.0)","(81.0, 520.0, 250.0)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.776315789473684)"
14-12-2022 12:28:04.603713,"(2.9, 4.1, 3.9736842105263155)","(20.0, 32.0, 29.2)","(2.9, 3.3, 3.273913043478261)","(11.0, 14.5, 13.5625)","(21.0, 38.0, 29.428571428571427)","(81.0, 520.0, 325.0)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.771621621621622)"
14-12-2022 12:28:05.703010,"(2.9, 4.1, 3.9499999999999997)","(20.0, 32.0, 29.2)","(2.9, 3.3, 3.273913043478261)","(11.0, 14.5, 13.5625)","(21.0, 38.0, 28.0)","(81.0, 520.0, 325.0)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.7614285714285716)"
14-12-2022 12:28:06.760980,"(2.9, 4.1, 3.9499999999999997)","(20.0, 32.0, 29.2)","(2.9, 3.35, 3.341666666666667)","(11.0, 14.5, 13.5625)","(21.0, 38.0, 28.0)","(81.0, 520.0, 250.0)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.7629032258064514)"
14-12-2022 12:28:07.862856,"(2.9, 4.1, 3.94)","(20.0, 32.0, 29.2)","(2.8, 3.35, 3.3421052631578947)","(11.0, 14.5, 13.5625)","(21.0, 38.0, 29.428571428571427)","(81.0, 520.0, 286.0)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.8291666666666666)"
14-12-2022 12:28:08.925741,"(2.9, 4.1, 3.94)","(20.0, 32.0, 29.2)","(2.8, 3.35, 3.3421052631578947)","(11.0, 14.5, 13.675)","(21.0, 38.0, 28.0)","(81.0, 520.0, 325.7894736842105)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.853846153846154)"
14-12-2022 12:28:10.118289,"(2.9, 4.1, 4.0058823529411764)","(20.0, 32.0, 29.2)","(2.8, 3.3, 3.273913043478261)","(11.0, 14.5, 14.0)","(21.0, 38.0, 31.0)","(81.0, 520.0, 275.7142857142857)","(14.0, 26.0, 24.235294117647058)","(3.2, 3.95, 3.853846153846154)"
14-12-2022 12:28:11.374759,"(2.9, 4.1, 4.0058823529411764)","(20.0, 32.0, 29.2)","(2.8, 3.3, 3.257142857142857)","(11.0, 14.5, 15.285714285714286)","(21.0, 36.0, 26.140845070422536)","(81.0, 520.0, 236.15384615384616)","(14.0, 26.0, 23.857142857142858)","(3.2, 3.95, 3.857142857142857)"
14-12-2022 12:28:12.488545,"(2.9, 4.1, 4.0058823529411764)","(20.0, 32.0, 29.2)","(2.8, 3.3, 3.257142857142857)","(11.0, 16.0, 15.285714285714286)","(21.0, 36.0, 26.140845070422536)","(81.0, 520.0, 236.15384615384616)","(14.0, 26.0, 23.857142857142858)","(3.2, 3.95, 3.857142857142857)"
14-12-2022 12:28:13.592199,"(2.9, 4.1, 4.007142857142857)","(20.0, 32.0, 29.2)","(2.8, 3.3, 3.270833333333333)","(11.0, 16.0, 14.2)","(21.0, 36.0, 27.285714285714285)","(81.0, 520.0, 330.0)","(14.0, 26.0, 24.42105263157895)","(3.2, 3.95, 3.82)"
14-12-2022 12:28:14.840928,"(2.9, 4.1, 4.007142857142857)","(20.0, 32.0, 27.863636363636363)","(2.8, 3.3, 3.395652173913043)","(11.0, 16.0, 14.2)","(21.0, 36.0, 27.756756756756758)","(81.0, 520.0, 235.0)","(14.0, 26.0, 24.42105263157895)","(3.2, 3.95, 3.8857142857142857)"
14-12-2022 12:28:16.084242,"(2.9, 4.1, 3.914285714285714)","(20.0, 32.0, 27.666666666666668)","(2.8, 3.4, 3.41)","(11.0, 16.0, 14.4)","(21.0, 36.0, 27.756756756756758)","(81.0, 520.0, 372.72727272727275)","(14.0, 26.0, 24.42105263157895)","(3.2, 3.9, 3.86875)"
14-12-2022 12:28:17.294636,"(2.9, 4.1, 4.003030303030303)","(20.0, 32.0, 27.666666666666668)","(2.8, 3.45, 3.41)","(11.0, 16.0, 14.4)","(21.0, 36.0, 28.105263157894736)","(81.0, 500.0, 383.33333333333337)","(14.0, 26.0, 24.42105263157895)","(3.2, 3.9, 3.8482758620689657)"
14-12-2022 12:28:18.434568,"(2.9, 4.1, 4.003030303030303)","(20.0, 32.0, 28.208333333333332)","(2.8, 3.45, 3.422727272727273)","(11.0, 16.0, 14.2)","(21.0, 36.0, 28.105263157894736)","(81.0, 500.0, 300.0)","(14.0, 26.0, 23.272727272727273)","(3.2, 3.9, 3.8464285714285715)"
14-12-2022 12:28:19.559386,"(2.9, 4.1, 4.013333333333333)","(20.0, 32.0, 28.208333333333332)","(2.8, 3.45, 3.435714285714286)","(11.0, 16.0, 14.4)","(21.0, 36.0, 31.81818181818182)","(81.0, 500.0, 383.33333333333337)","(14.0, 26.0, 24.125)","(3.2, 3.9, 3.8464285714285715)"
14-12-2022 12:28:20.688447,"(2.9, 4.1, 4.013333333333333)","(20.0, 32.0, 28.208333333333332)","(2.8, 3.45, 3.435714285714286)","(11.0, 16.0, 14.4)","(21.0, 34.0, 30.0)","(81.0, 500.0, 383.33333333333337)","(14.0, 26.0, 24.666666666666668)","(3.2, 3.9, 3.8464285714285715)"
14-12-2022 12:28:21.963672,"(2.9, 4.1, 4.013333333333333)","(20.0, 32.0, 28.208333333333332)","(2.8, 3.45, 3.438888888888889)","(11.0, 16.0, 14.2)","(21.0, 34.0, 29.45945945945946)","(81.0, 500.0, 300.0)","(14.0, 26.0, 24.63157894736842)","(3.2, 3.9, 3.759375)"
14-12-2022 12:28:23.028233,"(2.9, 4.1, 3.9769230769230766)","(20.0, 32.0, 26.647058823529413)","(2.8, 3.45, 3.438888888888889)","(11.0, 16.0, 14.2)","(21.0, 34.0, 28.97674418604651)","(81.0, 500.0, 300.0)","(14.0, 27.0, 25.095238095238095)","(3.2, 3.9, 3.783333333333333)"
14-12-2022 12:28:24.090715,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.55, 3.5277777777777777)","(11.0, 16.0, 14.2)","(21.0, 34.0, 27.6)","(81.0, 500.0, 404.5454545454545)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.85, 3.7785714285714285)"
14-12-2022 12:28:25.197000,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.65, 3.600909090909091)","(11.0, 16.0, 14.2)","(21.0, 34.0, 27.6)","(81.0, 500.0, 315.0)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.8, 3.702941176470588)"
14-12-2022 12:28:26.262000,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.65, 3.595689655172414)","(11.0, 16.0, 14.2)","(21.0, 34.0, 28.064516129032256)","(81.0, 480.0, 390.0)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.8, 3.7131578947368418)"
14-12-2022 12:28:27.400203,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.55, 3.666666666666667)","(11.0, 16.0, 14.4)","(21.0, 30.0, 28.064516129032256)","(81.0, 470.0, 434.44444444444446)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.8, 3.663333333333333)"
14-12-2022 12:28:28.536480,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.7, 3.625)","(11.0, 16.0, 14.4)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 390.0)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.75, 3.663333333333333)"
14-12-2022 12:28:29.693579,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.65, 3.5806451612903225)","(11.0, 16.0, 14.2)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 390.0)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.75, 3.663333333333333)"
14-12-2022 12:28:30.746471,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.6, 3.5806451612903225)","(11.0, 16.0, 14.4)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 434.44444444444446)","(14.0, 27.0, 25.823529411764707)","(3.2, 3.75, 3.663333333333333)"
14-12-2022 12:28:31.833858,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.6, 3.5875)","(11.0, 16.0, 14.4)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 390.0)","(14.0, 27.0, 25.22222222222222)","(3.2, 3.75, 3.663333333333333)"
14-12-2022 12:28:32.959598,"(2.9, 4.0, 3.9290322580645163)","(20.0, 32.0, 25.5)","(2.8, 3.55, 3.466666666666667)","(11.0, 16.0, 14.2)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 390.0)","(14.0, 27.0, 25.8)","(3.2, 3.75, 3.6653846153846152)"
14-12-2022 12:28:34.061893,"(2.9, 4.0, 3.9299999999999997)","(20.0, 32.0, 25.5)","(2.8, 3.5, 3.4863636363636363)","(11.0, 16.0, 14.2)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 434.44444444444446)","(14.0, 27.0, 25.09090909090909)","(3.2, 3.75, 3.6653846153846152)"
14-12-2022 12:28:35.241387,"(2.9, 4.0, 3.881081081081081)","(20.0, 32.0, 25.5)","(2.8, 3.45, 3.422727272727273)","(11.0, 16.0, 15.2)","(21.0, 30.0, 27.77777777777778)","(81.0, 470.0, 278.57142857142856)","(14.0, 28.0, 25.09090909090909)","(3.2, 3.75, 3.7)"
14-12-2022 12:28:36.391103,"(2.9, 4.0, 3.8777777777777778)","(20.0, 32.0, 25.5)","(2.8, 3.45, 3.3954545454545455)","(11.0, 16.0, 14.8)","(21.0, 30.0, 27.419354838709676)","(81.0, 450.0, 278.57142857142856)","(14.0, 28.0, 26.4)","(3.2, 3.75, 3.75)"
14-12-2022 12:28:37.568994,"(2.9, 4.0, 3.8777777777777778)","(20.0, 32.0, 25.5)","(2.8, 3.45, 3.422727272727273)","(11.0, 16.0, 14.4)","(21.0, 30.0, 25.25)","(81.0, 450.0, 300.0)","(14.0, 28.0, 26.4)","(3.2, 3.8, 3.7727272727272725)"
14-12-2022 12:28:38.665932,"(2.9, 4.0, 3.8777777777777778)","(20.0, 32.0, 25.5)","(2.8, 3.45, 3.3954545454545455)","(11.0, 16.0, 14.4)","(21.0, 29.0, 27.615384615384617)","(81.0, 450.0, 300.0)","(14.0, 28.0, 26.4)","(3.2, 3.8, 3.8333333333333335)"
14-12-2022 12:28:39.697041,"(2.9, 4.0, 3.873076923076923)","(20.0, 32.0, 25.5)","(2.8, 3.45, 3.407142857142857)","(11.0, 16.0, 14.2)","(21.0, 28.0, 26.714285714285715)","(81.0, 450.0, 350.0)","(14.0, 28.0, 26.4)","(3.2, 3.85, 3.841666666666667)"
14-12-2022 12:28:40.818311,"(2.9, 3.95, 3.9250000000000003)","(20.0, 32.0, 25.5)","(2.8, 3.5, 3.409090909090909)","(11.0, 16.0, 15.2)","(21.0, 29.0, 26.714285714285715)","(81.0, 450.0, 278.57142857142856)","(14.0, 28.0, 26.4)","(3.2, 3.85, 3.8392857142857144)"
14-12-2022 12:28:41.850851,"(2.9, 3.85, 3.8285714285714287)","(20.0, 32.0, 25.5)","(2.8, 3.5, 3.4282608695652175)","(11.0, 16.0, 15.2)","(21.0, 29.0, 26.714285714285715)","(81.0, 450.0, 350.0)","(14.0, 28.0, 26.0)","(3.2, 3.85, 3.8375)"
14-12-2022 12:28:42.827291,"(2.9, 3.95, 3.8187499999999996)","(20.0, 32.0, 25.636363636363637)","(2.8, 3.5, 3.405)","(11.0, 16.0, 14.222222222222221)","(21.0, 29.0, 25.8)","(81.0, 450.0, 218.0)","(14.0, 28.0, 26.285714285714285)","(3.2, 3.85, 3.8777777777777778)"
14-12-2022 12:28:43.918942,"(2.9, 3.95, 3.8625000000000003)","(20.0, 32.0, 25.5)","(2.8, 3.4, 3.3)","(11.0, 17.0, 14.15)","(21.0, 29.0, 26.391304347826086)","(81.0, 450.0, 321.1111111111111)","(14.0, 28.0, 25.333333333333332)","(3.2, 3.9, 3.945161290322581)"
14-12-2022 12:28:45.011076,"(2.9, 3.95, 3.8625000000000003)","(20.0, 32.0, 25.5)","(2.8, 3.4, 3.357142857142857)","(11.0, 17.0, 14.789473684210526)","(21.0, 29.0, 26.2)","(81.0, 450.0, 336.66666666666663)","(14.0, 28.0, 25.333333333333332)","(3.2, 3.95, 3.945161290322581)"
14-12-2022 12:28:46.060064,"(2.9, 3.95, 3.8722222222222222)","(20.0, 32.0, 25.5)","(2.8, 3.4, 3.357142857142857)","(11.0, 17.0, 15.666666666666666)","(21.0, 28.0, 26.666666666666668)","(81.0, 430.0, 182.5)","(14.0, 28.0, 24.363636363636363)","(3.2, 3.95, 3.835714285714286)"
14-12-2022 12:28:47.200322,"(2.9, 3.9, 3.8857142857142857)","(20.0, 32.0, 25.5)","(2.8, 3.6, 3.5971264367816094)","(11.0, 16.0, 15.666666666666666)","(21.0, 27.0, 26.0)","(81.0, 430.0, 225.71428571428572)","(14.0, 28.0, 24.363636363636363)","(3.2, 3.85, 3.816666666666667)"
14-12-2022 12:28:48.392942,"(2.9, 3.9, 3.875)","(20.0, 32.0, 25.5)","(2.8, 3.6, 3.5971264367816094)","(11.0, 16.0, 15.666666666666666)","(21.0, 27.0, 26.0)","(81.0, 430.0, 297.27272727272725)","(14.0, 28.0, 25.5)","(3.2, 3.85, 3.7928571428571427)"
14-12-2022 12:28:49.566252,"(3.0, 3.9, 3.857142857142857)","(21.0, 32.0, 25.5)","(2.9, 3.6, 3.5970930232558143)","(12.0, 16.0, 15.666666666666666)","(21.0, 27.0, 26.0)","(91.0, 420.0, 180.83333333333334)","(15.0, 28.0, 25.5)","(3.3, 3.85, 3.7928571428571427)"
14-12-2022 12:28:50.720242,"(3.0, 3.9, 3.857142857142857)","(21.0, 32.0, 25.5)","(2.9, 3.6, 3.5846153846153848)","(12.0, 16.0, 15.777777777777779)","(21.0, 27.0, 25.166666666666668)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.363636363636363)","(3.3, 3.85, 3.816666666666667)"
14-12-2022 12:28:51.900964,"(3.0, 3.8, 3.775)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.7, 3.5846153846153848)","(12.0, 16.0, 15.777777777777779)","(21.0, 27.0, 25.166666666666668)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.363636363636363)","(3.3, 3.85, 3.816666666666667)"
14-12-2022 12:28:53.080802,"(3.0, 3.8, 3.795)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.55, 3.533333333333333)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.363636363636363)","(3.3, 3.85, 3.816666666666667)"
14-12-2022 12:28:54.264961,"(3.0, 3.8, 3.79)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.55, 3.6058823529411765)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.363636363636363)","(3.3, 3.85, 3.8403225806451613)"
14-12-2022 12:28:55.323807,"(3.0, 3.8, 3.7944444444444443)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.7, 3.6058823529411765)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.363636363636363)","(3.3, 3.85, 3.877272727272727)"
14-12-2022 12:28:56.405445,"(3.0, 3.8, 3.78)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.65, 3.6416666666666666)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 25.09090909090909)","(3.3, 3.9, 3.877272727272727)"
14-12-2022 12:28:57.574546,"(3.0, 3.8, 3.7857142857142856)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.65, 3.5785714285714283)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 26.0)","(3.3, 3.9, 3.87)"
14-12-2022 12:28:58.690969,"(3.0, 3.75, 3.738888888888889)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.65, 3.59)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 25.1)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.444444444444443)","(3.3, 3.9, 3.8899999999999997)"
14-12-2022 12:28:59.788612,"(3.0, 3.7, 3.6900000000000004)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.65, 3.59)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 23.923076923076923)","(91.0, 410.0, 280.0)","(15.0, 28.0, 24.444444444444443)","(3.3, 3.85, 3.83)"
14-12-2022 12:29:00.919100,"(3.0, 3.7, 3.690909090909091)","(21.0, 32.0, 25.77777777777778)","(2.9, 3.6, 3.564285714285714)","(12.0, 16.5, 14.595238095238095)","(21.0, 27.0, 23.363636363636363)","(91.0, 410.0, 286.1904761904762)","(16.0, 28.0, 24.444444444444443)","(3.3, 3.85, 3.83)"
