,Remlaps Gem,Stampe,Simply Fly,Le Palmier,The Bopper,Belieber,Desert Man,Renegade,Superare,Archers Paradox,Princess Lunar,Streaka,Dream Weaving,Mishani Fraudster
07-01-2023 13:59:30.106218,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4331730315888733)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.85)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.312857142857144)","(1.01, 99999, 99990)","(8.0, 9.2, 9.005714285714285)","(51.0, 110.0, 107.90697674418604)","(81.0, 150.0, 141.42857142857142)"
07-01-2023 13:59:31.832269,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4331730315888733)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.946153846153845)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.312857142857144)","(1.01, 99999, 99990)","(8.0, 9.2, 9.005714285714285)","(51.0, 110.0, 107.90697674418604)","(81.0, 150.0, 141.42857142857142)"
07-01-2023 13:59:33.740400,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4331730315888733)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.937125748502993)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.03214285714286)","(1.01, 99999, 99990)","(8.0, 9.2, 9.005714285714285)","(51.0, 110.0, 107.90697674418604)","(81.0, 150.0, 141.42857142857142)"
07-01-2023 13:59:35.592636,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4331730315888733)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.82017543859649)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.03214285714286)","(1.01, 99999, 99990)","(8.0, 9.2, 9.005714285714285)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:37.674658,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.884955752212388)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.03214285714286)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:39.630766,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 18.152173913043477)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.5, 19.03214285714286)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:41.390780,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 73.51851851851852)","(15.0, 18.5, 18.53125)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.5, 19.03488372093023)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:43.211347,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 73.51851851851852)","(15.0, 19.0, 18.53125)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.5, 19.05732484076433)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:44.948706,"(8.0, 10.5, 10.308724832214764)","(41.0, 55.0, 51.31617647058823)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.6928829915560915)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 73.51851851851852)","(15.0, 19.0, 18.53030303030303)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.5, 19.21516393442623)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:46.754591,"(8.0, 10.5, 10.308724832214764)","(41.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86914600550964)","(6.0, 6.8, 6.6928829915560915)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 73.51851851851852)","(15.0, 19.0, 17.948818897637796)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.5, 19.233333333333334)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.95454545454545)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:48.457984,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.6928829915560915)","(2.3, 2.44, 2.4334845559845557)","(51.0, 75.0, 70.42857142857143)","(15.0, 19.0, 18.31188118811881)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.5, 18.217607973421927)","(1.01, 99999, 99990)","(8.0, 9.2, 9.027848101265823)","(51.0, 110.0, 107.85714285714286)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:50.215338,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.69828178694158)","(2.3, 2.44, 2.4340554821664466)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.5, 17.796875)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 18.5, 18.413669064748202)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(51.0, 110.0, 107.85714285714286)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:51.969960,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699774266365688)","(2.3, 2.44, 2.4340554821664466)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.823863636363637)","(101.0, 260.0, 254.28571428571428)","(51.0, 80.0, 71.42857142857143)","(16.0, 18.5, 18.827338129496404)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(51.0, 110.0, 107.85714285714286)","(81.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:53.708564,"(8.0, 10.5, 10.323943661971832)","(41.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699767441860465)","(2.3, 2.44, 2.4340554821664466)","(51.0, 75.0, 70.42857142857143)","(15.0, 18.0, 17.897260273972602)","(101.0, 260.0, 226.66666666666666)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.0, 18.827338129496404)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(61.0, 110.0, 107.85714285714286)","(91.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:55.482105,"(8.5, 10.5, 10.323943661971832)","(51.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699767441860465)","(2.25, 2.44, 2.4340554821664466)","(61.0, 75.0, 70.42857142857143)","(16.0, 18.0, 17.897260273972602)","(101.0, 260.0, 226.66666666666666)","(51.0, 80.0, 71.42857142857143)","(16.0, 19.0, 18.575)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(61.0, 110.0, 108.57142857142857)","(91.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:57.239509,"(8.5, 10.5, 10.312925170068027)","(51.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699767441860465)","(2.25, 2.44, 2.4340554821664466)","(61.0, 75.0, 70.42857142857143)","(16.0, 18.0, 17.776699029126213)","(101.0, 260.0, 226.66666666666666)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.0, 18.575)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(61.0, 110.0, 108.93617021276596)","(91.0, 150.0, 143.33333333333334)"
07-01-2023 13:59:58.999961,"(8.5, 10.5, 10.312925170068027)","(51.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699767441860465)","(2.25, 2.44, 2.4340554821664466)","(61.0, 75.0, 70.42857142857143)","(16.0, 18.0, 17.776699029126213)","(101.0, 260.0, 226.66666666666666)","(51.0, 80.0, 70.8695652173913)","(16.0, 19.0, 18.316804407713498)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(61.0, 110.0, 108.93617021276596)","(91.0, 150.0, 143.33333333333334)"
07-01-2023 14:00:00.751599,"(8.5, 10.5, 10.312925170068027)","(51.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.86842105263158)","(6.0, 6.8, 6.699767441860465)","(2.25, 2.44, 2.4340554821664466)","(61.0, 75.0, 70.42857142857143)","(16.0, 18.0, 17.776699029126213)","(101.0, 260.0, 226.66666666666666)","(51.0, 80.0, 71.25)","(16.0, 19.0, 18.004016064257026)","(1.01, 99999, 99990)","(8.0, 9.2, 9.00431654676259)","(61.0, 110.0, 108.93617021276596)","(91.0, 150.0, 143.33333333333334)"
07-01-2023 14:00:02.484149,"(8.5, 10.5, 10.312925170068027)","(51.0, 55.0, 51.30530973451327)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.709174311926605)","(2.25, 2.44, 2.434370308590492)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 71.92307692307692)","(16.0, 19.0, 18.05703422053232)","(1.01, 99999, 99990)","(8.0, 9.2, 8.953913043478261)","(61.0, 110.0, 108.65384615384616)","(91.0, 150.0, 144.0)"
07-01-2023 14:00:04.243922,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.709174311926605)","(2.25, 2.44, 2.443524986566362)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 71.92307692307692)","(16.0, 19.0, 18.236923076923077)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953913043478261)","(61.0, 110.0, 108.65384615384616)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:05.936096,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.709174311926605)","(2.25, 2.46, 2.4502730510486743)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 71.92307692307692)","(16.0, 19.0, 18.236923076923077)","(1.01, 99999, 99990)","(8.0, 9.0, 8.953913043478261)","(61.0, 110.0, 108.65384615384616)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:08.269017,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.714560770156438)","(2.25, 2.46, 2.4502730510486743)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 71.96428571428571)","(16.0, 19.0, 18.270588235294117)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 108.65384615384616)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:10.056420,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.714560770156438)","(2.25, 2.46, 2.449119079238601)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 19.0, 18.270588235294117)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:11.901919,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.718851435705368)","(2.25, 2.46, 2.449119079238601)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 19.0, 17.908560311284045)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:13.733910,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.718851435705368)","(2.25, 2.46, 2.4502884235480047)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 18.0, 17.905982905982906)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:15.401378,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 6.8, 6.63076923076923)","(2.25, 2.46, 2.4502884235480047)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 18.0, 17.78787878787879)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:17.031376,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.34306569343066)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.4502884235480047)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.793721973094172)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 18.0, 17.761092150170647)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:18.751245,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.3215859030837)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.450364562916503)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.75531914893617)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 18.0, 17.753311258278146)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:20.429446,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.3215859030837)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.450364562916503)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.75531914893617)","(101.0, 260.0, 235.0)","(51.0, 80.0, 73.18181818181819)","(16.0, 18.0, 17.7459807073955)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:22.094875,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.3215859030837)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.450364562916503)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.80188679245283)","(101.0, 260.0, 235.0)","(51.0, 80.0, 72.65957446808511)","(16.0, 18.0, 17.7459807073955)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:23.809000,"(8.5, 10.5, 10.347457627118644)","(51.0, 55.0, 51.3215859030837)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.4505595523581136)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.80188679245283)","(101.0, 260.0, 235.0)","(51.0, 75.0, 72.65957446808511)","(16.0, 18.0, 17.7459807073955)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
07-01-2023 14:00:25.605305,"(8.5, 10.5, 10.345714285714285)","(51.0, 55.0, 51.3215859030837)","(15.0, 18.0, 17.87467018469657)","(6.0, 7.0, 6.815384615384615)","(2.25, 2.46, 2.450540648778534)","(61.0, 75.0, 70.78947368421052)","(16.0, 18.0, 17.80188679245283)","(101.0, 260.0, 235.0)","(51.0, 75.0, 72.34693877551021)","(16.0, 18.0, 17.794840294840295)","(1.01, 99999, 99990)","(8.0, 9.0, 8.968571428571428)","(61.0, 110.0, 107.75862068965517)","(91.0, 150.0, 144.54545454545453)"
