,Clark,My Boy Charlott,Hosey Sidekick,Factory Flyer,Ripper Reiko,Shaka Big Tonks,Spring Tune,Call Me Kiah
14-12-2022 18:44:18.275147,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 6.416666666666667)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:19.237237,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 6.583333333333333)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:20.404958,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:21.522744,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:22.505705,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:23.472510,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 24.25)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:24.433322,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:25.398945,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:26.383494,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:27.332850,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:28.308764,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:29.261403,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:30.214095,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:31.267533,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:32.300524,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:33.286181,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:34.271620,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:35.227978,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:36.164903,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:37.137212,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:38.090296,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 43.888888888888886)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:39.078070,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:40.163025,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:41.150588,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:42.155662,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:43.179253,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.066666666666666)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:44.275304,"(5.5, 9.6, 6.5285714285714285)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.6000000000000005)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 11.4)","(5.0, 11.0, 9.1)","(2.9, 3.6, 3.517777777777778)"
14-12-2022 18:44:45.300990,"(5.5, 9.6, 6.6)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 35.35714285714286)","(6.5, 11.0, 7.666666666666667)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.6, 3.46)"
14-12-2022 18:44:46.294185,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 6.583333333333333)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.75, 3.0733333333333333)"
14-12-2022 18:44:47.352134,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.166666666666666)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.75, 3.393333333333333)"
14-12-2022 18:44:48.395345,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 3.3866666666666667)"
14-12-2022 18:44:49.407555,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:50.382360,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:51.428579,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:52.390937,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:53.333545,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:54.413299,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:55.420319,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 8.642857142857142)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:56.440098,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:57.435919,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:58.506862,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:44:59.528860,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:00.568076,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:01.536068,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:02.768250,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:03.777627,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:04.820604,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.3125)","(6.5, 11.0, 9.0)","(15.0, 55.0, 27.666666666666664)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:05.869814,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.0)","(6.5, 11.0, 9.0)","(15.0, 55.0, 37.0)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:06.924062,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.0)","(6.5, 11.0, 9.0)","(15.0, 55.0, 50.333333333333336)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:08.299367,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.0)","(6.5, 11.0, 10.24)","(15.0, 55.0, 33.30769230769231)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:09.782219,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.0)","(6.5, 11.0, 7.666666666666667)","(15.0, 46.0, 33.30769230769231)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
14-12-2022 18:45:11.178185,"(5.5, 9.6, 7.690909090909091)","(5.5, 11.5, 9.0)","(21.0, 75.0, 40.0)","(6.5, 11.0, 7.666666666666667)","(15.0, 46.0, 33.30769230769231)","(6.5, 14.0, 10.2)","(5.0, 11.0, 9.1)","(2.9, 3.65, 2.935238095238095)"
