,Paddy Hayze,Capacitor,Striking Stare,Be The Best,Atomic Len,Vibranium,Nomad Road
06-01-2023 13:11:12.788634,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.4, 5.294736842105263)","(2.2, 2.58, 2.4175)","(81.0, 480.0, 213.33333333333334)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:13.874623,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 25.5)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.56, 2.4175)","(81.0, 480.0, 213.33333333333334)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:14.891441,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.56, 2.4175)","(81.0, 480.0, 213.33333333333334)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:15.873617,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 25.5)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.56, 2.4175)","(81.0, 480.0, 213.33333333333334)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:16.890038,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.56, 2.4371428571428573)","(81.0, 480.0, 213.33333333333334)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:17.949335,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.54, 2.468888888888889)","(81.0, 480.0, 205.0)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:19.037363,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 25.5)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.54, 2.42)","(81.0, 480.0, 221.66666666666666)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:20.133636,"(2.35, 3.7, 3.6583333333333337)","(15.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(5.0, 5.3, 5.221052631578948)","(2.2, 2.54, 2.42)","(81.0, 480.0, 221.66666666666666)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:21.208782,"(2.5, 3.7, 3.6583333333333337)","(16.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(4.6, 5.3, 5.233333333333333)","(2.15, 2.54, 2.42)","(81.0, 480.0, 221.66666666666666)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:22.302801,"(2.5, 3.7, 3.6583333333333337)","(16.0, 26.0, 25.5)","(18.0, 42.0, 36.59090909090909)","(4.6, 5.3, 5.233333333333333)","(2.15, 2.54, 2.42)","(81.0, 480.0, 221.66666666666666)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:23.317602,"(2.5, 3.7, 3.6583333333333337)","(16.0, 26.0, 24.666666666666668)","(18.0, 42.0, 36.59090909090909)","(4.6, 5.3, 5.233333333333333)","(2.15, 2.54, 2.42)","(81.0, 480.0, 230.0)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:24.340263,"(2.5, 3.7, 3.684375)","(16.0, 25.0, 23.235294117647058)","(18.0, 42.0, 39.0625)","(4.6, 5.3, 5.233333333333333)","(2.15, 2.54, 2.42)","(81.0, 480.0, 230.0)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:25.324277,"(2.5, 3.7, 3.685294117647059)","(16.0, 25.0, 22.5)","(18.0, 40.0, 39.0625)","(4.6, 5.3, 5.233333333333333)","(2.15, 2.54, 2.4066666666666667)","(81.0, 480.0, 230.0)","(15.0, 44.0, 39.826086956521735)"
06-01-2023 13:11:26.249886,"(2.5, 3.7, 3.684375)","(16.0, 25.0, 22.5)","(18.0, 40.0, 39.0625)","(4.6, 5.3, 5.257142857142857)","(2.15, 2.54, 2.4436363636363634)","(81.0, 480.0, 230.0)","(15.0, 44.0, 41.03448275862069)"
06-01-2023 13:11:27.249145,"(2.5, 3.75, 3.592857142857143)","(16.0, 25.0, 23.235294117647058)","(18.0, 40.0, 38.23529411764706)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.52, 2.4966666666666666)","(81.0, 480.0, 230.0)","(15.0, 42.0, 40.6875)"
06-01-2023 13:11:28.221891,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 22.5)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.52, 2.4436363636363634)","(81.0, 480.0, 230.0)","(15.0, 42.0, 39.94117647058823)"
06-01-2023 13:11:29.182525,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.52, 2.392)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:30.175657,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 22.5)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.5, 2.4)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:31.213353,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.5, 2.3909090909090907)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:32.391424,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.5, 2.4)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:33.565347,"(2.5, 3.75, 3.578125)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.3, 5.300000000000001)","(2.15, 2.5, 2.4)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:34.687313,"(2.5, 3.75, 3.619047619047619)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 35.833333333333336)","(4.6, 5.4, 5.300000000000001)","(2.15, 2.5, 2.388)","(81.0, 480.0, 230.0)","(15.0, 42.0, 37.90243902439025)"
06-01-2023 13:11:35.751578,"(2.5, 3.75, 3.6125)","(16.0, 25.0, 22.5)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.4, 5.300000000000001)","(2.15, 2.5, 2.388)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 35.30434782608695)"
06-01-2023 13:11:36.801108,"(2.5, 3.75, 3.6125)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.4, 5.300000000000001)","(2.15, 2.5, 2.41)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 35.96078431372549)"
06-01-2023 13:11:37.894799,"(2.5, 3.75, 3.6125)","(16.0, 25.0, 22.5)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.4, 5.300000000000001)","(2.15, 2.48, 2.372)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 35.96078431372549)"
06-01-2023 13:11:39.036404,"(2.5, 3.8, 3.6541666666666663)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.4, 5.300000000000001)","(2.15, 2.48, 2.3787499999999997)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 35.96078431372549)"
06-01-2023 13:11:40.076474,"(2.5, 3.8, 3.6541666666666663)","(16.0, 25.0, 22.5)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.4, 5.248275862068965)","(2.15, 2.48, 2.386153846153846)","(81.0, 480.0, 230.0)","(15.0, 42.0, 35.96078431372549)"
06-01-2023 13:11:40.968729,"(2.5, 3.8, 3.683333333333333)","(16.0, 25.0, 22.5)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.3, 5.248275862068965)","(2.15, 2.46, 2.386153846153846)","(81.0, 480.0, 230.0)","(15.0, 42.0, 35.96078431372549)"
06-01-2023 13:11:42.076950,"(2.5, 3.85, 3.738888888888889)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.3, 5.248275862068965)","(2.1, 2.46, 2.386153846153846)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 33.333333333333336)"
06-01-2023 13:11:43.137231,"(2.5, 3.85, 3.820588235294118)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 31.724137931034484)","(4.6, 5.3, 5.248275862068965)","(2.1, 2.46, 2.3832)","(81.0, 480.0, 238.33333333333334)","(15.0, 42.0, 34.666666666666664)"
06-01-2023 13:11:44.279070,"(2.5, 3.85, 3.7973684210526315)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 32.22222222222222)","(4.6, 5.3, 5.248275862068965)","(2.1, 2.46, 2.4299999999999997)","(81.0, 480.0, 262.5)","(15.0, 42.0, 35.138888888888886)"
06-01-2023 13:11:45.309836,"(2.4, 3.85, 3.820588235294118)","(16.0, 25.0, 22.5)","(18.0, 38.0, 32.22222222222222)","(4.8, 5.3, 5.248275862068965)","(2.15, 2.44, 2.375833333333333)","(91.0, 480.0, 255.0)","(15.0, 42.0, 35.138888888888886)"
06-01-2023 13:11:46.390223,"(2.4, 3.85, 3.7973684210526315)","(16.0, 25.0, 23.235294117647058)","(18.0, 38.0, 32.22222222222222)","(4.8, 5.3, 5.248275862068965)","(2.15, 2.44, 2.375833333333333)","(91.0, 480.0, 255.0)","(15.0, 42.0, 35.138888888888886)"
06-01-2023 13:11:47.604503,"(2.4, 3.85, 3.820588235294118)","(16.0, 25.0, 22.5)","(18.0, 38.0, 32.22222222222222)","(4.8, 5.3, 5.235294117647059)","(2.15, 2.44, 2.3544444444444443)","(91.0, 480.0, 255.0)","(15.0, 42.0, 38.8421052631579)"
06-01-2023 13:11:48.725041,"(2.4, 3.85, 3.726923076923077)","(16.0, 25.0, 22.5)","(18.0, 36.0, 34.16666666666667)","(4.8, 5.4, 5.3)","(2.15, 2.44, 2.3544444444444443)","(91.0, 480.0, 262.5)","(15.0, 40.0, 37.8)"
06-01-2023 13:11:49.785221,"(2.4, 3.85, 3.726923076923077)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 34.16666666666667)","(4.8, 5.4, 5.3)","(2.15, 2.44, 2.3544444444444443)","(91.0, 480.0, 255.0)","(15.0, 40.0, 37.8)"
06-01-2023 13:11:50.856814,"(2.4, 3.85, 3.7804347826086957)","(16.0, 25.0, 22.5)","(18.0, 36.0, 34.16666666666667)","(4.8, 5.4, 5.3)","(2.15, 2.44, 2.3544444444444443)","(91.0, 480.0, 240.0)","(15.0, 40.0, 37.8)"
06-01-2023 13:11:51.917289,"(2.4, 3.85, 3.7804347826086957)","(16.0, 25.0, 22.5)","(18.0, 36.0, 34.16666666666667)","(4.8, 5.4, 5.374576271186441)","(2.15, 2.44, 2.3575)","(91.0, 480.0, 217.5)","(15.0, 40.0, 37.8)"
06-01-2023 13:11:52.957012,"(2.4, 3.85, 3.7804347826086957)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 30.892857142857142)","(4.8, 5.4, 5.374576271186441)","(2.15, 2.44, 2.37)","(91.0, 480.0, 209.0)","(15.0, 40.0, 37.8)"
06-01-2023 13:11:53.884117,"(2.4, 3.85, 3.7804347826086957)","(16.0, 25.0, 22.5)","(18.0, 36.0, 30.892857142857142)","(4.8, 5.4, 5.372222222222223)","(2.15, 2.44, 2.37)","(91.0, 470.0, 209.0)","(15.0, 40.0, 34.86666666666667)"
06-01-2023 13:11:54.923764,"(2.4, 3.85, 3.761111111111111)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 30.892857142857142)","(4.8, 5.5, 5.462962962962963)","(2.15, 2.44, 2.38)","(91.0, 470.0, 209.0)","(15.0, 40.0, 34.86666666666667)"
06-01-2023 13:11:56.050498,"(2.4, 3.85, 3.7681818181818185)","(16.0, 25.0, 22.5)","(18.0, 36.0, 30.892857142857142)","(4.8, 5.5, 5.462962962962963)","(2.15, 2.42, 2.317142857142857)","(91.0, 470.0, 209.0)","(15.0, 40.0, 34.86666666666667)"
06-01-2023 13:11:57.200332,"(2.4, 3.85, 3.7681818181818185)","(16.0, 25.0, 22.5)","(18.0, 36.0, 30.892857142857142)","(4.8, 5.5, 5.462962962962963)","(2.15, 2.42, 2.317142857142857)","(81.0, 470.0, 250.0)","(16.0, 40.0, 34.86666666666667)"
06-01-2023 13:11:58.320227,"(2.4, 3.85, 3.7681818181818185)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 31.346153846153847)","(4.8, 5.5, 5.462962962962963)","(2.15, 2.42, 2.314285714285714)","(81.0, 460.0, 215.0)","(16.0, 40.0, 35.285714285714285)"
06-01-2023 13:11:59.387933,"(2.4, 3.9, 3.7526315789473683)","(16.0, 25.0, 22.5)","(18.0, 36.0, 31.346153846153847)","(4.8, 5.5, 5.462962962962963)","(2.15, 2.4, 2.2885714285714283)","(81.0, 460.0, 215.0)","(16.0, 40.0, 35.285714285714285)"
06-01-2023 13:12:00.485909,"(2.4, 3.9, 3.7625)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 31.346153846153847)","(4.8, 5.5, 5.688000000000001)","(2.15, 2.4, 2.2885714285714283)","(81.0, 460.0, 197.5)","(16.0, 40.0, 35.285714285714285)"
06-01-2023 13:12:01.596240,"(2.4, 3.9, 3.8153846153846156)","(16.0, 25.0, 23.235294117647058)","(18.0, 36.0, 33.4375)","(4.8, 5.7, 5.281481481481482)","(2.15, 2.4, 2.2909090909090906)","(81.0, 460.0, 212.5)","(16.0, 40.0, 37.33333333333333)"
06-01-2023 13:12:02.723001,"(2.4, 3.9, 3.796875)","(16.0, 25.0, 22.5)","(18.0, 34.0, 33.4375)","(4.8, 5.3, 5.273684210526316)","(2.15, 2.4, 2.2857142857142856)","(81.0, 440.0, 221.66666666666666)","(16.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:03.841277,"(2.4, 3.9, 3.857142857142857)","(16.0, 25.0, 23.235294117647058)","(18.0, 34.0, 33.4375)","(4.8, 5.3, 5.273684210526316)","(2.15, 2.4, 2.2857142857142856)","(81.0, 430.0, 221.66666666666666)","(16.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:04.854254,"(2.4, 4.0, 3.9583333333333335)","(16.0, 25.0, 22.5)","(18.0, 34.0, 33.4375)","(4.8, 5.3, 5.273684210526316)","(2.15, 2.4, 2.2857142857142856)","(81.0, 430.0, 221.66666666666666)","(16.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:05.869888,"(2.4, 4.0, 3.9583333333333335)","(16.0, 25.0, 22.5)","(18.0, 34.0, 33.4375)","(4.8, 5.3, 5.273684210526316)","(2.15, 2.4, 2.2857142857142856)","(81.0, 430.0, 221.66666666666666)","(16.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:06.871791,"(2.4, 4.0, 3.9583333333333335)","(16.0, 25.0, 23.235294117647058)","(18.0, 34.0, 33.4375)","(4.4, 5.3, 5.273684210526316)","(2.05, 2.4, 2.2857142857142856)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:07.850800,"(2.6, 4.0, 3.9583333333333335)","(16.0, 25.0, 22.5)","(19.0, 34.0, 33.4375)","(4.4, 5.3, 5.273684210526316)","(2.05, 2.4, 2.2857142857142856)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:08.843078,"(2.6, 4.0, 3.8434782608695652)","(16.0, 25.0, 23.235294117647058)","(19.0, 34.0, 33.4375)","(4.4, 5.7, 5.271428571428571)","(2.05, 2.4, 2.27037037037037)","(71.0, 430.0, 205.0)","(18.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:09.919986,"(2.6, 4.0, 3.8588235294117648)","(16.0, 25.0, 22.5)","(19.0, 34.0, 30.192307692307693)","(4.4, 5.7, 5.271428571428571)","(2.05, 2.4, 2.27037037037037)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 37.33333333333333)"
06-01-2023 13:12:11.055588,"(2.6, 4.0, 3.8625)","(16.0, 25.0, 22.5)","(19.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.233333333333333)","(2.05, 2.4, 2.27037037037037)","(71.0, 430.0, 230.0)","(18.0, 38.0, 35.08108108108108)"
06-01-2023 13:12:12.216761,"(2.6, 4.0, 3.8625)","(16.0, 25.0, 23.235294117647058)","(19.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.233333333333333)","(2.05, 2.4, 2.27037037037037)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 34.625)"
06-01-2023 13:12:13.316831,"(2.6, 4.0, 3.8625)","(16.0, 25.0, 22.5)","(19.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.2444444444444445)","(2.05, 2.4, 2.27037037037037)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 35.08108108108108)"
06-01-2023 13:12:14.412280,"(2.6, 4.0, 3.9153846153846152)","(16.0, 25.0, 22.272727272727273)","(19.0, 34.0, 28.89189189189189)","(4.4, 5.6, 5.2444444444444445)","(2.05, 2.4, 2.2675675675675673)","(71.0, 430.0, 196.66666666666666)","(18.0, 38.0, 35.08108108108108)"
06-01-2023 13:12:15.513675,"(2.6, 4.0, 3.9153846153846152)","(16.0, 25.0, 22.6)","(19.0, 34.0, 28.89189189189189)","(4.4, 5.6, 5.2444444444444445)","(2.05, 2.4, 2.32)","(71.0, 430.0, 221.66666666666666)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:16.637957,"(2.6, 4.0, 3.896875)","(16.0, 25.0, 21.52173913043478)","(19.0, 34.0, 28.89189189189189)","(4.4, 5.6, 5.2444444444444445)","(2.05, 2.38, 2.32)","(71.0, 430.0, 188.33333333333334)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:17.769501,"(2.6, 4.0, 3.8840909090909093)","(16.0, 25.0, 21.52173913043478)","(19.0, 34.0, 28.692307692307693)","(4.4, 5.6, 5.24)","(2.05, 2.38, 2.32)","(71.0, 430.0, 258.57142857142856)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:18.840605,"(2.6, 4.0, 3.8840909090909093)","(16.0, 25.0, 21.52173913043478)","(19.0, 34.0, 28.692307692307693)","(4.4, 5.6, 5.24)","(2.05, 2.38, 2.32)","(71.0, 430.0, 242.5)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:19.783229,"(2.6, 4.0, 3.8840909090909093)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 30.894736842105264)","(4.4, 5.6, 5.454166666666667)","(2.05, 2.38, 2.284)","(71.0, 430.0, 242.5)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:20.717444,"(2.6, 3.85, 3.7125000000000004)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 30.833333333333332)","(4.4, 5.5, 5.448717948717949)","(2.05, 2.38, 2.34)","(71.0, 430.0, 188.33333333333334)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:21.801725,"(2.6, 3.85, 3.7125000000000004)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.75)","(4.4, 5.5, 5.448717948717949)","(2.05, 2.38, 2.29)","(71.0, 430.0, 188.33333333333334)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:22.797299,"(2.6, 3.85, 3.7125000000000004)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.75)","(4.4, 5.5, 5.448717948717949)","(2.05, 2.38, 2.273333333333333)","(71.0, 430.0, 188.33333333333334)","(18.0, 38.0, 33.787234042553195)"
06-01-2023 13:12:23.823837,"(2.6, 3.85, 3.6192307692307693)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.75)","(4.4, 5.5, 5.448717948717949)","(2.05, 2.38, 2.273333333333333)","(71.0, 430.0, 280.0)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:24.937588,"(2.6, 3.85, 3.6192307692307693)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.0)","(4.4, 5.5, 5.431818181818182)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 212.5)","(18.0, 38.0, 31.043478260869566)"
06-01-2023 13:12:26.045394,"(2.6, 3.85, 3.6192307692307693)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 26.782608695652172)","(4.4, 5.5, 5.444444444444445)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 220.0)","(18.0, 38.0, 32.666666666666664)"
06-01-2023 13:12:27.147865,"(2.6, 3.85, 3.6192307692307693)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 27.714285714285715)","(4.4, 5.5, 5.492857142857143)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 212.5)","(18.0, 38.0, 33.42857142857143)"
06-01-2023 13:12:28.245693,"(2.6, 3.85, 3.6192307692307693)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 27.862068965517242)","(4.4, 5.6, 5.433333333333333)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 301.42857142857144)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:29.352100,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 305.7142857142857)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:30.679543,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.492857142857143)","(2.05, 2.38, 2.2685714285714282)","(71.0, 430.0, 321.25)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:32.021917,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.38, 2.2651063829787232)","(71.0, 430.0, 385.7894736842105)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:33.212497,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.38, 2.2651063829787232)","(71.0, 430.0, 314.2857142857143)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:34.329034,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.38, 2.2717647058823527)","(71.0, 430.0, 356.3636363636364)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:35.514175,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.492857142857143)","(2.0, 2.36, 2.2717647058823527)","(71.0, 430.0, 362.5)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:36.708836,"(2.6, 3.85, 3.6052083333333336)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2717647058823527)","(71.0, 430.0, 235.0)","(18.0, 38.0, 34.0)"
06-01-2023 13:12:37.821700,"(2.6, 3.8, 3.6333333333333333)","(16.0, 25.0, 22.419354838709676)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2674074074074073)","(71.0, 430.0, 318.57142857142856)","(18.0, 38.0, 34.09756097560975)"
06-01-2023 13:12:38.753291,"(2.6, 3.8, 3.618181818181818)","(16.0, 25.0, 22.5)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2674074074074073)","(71.0, 430.0, 318.57142857142856)","(18.0, 38.0, 33.78947368421053)"
06-01-2023 13:12:39.872917,"(2.6, 3.8, 3.618181818181818)","(16.0, 25.0, 22.5)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.265405405405405)","(71.0, 430.0, 318.57142857142856)","(18.0, 38.0, 33.78947368421053)"
06-01-2023 13:12:41.006143,"(2.8, 3.8, 3.611764705882353)","(16.0, 25.0, 22.5)","(19.0, 32.0, 28.470588235294116)","(4.4, 5.6, 5.492857142857143)","(2.0, 2.36, 2.2637037037037033)","(71.0, 430.0, 318.57142857142856)","(18.0, 38.0, 33.78947368421053)"
06-01-2023 13:12:42.147775,"(2.8, 3.8, 3.611764705882353)","(16.0, 25.0, 22.5)","(19.0, 32.0, 28.666666666666668)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2637037037037033)","(71.0, 430.0, 253.33333333333334)","(18.0, 38.0, 33.78947368421053)"
06-01-2023 13:12:43.157408,"(2.8, 3.8, 3.611764705882353)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.666666666666668)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.265405405405405)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.12903225806451)"
06-01-2023 13:12:44.236617,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.666666666666668)","(4.4, 5.6, 5.492857142857143)","(2.0, 2.36, 2.265405405405405)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.12903225806451)"
06-01-2023 13:12:45.392866,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.666666666666668)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.265405405405405)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.12903225806451)"
06-01-2023 13:12:46.510616,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.666666666666668)","(4.4, 5.6, 5.492857142857143)","(2.0, 2.36, 2.2637037037037033)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.470588235294116)"
06-01-2023 13:12:47.619215,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.774193548387096)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2637037037037033)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.470588235294116)"
06-01-2023 13:12:48.622359,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 28.774193548387096)","(4.4, 5.6, 5.433333333333333)","(2.0, 2.36, 2.2637037037037033)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.470588235294116)"
06-01-2023 13:12:49.712764,"(2.8, 3.8, 3.604)","(16.0, 25.0, 23.095238095238095)","(19.0, 32.0, 29.2972972972973)","(4.4, 5.6, 5.492857142857143)","(2.0, 2.36, 2.2637037037037033)","(71.0, 420.0, 223.57142857142856)","(18.0, 38.0, 34.470588235294116)"
