,Dasha Tullamore,Burnt Brother,Phantom Jasper,Stormy Paradise,Sunset Charlie,Kingsbrae Archie,Liar For Hire,Dixie Kath
15-12-2022 13:08:21.053301,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 87.76470588235294)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.507692307692308)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:22.619858,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.21)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.2)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:24.149634,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.75, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.1)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:25.308077,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.1)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:26.437213,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.0723076923076924)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:27.812927,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:29.671108,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:31.021018,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:32.231614,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:33.533771,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:34.712564,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:35.909824,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:37.158433,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:38.297646,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.155)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:39.469191,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.3527272727272726)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:40.961744,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.3527272727272726)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:42.190217,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.3527272727272726)","(4.0, 5.7, 5.1)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:43.384822,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.3527272727272726)","(4.0, 5.7, 4.790909090909091)","(21.0, 80.0, 45.285714285714285)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7875)"
15-12-2022 13:08:44.445656,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.8, 3.3899999999999997)","(4.0, 5.7, 5.1)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.0)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:08:45.618303,"(81.0, 570.0, 263.33333333333337)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.65, 3.38)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.777777777777779)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:08:46.784790,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.7, 3.38)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.0)","(6.5, 10.0, 8.428571428571429)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:08:48.054751,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 76.57142857142857)","(2.7, 3.7, 3.3527272727272726)","(4.0, 5.7, 4.9)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.16666666666667)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:49.248988,"(81.0, 570.0, 307.1428571428571)","(21.0, 140.0, 119.81818181818183)","(2.7, 3.8, 3.3527272727272726)","(4.0, 5.7, 4.9)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:08:50.539317,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 70.72727272727273)","(2.7, 3.8, 3.43)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:52.078320,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.7, 3.46125)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 10.0, 8.428571428571429)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:08:53.262002,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.75, 3.46125)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 10.0, 8.428571428571429)","(2.6, 3.85, 3.7875)"
15-12-2022 13:08:54.411313,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.7, 3.4942857142857147)","(4.0, 5.7, 4.9)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 10.0, 9.0)","(2.6, 3.85, 3.7875)"
15-12-2022 13:08:55.970528,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.7, 3.4942857142857147)","(4.0, 5.7, 4.9)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 9.2, 8.6)","(2.6, 3.85, 3.7875)"
15-12-2022 13:08:57.300721,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.7, 3.33)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 9.2, 8.685714285714285)","(2.6, 3.85, 3.8192307692307694)"
15-12-2022 13:08:58.805732,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.75, 3.3072727272727276)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 9.2, 8.559999999999999)","(2.6, 3.85, 3.8192307692307694)"
15-12-2022 13:09:00.349695,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.7, 3.5300000000000002)","(4.0, 5.7, 4.9)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 9.2, 8.559999999999999)","(2.6, 3.85, 3.8)"
15-12-2022 13:09:02.195251,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 64.3076923076923)","(2.7, 3.75, 3.46125)","(4.0, 5.7, 5.3)","(21.0, 80.0, 47.85714285714286)","(16.0, 48.0, 44.33333333333333)","(6.5, 9.2, 8.85)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:09:03.776039,"(81.0, 570.0, 307.1428571428571)","(21.0, 80.0, 68.0)","(2.7, 3.75, 3.2014285714285715)","(4.0, 5.7, 5.1764705882352935)","(21.0, 80.0, 53.599999999999994)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.5)","(2.6, 3.85, 3.8)"
15-12-2022 13:09:05.259682,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.6, 3.538333333333333)","(4.0, 5.6, 5.0)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.5)","(2.6, 3.85, 3.6166666666666667)"
15-12-2022 13:09:06.608988,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.65, 3.2649999999999997)","(4.0, 5.6, 5.05)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.446153846153846)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:09:08.060634,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.55, 3.24)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 45.63636363636364)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.5)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:09:09.593605,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.5, 3.1533333333333333)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.436363636363636)","(2.6, 3.85, 3.816666666666667)"
15-12-2022 13:09:11.224857,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.5, 3.2383333333333333)","(4.0, 5.6, 4.98125)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.2, 8.436363636363636)","(2.6, 3.85, 3.8115384615384618)"
15-12-2022 13:09:12.665712,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.6, 3.3404761904761906)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.2, 7.763636363636364)","(2.6, 3.85, 3.816666666666667)"
15-12-2022 13:09:14.058740,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.65, 3.3404761904761906)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 45.63636363636364)","(16.0, 48.0, 30.4)","(6.5, 9.0, 7.763636363636364)","(2.6, 3.85, 3.7928571428571427)"
15-12-2022 13:09:15.355546,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.65, 3.446875)","(4.0, 5.6, 4.9714285714285715)","(21.0, 80.0, 45.63636363636364)","(16.0, 48.0, 30.4)","(6.5, 9.0, 7.763636363636364)","(2.6, 3.85, 3.7625)"
15-12-2022 13:09:16.622835,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.4)","(4.0, 5.6, 5.05)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.0, 7.2)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:09:17.986382,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.4)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 9.0, 7.642857142857143)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:09:19.272512,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.25)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 45.63636363636364)","(16.0, 48.0, 30.4)","(6.5, 8.8, 7.333333333333333)","(2.6, 3.85, 3.8)"
15-12-2022 13:09:20.687746,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.25)","(4.0, 5.6, 4.775)","(21.0, 80.0, 45.63636363636364)","(16.0, 48.0, 30.4)","(6.5, 8.4, 7.304347826086957)","(2.6, 3.85, 3.75)"
15-12-2022 13:09:22.165855,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.25)","(4.0, 5.6, 5.05)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 8.4, 6.9399999999999995)","(2.6, 3.85, 3.7642857142857142)"
15-12-2022 13:09:23.577046,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 68.0)","(2.7, 3.8, 3.1904761904761902)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 8.2, 7.428571428571428)","(2.6, 3.85, 3.65)"
15-12-2022 13:09:24.934791,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.8, 3.1904761904761902)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 53.0)","(16.0, 48.0, 30.4)","(6.5, 8.2, 7.428571428571428)","(2.6, 3.85, 3.7)"
15-12-2022 13:09:26.288344,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.8, 3.1904761904761902)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 28.933333333333334)","(6.5, 8.2, 7.666666666666666)","(2.6, 3.85, 3.5583333333333336)"
15-12-2022 13:09:27.532877,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.8, 3.1904761904761902)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 32.833333333333336)","(6.5, 8.2, 7.857142857142857)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:28.746211,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.35)","(4.0, 5.6, 5.1947368421052635)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 32.833333333333336)","(6.5, 8.2, 7.63157894736842)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:30.033102,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.35)","(4.0, 5.6, 5.1947368421052635)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 32.833333333333336)","(6.5, 8.2, 7.63157894736842)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:31.074555,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.35)","(4.0, 5.6, 5.1947368421052635)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 32.833333333333336)","(6.5, 8.2, 7.63157894736842)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:32.165963,"(81.0, 570.0, 324.6666666666667)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.1538461538461537)","(4.0, 5.6, 5.136842105263158)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 32.833333333333336)","(6.5, 8.2, 7.666666666666666)","(2.6, 3.85, 3.65)"
15-12-2022 13:09:33.415247,"(81.0, 570.0, 143.33333333333334)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.65, 3.388888888888889)","(4.0, 5.6, 5.229411764705882)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 33.5625)","(6.5, 8.2, 7.557142857142857)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:34.724819,"(81.0, 570.0, 143.33333333333334)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.388888888888889)","(4.0, 5.6, 5.229411764705882)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 33.5625)","(6.5, 8.2, 7.557142857142857)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:36.058058,"(81.0, 570.0, 143.33333333333334)","(21.0, 80.0, 70.85714285714286)","(2.7, 3.7, 3.25)","(4.0, 5.6, 5.229411764705882)","(21.0, 80.0, 60.10526315789474)","(16.0, 48.0, 33.5625)","(6.5, 8.2, 7.7555555555555555)","(2.6, 3.85, 3.6833333333333336)"
15-12-2022 13:09:37.317941,"(91.0, 570.0, 224.54545454545453)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.75, 3.4166666666666665)","(4.0, 5.6, 5.15)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 33.5625)","(6.5, 8.2, 7.428571428571428)","(2.7, 3.85, 3.7928571428571427)"
15-12-2022 13:09:38.571898,"(91.0, 570.0, 253.33333333333334)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.6, 3.183333333333333)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.7555555555555555)","(2.7, 3.85, 3.816666666666667)"
15-12-2022 13:09:39.796524,"(91.0, 570.0, 253.33333333333334)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.55, 3.183333333333333)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.7555555555555555)","(2.7, 3.85, 3.816666666666667)"
15-12-2022 13:09:41.026813,"(91.0, 570.0, 253.33333333333334)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.55, 3.183333333333333)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.726315789473684)","(2.7, 3.85, 3.8)"
15-12-2022 13:09:42.302244,"(91.0, 570.0, 253.33333333333334)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.65, 3.361111111111111)","(4.0, 5.6, 5.15)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.557142857142857)","(2.7, 3.85, 3.7928571428571427)"
15-12-2022 13:09:43.477194,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.55, 3.275)","(4.0, 5.6, 5.214285714285714)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.844444444444444)","(2.7, 3.85, 3.816666666666667)"
15-12-2022 13:09:44.599789,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.1666666666666665)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.7928571428571427)"
15-12-2022 13:09:45.714302,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.25)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.7928571428571427)"
15-12-2022 13:09:46.914787,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.2)","(4.0, 5.6, 5.229411764705882)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.7555555555555555)","(2.7, 3.85, 3.816666666666667)"
15-12-2022 13:09:48.053957,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.6, 3.2)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.825)"
15-12-2022 13:09:49.228704,"(91.0, 570.0, 221.66666666666669)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.1666666666666665)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.825)"
15-12-2022 13:09:50.341642,"(91.0, 570.0, 221.66666666666669)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.1666666666666665)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.844444444444444)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:09:51.429801,"(91.0, 570.0, 213.75)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.5, 3.1666666666666665)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.844444444444444)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:09:52.502638,"(91.0, 570.0, 194.0)","(26.0, 80.0, 70.85714285714286)","(2.7, 3.6, 3.2)","(4.0, 5.6, 5.229411764705882)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.7555555555555555)","(2.7, 3.85, 3.816666666666667)"
15-12-2022 13:09:53.573051,"(91.0, 570.0, 217.5)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.6, 3.225)","(4.0, 5.6, 5.3545454545454545)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:09:54.650220,"(91.0, 570.0, 217.5)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.45, 3.225)","(4.0, 5.6, 5.3545454545454545)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:09:55.803370,"(91.0, 570.0, 217.5)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.45, 3.225)","(4.0, 5.6, 5.3545454545454545)","(21.0, 80.0, 60.10526315789474)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.821052631578947)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:09:56.956425,"(91.0, 570.0, 217.5)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.45, 3.1666666666666665)","(4.0, 5.6, 5.2823529411764705)","(21.0, 80.0, 59.0)","(17.0, 48.0, 35.16666666666667)","(6.5, 8.2, 7.844444444444444)","(2.7, 3.85, 3.825)"
15-12-2022 13:09:58.134795,"(91.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.5, 3.109375)","(4.0, 5.6, 5.3352941176470585)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.814285714285714)","(2.7, 3.85, 3.8333333333333335)"
15-12-2022 13:09:59.309166,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.35, 3.175)","(4.0, 5.6, 5.3352941176470585)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.933333333333333)","(2.7, 3.85, 3.8214285714285716)"
15-12-2022 13:10:00.482305,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.35, 3.175)","(4.0, 5.6, 5.3352941176470585)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.933333333333333)","(2.7, 3.85, 3.8214285714285716)"
15-12-2022 13:10:01.647952,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.35, 3.175)","(4.0, 5.6, 5.3352941176470585)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.685714285714286)","(2.7, 3.85, 3.8071428571428574)"
15-12-2022 13:10:02.757655,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.5, 3.25)","(4.0, 5.6, 5.2785714285714285)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.844444444444444)","(2.7, 3.85, 3.8214285714285716)"
15-12-2022 13:10:03.925157,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.4, 3.2)","(4.0, 5.6, 5.3954545454545455)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.933333333333333)","(2.7, 3.85, 3.8214285714285716)"
15-12-2022 13:10:05.092362,"(81.0, 570.0, 298.57142857142856)","(26.0, 80.0, 69.33333333333333)","(2.7, 3.35, 3.175)","(4.0, 5.6, 5.442105263157894)","(21.0, 80.0, 59.0)","(17.0, 48.0, 34.35)","(6.5, 8.2, 7.814285714285714)","(2.7, 3.85, 3.8333333333333335)"
