,Quested Bale,Flying Redeemer,Fabs Wasabi,Break The Clouds,Miss Daisy Lee,Coppola Bale,Heavy Load,Lowick Bale
07-12-2022 18:55:28.524180,"(3.3, 4.2, 4.115270935960591)","(2.6, 3.1, 3.041346153846154)","(6.0, 7.2, 7.094736842105263)","(31.0, 85.0, 80.55555555555556)","(19.0, 40.0, 34.857142857142854)","(41.0, 90.0, 88.33333333333333)","(13.0, 22.0, 20.838709677419356)","(4.4, 5.2, 5.096)"
07-12-2022 18:55:29.765058,"(3.3, 4.2, 4.115270935960591)","(2.6, 3.1, 3.041346153846154)","(6.0, 7.2, 7.024)","(31.0, 85.0, 81.36363636363636)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(13.0, 22.0, 20.634146341463413)","(4.4, 5.2, 5.096)"
07-12-2022 18:55:30.908318,"(3.3, 4.2, 4.114761904761904)","(2.6, 3.1, 3.037719298245614)","(6.0, 7.2, 7.024)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(14.0, 22.0, 20.634146341463413)","(4.4, 5.2, 5.096)"
07-12-2022 18:55:32.053614,"(3.3, 4.2, 4.114761904761904)","(2.6, 3.1, 3.037719298245614)","(6.0, 7.2, 6.986666666666666)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(14.0, 22.0, 20.8)","(4.4, 5.2, 5.113333333333333)"
07-12-2022 18:55:33.144539,"(3.3, 4.2, 4.114761904761904)","(2.6, 3.1, 3.0445378151260503)","(6.0, 7.0, 6.986666666666666)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(14.0, 21.0, 20.6)","(4.4, 5.2, 5.113333333333333)"
07-12-2022 18:55:34.293427,"(3.3, 4.2, 4.115165876777251)","(2.6, 3.1, 3.058333333333333)","(6.0, 7.0, 7.008695652173913)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(14.0, 21.0, 20.6)","(4.4, 5.2, 5.071428571428571)"
07-12-2022 18:55:35.483441,"(3.3, 4.2, 4.115165876777251)","(2.6, 3.1, 3.0678571428571426)","(6.0, 7.2, 7.008695652173913)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.77777777777778)","(41.0, 90.0, 88.33333333333333)","(14.0, 21.0, 20.6)","(4.4, 5.2, 5.090909090909091)"
07-12-2022 18:55:36.667371,"(3.3, 4.2, 4.110050251256281)","(2.6, 3.1, 3.0678571428571426)","(6.0, 7.2, 7.1)","(31.0, 85.0, 73.0)","(19.0, 40.0, 37.92307692307692)","(41.0, 90.0, 88.33333333333333)","(14.0, 21.0, 20.678571428571427)","(4.4, 5.2, 5.02972972972973)"
07-12-2022 18:55:37.835206,"(3.3, 4.2, 4.02512077294686)","(2.6, 3.1, 3.0990384615384614)","(6.0, 7.2, 7.16)","(31.0, 85.0, 73.0)","(19.0, 40.0, 36.4)","(41.0, 90.0, 86.66666666666667)","(14.0, 21.0, 20.653846153846153)","(4.4, 5.2, 5.102857142857143)"
07-12-2022 18:55:39.091362,"(3.3, 4.2, 4.124583333333333)","(2.6, 3.15, 3.121153846153846)","(6.0, 7.2, 7.16)","(31.0, 85.0, 73.0)","(19.0, 40.0, 36.4)","(41.0, 90.0, 86.66666666666667)","(14.0, 21.0, 20.678571428571427)","(4.4, 5.2, 5.055555555555555)"
07-12-2022 18:55:40.166848,"(3.3, 4.1, 4.059259259259259)","(2.6, 3.15, 3.1123595505617976)","(6.0, 7.2, 7.16)","(31.0, 85.0, 73.0)","(19.0, 40.0, 36.4)","(41.0, 90.0, 86.66666666666667)","(14.0, 21.0, 20.678571428571427)","(4.4, 5.2, 5.055555555555555)"
07-12-2022 18:55:41.245444,"(3.3, 4.1, 4.021951219512195)","(2.6, 3.1, 3.08375)","(6.0, 7.2, 7.181818181818182)","(31.0, 110.0, 106.81818181818181)","(19.0, 40.0, 38.08)","(41.0, 90.0, 84.0)","(14.0, 22.0, 20.384615384615383)","(4.4, 5.2, 5.0625)"
07-12-2022 18:55:42.399676,"(3.3, 4.1, 4.021951219512195)","(2.5, 3.1, 3.0817647058823527)","(6.0, 7.2, 7.181818181818182)","(41.0, 110.0, 98.42105263157895)","(20.0, 38.0, 36.94736842105263)","(51.0, 90.0, 87.77777777777777)","(14.0, 22.0, 20.504504504504503)","(4.2, 5.2, 5.08421052631579)"
07-12-2022 18:55:43.592493,"(3.3, 4.1, 4.003496503496503)","(2.5, 3.1, 3.083529411764706)","(6.0, 7.2, 7.177777777777778)","(41.0, 100.0, 91.40625)","(20.0, 38.0, 38.0)","(51.0, 90.0, 87.77777777777777)","(14.0, 22.0, 20.504504504504503)","(4.2, 5.2, 5.08421052631579)"
07-12-2022 18:55:44.773633,"(3.3, 4.1, 4.003333333333333)","(2.5, 3.1, 3.083529411764706)","(6.0, 7.2, 7.166666666666667)","(41.0, 110.0, 91.40625)","(20.0, 42.0, 36.3)","(51.0, 90.0, 87.77777777777777)","(14.0, 22.0, 20.504504504504503)","(4.2, 5.2, 5.096969696969697)"
07-12-2022 18:55:45.840008,"(3.3, 4.1, 3.9784916201117317)","(2.5, 3.1, 3.083529411764706)","(6.0, 7.2, 7.166666666666667)","(41.0, 110.0, 87.96296296296296)","(20.0, 42.0, 37.529411764705884)","(51.0, 90.0, 87.77777777777777)","(14.0, 22.0, 20.504504504504503)","(4.2, 5.2, 5.105555555555556)"
07-12-2022 18:55:47.046622,"(3.3, 4.0, 3.992857142857143)","(2.5, 3.1, 3.079081632653061)","(6.0, 7.2, 7.114285714285715)","(41.0, 110.0, 98.57142857142857)","(20.0, 42.0, 38.5)","(51.0, 90.0, 87.77777777777777)","(14.0, 22.0, 20.866666666666667)","(4.2, 5.2, 5.096969696969697)"
07-12-2022 18:55:48.336341,"(3.3, 4.1, 4.0131736526946105)","(2.5, 3.1, 3.089041095890411)","(6.0, 7.4, 7.171428571428572)","(41.0, 100.0, 93.71428571428571)","(20.0, 40.0, 38.5)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.85185185185185)","(4.2, 5.2, 5.096969696969697)"
07-12-2022 18:55:49.437269,"(3.3, 4.1, 4.015697674418605)","(2.5, 3.1, 3.089041095890411)","(6.0, 7.4, 7.171428571428572)","(41.0, 110.0, 93.71428571428571)","(20.0, 40.0, 37.46153846153846)","(51.0, 90.0, 85.38461538461539)","(14.0, 21.0, 20.411214953271028)","(4.2, 5.2, 5.111111111111112)"
07-12-2022 18:55:50.525121,"(3.3, 4.1, 3.9587662337662337)","(2.5, 3.1, 3.089041095890411)","(6.0, 7.4, 7.15483870967742)","(41.0, 110.0, 93.71428571428571)","(20.0, 40.0, 37.46153846153846)","(51.0, 90.0, 87.0)","(14.0, 22.0, 20.464285714285715)","(4.2, 5.2, 5.074074074074074)"
07-12-2022 18:55:51.624931,"(3.3, 4.1, 3.972058823529412)","(2.5, 3.1, 3.082022471910112)","(6.0, 7.4, 7.181818181818182)","(41.0, 110.0, 93.23529411764706)","(20.0, 40.0, 37.46153846153846)","(51.0, 90.0, 87.0)","(14.0, 22.0, 20.495575221238937)","(4.2, 5.2, 5.131578947368421)"
07-12-2022 18:55:52.695528,"(3.3, 4.1, 4.002789699570815)","(2.5, 3.1, 3.084)","(6.0, 7.4, 7.2615384615384615)","(41.0, 110.0, 92.85714285714286)","(20.0, 40.0, 36.333333333333336)","(51.0, 90.0, 87.0)","(14.0, 22.0, 20.495575221238937)","(4.2, 5.2, 5.131578947368421)"
07-12-2022 18:55:54.218980,"(3.3, 4.0, 3.9789915966386555)","(2.5, 3.1, 3.0824561403508772)","(6.0, 7.4, 7.236363636363636)","(41.0, 110.0, 92.85714285714286)","(20.0, 40.0, 36.333333333333336)","(51.0, 90.0, 87.0)","(14.0, 22.0, 20.85185185185185)","(4.2, 5.2, 5.131578947368421)"
07-12-2022 18:55:55.348210,"(3.3, 4.0, 3.976538461538462)","(2.5, 3.1, 3.0824561403508772)","(6.0, 7.4, 7.236363636363636)","(41.0, 110.0, 92.85714285714286)","(20.0, 40.0, 36.333333333333336)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.61111111111111)","(4.2, 5.2, 5.158620689655172)"
07-12-2022 18:55:56.440700,"(3.3, 4.0, 3.976538461538462)","(2.5, 3.1, 3.0827433628318586)","(6.0, 7.4, 7.228571428571429)","(41.0, 110.0, 92.85714285714286)","(20.0, 40.0, 36.666666666666664)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.61111111111111)","(4.2, 5.2, 5.158620689655172)"
07-12-2022 18:55:57.713047,"(3.3, 4.0, 3.975)","(2.5, 3.1, 3.0825892857142856)","(6.0, 7.4, 7.243478260869566)","(41.0, 110.0, 92.85714285714286)","(20.0, 40.0, 37.5)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.764705882352942)","(4.2, 5.2, 5.177272727272728)"
07-12-2022 18:55:58.867100,"(3.3, 4.0, 3.975)","(2.5, 3.1, 3.0825892857142856)","(6.0, 7.4, 7.243478260869566)","(41.0, 110.0, 95.0)","(20.0, 40.0, 36.333333333333336)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.764705882352942)","(4.2, 5.2, 5.1421052631578945)"
07-12-2022 18:56:00.098796,"(3.3, 4.0, 3.975)","(2.5, 3.1, 3.0834862385321102)","(6.0, 7.4, 7.243478260869566)","(41.0, 110.0, 86.19047619047619)","(20.0, 40.0, 36.666666666666664)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.764705882352942)","(4.2, 5.2, 5.1421052631578945)"
07-12-2022 18:56:01.365534,"(3.3, 4.0, 3.976538461538462)","(2.5, 3.1, 3.067934782608696)","(6.0, 7.4, 7.243478260869566)","(41.0, 110.0, 86.19047619047619)","(20.0, 40.0, 36.36363636363637)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.764705882352942)","(4.2, 5.2, 5.1421052631578945)"
07-12-2022 18:56:02.636122,"(3.3, 4.0, 3.976538461538462)","(2.5, 3.1, 3.0860465116279068)","(6.0, 7.4, 7.256)","(41.0, 110.0, 86.19047619047619)","(20.0, 40.0, 37.5)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.896551724137932)","(4.2, 5.2, 5.135294117647058)"
07-12-2022 18:56:03.811333,"(3.3, 4.0, 3.976538461538462)","(2.5, 3.1, 3.0860465116279068)","(6.0, 7.4, 7.2615384615384615)","(41.0, 110.0, 86.19047619047619)","(20.0, 40.0, 36.36363636363637)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.88)","(4.2, 5.2, 5.123809523809524)"
07-12-2022 18:56:05.187452,"(3.3, 4.0, 3.95)","(2.5, 3.1, 3.085)","(6.0, 7.4, 7.2615384615384615)","(41.0, 110.0, 86.47058823529412)","(20.0, 40.0, 36.666666666666664)","(51.0, 90.0, 87.0)","(14.0, 21.0, 20.458333333333332)","(4.2, 5.2, 5.125581395348838)"
07-12-2022 18:56:06.575189,"(3.2, 3.95, 3.9232142857142858)","(2.5, 3.1, 3.088157894736842)","(6.0, 7.4, 7.285714285714286)","(41.0, 110.0, 90.0)","(20.0, 40.0, 37.333333333333336)","(51.0, 90.0, 85.71428571428571)","(14.0, 22.0, 20.556701030927837)","(4.2, 5.2, 5.131914893617021)"
07-12-2022 18:56:07.866279,"(3.2, 4.0, 3.9406896551724135)","(2.5, 3.1, 3.0824022346368714)","(6.0, 7.4, 7.272)","(41.0, 110.0, 93.33333333333333)","(20.0, 40.0, 38.0)","(51.0, 90.0, 85.71428571428571)","(14.0, 22.0, 20.556701030927837)","(4.2, 5.2, 5.131914893617021)"
07-12-2022 18:56:09.188578,"(3.2, 4.0, 3.9385620915032677)","(2.5, 3.1, 3.0824022346368714)","(6.0, 7.4, 7.260869565217392)","(41.0, 110.0, 87.27272727272727)","(20.0, 40.0, 38.333333333333336)","(51.0, 90.0, 78.75)","(14.0, 22.0, 20.54)","(4.2, 5.2, 5.131914893617021)"
07-12-2022 18:56:10.439267,"(3.2, 4.0, 3.9385620915032677)","(2.5, 3.1, 3.092142857142857)","(6.0, 7.4, 7.260869565217392)","(41.0, 110.0, 96.02941176470588)","(20.0, 40.0, 39.142857142857146)","(51.0, 80.0, 82.5)","(14.0, 22.0, 20.62)","(4.2, 5.2, 5.135398230088495)"
07-12-2022 18:56:11.707251,"(3.2, 3.75, 3.746774193548387)","(2.5, 3.2, 3.1564102564102567)","(6.0, 7.6, 7.434146341463415)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 78.33333333333333)","(14.0, 22.0, 19.125)","(4.2, 5.3, 5.204166666666667)"
07-12-2022 18:56:12.915969,"(3.2, 3.75, 3.716)","(2.5, 3.2, 3.180555555555556)","(6.0, 7.6, 7.434146341463415)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 78.33333333333333)","(14.0, 19.5, 19.06)","(4.2, 5.3, 5.220689655172414)"
07-12-2022 18:56:14.152589,"(3.2, 3.75, 3.6917910447761195)","(2.5, 3.2, 3.1960317460317462)","(6.0, 7.6, 7.427450980392157)","(41.0, 110.0, 97.5)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 82.5)","(14.0, 19.5, 18.428571428571427)","(4.2, 5.3, 5.248214285714286)"
07-12-2022 18:56:15.597942,"(3.2, 3.7, 3.653731343283582)","(2.5, 3.2, 3.2227272727272727)","(6.0, 7.6, 7.342222222222222)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 82.5)","(14.0, 19.0, 18.41176470588235)","(4.2, 5.6, 5.4837209302325585)"
07-12-2022 18:56:16.830223,"(3.2, 3.7, 3.653731343283582)","(2.5, 3.25, 3.236792452830189)","(6.0, 7.6, 7.323943661971831)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 82.5)","(14.0, 19.0, 18.17241379310345)","(4.2, 5.6, 5.51063829787234)"
07-12-2022 18:56:18.021285,"(3.2, 3.65, 3.6091549295774645)","(2.5, 3.25, 3.2153846153846155)","(6.0, 7.6, 7.323943661971831)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.18181818181818)","(51.0, 90.0, 83.75)","(14.0, 19.0, 17.891304347826086)","(4.2, 5.6, 5.51304347826087)"
07-12-2022 18:56:19.376435,"(3.1, 3.65, 3.622413793103448)","(2.5, 3.25, 3.1500000000000004)","(6.0, 7.6, 7.344262295081967)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.2)","(51.0, 90.0, 84.54545454545455)","(14.0, 18.5, 17.928571428571427)","(4.2, 5.6, 5.54)"
07-12-2022 18:56:20.695308,"(3.1, 3.7, 3.6375)","(2.5, 3.2, 3.1350515463917525)","(6.0, 7.6, 7.397402597402597)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.2)","(51.0, 90.0, 84.54545454545455)","(14.0, 18.5, 18.03846153846154)","(4.2, 5.6, 5.590322580645162)"
07-12-2022 18:56:22.086344,"(3.1, 3.7, 3.6571428571428575)","(2.5, 3.15, 3.1440677966101696)","(6.0, 7.6, 7.370588235294117)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.75)","(14.0, 18.5, 17.982758620689655)","(4.2, 5.7, 5.596969696969697)"
07-12-2022 18:56:23.480220,"(3.1, 3.7, 3.6482758620689655)","(2.5, 3.15, 3.1219298245614033)","(6.0, 7.6, 7.4082191780821915)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.75)","(14.0, 18.5, 17.982758620689655)","(4.2, 5.7, 5.6)"
07-12-2022 18:56:24.685616,"(3.1, 3.7, 3.657547169811321)","(2.5, 3.15, 3.1221238938053095)","(6.0, 7.6, 7.389189189189189)","(41.0, 110.0, 97.16216216216216)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.75)","(14.0, 18.5, 17.982758620689655)","(4.2, 5.7, 5.6)"
07-12-2022 18:56:25.881780,"(3.1, 3.7, 3.657547169811321)","(2.5, 3.15, 3.1241803278688525)","(6.0, 7.6, 7.389189189189189)","(41.0, 110.0, 98.5)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.75)","(14.0, 18.5, 17.982758620689655)","(4.2, 5.7, 5.6466666666666665)"
07-12-2022 18:56:27.074642,"(3.1, 3.7, 3.657547169811321)","(2.5, 3.15, 3.10625)","(6.0, 7.6, 7.389189189189189)","(41.0, 100.0, 98.5)","(20.0, 42.0, 40.2)","(51.0, 90.0, 82.5)","(14.0, 18.5, 18.13888888888889)","(4.2, 5.7, 5.688888888888888)"
07-12-2022 18:56:28.434004,"(3.1, 3.7, 3.6421686746987953)","(2.5, 3.15, 3.104)","(6.0, 7.6, 7.35625)","(41.0, 100.0, 98.66666666666667)","(20.0, 42.0, 40.2)","(51.0, 90.0, 82.5)","(14.0, 18.5, 18.166666666666668)","(4.2, 5.8, 5.714285714285714)"
07-12-2022 18:56:29.740122,"(3.1, 3.7, 3.657142857142857)","(2.5, 3.15, 3.104)","(6.0, 7.6, 7.344262295081967)","(41.0, 100.0, 97.5)","(20.0, 42.0, 40.2)","(51.0, 90.0, 82.5)","(14.0, 18.5, 18.166666666666668)","(4.2, 5.8, 5.672)"
07-12-2022 18:56:31.000332,"(3.1, 3.7, 3.6566666666666667)","(2.5, 3.15, 3.104)","(6.0, 7.6, 7.405)","(41.0, 100.0, 95.5)","(20.0, 42.0, 40.2)","(51.0, 90.0, 82.5)","(14.0, 18.5, 18.166666666666668)","(4.2, 5.8, 5.705882352941177)"
07-12-2022 18:56:32.262802,"(3.1, 3.7, 3.662857142857143)","(2.5, 3.1, 3.0615384615384613)","(6.0, 7.6, 7.344262295081967)","(41.0, 100.0, 93.07692307692308)","(20.0, 42.0, 40.2)","(51.0, 90.0, 82.5)","(14.0, 18.5, 18.166666666666668)","(4.2, 5.8, 5.699999999999999)"
07-12-2022 18:56:33.499982,"(3.1, 3.7, 3.68125)","(2.5, 3.15, 3.105769230769231)","(6.0, 7.6, 7.344262295081967)","(41.0, 100.0, 88.75)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 18.166666666666668)","(4.2, 5.8, 5.699999999999999)"
07-12-2022 18:56:34.635187,"(3.1, 3.7, 3.677777777777778)","(2.5, 3.15, 3.105769230769231)","(6.0, 7.6, 7.344262295081967)","(41.0, 100.0, 88.75)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 18.086206896551722)","(4.2, 5.8, 5.678787878787879)"
07-12-2022 18:56:35.743295,"(3.1, 3.7, 3.6703125)","(2.5, 3.15, 3.125)","(6.0, 7.8, 7.644444444444444)","(41.0, 100.0, 91.0)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 18.086206896551722)","(4.2, 5.8, 5.678787878787879)"
07-12-2022 18:56:36.899967,"(3.1, 3.7, 3.662)","(2.5, 3.15, 3.125)","(6.0, 7.8, 7.672)","(41.0, 100.0, 92.5)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 17.983870967741936)","(4.2, 5.8, 5.666666666666666)"
07-12-2022 18:56:38.095767,"(3.1, 3.7, 3.6557692307692307)","(2.5, 3.15, 3.127)","(6.0, 7.8, 7.647619047619047)","(41.0, 100.0, 91.25)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 18.015151515151516)","(4.2, 5.8, 5.748936170212766)"
07-12-2022 18:56:39.517484,"(3.1, 3.7, 3.6557692307692307)","(2.5, 3.15, 3.13474025974026)","(6.0, 7.8, 7.733333333333333)","(41.0, 100.0, 92.0)","(20.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(14.0, 18.5, 17.884615384615383)","(4.2, 5.8, 5.7106382978723405)"
07-12-2022 18:56:41.003373,"(3.1, 3.65, 3.617857142857143)","(2.6, 3.15, 3.13556338028169)","(6.0, 7.8, 7.777777777777778)","(51.0, 95.0, 90.0)","(21.0, 42.0, 40.2)","(51.0, 90.0, 83.18181818181819)","(13.0, 18.5, 17.884615384615383)","(4.4, 5.8, 5.7106382978723405)"
07-12-2022 18:56:42.363019,"(3.1, 3.65, 3.618181818181818)","(2.6, 3.15, 3.13556338028169)","(6.0, 7.8, 7.777777777777778)","(51.0, 95.0, 95.3125)","(21.0, 42.0, 36.59574468085106)","(51.0, 90.0, 83.18181818181819)","(13.0, 18.5, 17.928571428571427)","(4.4, 5.8, 5.721739130434782)"
07-12-2022 18:56:43.736729,"(3.1, 3.65, 3.638125)","(2.6, 3.15, 3.13556338028169)","(6.0, 7.8, 7.777777777777778)","(51.0, 100.0, 94.28571428571429)","(21.0, 40.0, 35.714285714285715)","(51.0, 90.0, 80.0)","(13.0, 18.5, 20.26086956521739)","(4.4, 5.8, 5.7106382978723405)"
07-12-2022 18:56:45.111393,"(3.1, 3.65, 3.6262499999999998)","(2.6, 3.15, 3.13556338028169)","(6.0, 7.8, 7.777777777777778)","(51.0, 100.0, 96.05263157894737)","(21.0, 36.0, 35.45454545454545)","(51.0, 90.0, 83.57142857142857)","(13.0, 22.0, 20.736842105263158)","(4.4, 5.8, 5.7043478260869565)"
07-12-2022 18:56:46.590424,"(3.1, 3.65, 3.623214285714286)","(2.6, 3.15, 3.137179487179487)","(6.0, 8.0, 7.735064935064935)","(51.0, 100.0, 96.05263157894737)","(21.0, 36.0, 35.5)","(51.0, 85.0, 83.57142857142857)","(13.0, 21.0, 20.341463414634145)","(4.4, 5.8, 5.538095238095238)"
07-12-2022 18:56:47.891038,"(3.2, 3.65, 3.632142857142857)","(2.6, 3.15, 3.1245762711864407)","(6.0, 8.0, 7.735064935064935)","(51.0, 100.0, 96.05263157894737)","(26.0, 36.0, 35.5)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.354430379746834)","(4.6, 5.7, 5.538095238095238)"
07-12-2022 18:56:49.099932,"(3.2, 3.7, 3.6310810810810814)","(2.6, 3.15, 3.1091836734693876)","(6.0, 8.0, 7.7407407407407405)","(51.0, 100.0, 96.05263157894737)","(26.0, 36.0, 35.53846153846154)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.337349397590362)","(4.6, 5.7, 5.538095238095238)"
07-12-2022 18:56:50.248102,"(3.2, 3.7, 3.6310810810810814)","(2.6, 3.15, 3.0868421052631576)","(6.0, 7.8, 7.7407407407407405)","(51.0, 100.0, 95.83333333333333)","(26.0, 36.0, 35.666666666666664)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.344827586206897)","(4.6, 5.7, 5.6230769230769235)"
07-12-2022 18:56:51.348976,"(3.2, 3.7, 3.6478260869565218)","(2.6, 3.1, 3.0906976744186045)","(6.0, 7.8, 7.715151515151515)","(51.0, 100.0, 95.83333333333333)","(26.0, 36.0, 35.666666666666664)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.344827586206897)","(4.6, 5.7, 5.641176470588236)"
07-12-2022 18:56:52.535971,"(3.2, 3.7, 3.6478260869565218)","(2.6, 3.15, 3.0970833333333334)","(6.0, 7.8, 7.68)","(51.0, 100.0, 95.83333333333333)","(26.0, 36.0, 35.733333333333334)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.417582417582416)","(4.6, 5.7, 5.604347826086957)"
07-12-2022 18:56:53.667789,"(3.2, 3.7, 3.6873913043478264)","(2.6, 3.15, 3.0970833333333334)","(6.0, 7.8, 7.561538461538461)","(51.0, 100.0, 87.06349206349206)","(26.0, 36.0, 37.130434782608695)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.417582417582416)","(4.6, 5.8, 5.6230769230769235)"
07-12-2022 18:56:54.878713,"(3.2, 3.75, 3.708490566037736)","(2.6, 3.15, 3.0970833333333334)","(6.0, 7.6, 7.694736842105263)","(51.0, 95.0, 86.07142857142857)","(26.0, 38.0, 37.30434782608695)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.417582417582416)","(4.6, 5.7, 5.6454545454545455)"
07-12-2022 18:56:56.093868,"(3.2, 3.7, 3.6325000000000003)","(2.6, 3.15, 3.1060714285714286)","(6.0, 7.8, 7.6695652173913045)","(51.0, 95.0, 86.07142857142857)","(26.0, 38.0, 37.130434782608695)","(51.0, 85.0, 83.57142857142857)","(14.0, 22.0, 20.272727272727273)","(4.6, 5.7, 5.696078431372549)"
07-12-2022 18:56:57.247607,"(3.2, 3.7, 3.6625)","(2.6, 3.15, 3.0976793248945147)","(6.0, 7.8, 7.699999999999999)","(51.0, 95.0, 82.72727272727273)","(26.0, 38.0, 37.0)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.25)","(4.6, 5.7, 5.696078431372549)"
07-12-2022 18:56:58.445674,"(3.2, 3.7, 3.6625)","(2.6, 3.15, 3.0833333333333335)","(6.0, 7.8, 7.7176470588235295)","(51.0, 95.0, 87.5)","(26.0, 38.0, 37.0)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.7, 5.696078431372549)"
07-12-2022 18:56:59.592560,"(3.2, 3.7, 3.6636363636363636)","(2.6, 3.1, 3.0833333333333335)","(6.0, 7.8, 7.7176470588235295)","(51.0, 90.0, 89.23076923076923)","(26.0, 38.0, 37.0)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.7, 5.696078431372549)"
07-12-2022 18:57:00.765243,"(3.2, 3.7, 3.667307692307692)","(2.6, 3.1, 3.0854545454545454)","(6.0, 7.8, 7.744827586206896)","(51.0, 90.0, 82.6470588235294)","(26.0, 38.0, 37.0)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.7, 5.696078431372549)"
07-12-2022 18:57:02.005246,"(3.2, 3.7, 3.6527777777777777)","(2.6, 3.1, 3.063294797687861)","(6.0, 8.0, 7.881481481481481)","(51.0, 95.0, 82.6470588235294)","(26.0, 38.0, 37.2)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.7, 5.718181818181818)"
07-12-2022 18:57:03.268879,"(3.2, 3.7, 3.6581632653061225)","(2.6, 3.1, 3.058235294117647)","(6.0, 8.0, 7.961038961038961)","(51.0, 95.0, 82.6086956521739)","(26.0, 38.0, 37.2)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.8, 5.842857142857143)"
07-12-2022 18:57:04.576216,"(3.2, 3.7, 3.668103448275862)","(2.6, 3.1, 3.0692139737991266)","(6.0, 8.0, 7.961038961038961)","(51.0, 95.0, 89.23076923076923)","(26.0, 38.0, 37.096774193548384)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.2)","(4.6, 5.9, 5.76)"
07-12-2022 18:57:05.889500,"(3.2, 3.7, 3.653684210526316)","(2.6, 3.1, 3.0737051792828685)","(6.0, 8.0, 7.887755102040816)","(51.0, 90.0, 89.23076923076923)","(26.0, 38.0, 37.096774193548384)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.09090909090909)","(4.6, 5.9, 5.7846153846153845)"
07-12-2022 18:57:07.151631,"(3.2, 3.65, 3.615811965811966)","(2.6, 3.1, 3.0740343347639483)","(6.0, 8.0, 7.876404494382022)","(51.0, 90.0, 86.66666666666667)","(26.0, 38.0, 37.0)","(51.0, 85.0, 83.57142857142857)","(14.0, 21.0, 20.705882352941178)","(4.6, 5.9, 5.7846153846153845)"
