,The Girls Have It,Lara Tiara,Rose Of Juliana,Krafty Boy,Chelseas Girl,Karinya Max,Kulani Courage,Preacher Quince,Limousine Cheeky
11-01-2023 19:36:19.338009,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 26.0, 21.5)","(15.0, 28.0, 20.666666666666668)","(6.0, 9.6, 9.422222222222222)","(13.0, 19.0, 17.75)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.923076923076923)"
11-01-2023 19:36:20.676787,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 26.0, 22.166666666666668)","(15.0, 28.0, 20.666666666666668)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.666666666666666)"
11-01-2023 19:36:21.998299,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.825)","(21.0, 24.0, 23.375)","(15.0, 28.0, 25.0)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:23.400518,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.825)","(21.0, 25.0, 20.0)","(15.0, 28.0, 25.0)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:24.755629,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.825)","(21.0, 25.0, 23.285714285714285)","(15.0, 28.0, 25.0)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:26.087352,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 25.0, 23.285714285714285)","(15.0, 28.0, 24.285714285714285)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:27.496620,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 25.0, 24.833333333333336)","(15.0, 27.0, 24.285714285714285)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:28.868086,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 26.0, 24.0)","(15.0, 27.0, 22.0)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:30.240381,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 25.0, 23.545454545454547)","(15.0, 26.0, 22.0)","(6.0, 9.6, 9.422222222222222)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:31.635663,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.825)","(21.0, 24.0, 22.846153846153847)","(15.0, 26.0, 22.0)","(6.0, 9.6, 9.32)","(13.0, 18.5, 16.625)","(5.0, 5.4, 5.215)","(5.0, 7.6, 7.15)","(11.0, 11.5, 10.857142857142858)"
11-01-2023 19:36:32.986790,"(3.3, 6.0, 5.377777777777777)","(6.5, 9.2, 8.72)","(21.0, 24.0, 22.125)","(15.0, 26.0, 22.0)","(6.0, 9.6, 9.32)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.0636363636363635)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.0)"
11-01-2023 19:36:34.425327,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.72)","(21.0, 24.0, 22.125)","(15.0, 26.0, 22.0)","(6.0, 9.6, 9.32)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.0)"
11-01-2023 19:36:35.790494,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.72)","(21.0, 24.0, 22.125)","(15.0, 26.0, 24.454545454545453)","(6.0, 9.6, 9.32)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.0)"
11-01-2023 19:36:37.166565,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.72)","(21.0, 24.0, 23.95566502463054)","(15.0, 26.0, 23.375)","(6.0, 9.6, 9.32)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.0)"
11-01-2023 19:36:38.547349,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.654545454545454)","(21.0, 24.0, 24.902439024390244)","(15.0, 26.0, 23.375)","(6.0, 9.6, 9.32)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.35)"
11-01-2023 19:36:39.943187,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.96923076923077)","(21.0, 25.0, 24.902439024390244)","(15.0, 26.0, 21.8)","(6.0, 9.6, 9.2)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.15)","(11.0, 11.5, 11.666666666666666)"
11-01-2023 19:36:41.269244,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.96923076923077)","(21.0, 25.0, 24.902439024390244)","(15.0, 26.0, 19.0625)","(6.0, 9.6, 9.2)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.058333333333334)","(5.0, 7.6, 7.3428571428571425)","(11.0, 13.0, 11.583333333333334)"
11-01-2023 19:36:42.609775,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.96923076923077)","(21.0, 25.0, 23.2)","(15.0, 25.0, 22.0)","(6.0, 9.6, 9.2)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.120454545454545)","(5.0, 7.6, 7.3)","(11.0, 13.0, 11.583333333333334)"
11-01-2023 19:36:43.970341,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.72)","(21.0, 25.0, 26.0)","(15.0, 24.0, 17.214285714285715)","(6.0, 9.6, 9.24)","(13.0, 18.5, 17.0)","(5.0, 5.4, 5.1225)","(5.0, 7.6, 7.3)","(11.0, 13.0, 11.875)"
11-01-2023 19:36:45.260613,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 8.72)","(21.0, 28.0, 24.11111111111111)","(15.0, 24.0, 18.25)","(6.0, 9.6, 9.24)","(13.0, 18.5, 17.333333333333332)","(5.0, 5.4, 5.117307692307692)","(5.0, 7.6, 7.385714285714285)","(11.0, 12.5, 11.875)"
11-01-2023 19:36:46.606145,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 8.72)","(21.0, 28.0, 24.11111111111111)","(15.0, 22.0, 17.0)","(6.0, 9.6, 8.8)","(13.0, 18.0, 21.5)","(5.0, 5.4, 5.117307692307692)","(5.0, 7.6, 7.385714285714285)","(11.0, 12.5, 11.875)"
11-01-2023 19:36:47.927652,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 8.72)","(21.0, 28.0, 25.0)","(15.0, 22.0, 17.8)","(6.0, 9.6, 8.8)","(13.0, 27.0, 19.6)","(5.0, 5.4, 5.117307692307692)","(5.0, 7.6, 7.3)","(11.0, 12.5, 11.875)"
11-01-2023 19:36:49.255771,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 8.72)","(21.0, 27.0, 24.571428571428573)","(15.0, 22.0, 19.0)","(6.0, 9.6, 8.8)","(13.0, 25.0, 18.285714285714285)","(5.0, 5.4, 5.117307692307692)","(5.0, 7.6, 7.3)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:50.544688,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 8.72)","(21.0, 26.0, 24.571428571428573)","(15.0, 22.0, 19.0)","(6.0, 9.6, 8.8)","(13.0, 24.0, 20.6)","(5.0, 5.4, 5.118367346938776)","(5.0, 7.6, 7.3)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:51.840735,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 9.015384615384615)","(21.0, 26.0, 24.571428571428573)","(15.0, 22.0, 19.0)","(6.0, 9.6, 8.8)","(13.0, 22.0, 19.75)","(5.0, 5.4, 5.117307692307692)","(5.0, 7.6, 7.3)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:53.180563,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 9.015384615384615)","(21.0, 26.0, 24.571428571428573)","(15.0, 22.0, 19.0)","(6.0, 9.6, 8.8)","(13.0, 21.0, 20.5625)","(5.0, 5.4, 4.9980392156862745)","(5.0, 7.6, 7.3)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:54.482684,"(3.3, 6.0, 5.569230769230769)","(6.5, 9.2, 9.015384615384615)","(21.0, 26.0, 24.571428571428573)","(15.0, 22.0, 27.416666666666668)","(6.0, 9.6, 8.8)","(13.0, 24.0, 21.875)","(5.0, 5.4, 4.963829787234043)","(5.0, 7.6, 7.1)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:55.837645,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.98181818181818)","(21.0, 26.0, 28.734597156398106)","(15.0, 30.0, 20.75)","(6.0, 9.6, 8.8)","(13.0, 23.0, 19.85)","(5.0, 5.4, 5.166666666666667)","(5.0, 7.6, 7.327272727272727)","(11.0, 12.5, 12.05)"
11-01-2023 19:36:57.255348,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.98181818181818)","(21.0, 29.0, 25.307692307692307)","(15.0, 27.0, 20.833333333333332)","(6.0, 9.6, 8.8)","(13.0, 23.0, 19.85)","(5.0, 5.3, 5.084615384615384)","(5.0, 7.6, 7.327272727272727)","(11.0, 12.5, 12.86)"
11-01-2023 19:36:58.631125,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.866666666666665)","(21.0, 29.0, 25.307692307692307)","(15.0, 24.0, 20.833333333333332)","(6.0, 9.6, 8.8)","(13.0, 23.0, 19.85)","(5.0, 5.3, 5.0200000000000005)","(5.0, 7.6, 7.1)","(11.0, 13.0, 12.86)"
11-01-2023 19:36:59.995374,"(3.3, 6.0, 5.466666666666667)","(6.5, 9.2, 8.866666666666665)","(21.0, 29.0, 25.307692307692307)","(15.0, 24.0, 19.25)","(6.0, 9.6, 8.8)","(13.0, 23.0, 19.85)","(5.0, 5.3, 5.0200000000000005)","(5.0, 7.6, 7.1)","(11.0, 13.0, 12.86)"
11-01-2023 19:37:01.349664,"(3.3, 6.0, 5.485714285714286)","(6.5, 9.2, 8.866666666666665)","(21.0, 29.0, 25.307692307692307)","(15.0, 24.0, 18.25)","(6.0, 9.6, 8.533333333333333)","(13.0, 23.0, 19.75)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.1)","(11.0, 13.0, 12.86)"
11-01-2023 19:37:02.740188,"(3.3, 6.0, 5.485714285714286)","(6.5, 9.2, 8.6)","(20.0, 29.0, 24.636363636363637)","(16.0, 22.0, 19.8)","(6.0, 9.6, 9.0)","(13.0, 21.0, 19.25)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.4875)","(11.0, 13.0, 15.702127659574469)"
11-01-2023 19:37:04.173589,"(3.3, 5.8, 5.6)","(6.5, 9.0, 8.68)","(20.0, 29.0, 24.636363636363637)","(16.0, 21.0, 19.444444444444443)","(6.0, 9.6, 8.8)","(13.0, 21.0, 19.25)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.4875)","(11.0, 16.0, 14.666666666666666)"
11-01-2023 19:37:05.526988,"(3.3, 5.8, 5.5)","(6.5, 9.0, 8.68)","(20.0, 29.0, 24.636363636363637)","(16.0, 20.0, 18.076923076923077)","(6.0, 9.4, 9.022222222222222)","(13.0, 21.0, 19.8)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.4875)","(10.0, 15.5, 14.818181818181818)"
11-01-2023 19:37:06.882785,"(3.3, 5.8, 5.5)","(6.5, 9.0, 8.68)","(20.0, 29.0, 24.636363636363637)","(16.0, 20.0, 17.22222222222222)","(6.0, 9.2, 9.42)","(13.0, 21.0, 19.8)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.475862068965517)","(10.0, 15.5, 14.0)"
11-01-2023 19:37:08.240765,"(3.3, 5.7, 5.4)","(6.5, 9.0, 8.25)","(20.0, 29.0, 26.333333333333332)","(16.0, 20.0, 16.071428571428573)","(6.0, 9.6, 9.42)","(13.0, 21.0, 19.8)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.475862068965517)","(10.0, 15.5, 14.857142857142858)"
11-01-2023 19:37:09.617989,"(3.3, 5.7, 5.199999999999999)","(6.5, 9.0, 8.25)","(20.0, 29.0, 26.0)","(16.0, 20.0, 17.5)","(6.0, 9.6, 9.42)","(13.0, 21.0, 19.545454545454547)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.475862068965517)","(10.0, 15.5, 14.857142857142858)"
11-01-2023 19:37:10.963249,"(3.3, 5.7, 5.199999999999999)","(6.5, 9.0, 8.25)","(20.0, 29.0, 26.0)","(16.0, 19.0, 15.785714285714286)","(6.0, 9.6, 9.42)","(13.0, 22.0, 19.545454545454547)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.475862068965517)","(10.0, 15.5, 14.857142857142858)"
11-01-2023 19:37:12.257154,"(3.3, 5.7, 5.199999999999999)","(6.5, 9.0, 8.25)","(20.0, 29.0, 27.333333333333332)","(16.0, 19.0, 15.785714285714286)","(6.0, 9.6, 9.2)","(13.0, 22.0, 19.545454545454547)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.475862068965517)","(10.0, 15.5, 14.857142857142858)"
11-01-2023 19:37:13.542746,"(3.3, 5.7, 5.199999999999999)","(6.5, 9.0, 8.25)","(20.0, 30.0, 26.8)","(16.0, 19.0, 17.214285714285715)","(6.0, 9.6, 9.422222222222222)","(13.0, 22.0, 19.545454545454547)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.4875)","(10.0, 15.5, 14.6)"
11-01-2023 19:37:14.994543,"(3.3, 5.7, 5.225)","(6.5, 9.0, 8.585714285714285)","(20.0, 30.0, 27.5)","(16.0, 19.0, 17.681818181818183)","(6.0, 9.6, 9.244444444444445)","(13.0, 22.0, 19.545454545454547)","(5.0, 5.3, 5.135483870967742)","(5.0, 7.6, 7.4875)","(10.0, 15.5, 15.290697674418604)"
11-01-2023 19:37:16.345781,"(3.3, 5.6, 5.225)","(6.5, 8.8, 8.457142857142857)","(20.0, 29.0, 29.333333333333332)","(16.0, 18.5, 17.6)","(6.0, 9.4, 9.233333333333334)","(13.0, 22.0, 19.857142857142858)","(5.0, 5.3, 5.15)","(5.0, 7.6, 7.5)","(10.0, 15.5, 15.290697674418604)"
11-01-2023 19:37:17.713523,"(3.3, 5.6, 5.225)","(6.5, 8.8, 8.457142857142857)","(20.0, 30.0, 29.333333333333332)","(16.0, 18.5, 17.5)","(6.0, 9.4, 8.418181818181818)","(13.0, 22.0, 20.875)","(5.0, 5.3, 5.15)","(5.0, 7.6, 7.5)","(10.0, 15.5, 15.290697674418604)"
11-01-2023 19:37:19.427481,"(3.3, 5.6, 5.433333333333333)","(6.5, 8.8, 8.690909090909091)","(20.0, 30.0, 28.0)","(16.0, 22.0, 18.833333333333332)","(6.0, 9.4, 8.945454545454545)","(13.0, 22.0, 20.875)","(5.0, 5.3, 5.15)","(5.0, 7.6, 7.5)","(10.0, 15.5, 14.0)"
11-01-2023 19:37:21.038043,"(3.3, 5.6, 5.433333333333333)","(6.5, 8.8, 8.690909090909091)","(20.0, 30.0, 28.0)","(16.0, 21.0, 18.833333333333332)","(6.0, 9.2, 8.781818181818181)","(13.0, 22.0, 20.875)","(5.0, 5.3, 5.15)","(5.0, 7.6, 7.375)","(10.0, 15.5, 14.3)"
11-01-2023 19:37:22.585732,"(3.3, 5.6, 5.484615384615385)","(6.5, 8.8, 8.690909090909091)","(20.0, 30.0, 28.0)","(16.0, 21.0, 20.333333333333332)","(6.0, 9.0, 8.84)","(13.0, 22.0, 21.25)","(5.0, 5.3, 5.15)","(5.0, 7.6, 6.871428571428571)","(10.0, 15.5, 13.928571428571429)"
11-01-2023 19:37:24.055532,"(3.3, 5.6, 5.484615384615385)","(6.5, 8.8, 8.690909090909091)","(20.0, 30.0, 28.0)","(16.0, 21.0, 17.428571428571427)","(6.0, 9.0, 8.65)","(13.0, 22.0, 22.789473684210527)","(5.0, 5.3, 4.911111111111111)","(5.0, 7.6, 6.4625)","(10.0, 15.0, 13.944444444444445)"
11-01-2023 19:37:25.749343,"(3.3, 5.6, 5.49090909090909)","(6.5, 8.8, 8.704)","(20.0, 30.0, 29.333333333333332)","(16.0, 21.0, 19.333333333333332)","(6.0, 9.0, 7.633333333333333)","(13.0, 27.0, 22.789473684210527)","(5.0, 5.0, 4.8545454545454545)","(5.0, 7.4, 6.4625)","(10.0, 15.0, 13.944444444444445)"
11-01-2023 19:37:27.415985,"(3.3, 5.6, 5.35)","(6.5, 8.8, 8.57)","(20.0, 30.0, 29.0)","(16.0, 21.0, 19.333333333333332)","(6.0, 7.8, 7.733333333333333)","(13.0, 27.0, 23.909090909090907)","(5.0, 5.0, 4.8545454545454545)","(5.0, 7.4, 6.958823529411765)","(10.0, 14.5, 14.0)"
11-01-2023 19:37:28.841030,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.57391304347826)","(20.0, 30.0, 29.0)","(16.0, 21.0, 19.333333333333332)","(6.0, 8.8, 7.733333333333333)","(13.0, 25.0, 21.8125)","(5.0, 5.0, 4.8545454545454545)","(5.0, 7.4, 7.284615384615385)","(10.0, 14.5, 13.785714285714286)"
11-01-2023 19:37:30.226525,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.57391304347826)","(20.0, 30.0, 29.0)","(16.0, 21.0, 19.333333333333332)","(6.0, 8.8, 7.733333333333333)","(13.0, 24.0, 21.8125)","(5.0, 5.0, 4.8545454545454545)","(5.0, 7.4, 7.300000000000001)","(10.0, 14.5, 13.785714285714286)"
11-01-2023 19:37:31.589861,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.533333333333333)","(20.0, 30.0, 29.0)","(16.0, 21.0, 19.333333333333332)","(6.0, 8.8, 8.333333333333332)","(13.0, 24.0, 21.8125)","(5.0, 5.0, 4.8545454545454545)","(5.0, 7.4, 7.300000000000001)","(10.0, 14.5, 13.785714285714286)"
11-01-2023 19:37:32.979595,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.533333333333333)","(20.0, 30.0, 29.0)","(16.0, 21.0, 24.0)","(6.0, 8.6, 7.733333333333333)","(13.0, 24.0, 21.8125)","(5.0, 5.0, 4.786666666666666)","(5.0, 7.4, 7.300000000000001)","(10.0, 14.5, 13.5625)"
11-01-2023 19:37:34.328577,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.533333333333333)","(20.0, 30.0, 29.0)","(16.0, 32.0, 24.4)","(6.0, 8.4, 7.736842105263158)","(13.0, 24.0, 21.8125)","(5.0, 5.0, 4.822222222222222)","(5.0, 7.4, 7.066666666666667)","(10.0, 14.0, 15.642857142857142)"
11-01-2023 19:37:35.749783,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.559999999999999)","(20.0, 30.0, 29.0)","(16.0, 30.0, 23.8)","(6.0, 8.4, 7.736842105263158)","(13.0, 24.0, 21.5)","(5.0, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(10.0, 16.5, 14.2)"
11-01-2023 19:37:37.104623,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.559999999999999)","(20.0, 30.0, 29.0)","(16.0, 29.0, 24.714285714285715)","(6.0, 8.4, 7.852173913043479)","(13.0, 24.0, 20.5)","(5.0, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(10.0, 16.0, 14.5)"
11-01-2023 19:37:38.518768,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.559999999999999)","(20.0, 30.0, 29.0)","(16.0, 28.0, 24.714285714285715)","(6.0, 8.4, 7.852173913043479)","(13.0, 24.0, 20.5)","(5.0, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(10.0, 16.0, 14.5)"
11-01-2023 19:37:39.850401,"(3.3, 5.5, 5.35)","(6.5, 8.6, 8.576470588235294)","(20.0, 30.0, 24.0)","(16.0, 28.0, 24.714285714285715)","(6.0, 8.4, 7.736842105263158)","(13.0, 24.0, 21.375)","(5.0, 5.0, 4.786666666666666)","(5.0, 7.4, 7.233333333333333)","(10.0, 16.0, 14.75)"
11-01-2023 19:37:41.160429,"(3.3, 6.8, 5.466666666666667)","(6.5, 9.0, 8.576470588235294)","(20.0, 30.0, 24.0)","(16.0, 28.0, 24.857142857142858)","(6.0, 8.4, 7.736842105263158)","(13.0, 24.0, 21.375)","(5.0, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(10.0, 16.0, 14.75)"
11-01-2023 19:37:42.419183,"(3.5, 6.4, 5.85)","(7.0, 9.0, 8.576470588235294)","(20.0, 30.0, 24.0)","(15.0, 28.0, 25.9)","(6.5, 8.4, 7.736842105263158)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.0, 14.75)"
11-01-2023 19:37:43.659516,"(3.5, 6.4, 5.483333333333333)","(7.0, 9.0, 8.576470588235294)","(20.0, 30.0, 24.0)","(15.0, 28.0, 25.666666666666668)","(6.5, 8.4, 7.736842105263158)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.0, 14.75)"
11-01-2023 19:37:44.975167,"(3.5, 6.2, 5.416666666666666)","(7.0, 9.0, 8.576470588235294)","(20.0, 30.0, 24.0)","(15.0, 28.0, 23.346153846153847)","(6.5, 8.4, 7.852173913043479)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.0, 15.115384615384615)"
11-01-2023 19:37:46.215806,"(3.5, 6.0, 5.416666666666666)","(7.0, 9.0, 8.576470588235294)","(20.0, 30.0, 24.0)","(15.0, 27.0, 23.346153846153847)","(6.5, 8.4, 7.852173913043479)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.5, 15.6)"
11-01-2023 19:37:47.486221,"(3.5, 6.0, 5.416666666666666)","(7.0, 9.0, 8.446153846153846)","(20.0, 30.0, 23.636363636363637)","(15.0, 27.0, 23.833333333333336)","(6.5, 8.4, 7.852173913043479)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.5, 15.6)"
11-01-2023 19:37:48.806001,"(3.5, 6.0, 5.416666666666666)","(7.0, 9.0, 8.446153846153846)","(20.0, 30.0, 22.5625)","(15.0, 25.0, 21.5)","(6.5, 8.4, 7.430769230769231)","(13.0, 24.0, 22.03125)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.233333333333333)","(9.0, 16.5, 12.735294117647058)"
11-01-2023 19:37:50.098875,"(3.5, 6.0, 5.730769230769231)","(7.0, 9.0, 8.446153846153846)","(20.0, 26.0, 23.684210526315788)","(15.0, 25.0, 22.307692307692307)","(6.5, 8.4, 7.6125)","(13.0, 24.0, 21.375)","(4.8, 5.0, 4.747368421052632)","(5.0, 7.4, 7.300000000000001)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:51.365387,"(3.5, 6.0, 5.4375)","(7.0, 9.0, 8.466666666666667)","(20.0, 26.0, 23.684210526315788)","(15.0, 25.0, 21.38888888888889)","(6.5, 8.4, 7.581818181818182)","(14.0, 24.0, 21.375)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.4, 7.300000000000001)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:52.628973,"(3.5, 6.0, 5.625)","(7.0, 9.0, 8.68)","(20.0, 26.0, 26.923076923076923)","(15.0, 25.0, 21.75)","(6.5, 8.4, 7.846153846153846)","(14.0, 24.0, 21.375)","(4.6, 5.0, 4.747368421052632)","(5.5, 7.4, 7.300000000000001)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:53.869291,"(3.5, 6.0, 5.576923076923077)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 21.75)","(6.5, 8.4, 8.16)","(14.0, 24.0, 21.375)","(4.6, 5.0, 4.747368421052632)","(5.5, 7.4, 7.300000000000001)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:55.067675,"(3.5, 6.0, 5.576923076923077)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 21.75)","(6.5, 8.4, 7.670588235294117)","(14.0, 24.0, 21.375)","(4.6, 5.0, 4.747368421052632)","(5.5, 7.4, 7.233333333333333)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:56.280655,"(3.5, 6.0, 5.228571428571429)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 22.5)","(6.5, 8.2, 7.670588235294117)","(14.0, 24.0, 22.875)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.4, 6.727272727272727)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:57.528021,"(3.5, 6.0, 5.614285714285714)","(7.0, 8.8, 8.68)","(20.0, 30.0, 26.923076923076923)","(15.0, 25.0, 22.5)","(6.5, 8.2, 7.7)","(14.0, 24.0, 22.875)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.6, 7.0)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:58.669646,"(3.5, 6.0, 5.509090909090909)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 22.5)","(6.5, 8.0, 7.514285714285714)","(14.0, 24.0, 22.875)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.2, 6.75)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:37:59.859262,"(3.5, 6.0, 5.509090909090909)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 22.5)","(6.5, 7.8, 7.527272727272727)","(14.0, 24.0, 22.875)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.2, 6.75)","(9.0, 13.0, 12.735294117647058)"
11-01-2023 19:38:01.188016,"(3.5, 6.0, 5.509090909090909)","(7.0, 8.8, 8.68)","(20.0, 30.0, 28.4)","(15.0, 25.0, 22.5)","(6.5, 7.8, 7.8)","(14.0, 24.0, 22.03125)","(4.6, 5.0, 4.786666666666666)","(5.5, 7.2, 6.75)","(9.0, 13.0, 12.735294117647058)"
