,Frankee Merch,Internet Of Things,I See The Stars,Sugar Daddy,Better Boogie,One More Factor,Halos Dance,Sunman
08-01-2023 14:10:30.769893,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.86, 1.8208333333333333)","(5.5, 6.6, 5.734615384615385)","(26.0, 40.0, 32.142857142857146)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:32.089678,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.85, 1.8208333333333333)","(5.5, 6.6, 5.734615384615385)","(26.0, 40.0, 32.142857142857146)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:33.381311,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.85, 1.8208333333333333)","(5.5, 6.6, 5.734615384615385)","(26.0, 40.0, 32.142857142857146)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:34.634552,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.85, 1.8208333333333333)","(5.5, 6.6, 5.734615384615385)","(26.0, 40.0, 32.142857142857146)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:35.818789,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.85, 1.78)","(5.5, 6.6, 5.734615384615385)","(26.0, 40.0, 30.0)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:37.072812,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.85, 1.7844444444444445)","(5.5, 6.6, 5.914285714285714)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:38.304692,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.84, 1.7844444444444445)","(5.5, 6.6, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:39.488261,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.84, 1.7844444444444445)","(5.5, 6.8, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:40.667466,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.84, 1.7844444444444445)","(5.5, 6.8, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:41.806511,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.84, 1.7844444444444445)","(5.5, 6.8, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:43.016854,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.2, 6.88)","(1.6, 1.84, 1.7844444444444445)","(5.5, 6.8, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:44.223097,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 6.95)","(1.6, 1.84, 1.8191666666666668)","(5.5, 6.8, 5.864516129032258)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:45.418986,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 6.95)","(1.6, 1.84, 1.8081818181818181)","(5.5, 6.8, 6.092682926829268)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:46.597981,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 6.95)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.8, 5.872727272727272)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:47.791503,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 6.95)","(1.6, 1.84, 1.7316666666666667)","(5.5, 7.0, 5.872727272727272)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:49.023601,"(11.0, 14.5, 13.375)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.341463414634147)","(1.6, 1.84, 1.8127272727272727)","(5.5, 7.0, 5.863157894736842)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:50.221874,"(11.0, 14.5, 13.375)","(31.0, 130.0, 102.0)","(4.6, 7.4, 6.92)","(1.6, 1.84, 1.815)","(5.5, 7.0, 5.863157894736842)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:51.484547,"(11.0, 14.5, 13.375)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.8127272727272727)","(5.5, 7.0, 5.863157894736842)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:52.748490,"(11.0, 14.5, 13.375)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.7316666666666667)","(5.5, 7.0, 5.863157894736842)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:53.919187,"(11.0, 14.5, 13.375)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.8104545454545455)","(5.5, 7.0, 5.863157894736842)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:55.167854,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.8127272727272727)","(5.5, 7.0, 6.133333333333333)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:56.361315,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.352631578947369)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:57.542645,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.336842105263158)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 36.31578947368421)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:58.709348,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:10:59.918492,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.04)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 29.166666666666668)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:01.162673,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.333333333333334)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 31.428571428571427)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:02.352294,"(11.0, 14.5, 13.375)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.333333333333334)","(1.6, 1.84, 1.8172727272727274)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 108.0)","(31.0, 100.0, 79.33333333333334)"
08-01-2023 14:11:03.584590,"(11.0, 14.5, 14.125)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.333333333333334)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.8, 6.133333333333333)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:04.836242,"(11.0, 14.5, 14.147058823529411)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.8, 6.444444444444445)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:06.063746,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.8, 6.162162162162162)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:07.276149,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.8127272727272727)","(5.5, 7.0, 6.133333333333333)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:08.350652,"(11.0, 14.5, 14.0)","(31.0, 130.0, 117.42857142857143)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.6, 6.133333333333333)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:09.388642,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.6, 6.378947368421052)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:10.570899,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.328)","(1.6, 1.84, 1.8127272727272727)","(5.5, 6.6, 6.266666666666667)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:11.742996,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.325)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.6, 6.447826086956521)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:12.910430,"(11.0, 14.0, 13.4)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.325)","(1.6, 1.84, 1.7316666666666667)","(5.5, 6.6, 6.405555555555555)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:14.199394,"(11.0, 14.5, 13.833333333333334)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.34)","(1.6, 1.84, 1.8050000000000002)","(5.5, 6.6, 6.361363636363636)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:15.309963,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.34)","(1.6, 1.82, 1.8050000000000002)","(5.5, 6.6, 6.319354838709677)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:16.417877,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.34)","(1.6, 1.82, 1.8050000000000002)","(5.5, 6.4, 6.140000000000001)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:17.505602,"(11.0, 14.0, 13.5)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.34)","(1.6, 1.82, 1.8050000000000002)","(5.5, 6.4, 6.03888888888889)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:18.688999,"(11.0, 14.0, 13.5)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.34)","(1.6, 1.82, 1.808)","(5.5, 6.4, 6.053333333333334)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:20.042433,"(11.0, 14.0, 13.4)","(31.0, 130.0, 123.71428571428571)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.88)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:21.237319,"(11.0, 14.5, 13.954545454545455)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.816666666666666)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:22.448027,"(11.0, 14.5, 13.75)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.709859154929577)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:23.630930,"(11.0, 14.5, 13.75)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:24.840980,"(11.0, 14.5, 13.75)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 88.66666666666666)","(31.0, 100.0, 70.0)"
08-01-2023 14:11:26.043148,"(11.0, 14.5, 13.75)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.816666666666666)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 110.0)","(31.0, 100.0, 51.666666666666664)"
08-01-2023 14:11:27.220224,"(11.0, 14.5, 13.75)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 135.71428571428572)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:28.408851,"(11.0, 14.5, 13.75)","(31.0, 130.0, 102.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.808)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:29.612790,"(11.0, 14.5, 13.75)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:30.755048,"(11.0, 14.5, 13.75)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.719444444444445)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:31.994172,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:33.259809,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:34.619291,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:35.993612,"(11.0, 14.5, 14.0)","(31.0, 130.0, 87.0)","(4.6, 7.4, 7.1)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:37.368898,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.80952380952381)","(4.6, 7.4, 7.011111111111111)","(1.6, 1.82, 1.7647272727272727)","(5.5, 6.4, 5.719444444444445)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:38.770871,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.0)","(4.6, 7.2, 7.05531914893617)","(1.6, 1.82, 1.7603921568627452)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:40.144995,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.0)","(4.6, 7.2, 7.05531914893617)","(1.6, 1.82, 1.7603921568627452)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:41.568621,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.05531914893617)","(1.6, 1.82, 1.7603921568627452)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:42.824686,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.05531914893617)","(1.6, 1.82, 1.7603921568627452)","(5.5, 6.4, 5.663157894736842)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:44.073102,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.0256410256410255)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.755263157894737)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:45.512144,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.0256410256410255)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:46.830225,"(11.0, 14.5, 14.0)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.0256410256410255)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:48.072429,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.0256410256410255)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:49.255099,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.0488888888888885)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.719444444444445)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:11:50.437534,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.0488888888888885)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:51.528526,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:52.644843,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:53.702470,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:54.776870,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:55.876683,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:57.139349,"(11.0, 14.5, 14.0)","(31.0, 130.0, 119.75)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:58.272340,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:11:59.329871,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.719444444444445)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:12:00.459280,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.737837837837838)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:12:01.596449,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:12:02.717312,"(11.0, 14.5, 14.0)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7657142857142858)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 50.0)"
08-01-2023 14:12:03.839250,"(11.0, 14.5, 14.05)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.760625)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:04.983293,"(11.0, 14.5, 14.05)","(31.0, 130.0, 125.44444444444444)","(4.6, 7.2, 7.071698113207547)","(1.6, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.7875000000000005)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:06.116457,"(11.0, 14.5, 14.05)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:07.174504,"(11.0, 14.5, 14.09090909090909)","(31.0, 130.0, 102.66666666666666)","(4.6, 7.2, 7.074074074074074)","(1.6, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.832432432432432)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:08.242815,"(11.0, 14.5, 14.09090909090909)","(31.0, 130.0, 125.44444444444444)","(5.0, 7.2, 7.074074074074074)","(1.55, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.863157894736842)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:09.353728,"(11.0, 14.5, 14.09090909090909)","(31.0, 130.0, 125.44444444444444)","(5.0, 7.0, 6.9409090909090905)","(1.55, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.863157894736842)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
08-01-2023 14:12:10.420343,"(11.0, 14.5, 14.09090909090909)","(31.0, 130.0, 125.44444444444444)","(5.0, 7.0, 6.925714285714285)","(1.55, 1.82, 1.7458536585365854)","(5.5, 6.4, 5.863157894736842)","(26.0, 40.0, 30.833333333333332)","(31.0, 170.0, 112.5)","(31.0, 110.0, 51.666666666666664)"
