,Trajec Holiday,Lady Lightfeet,Outspend,Marion Grace,Finishing Touch,Lucky Stroke
15-12-2022 11:59:16.575115,"(16.0, 27.0, 26.25)","(4.6, 6.4, 6.114285714285715)","(13.0, 21.0, 19.833333333333332)","(1.4, 1.57, 1.4752777777777777)","(14.0, 25.0, 20.666666666666668)","(21.0, 46.0, 46.64285714285714)"
15-12-2022 11:59:17.569173,"(16.0, 28.0, 27.066666666666666)","(4.6, 6.6, 6.031578947368421)","(13.0, 21.0, 20.543478260869566)","(1.4, 1.57, 1.4752777777777777)","(14.0, 26.0, 20.666666666666668)","(21.0, 48.0, 46.64285714285714)"
15-12-2022 11:59:18.565431,"(16.0, 28.0, 27.066666666666666)","(4.6, 6.6, 6.031578947368421)","(13.0, 20.0, 19.88095238095238)","(1.4, 1.57, 1.4752777777777777)","(14.0, 26.0, 20.666666666666668)","(21.0, 48.0, 46.64285714285714)"
15-12-2022 11:59:19.469419,"(16.0, 28.0, 27.066666666666666)","(4.6, 6.6, 5.7)","(13.0, 20.0, 19.333333333333332)","(1.4, 1.57, 1.4752777777777777)","(14.0, 26.0, 20.666666666666668)","(21.0, 48.0, 39.0)"
15-12-2022 11:59:20.393892,"(16.0, 28.0, 27.066666666666666)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 48.0, 39.0)"
15-12-2022 11:59:21.357076,"(16.0, 27.0, 26.2)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 46.0, 38.0)"
15-12-2022 11:59:22.381273,"(16.0, 27.0, 26.2)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 46.0, 38.0)"
15-12-2022 11:59:23.327147,"(16.0, 27.0, 26.2)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 46.0, 38.0)"
15-12-2022 11:59:24.266365,"(16.0, 27.0, 26.2)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 46.0, 38.0)"
15-12-2022 11:59:25.203589,"(16.0, 27.0, 26.2)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 46.0, 37.0)"
15-12-2022 11:59:26.100946,"(16.0, 30.0, 26.8)","(4.6, 6.6, 5.622222222222222)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4942222222222221)","(14.0, 26.0, 20.666666666666668)","(21.0, 44.0, 37.0)"
15-12-2022 11:59:27.065547,"(16.0, 30.0, 26.8)","(4.6, 6.4, 5.8)","(13.0, 20.0, 19.88888888888889)","(1.4, 1.57, 1.517037037037037)","(14.0, 25.0, 21.5)","(21.0, 44.0, 38.285714285714285)"
15-12-2022 11:59:27.979001,"(16.0, 30.0, 28.0)","(4.6, 6.4, 5.8)","(13.0, 21.0, 20.55)","(1.4, 1.57, 1.517037037037037)","(14.0, 25.0, 20.666666666666668)","(21.0, 44.0, 38.285714285714285)"
15-12-2022 11:59:28.874494,"(16.0, 30.0, 28.0)","(4.6, 6.4, 5.7)","(13.0, 21.0, 20.55)","(1.4, 1.57, 1.5562500000000001)","(14.0, 26.0, 20.666666666666668)","(21.0, 44.0, 38.285714285714285)"
15-12-2022 11:59:29.866571,"(16.0, 30.0, 28.0)","(4.6, 6.4, 5.7)","(13.0, 21.0, 20.55)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 44.0, 38.285714285714285)"
15-12-2022 11:59:30.885839,"(16.0, 30.0, 26.5)","(4.6, 6.4, 5.7)","(13.0, 21.0, 20.25)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 44.0, 36.85714285714286)"
15-12-2022 11:59:31.923878,"(16.0, 29.0, 26.0)","(4.6, 6.4, 5.7)","(13.0, 20.0, 19.8)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 42.0, 36.85714285714286)"
15-12-2022 11:59:32.853458,"(16.0, 29.0, 26.0)","(4.6, 6.4, 5.7)","(13.0, 20.0, 19.8)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 42.0, 36.85714285714286)"
15-12-2022 11:59:33.733014,"(16.0, 29.0, 26.0)","(4.6, 6.4, 5.6125)","(13.0, 20.0, 19.8)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 42.0, 38.5)"
15-12-2022 11:59:34.676591,"(16.0, 29.0, 26.0)","(4.6, 6.4, 5.7)","(13.0, 20.0, 19.8)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 20.666666666666668)","(21.0, 42.0, 36.285714285714285)"
15-12-2022 11:59:35.683965,"(16.0, 29.0, 26.0)","(4.6, 6.4, 5.7)","(13.0, 20.0, 19.8)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 21.0)","(21.0, 42.0, 40.095238095238095)"
15-12-2022 11:59:36.675958,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.933333333333334)","(13.0, 20.0, 19.88235294117647)","(1.4, 1.57, 1.5333333333333334)","(14.0, 26.0, 21.0)","(21.0, 42.0, 40.095238095238095)"
15-12-2022 11:59:37.642029,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.6, 5.629411764705882)","(13.0, 20.0, 19.88235294117647)","(1.4, 1.57, 1.4927659574468084)","(14.0, 26.0, 20.666666666666668)","(21.0, 42.0, 35.666666666666664)"
15-12-2022 11:59:38.546234,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.866666666666666)","(13.0, 20.0, 19.75)","(1.4, 1.57, 1.4927659574468084)","(14.0, 25.0, 21.5)","(21.0, 75.0, 62.0)"
15-12-2022 11:59:39.425182,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.57, 1.4927659574468084)","(14.0, 25.0, 21.5)","(21.0, 75.0, 62.0)"
15-12-2022 11:59:40.417031,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.56, 1.483728813559322)","(14.0, 25.0, 21.5)","(21.0, 75.0, 62.0)"
15-12-2022 11:59:41.319950,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.56, 1.483728813559322)","(14.0, 25.0, 21.5)","(21.0, 75.0, 62.0)"
15-12-2022 11:59:42.200870,"(16.0, 29.0, 27.666666666666664)","(4.6, 6.4, 5.714285714285714)","(13.0, 20.0, 19.75)","(1.4, 1.55, 1.5104)","(14.0, 25.0, 20.333333333333332)","(21.0, 65.0, 44.5)"
15-12-2022 11:59:43.171862,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 44.5)"
15-12-2022 11:59:44.144322,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 44.5)"
15-12-2022 11:59:45.123057,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 44.5)"
15-12-2022 11:59:46.080319,"(16.0, 29.0, 24.8)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.285714285714285)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 44.5)"
15-12-2022 11:59:46.961784,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.705882352941178)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 55.888888888888886)"
15-12-2022 11:59:47.897266,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.705882352941178)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 57.54545454545455)"
15-12-2022 11:59:48.933683,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 57.54545454545455)"
15-12-2022 11:59:49.926342,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 57.54545454545455)"
15-12-2022 11:59:50.929891,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 57.54545454545455)"
15-12-2022 11:59:51.933127,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 56.111111111111114)"
15-12-2022 11:59:52.801779,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 49.4)"
15-12-2022 11:59:53.752836,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.5104)","(14.0, 26.0, 20.666666666666668)","(21.0, 65.0, 46.4)"
15-12-2022 11:59:54.801282,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.4675)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 46.4)"
15-12-2022 11:59:55.752808,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.583333333333332)","(1.4, 1.55, 1.4675)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 11:59:56.646941,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.8)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5185714285714287)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 11:59:57.535124,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.717647058823529)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5185714285714287)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 11:59:58.562753,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.781818181818181)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.4792857142857143)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 11:59:59.550655,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.4792857142857143)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:00.509180,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5158620689655173)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:01.377722,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5158620689655173)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:02.271753,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5158620689655173)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:03.232932,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.55, 1.5205405405405406)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:04.233072,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.866666666666666)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.54, 1.5189473684210526)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:05.163142,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.777777777777778)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.54, 1.5189473684210526)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 50.285714285714285)"
15-12-2022 12:00:06.088811,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.444444444444443)","(1.4, 1.54, 1.5189473684210526)","(14.0, 26.0, 21.0)","(21.0, 60.0, 56.76190476190476)"
15-12-2022 12:00:07.013411,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.545454545454547)","(1.4, 1.54, 1.5189473684210526)","(14.0, 26.0, 21.0)","(21.0, 60.0, 56.76190476190476)"
15-12-2022 12:00:08.023109,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.545454545454547)","(1.4, 1.53, 1.5185714285714287)","(14.0, 26.0, 20.666666666666668)","(21.0, 60.0, 56.76190476190476)"
15-12-2022 12:00:08.982253,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.699999999999999)","(13.0, 21.0, 20.545454545454547)","(1.4, 1.53, 1.495875)","(14.0, 26.0, 22.0)","(21.0, 60.0, 58.3)"
15-12-2022 12:00:09.880191,"(16.0, 29.0, 27.285714285714285)","(4.6, 6.6, 6.266666666666667)","(13.0, 21.0, 20.75)","(1.4, 1.52, 1.47125)","(14.0, 26.0, 22.0)","(21.0, 60.0, 58.3)"
15-12-2022 12:00:10.812901,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 6.266666666666667)","(14.0, 21.0, 20.75)","(1.35, 1.52, 1.4956818181818181)","(15.0, 26.0, 22.25)","(26.0, 60.0, 49.0)"
15-12-2022 12:00:11.752054,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 6.266666666666667)","(14.0, 21.0, 20.75)","(1.35, 1.51, 1.4956818181818181)","(15.0, 26.0, 22.25)","(26.0, 60.0, 49.0)"
15-12-2022 12:00:12.763099,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 6.266666666666667)","(14.0, 21.0, 20.75)","(1.35, 1.51, 1.482608695652174)","(15.0, 26.0, 21.666666666666668)","(26.0, 60.0, 49.33333333333333)"
15-12-2022 12:00:13.827390,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(14.0, 21.0, 20.75)","(1.35, 1.51, 1.4428571428571428)","(15.0, 28.0, 20.083333333333332)","(26.0, 60.0, 44.5)"
15-12-2022 12:00:14.855583,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(14.0, 21.0, 20.75)","(1.35, 1.51, 1.4428571428571428)","(15.0, 28.0, 22.75)","(26.0, 60.0, 44.5)"
15-12-2022 12:00:16.042684,"(17.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(14.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 28.0, 22.75)","(26.0, 60.0, 44.5)"
15-12-2022 12:00:17.097033,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 28.0, 22.25)","(26.0, 60.0, 58.857142857142854)"
15-12-2022 12:00:18.047498,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 28.0, 22.25)","(26.0, 60.0, 58.857142857142854)"
15-12-2022 12:00:18.986899,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 28.0, 22.25)","(26.0, 60.0, 58.857142857142854)"
15-12-2022 12:00:20.036416,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 28.0, 19.27777777777778)","(26.0, 60.0, 44.5)"
15-12-2022 12:00:21.060870,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4697142857142858)","(15.0, 29.0, 19.27777777777778)","(26.0, 60.0, 44.5)"
15-12-2022 12:00:22.031227,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.7444444444444445)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.5, 1.4733333333333334)","(15.0, 29.0, 23.3125)","(26.0, 60.0, 56.55555555555556)"
15-12-2022 12:00:23.032760,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.6, 5.822222222222222)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.5, 1.462)","(15.0, 29.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:23.987494,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 6.0)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.5, 1.4464864864864864)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:24.965180,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.745454545454545)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.49, 1.4464864864864864)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:25.939512,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.49, 1.4412941176470588)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:27.015020,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.49, 1.4440350877192982)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:27.983103,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.48, 1.4440350877192982)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:28.877482,"(19.0, 29.0, 27.285714285714285)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.48, 1.4440350877192982)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:29.841956,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.49, 1.502)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:30.848429,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.502)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:31.822090,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.502)","(15.0, 28.0, 22.25)","(26.0, 60.0, 45.0)"
15-12-2022 12:00:32.782537,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.502)","(15.0, 28.0, 22.25)","(26.0, 60.0, 54.0)"
15-12-2022 12:00:33.701394,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4853846153846153)","(15.0, 28.0, 22.25)","(26.0, 60.0, 46.0)"
15-12-2022 12:00:34.687819,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.68)","(15.0, 21.0, 20.666666666666668)","(1.35, 1.51, 1.4947619047619047)","(15.0, 28.0, 22.25)","(26.0, 60.0, 46.0)"
15-12-2022 12:00:35.759128,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.6421052631578945)","(15.0, 21.0, 20.083333333333332)","(1.35, 1.51, 1.4473913043478261)","(15.0, 28.0, 22.25)","(26.0, 60.0, 46.0)"
15-12-2022 12:00:36.871183,"(19.0, 30.0, 25.4)","(4.6, 6.4, 5.672727272727273)","(15.0, 21.0, 20.083333333333332)","(1.35, 1.51, 1.4473913043478261)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:37.982632,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.866666666666666)","(15.0, 23.0, 21.22222222222222)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:38.853442,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.866666666666666)","(15.0, 23.0, 21.22222222222222)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 47.0)"
15-12-2022 12:00:39.778425,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.866666666666666)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 47.0)"
15-12-2022 12:00:40.775597,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 47.0)"
15-12-2022 12:00:41.836642,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.0)"
15-12-2022 12:00:42.850927,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.0)"
15-12-2022 12:00:43.946761,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.0)"
15-12-2022 12:00:44.946409,"(19.0, 30.0, 28.0)","(4.6, 6.4, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.0)"
15-12-2022 12:00:45.846399,"(19.0, 30.0, 28.0)","(4.6, 6.8, 5.733333333333333)","(15.0, 22.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.0)"
15-12-2022 12:00:46.739101,"(19.0, 30.0, 28.0)","(4.6, 7.0, 5.707692307692307)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 58.333333333333336)"
15-12-2022 12:00:47.687703,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:48.854887,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:49.850449,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:50.850094,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:51.816518,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:52.854321,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:53.836143,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 55.333333333333336)"
15-12-2022 12:00:54.812259,"(19.0, 30.0, 28.0)","(4.6, 6.8, 6.0)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4615384615384615)","(15.0, 28.0, 22.25)","(26.0, 60.0, 51.33333333333333)"
15-12-2022 12:00:55.720736,"(19.0, 30.0, 28.0)","(4.6, 6.6, 5.699999999999999)","(15.0, 23.0, 21.5)","(1.35, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 48.0)"
15-12-2022 12:00:56.627356,"(19.0, 30.0, 25.4)","(4.6, 6.6, 5.699999999999999)","(15.0, 23.0, 20.1875)","(1.35, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 48.0)"
15-12-2022 12:00:57.685904,"(19.0, 30.0, 28.0)","(4.6, 6.6, 5.699999999999999)","(15.0, 23.0, 21.5)","(1.3, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 56.75)"
15-12-2022 12:00:58.922196,"(19.0, 30.0, 28.0)","(4.6, 6.6, 5.699999999999999)","(15.0, 23.0, 21.5)","(1.3, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 56.75)"
15-12-2022 12:00:59.926680,"(19.0, 30.0, 28.0)","(4.6, 6.6, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.3, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 57.111111111111114)"
15-12-2022 12:01:00.866999,"(19.0, 30.0, 28.0)","(4.6, 6.6, 5.699999999999999)","(15.0, 22.0, 21.5)","(1.3, 1.51, 1.4524)","(15.0, 28.0, 22.25)","(26.0, 60.0, 57.111111111111114)"
