,Rheinberg,Remix,Pyrois,Nunthorpe,Thesecondatportsea,High Resolution
11-01-2023 14:36:16.963436,"(4.8, 6.2, 6.049358974358975)","(9.0, 11.5, 11.291666666666666)","(6.5, 8.0, 7.736898395721925)","(1.6, 1.76, 1.752974358974359)","(16.0, 22.0, 21.728571428571428)","(101.0, 400.0, 392.0)"
11-01-2023 14:36:18.013645,"(4.8, 6.2, 6.049358974358975)","(9.0, 11.5, 11.291666666666666)","(6.5, 8.0, 7.736898395721925)","(1.6, 1.76, 1.750797342192691)","(16.0, 22.0, 21.728571428571428)","(101.0, 400.0, 392.0)"
11-01-2023 14:36:19.055447,"(4.8, 6.2, 6.0376068376068375)","(9.0, 11.5, 11.305045871559633)","(6.5, 8.0, 7.745077720207254)","(1.6, 1.76, 1.750857142857143)","(16.0, 22.0, 21.728571428571428)","(101.0, 400.0, 392.0)"
11-01-2023 14:36:20.308885,"(4.8, 6.2, 6.0060851926977685)","(9.0, 11.5, 11.305045871559633)","(6.5, 8.0, 7.765155131264916)","(1.6, 1.76, 1.7512908777969018)","(16.0, 22.0, 21.728571428571428)","(101.0, 400.0, 392.0)"
11-01-2023 14:36:21.437705,"(4.8, 6.2, 5.996306818181819)","(9.0, 11.5, 11.305045871559633)","(6.5, 8.0, 7.7901345291479815)","(1.6, 1.76, 1.7521183800623052)","(16.0, 22.0, 21.728571428571428)","(101.0, 400.0, 392.5)"
11-01-2023 14:36:22.530472,"(4.8, 6.0, 5.990763052208836)","(9.0, 11.5, 11.305045871559633)","(6.5, 8.0, 7.7707964601769905)","(1.6, 1.76, 1.750642927794263)","(16.0, 22.0, 22.07514450867052)","(101.0, 400.0, 395.0)"
11-01-2023 14:36:23.696397,"(4.8, 6.2, 6.1436065573770495)","(9.0, 11.5, 11.360655737704919)","(6.5, 7.8, 7.759504132231405)","(1.6, 1.76, 1.7501744719926537)","(16.0, 23.0, 21.979166666666668)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:24.816388,"(4.8, 6.2, 6.149275362318841)","(9.0, 11.5, 11.360655737704919)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.76, 1.7476837725381416)","(16.0, 22.0, 21.97872340425532)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:25.957679,"(4.8, 6.2, 6.112676056338028)","(9.0, 11.5, 11.411371237458194)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.75, 1.7477158774373258)","(16.0, 22.0, 21.97872340425532)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:26.941732,"(4.8, 6.2, 6.125413533834586)","(9.0, 11.5, 11.40986394557823)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.75, 1.7477158774373258)","(16.0, 22.0, 21.97872340425532)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:27.968975,"(4.8, 6.2, 6.136470588235294)","(9.0, 11.5, 11.408304498269896)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.75, 1.7477158774373258)","(16.0, 22.0, 21.97872340425532)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:29.126490,"(4.8, 6.2, 6.136470588235294)","(9.0, 11.5, 11.422939068100359)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.75, 1.7485992907801418)","(16.0, 22.0, 22.104166666666668)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:30.288789,"(4.8, 6.2, 6.134677419354839)","(9.0, 11.5, 11.27116402116402)","(6.5, 7.8, 7.786666666666666)","(1.6, 1.75, 1.7488450292397661)","(16.0, 23.0, 22.104166666666668)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:31.428826,"(4.8, 6.2, 6.13729863692689)","(9.0, 11.5, 11.289024390243902)","(6.5, 7.8, 7.6)","(1.6, 1.75, 1.74763907734057)","(16.0, 23.0, 22.65909090909091)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:32.459001,"(4.8, 6.4, 6.2064039408867)","(9.0, 12.0, 11.503759398496241)","(6.5, 7.6, 7.479661016949152)","(1.6, 1.75, 1.7425886524822696)","(16.0, 23.0, 22.574468085106382)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:33.465405,"(4.8, 6.4, 6.250220264317181)","(9.0, 12.0, 11.503649635036496)","(6.5, 7.4, 7.276404494382023)","(1.6, 1.76, 1.7523500810372772)","(16.0, 23.0, 22.555555555555557)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:34.572958,"(4.8, 6.4, 6.271698113207547)","(9.0, 12.0, 11.537414965986395)","(6.5, 7.4, 7.139249146757679)","(1.6, 1.76, 1.748213213213213)","(16.0, 23.0, 22.405405405405407)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:35.727922,"(4.8, 6.4, 6.3623529411764705)","(9.0, 12.0, 11.575)","(6.5, 7.2, 7.152941176470589)","(1.6, 1.75, 1.749184925503944)","(16.0, 23.0, 22.17241379310345)","(101.0, 400.0, 395.0)"
11-01-2023 14:36:36.929389,"(4.8, 6.4, 6.3663461538461545)","(9.0, 12.0, 11.768361581920903)","(6.5, 7.2, 7.13588850174216)","(1.6, 1.76, 1.7526637554585154)","(16.0, 23.0, 21.992592592592594)","(101.0, 400.0, 395.0)"
11-01-2023 14:36:38.067907,"(4.8, 6.4, 6.328624535315986)","(9.0, 12.0, 11.791878172588833)","(6.5, 7.2, 7.09375)","(1.6, 1.76, 1.7530864197530864)","(16.0, 22.0, 21.99230769230769)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:39.114547,"(4.8, 6.4, 6.332631578947368)","(9.0, 12.0, 11.791878172588833)","(6.5, 7.2, 7.094736842105263)","(1.6, 1.76, 1.7537448559670783)","(16.0, 22.0, 21.99230769230769)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:40.228227,"(4.8, 6.4, 6.328795811518325)","(9.0, 12.0, 11.791878172588833)","(6.5, 7.2, 7.064912280701755)","(1.6, 1.76, 1.7537448559670783)","(16.0, 22.0, 21.99230769230769)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:41.353465,"(4.8, 6.6, 6.499838969404187)","(9.0, 12.0, 11.768361581920903)","(6.5, 7.2, 7.064347826086957)","(1.6, 1.76, 1.752967320261438)","(16.0, 22.0, 21.991304347826087)","(101.0, 400.0, 393.3333333333333)"
11-01-2023 14:36:42.525765,"(4.8, 6.6, 6.50253164556962)","(9.0, 12.0, 11.769886363636363)","(6.5, 7.2, 7.064347826086957)","(1.6, 1.76, 1.7536406619385343)","(16.0, 22.0, 21.646153846153847)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:43.694589,"(4.8, 6.6, 6.474015748031496)","(9.0, 12.0, 11.781976744186046)","(6.5, 7.2, 7.064347826086957)","(1.6, 1.76, 1.7536)","(16.0, 22.0, 21.646153846153847)","(101.0, 400.0, 386.6666666666667)"
11-01-2023 14:36:44.865858,"(4.8, 6.6, 6.47624521072797)","(9.0, 12.0, 11.788690476190476)","(6.5, 7.2, 7.138260869565218)","(1.6, 1.76, 1.7510161290322581)","(16.0, 22.0, 21.425)","(101.0, 390.0, 388.0)"
11-01-2023 14:36:46.026550,"(4.8, 6.4, 6.345922746781116)","(9.0, 12.0, 11.833333333333334)","(6.5, 7.2, 7.140088105726872)","(1.6, 1.76, 1.7529337899543378)","(16.0, 22.0, 21.425)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:47.133037,"(4.8, 6.4, 6.263789868667918)","(9.0, 12.0, 11.833333333333334)","(6.5, 7.2, 7.226600985221675)","(1.6, 1.76, 1.7535457348406989)","(16.0, 22.0, 21.425)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:48.232520,"(4.8, 6.4, 6.284939759036145)","(9.0, 12.0, 11.788690476190476)","(6.5, 7.4, 7.145848375451264)","(1.6, 1.76, 1.7537096774193548)","(16.0, 22.0, 21.319148936170212)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:49.361428,"(4.8, 6.4, 6.272307692307693)","(9.0, 12.0, 11.816062176165802)","(6.5, 7.4, 7.064406779661017)","(1.6, 1.76, 1.7564351851851852)","(16.0, 22.0, 21.42056074766355)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:50.525881,"(4.8, 6.4, 6.248046309696093)","(9.0, 12.0, 11.904444444444444)","(6.5, 7.2, 7.092307692307692)","(1.6, 1.76, 1.7599303944315545)","(16.0, 22.0, 21.425925925925927)","(101.0, 400.0, 390.0)"
11-01-2023 14:36:51.609547,"(4.8, 6.2, 6.17660594439118)","(9.0, 12.0, 11.866935483870968)","(6.5, 7.2, 7.1891891891891895)","(1.6, 1.76, 1.7655992509363296)","(16.0, 22.0, 21.435185185185187)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:52.755461,"(4.8, 6.2, 6.158784425451092)","(9.0, 12.0, 11.695704057279237)","(6.5, 7.2, 7.134110787172012)","(1.6, 1.77, 1.7643333333333333)","(16.0, 22.0, 21.435185185185187)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:53.917132,"(4.8, 6.2, 6.161660079051384)","(9.0, 12.5, 11.908352668213457)","(6.5, 7.4, 7.143820224719101)","(1.6, 1.77, 1.7610130246020261)","(16.0, 22.0, 21.435185185185187)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:54.939269,"(4.8, 6.2, 6.149134001823154)","(9.0, 12.0, 11.981283422459892)","(6.5, 7.4, 7.143820224719101)","(1.6, 1.77, 1.7610000000000001)","(16.0, 22.0, 21.39830508474576)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:55.924732,"(4.8, 6.2, 6.150505979760809)","(9.0, 12.0, 11.982051282051282)","(6.5, 7.4, 7.2298507462686565)","(1.6, 1.77, 1.759559659090909)","(16.0, 22.0, 21.4017094017094)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:57.031992,"(4.8, 6.2, 6.135430463576159)","(9.0, 12.0, 11.98477157360406)","(6.5, 7.6, 7.324105011933174)","(1.6, 1.76, 1.7612359550561798)","(16.0, 22.0, 21.451923076923077)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:58.190136,"(4.8, 6.2, 6.124596774193549)","(9.0, 12.0, 11.977653631284916)","(6.5, 7.6, 7.348148148148148)","(1.6, 1.77, 1.760909090909091)","(16.0, 22.0, 21.026666666666667)","(101.0, 400.0, 388.0)"
11-01-2023 14:36:59.376987,"(4.8, 6.2, 6.124596774193549)","(9.0, 12.0, 11.977653631284916)","(6.5, 7.6, 7.348148148148148)","(1.6, 1.77, 1.7609176470588235)","(16.0, 22.0, 21.227513227513228)","(101.0, 400.0, 388.0)"
11-01-2023 14:37:00.505802,"(4.8, 6.2, 6.122245322245322)","(9.0, 12.0, 11.977653631284916)","(6.5, 7.6, 7.4243161094224925)","(1.6, 1.77, 1.7604484304932735)","(16.0, 22.0, 21.18435754189944)","(101.0, 400.0, 388.0)"
11-01-2023 14:37:01.620903,"(4.8, 6.2, 6.121428571428572)","(9.0, 12.0, 11.977653631284916)","(6.5, 7.6, 7.424539877300614)","(1.6, 1.77, 1.7617518248175184)","(16.0, 22.0, 21.13609467455621)","(101.0, 400.0, 390.0)"
11-01-2023 14:37:02.765468,"(4.8, 6.2, 6.121428571428572)","(9.0, 12.0, 11.979166666666666)","(6.5, 7.6, 7.375)","(1.6, 1.77, 1.760260047281324)","(16.0, 22.0, 21.13609467455621)","(101.0, 400.0, 390.0)"
11-01-2023 14:37:03.861371,"(4.8, 6.2, 6.123983739837398)","(9.0, 12.0, 11.979166666666666)","(6.5, 7.4, 7.378082191780822)","(1.6, 1.77, 1.7608781869688386)","(16.0, 22.0, 21.13609467455621)","(101.0, 400.0, 390.0)"
11-01-2023 14:37:04.997848,"(4.8, 6.2, 6.124137931034483)","(9.0, 12.0, 11.979057591623036)","(6.5, 7.4, 7.404620462046204)","(1.6, 1.77, 1.7656179775280898)","(16.0, 22.0, 21.15606936416185)","(101.0, 400.0, 376.6666666666667)"
11-01-2023 14:37:06.171305,"(4.8, 6.2, 6.123360655737705)","(9.0, 12.0, 11.979057591623036)","(6.5, 7.6, 7.410884353741497)","(1.6, 1.77, 1.7638962605548854)","(16.0, 22.0, 21.13609467455621)","(101.0, 390.0, 376.6666666666667)"
11-01-2023 14:37:07.351722,"(4.8, 6.2, 6.131134020618557)","(9.0, 12.0, 11.89102564102564)","(6.5, 7.6, 7.476394849785407)","(1.6, 1.77, 1.7642414174972314)","(16.0, 22.0, 21.13609467455621)","(101.0, 390.0, 376.6666666666667)"
11-01-2023 14:37:08.506617,"(4.8, 6.2, 6.129312169312169)","(9.0, 12.0, 11.87914691943128)","(6.5, 7.6, 7.476394849785407)","(1.6, 1.77, 1.7642414174972314)","(16.0, 22.0, 21.13609467455621)","(101.0, 390.0, 376.6666666666667)"
11-01-2023 14:37:09.538352,"(4.8, 6.2, 6.128556149732621)","(9.0, 12.0, 11.819230769230769)","(6.5, 7.6, 7.476394849785407)","(1.6, 1.77, 1.7599260355029587)","(16.0, 22.0, 21.2)","(101.0, 390.0, 370.0)"
11-01-2023 14:37:10.591918,"(4.8, 6.2, 6.129625668449198)","(9.0, 12.0, 11.826568265682656)","(6.5, 7.6, 7.475598086124402)","(1.6, 1.76, 1.7599260355029587)","(16.0, 22.0, 21.2)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:11.690264,"(4.8, 6.2, 6.1308823529411764)","(9.0, 12.0, 11.823308270676693)","(6.5, 7.6, 7.414379084967321)","(1.6, 1.76, 1.7625993883792048)","(16.0, 22.0, 21.2)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:12.845310,"(4.8, 6.2, 6.12699530516432)","(9.0, 12.0, 11.823308270676693)","(6.5, 7.6, 7.402777777777779)","(1.6, 1.77, 1.7600913242009133)","(16.0, 22.0, 21.212435233160623)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:13.974175,"(4.8, 6.2, 6.12699530516432)","(9.0, 12.0, 11.823308270676693)","(6.5, 7.6, 7.453932584269663)","(1.6, 1.77, 1.7676315789473684)","(16.0, 22.0, 21.238095238095237)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:15.098319,"(5.5, 6.2, 6.125508982035928)","(9.0, 12.0, 11.81159420289855)","(6.5, 7.6, 7.453932584269663)","(1.6, 1.77, 1.7588645161290322)","(16.0, 22.0, 21.238095238095237)","(101.0, 390.0, 370.0)"
11-01-2023 14:37:16.294963,"(5.5, 6.2, 6.116397849462365)","(9.0, 12.0, 11.709302325581396)","(6.5, 7.6, 7.475757575757576)","(1.6, 1.78, 1.763506711409396)","(16.0, 22.0, 20.660493827160494)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:17.426311,"(5.5, 6.2, 6.116397849462365)","(9.0, 12.0, 11.701195219123505)","(6.5, 7.6, 7.475757575757576)","(1.6, 1.77, 1.7636209813874788)","(16.0, 21.0, 20.651898734177216)","(101.0, 390.0, 356.6666666666667)"
11-01-2023 14:37:18.659867,"(5.5, 6.2, 6.190731707317074)","(10.0, 12.0, 11.701195219123505)","(6.5, 7.6, 7.4753768844221105)","(1.6, 1.77, 1.7604317789291883)","(17.0, 21.0, 20.572289156626507)","(101.0, 390.0, 363.3333333333333)"
11-01-2023 14:37:20.675710,"(5.5, 6.2, 6.182630906768838)","(10.0, 12.0, 11.698039215686274)","(6.5, 7.6, 7.515740740740741)","(1.6, 1.77, 1.7629144385026738)","(17.0, 21.0, 20.95)","(101.0, 390.0, 363.3333333333333)"
11-01-2023 14:37:23.783704,"(5.5, 6.4, 6.249928673323823)","(10.0, 12.0, 11.68984962406015)","(6.5, 7.6, 7.49396551724138)","(1.6, 1.77, 1.7670875179340029)","(17.0, 21.0, 20.884615384615383)","(101.0, 390.0, 363.3333333333333)"
11-01-2023 14:37:25.010475,"(5.5, 6.4, 6.249928673323823)","(10.0, 12.0, 11.68984962406015)","(6.5, 7.6, 7.49396551724138)","(1.6, 1.77, 1.7507309941520468)","(16.0, 21.0, 21.300613496932517)","(101.0, 390.0, 405.45454545454544)"
11-01-2023 14:37:26.142015,"(5.5, 6.6, 6.504816955684007)","(10.0, 12.0, 11.84108527131783)","(6.5, 7.2, 7.133079847908745)","(1.6, 1.76, 1.7543580131208998)","(16.0, 22.0, 21.317365269461078)","(101.0, 410.0, 406.6666666666667)"
11-01-2023 14:37:27.318025,"(5.5, 6.6, 6.508267716535433)","(10.0, 12.0, 11.84108527131783)","(6.5, 7.2, 7.1268115942028984)","(1.6, 1.76, 1.754262144821265)","(16.0, 22.0, 21.317365269461078)","(101.0, 410.0, 406.6666666666667)"
11-01-2023 14:37:28.568809,"(5.5, 6.6, 6.511406844106464)","(10.0, 12.0, 11.84046692607004)","(6.5, 7.2, 7.1268115942028984)","(1.6, 1.76, 1.7553869969040248)","(16.0, 22.0, 21.317365269461078)","(101.0, 410.0, 406.6666666666667)"
11-01-2023 14:37:29.793070,"(5.5, 6.6, 6.525200642054575)","(10.0, 12.0, 11.84046692607004)","(6.5, 7.2, 6.951724137931034)","(1.6, 1.76, 1.7560839160839161)","(16.0, 22.0, 21.300613496932517)","(101.0, 410.0, 406.6666666666667)"
11-01-2023 14:37:30.915768,"(5.5, 6.6, 6.527967806841046)","(10.0, 12.0, 11.854609929078014)","(6.0, 7.0, 6.952941176470588)","(1.6, 1.76, 1.7561124121779859)","(16.0, 22.0, 21.486486486486488)","(101.0, 410.0, 406.6666666666667)"
11-01-2023 14:37:31.988247,"(5.5, 6.6, 6.53029702970297)","(10.0, 12.0, 11.854609929078014)","(6.0, 7.0, 6.911656441717791)","(1.6, 1.76, 1.7634311926605504)","(16.0, 22.0, 21.54700854700855)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:33.218258,"(5.5, 6.6, 6.567371601208459)","(10.0, 12.0, 11.664473684210526)","(6.0, 7.0, 6.883870967741935)","(1.6, 1.77, 1.7700297176820208)","(16.0, 22.0, 21.194570135746606)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:34.427004,"(5.5, 6.4, 6.374038461538462)","(10.0, 12.0, 11.662337662337663)","(6.0, 7.0, 6.8831999999999995)","(1.6, 1.78, 1.7714205344585092)","(16.0, 22.0, 20.935185185185183)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:35.616002,"(5.5, 6.4, 6.355032119914347)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 6.927906976744186)","(1.6, 1.78, 1.7707858243451464)","(16.0, 21.0, 20.953271028037385)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:36.788603,"(5.5, 6.4, 6.3552447552447555)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 7.043137254901961)","(1.6, 1.78, 1.7709531013615734)","(16.0, 21.0, 20.953271028037385)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:37.959667,"(5.5, 6.4, 6.348660714285715)","(10.0, 12.0, 11.653333333333332)","(6.0, 7.2, 6.919444444444444)","(1.6, 1.78, 1.771877444589309)","(16.0, 21.0, 20.932038834951456)","(101.0, 410.0, 406.0)"
11-01-2023 14:37:39.181787,"(5.5, 6.4, 6.348329621380847)","(10.0, 12.0, 11.661710037174721)","(6.0, 7.0, 6.935911602209945)","(1.6, 1.78, 1.7716496465043206)","(16.0, 21.0, 20.748031496062993)","(101.0, 410.0, 403.3333333333333)"
11-01-2023 14:37:40.430036,"(5.5, 6.4, 6.350736842105263)","(10.0, 12.0, 11.661710037174721)","(6.0, 7.0, 6.917446808510638)","(1.6, 1.78, 1.7690729166666668)","(16.0, 22.0, 20.755020080321284)","(101.0, 410.0, 346.0)"
11-01-2023 14:37:41.607301,"(5.5, 6.4, 6.359511343804538)","(10.0, 12.0, 11.661710037174721)","(6.0, 7.0, 6.917446808510638)","(1.6, 1.77, 1.7717489711934156)","(16.0, 22.0, 20.752)","(101.0, 410.0, 350.0)"
11-01-2023 14:37:42.707201,"(5.5, 6.4, 6.364130434782609)","(10.0, 12.0, 11.671597633136095)","(6.0, 7.0, 6.906563706563706)","(1.6, 1.78, 1.7708278867102396)","(16.0, 22.0, 20.752)","(101.0, 410.0, 350.0)"
11-01-2023 14:37:43.881629,"(5.5, 6.4, 6.3640653357531765)","(10.0, 12.0, 11.671597633136095)","(6.0, 7.0, 6.906563706563706)","(1.6, 1.78, 1.7708278867102396)","(16.0, 22.0, 20.74308300395257)","(101.0, 410.0, 350.0)"
11-01-2023 14:37:45.101622,"(5.5, 6.4, 6.367754318618043)","(10.0, 12.0, 11.655635062611807)","(6.0, 7.0, 6.975796178343949)","(1.6, 1.78, 1.775188627665391)","(16.0, 22.0, 20.74308300395257)","(101.0, 410.0, 350.0)"
11-01-2023 14:37:47.188157,"(5.5, 6.4, 6.366088631984586)","(10.0, 12.0, 11.655635062611807)","(6.0, 7.0, 7.001459854014598)","(1.6, 1.78, 1.7754593639575973)","(16.0, 22.0, 20.74308300395257)","(101.0, 410.0, 357.5)"
11-01-2023 14:37:48.728279,"(5.5, 6.4, 6.354871794871795)","(10.0, 12.0, 11.655635062611807)","(6.0, 7.2, 7.001459854014598)","(1.6, 1.78, 1.7713531353135314)","(16.0, 22.0, 20.74308300395257)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:49.926224,"(5.5, 6.4, 6.354871794871795)","(10.0, 12.0, 11.655635062611807)","(6.0, 7.2, 7.001459854014598)","(1.6, 1.78, 1.7742978395061728)","(16.0, 22.0, 20.752)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:51.126289,"(5.5, 6.4, 6.356357388316152)","(10.0, 12.0, 11.655635062611807)","(6.0, 7.2, 7.001459854014598)","(1.6, 1.78, 1.7739498703543648)","(16.0, 22.0, 20.771653543307085)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:52.339667,"(5.5, 6.4, 6.347882736156352)","(10.0, 12.0, 11.67483108108108)","(6.0, 7.2, 6.966473988439306)","(1.6, 1.78, 1.7801413427561839)","(16.0, 22.0, 20.742424242424242)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:53.572395,"(5.5, 6.4, 6.343462897526502)","(10.0, 12.0, 11.674280879864636)","(6.0, 7.0, 6.925764192139738)","(1.6, 1.79, 1.783080684596577)","(16.0, 21.0, 20.725806451612904)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:54.787419,"(5.5, 6.4, 6.343362831858407)","(10.0, 12.0, 11.674280879864636)","(6.0, 7.0, 6.8885448916408665)","(1.6, 1.79, 1.7855594405594406)","(16.0, 21.0, 20.725806451612904)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:55.994666,"(5.5, 6.4, 6.395412844036698)","(10.0, 12.0, 11.661687170474517)","(6.0, 7.0, 6.918735891647856)","(1.6, 1.79, 1.7867676767676768)","(16.0, 21.0, 20.725806451612904)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:57.218466,"(5.5, 6.4, 6.3192411924119245)","(10.0, 12.0, 11.630268199233717)","(6.0, 7.0, 6.9198177676537584)","(1.6, 1.79, 1.7886708203530635)","(16.0, 21.0, 20.725806451612904)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:58.424367,"(5.5, 6.4, 6.3276073619631905)","(10.0, 12.0, 11.630268199233717)","(6.0, 7.0, 6.923764705882353)","(1.6, 1.79, 1.7890218642117377)","(16.0, 21.0, 20.586206896551722)","(101.0, 410.0, 375.0)"
11-01-2023 14:37:59.617263,"(5.5, 6.4, 6.315311004784689)","(10.0, 12.0, 11.669077757685352)","(6.0, 7.0, 6.922477064220184)","(1.6, 1.79, 1.7883208955223882)","(16.0, 21.0, 20.582608695652173)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:00.820686,"(5.5, 6.4, 6.30757180156658)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.922477064220184)","(1.6, 1.79, 1.788174831892411)","(16.0, 21.0, 20.582608695652173)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:01.967761,"(5.5, 6.4, 6.312376237623763)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.922477064220184)","(1.6, 1.79, 1.7845)","(16.0, 21.0, 20.582608695652173)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:02.996254,"(5.5, 6.4, 6.312376237623763)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.922477064220184)","(1.6, 1.79, 1.786343137254902)","(16.0, 21.0, 20.55045871559633)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:04.092743,"(5.5, 6.4, 6.3293413173652695)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.88375)","(1.6, 1.79, 1.786196319018405)","(16.0, 21.0, 20.55045871559633)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:05.261919,"(5.5, 6.4, 6.3293413173652695)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.88375)","(1.6, 1.79, 1.7864)","(16.0, 21.0, 20.339080459770116)","(101.0, 410.0, 375.0)"
11-01-2023 14:38:06.440633,"(5.5, 6.4, 6.3446428571428575)","(10.0, 12.0, 11.665085388994308)","(6.0, 7.0, 6.890847457627118)","(1.6, 1.79, 1.782822429906542)","(16.0, 21.0, 20.319526627218934)","(101.0, 410.0, 380.0)"
11-01-2023 14:38:07.594536,"(5.5, 6.4, 6.3028089887640455)","(10.0, 12.0, 11.660576923076922)","(6.0, 7.0, 6.890847457627118)","(1.6, 1.79, 1.782888888888889)","(16.0, 21.0, 20.319526627218934)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:08.725628,"(5.5, 6.4, 6.28798076923077)","(10.0, 12.0, 11.660576923076922)","(6.0, 7.0, 6.890847457627118)","(1.6, 1.79, 1.7827027027027027)","(16.0, 21.0, 20.319526627218934)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:09.868045,"(5.5, 6.4, 6.28798076923077)","(10.0, 12.0, 11.660576923076922)","(6.0, 7.0, 6.88972602739726)","(1.6, 1.79, 1.780027397260274)","(16.0, 21.0, 20.319526627218934)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:11.021246,"(5.5, 6.4, 6.294859813084113)","(10.0, 12.0, 11.676972281449894)","(6.0, 7.0, 6.88972602739726)","(1.6, 1.79, 1.785609167671894)","(16.0, 21.0, 20.310344827586206)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:12.206423,"(5.5, 6.4, 6.294859813084113)","(10.0, 12.0, 11.676972281449894)","(6.0, 7.0, 6.907818930041152)","(1.6, 1.79, 1.7857246376811595)","(16.0, 21.0, 20.310344827586206)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:13.433693,"(5.5, 6.4, 6.294859813084113)","(10.0, 12.0, 11.673491379310345)","(6.0, 7.0, 6.905220883534136)","(1.6, 1.79, 1.787702616464582)","(16.0, 21.0, 20.846153846153847)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:14.545949,"(5.5, 6.4, 6.28997555012225)","(10.0, 12.0, 11.673491379310345)","(6.0, 7.0, 6.903557312252964)","(1.6, 1.79, 1.7869061583577712)","(16.0, 22.0, 21.18796992481203)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:15.698172,"(5.5, 6.2, 6.130588235294118)","(10.0, 12.0, 11.693110647181628)","(6.0, 7.0, 6.8963934426229505)","(1.6, 1.8, 1.7900667408231368)","(16.0, 22.0, 20.944723618090453)","(101.0, 410.0, 376.6666666666667)"
11-01-2023 14:38:16.809514,"(5.5, 6.4, 6.251340996168582)","(10.0, 12.0, 11.68954918032787)","(6.0, 7.0, 6.923788546255507)","(1.65, 1.8, 1.7890646651270208)","(16.0, 22.0, 20.985507246376812)","(101.0, 410.0, 381.42857142857144)"
