,Take On,Show Dor,Bourbon Falls,Jamaican Express,Izzies Beau,The Ugly Sister,La Capita,Hautapu
12-01-2023 11:40:17.635022,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:18.805492,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:19.983167,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:21.257216,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:22.661158,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:23.960956,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:25.104479,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:26.329667,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:27.551741,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:28.861398,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:30.023758,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:31.075854,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:32.254264,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:33.578428,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:34.868678,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:36.031232,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:37.369374,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:38.766197,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:40.132445,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:41.633399,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:43.027267,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:44.723016,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.828571428571429)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:46.120876,"(3.1, 5.9, 5.806557377049181)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 6.0, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:47.332871,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:48.479523,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:49.686310,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:50.868899,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:52.064189,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:53.330723,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:54.661592,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:55.835309,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:57.072760,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:58.283168,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:40:59.518598,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:41:00.647520,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:41:01.732061,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
12-01-2023 11:41:02.736486,"(3.1, 5.9, 5.522794117647059)","(19.0, 65.0, 58.793103448275865)","(5.0, 8.4, 8.245454545454546)","(4.2, 9.4, 8.175)","(21.0, 100.0, 93.27586206896552)","(3.6, 5.9, 5.412121212121212)","(9.0, 21.0, 14.0)","(13.0, 32.0, 19.0)"
