,Take On,Show Dor,Bourbon Falls,Jamaican Express,Izzies Beau,The Ugly Sister,La Capita,Hautapu
12-01-2023 11:57:04.157685,"(3.1, 4.6, 4.122727272727273)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:05.259058,"(3.1, 4.6, 4.122727272727273)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:06.318082,"(3.1, 4.6, 4.122727272727273)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:07.407844,"(3.1, 4.6, 4.122727272727273)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:08.557686,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:09.652158,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:10.717727,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:11.717846,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:12.868013,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:14.054219,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:15.284230,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:16.447756,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:17.617558,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:18.827558,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:20.062567,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.4653846153846155)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:21.074902,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.3, 4.29)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:22.297571,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.1625)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:23.437326,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.76)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:24.604891,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.0, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:25.745895,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:26.877508,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:27.944415,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:29.023489,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:30.130324,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.411764705882352)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:31.532335,"(3.1, 4.5, 4.138888888888889)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.133333333333333)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.826470588235294)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:32.948912,"(3.1, 6.0, 4.28)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.325)","(4.4, 5.3, 5.35)","(21.0, 120.0, 73.5)","(3.6, 5.1, 4.46)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:34.299838,"(3.1, 5.7, 4.95)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 73.5)","(3.6, 5.0, 4.257142857142857)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:57:35.701678,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.285714285714286)","(21.0, 120.0, 51.0)","(3.6, 5.0, 4.09)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.5)"
12-01-2023 11:57:36.896394,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 51.0)","(3.6, 5.0, 4.09)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:38.054216,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 51.0)","(3.6, 5.0, 4.09)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:39.138040,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 51.0)","(3.6, 5.0, 4.09)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:40.267345,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 5.0, 4.09)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:41.421664,"(3.1, 4.7, 4.222727272727273)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 5.0, 4.15625)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:42.467262,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 5.0, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:43.525960,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:44.662979,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:45.797099,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:46.820907,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:47.889948,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.5875)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:48.982164,"(3.1, 5.5, 4.835714285714285)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.776190476190477)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:50.046753,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.809090909090909)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:51.095278,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 5.0, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:52.124731,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:53.182651,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:54.302363,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:55.320136,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:56.306713,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:57.324675,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:58.487924,"(3.1, 5.6, 4.892857142857142)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:57:59.673984,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:00.913955,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:02.166852,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.550000000000001)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:03.352585,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.439473684210526)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:04.597518,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.439473684210526)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:05.708641,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.9, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:06.799553,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:07.898404,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:08.928457,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:09.929524,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:10.984722,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:12.123810,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:13.145378,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:14.305715,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:15.523034,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:16.824273,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:18.288896,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:19.457409,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:20.567378,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:21.587102,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:22.677812,"(3.1, 4.7, 4.325)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:23.667326,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:24.690747,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:25.883239,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:27.028815,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:28.137307,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:29.437130,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:30.697300,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:31.836873,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:32.937197,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.5)","(5.0, 7.2, 6.5)","(4.4, 5.4, 5.285714285714286)","(21.0, 120.0, 58.66666666666667)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 19.0, 18.5)"
12-01-2023 11:58:33.991834,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:35.047285,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:36.110903,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:37.137035,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:38.216932,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:39.258554,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:40.297141,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
12-01-2023 11:58:41.376967,"(3.1, 4.6, 4.166666666666667)","(20.0, 46.0, 35.0)","(5.0, 7.2, 6.5)","(4.4, 5.5, 5.35)","(21.0, 120.0, 82.80000000000001)","(3.6, 4.8, 4.635714285714286)","(9.0, 19.0, 16.75)","(14.0, 21.0, 18.2)"
