,Incentive,Captain Bond,Boomsong,Iron Will,Hamaki,Zanzibar Gem,Another Cognac,Notifies,Inequality
04-01-2023 15:47:12.332548,"(6.5, 11.5, 10.9375)","(5.5, 8.6, 8.257142857142856)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(7.0, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(15.0, 16.0, 14.666666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:13.605282,"(6.5, 11.5, 10.9375)","(5.5, 8.6, 8.257142857142856)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(7.0, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(15.0, 16.0, 14.666666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:14.822743,"(7.0, 11.5, 10.9375)","(6.0, 8.6, 8.257142857142856)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(14.0, 16.0, 14.75)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:16.011111,"(7.0, 11.5, 10.9375)","(6.0, 8.6, 8.257142857142856)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(14.0, 16.0, 14.75)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:17.174210,"(7.0, 11.5, 10.9375)","(6.0, 8.6, 8.257142857142856)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(14.0, 16.0, 14.75)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:18.296600,"(7.0, 11.5, 10.9375)","(6.0, 8.6, 8.189473684210526)","(9.0, 12.0, 11.791666666666666)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.945454545454545)","(14.0, 16.0, 18.333333333333332)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:19.438898,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.935897435897436)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.861538461538462)","(14.0, 26.0, 16.416666666666668)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:20.593491,"(7.0, 11.5, 10.807692307692308)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.935897435897436)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.861538461538462)","(14.0, 26.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:21.706730,"(7.0, 11.5, 10.807692307692308)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.861538461538462)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:22.860352,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 9.020689655172413)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:24.040239,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 9.020689655172413)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:25.164761,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.953846153846154)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:26.687216,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.953846153846154)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:28.113759,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.899999999999999)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:29.360499,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.899999999999999)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:30.565344,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.899999999999999)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:31.765846,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.899999999999999)","(14.0, 16.0, 15.166666666666666)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:33.028420,"(7.0, 11.5, 10.9375)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.912280701754385)","(14.0, 16.0, 22.166666666666668)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:34.238595,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.912280701754385)","(14.0, 26.0, 18.68181818181818)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:35.492297,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.912280701754385)","(14.0, 26.0, 15.375)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:36.708357,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.846153846153845)","(14.0, 16.0, 15.375)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:37.988451,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.846153846153845)","(14.0, 16.0, 15.375)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:39.244357,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 7.777777777777778)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.846153846153845)","(14.0, 16.0, 22.153846153846153)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:40.522127,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 7.8, 8.633333333333333)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.846153846153845)","(14.0, 26.0, 21.0)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:41.779091,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.8, 8.64)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.412121212121212)","(14.0, 26.0, 20.5)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:43.019120,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.6, 8.55)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.814035087719297)","(14.0, 25.0, 21.81818181818182)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:44.270166,"(7.0, 11.5, 10.857142857142858)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.6, 8.55)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.814035087719297)","(14.0, 24.0, 21.81818181818182)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:45.724673,"(7.0, 11.5, 11.09090909090909)","(6.0, 8.4, 8.361538461538462)","(9.0, 12.0, 11.946808510638299)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.6, 8.55)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.814035087719297)","(14.0, 24.0, 21.81818181818182)","(31.0, 46.0, 45.7)"
04-01-2023 15:47:47.088706,"(7.0, 11.5, 11.09090909090909)","(6.0, 8.4, 8.133333333333333)","(9.0, 12.0, 11.966666666666667)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.6, 8.6)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.814035087719297)","(14.0, 24.0, 20.666666666666668)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:48.431506,"(7.0, 11.5, 11.09090909090909)","(6.0, 8.4, 8.133333333333333)","(9.0, 12.0, 11.966666666666667)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.6, 8.566666666666666)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.814035087719297)","(14.0, 23.0, 20.666666666666668)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:49.853320,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.368503937007874)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.4, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 23.0, 19.5)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:51.340756,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.39349593495935)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 23.0, 20.8)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:52.614948,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.39349593495935)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 20.8)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:53.885974,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.39349593495935)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 20.8)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:55.196993,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.39349593495935)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 20.8)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:56.519485,"(7.0, 11.5, 11.125)","(6.0, 8.4, 8.39349593495935)","(9.0, 12.0, 11.988372093023255)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:57.761517,"(7.0, 11.5, 11.125)","(6.0, 8.6, 8.504411764705882)","(9.0, 15.5, 15.074468085106382)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:47:58.928849,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 15.5, 15.074468085106382)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:00.144246,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 15.5, 15.074468085106382)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:01.386045,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 15.5, 15.074468085106382)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.738461538461538)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:02.603257,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:03.873247,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 18.526315789473685)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:05.147454,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 18.823529411764707)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:06.457968,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:07.638589,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.507142857142856)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:08.879237,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:10.143692,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:11.447079,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.34)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.366666666666665)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:12.668122,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.31111111111111)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:13.839084,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.4, 5.24424778761062)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:15.020472,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.4, 5.379816513761468)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:16.124550,"(7.0, 11.5, 11.227272727272727)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.6, 5.379816513761468)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:17.240442,"(7.0, 11.5, 11.477099236641221)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.6, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:18.300991,"(7.0, 11.5, 11.477099236641221)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.5, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:19.385085,"(7.0, 11.5, 11.477099236641221)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.5, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:20.505337,"(7.0, 11.5, 11.477099236641221)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.5, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:21.635232,"(7.0, 11.5, 11.477099236641221)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.5, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
04-01-2023 15:48:22.760665,"(7.0, 12.0, 11.636094674556213)","(6.0, 8.6, 8.481944444444444)","(9.0, 12.5, 12.343137254901961)","(4.4, 5.5, 5.4480519480519485)","(6.5, 9.2, 8.290909090909091)","(5.0, 5.7, 5.684615384615385)","(7.0, 9.6, 8.785454545454545)","(14.0, 22.0, 19.3)","(31.0, 46.0, 45.714285714285715)"
