,Incentive,Captain Bond,Boomsong,Iron Will,Hamaki,Zanzibar Gem,Another Cognac,Notifies,Inequality
04-01-2023 15:58:16.833566,"(10.0, 17.0, 16.147540983606557)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.2, 4.9, 4.84496644295302)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.4, 5.389473684210526)","(5.5, 6.2, 6.194871794871795)","(15.0, 19.0, 18.89041095890411)","(31.0, 40.0, 42.07692307692308)"
04-01-2023 15:58:17.954933,"(10.0, 17.5, 16.8)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.2, 4.9, 4.84496644295302)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.4, 5.389473684210526)","(5.5, 6.2, 6.194871794871795)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.07692307692308)"
04-01-2023 15:58:19.154791,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.2, 4.9, 4.84496644295302)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.193939393939394)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.07692307692308)"
04-01-2023 15:58:20.297341,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.2, 4.9, 4.84496644295302)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.193939393939394)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.07692307692308)"
04-01-2023 15:58:21.345066,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.2, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.193939393939394)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:22.450917,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.1173913043478265)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:23.497505,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:24.587740,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:25.684245,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:26.866300,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:27.942719,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.844027303754267)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.3796875)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:29.108443,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.8428571428571425)","(7.0, 9.4, 9.35)","(4.8, 5.4, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.885714285714286)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:30.396815,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.8428571428571425)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:31.637899,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.8428571428571425)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:32.854586,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.8428571428571425)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:34.050192,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:35.230769,"(10.0, 17.5, 16.824324324324323)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:36.370896,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.358620689655172)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:37.497132,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.442424242424241)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.261538461538462)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:38.580007,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.420689655172414)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.145454545454546)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:39.623038,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.4, 9.133333333333333)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:40.713095,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.125)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:41.749327,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.125)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:43.083992,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.133333333333333)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:44.200792,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.133333333333333)","(4.8, 5.3, 5.275621890547264)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:45.292576,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.133333333333333)","(4.8, 5.3, 5.384242424242425)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:46.661628,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.133333333333333)","(4.8, 5.4, 5.377586206896552)","(5.5, 6.2, 6.126923076923077)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:47.915108,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.420689655172414)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.075)","(4.8, 5.4, 5.373109243697479)","(5.5, 6.2, 6.201869158878504)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:49.141622,"(10.0, 17.5, 16.875)","(6.5, 8.6, 8.420689655172414)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.834920634920635)","(7.0, 9.6, 9.075)","(4.8, 5.4, 5.373109243697479)","(5.5, 6.4, 6.201869158878504)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:50.481026,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.420689655172414)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.780727272727273)","(7.0, 9.6, 9.075)","(4.8, 5.4, 5.373109243697479)","(5.5, 6.4, 6.201869158878504)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:51.706588,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.420689655172414)","(9.0, 14.0, 13.3125)","(4.4, 4.9, 4.771830985915493)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.377586206896552)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:52.911443,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.7632)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.377586206896552)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:54.105386,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.446153846153846)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.76030534351145)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.377586206896552)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:55.290532,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.528571428571428)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.76030534351145)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:56.432787,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.528571428571428)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.753020134228188)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:57.643498,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.753020134228188)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:58.845214,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.750967741935484)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 42.57142857142857)"
04-01-2023 15:58:59.950251,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.747305389221557)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.89041095890411)","(31.0, 46.0, 43.23076923076923)"
04-01-2023 15:59:01.097679,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.745664739884393)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.905882352941177)","(31.0, 46.0, 43.23076923076923)"
04-01-2023 15:59:02.318829,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.3125)","(4.4, 4.8, 4.744134078212291)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.875)","(31.0, 46.0, 43.23076923076923)"
04-01-2023 15:59:03.645860,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.740828402366864)","(7.0, 9.6, 9.015384615384615)","(4.8, 5.4, 5.370247933884298)","(5.5, 6.4, 6.203703703703704)","(15.0, 19.0, 18.875)","(31.0, 46.0, 43.23076923076923)"
04-01-2023 15:59:04.893955,"(10.0, 17.5, 16.858974358974358)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.740828402366864)","(7.0, 9.6, 9.466666666666667)","(4.8, 5.4, 5.264779874213836)","(5.5, 6.4, 6.072847682119205)","(15.0, 19.0, 18.91509433962264)","(31.0, 46.0, 42.8)"
04-01-2023 15:59:06.164567,"(10.0, 17.0, 16.257142857142856)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.770059880239521)","(7.0, 9.6, 9.473873873873874)","(4.8, 5.3, 5.264779874213836)","(5.5, 6.2, 6.072847682119205)","(15.0, 19.0, 19.183333333333334)","(31.0, 44.0, 42.333333333333336)"
04-01-2023 15:59:07.573031,"(10.0, 17.0, 16.257142857142856)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.770059880239521)","(7.0, 9.6, 9.473873873873874)","(4.8, 5.3, 5.264779874213836)","(5.5, 6.2, 6.072847682119205)","(15.0, 19.5, 19.189655172413794)","(31.0, 44.0, 42.8)"
04-01-2023 15:59:09.046272,"(10.0, 17.0, 16.257142857142856)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.3, 5.261111111111111)","(5.5, 6.2, 6.046808510638298)","(15.0, 19.5, 19.108695652173914)","(31.0, 44.0, 42.4)"
04-01-2023 15:59:10.433829,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.3, 5.181069042316259)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.108695652173914)","(31.0, 44.0, 42.4)"
04-01-2023 15:59:11.665781,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.181069042316259)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.108695652173914)","(31.0, 44.0, 42.4)"
04-01-2023 15:59:12.920772,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.181069042316259)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.108695652173914)","(31.0, 44.0, 42.4)"
04-01-2023 15:59:14.042836,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.416666666666666)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.181069042316259)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.108695652173914)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:15.164394,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.541176470588235)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.181069042316259)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.083333333333332)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:16.306977,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.56551724137931)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:17.510773,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.56551724137931)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.767549668874172)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.055421686746988)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:18.736550,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.56551724137931)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:19.890795,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.56551724137931)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:21.088577,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.95652173913044)"
04-01-2023 15:59:22.371735,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.95652173913044)"
04-01-2023 15:59:23.666367,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.95652173913044)"
04-01-2023 15:59:24.932659,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.95652173913044)"
04-01-2023 15:59:26.230533,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.588235294117647)","(4.4, 4.8, 4.7623853211009175)","(7.0, 9.6, 9.439080459770114)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.95652173913044)"
04-01-2023 15:59:27.428648,"(10.0, 17.0, 16.2)","(6.5, 8.6, 8.556521739130435)","(9.0, 14.0, 13.5)","(4.4, 4.8, 4.763354037267081)","(7.0, 9.6, 9.450666666666667)","(4.8, 5.2, 5.179713603818616)","(5.5, 6.2, 6.080794701986755)","(15.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.666666666666664)"
04-01-2023 15:59:28.735847,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.763354037267081)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.173354231974922)","(6.0, 6.2, 6.055421686746988)","(16.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:29.993388,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.763354037267081)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.161187214611872)","(6.0, 6.2, 6.055421686746988)","(16.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:31.229801,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.763354037267081)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.161187214611872)","(6.0, 6.2, 6.055421686746988)","(16.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:32.344562,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.763354037267081)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.170588235294118)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:33.467529,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.763354037267081)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.221698113207547)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.071428571428573)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:34.660808,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.765808823529412)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.3, 5.200598802395209)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.153846153846153)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:35.801909,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.765808823529412)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.3, 5.200598802395209)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.153846153846153)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:36.896146,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.38888888888889)","(4.4, 4.8, 4.765808823529412)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.3, 5.200598802395209)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.153846153846153)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:38.071402,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.421052631578947)","(4.4, 4.8, 4.766903914590747)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.3, 5.137984496124031)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.153846153846153)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:39.320861,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.521739130434783)","(4.4, 4.8, 4.766903914590747)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.137984496124031)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.153846153846153)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:40.590399,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.556521739130435)","(10.0, 14.0, 13.521739130434783)","(4.4, 4.8, 4.766903914590747)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.137984496124031)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.166666666666668)","(31.0, 44.0, 42.18181818181818)"
04-01-2023 15:59:41.841296,"(10.0, 17.0, 16.365853658536587)","(7.0, 8.6, 8.566666666666666)","(10.0, 14.0, 13.521739130434783)","(4.4, 4.8, 4.748618784530387)","(7.5, 9.6, 9.476470588235294)","(4.8, 5.2, 5.137984496124031)","(6.0, 6.2, 6.066171003717472)","(16.0, 19.5, 19.1875)","(31.0, 44.0, 42.18181818181818)"
