,Carmelized,Lockdown Vanna,Makinlimmargaritas,Playing For Two,Golden Sally,Smokin Lady,Showthemoneyhoney,Polish The Diamond,Xposed Secret,Stryda
07-01-2023 10:14:11.675473,"(11.0, 40.0, 34.2)","(21.0, 230.0, 176.75)","(14.0, 150.0, 115.5)","(10.0, 30.0, 23.333333333333336)","(26.0, 230.0, 187.1)","(5.5, 9.2, 7.0)","(26.0, 230.0, 186.7)","(6.0, 10.0, 9.3)","(31.0, 230.0, 200.57142857142856)","(1.75, 2.0, 1.8653846153846154)"
07-01-2023 10:14:12.963258,"(12.0, 40.0, 34.2)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 30.0, 23.333333333333336)","(26.0, 230.0, 187.1)","(5.0, 9.2, 7.0)","(31.0, 230.0, 186.7)","(6.0, 10.0, 9.3)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:14.295505,"(12.0, 40.0, 34.2)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 30.0, 29.155555555555555)","(26.0, 230.0, 187.1)","(5.0, 9.2, 7.0)","(31.0, 230.0, 186.7)","(6.0, 10.0, 9.3)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:15.559788,"(12.0, 40.0, 34.2)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 30.0, 29.155555555555555)","(26.0, 230.0, 187.1)","(5.0, 9.2, 7.0)","(31.0, 230.0, 186.7)","(6.0, 10.0, 7.694117647058824)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:16.899219,"(12.0, 40.0, 34.2)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 30.0, 26.3)","(26.0, 230.0, 187.1)","(5.0, 9.2, 7.0)","(31.0, 230.0, 186.7)","(6.0, 10.0, 9.0)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:18.243782,"(12.0, 40.0, 34.2)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 30.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.2, 7.0)","(31.0, 230.0, 130.0)","(6.0, 9.6, 9.0)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:19.523399,"(12.0, 42.0, 35.8)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.2, 8.379999999999999)","(31.0, 230.0, 47.77777777777778)","(6.0, 9.6, 9.0)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:20.793196,"(12.0, 42.0, 35.8)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.0, 8.379999999999999)","(31.0, 110.0, 86.0)","(6.0, 9.6, 9.0)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:22.105636,"(12.0, 42.0, 35.8)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.6, 7.933333333333334)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:23.396296,"(12.0, 42.0, 35.8)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.5)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.4, 7.933333333333334)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:24.673930,"(12.0, 42.0, 38.900000000000006)","(26.0, 230.0, 176.75)","(15.0, 150.0, 115.625)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.4, 7.933333333333334)","(41.0, 230.0, 200.57142857142856)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:25.862702,"(12.0, 42.0, 38.900000000000006)","(26.0, 230.0, 176.75)","(15.0, 150.0, 76.25)","(11.0, 24.0, 20.590909090909093)","(26.0, 230.0, 187.1)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.4, 7.933333333333334)","(41.0, 230.0, 223.1851851851852)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:27.137885,"(12.0, 42.0, 38.900000000000006)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.0)","(26.0, 230.0, 215.73333333333335)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.4, 7.933333333333334)","(41.0, 230.0, 199.66666666666666)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:28.487149,"(12.0, 42.0, 38.900000000000006)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.0)","(26.0, 230.0, 187.3)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 9.4, 6.7)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:29.833256,"(12.0, 42.0, 38.900000000000006)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.3)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:31.088992,"(12.0, 42.0, 34.375)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.3)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 86.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:32.268253,"(12.0, 42.0, 34.375)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.3)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 66.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:33.536251,"(12.0, 42.0, 36.833333333333336)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 176.75)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 66.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.8653846153846154)"
07-01-2023 10:14:34.848807,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 176.75)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.9186046511627908)"
07-01-2023 10:14:36.128238,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 193.6)","(1.7, 2.0, 1.9186046511627908)"
07-01-2023 10:14:37.417127,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 76.5)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:38.660145,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:40.004156,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:41.306580,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.379999999999999)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:42.582811,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 9.0, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:43.897012,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:45.076768,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:46.266038,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:47.508634,"(12.0, 42.0, 34.5)","(26.0, 230.0, 176.75)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:48.841840,"(12.0, 42.0, 34.5)","(26.0, 230.0, 187.4)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:50.165138,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:51.441916,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:52.682185,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:53.938659,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.875)"
07-01-2023 10:14:55.154385,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 2.0, 1.9791666666666667)"
07-01-2023 10:14:56.398111,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:14:57.672303,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 108.25)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:14:58.933055,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.76)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:15:00.221124,"(12.0, 44.0, 39.0)","(26.0, 230.0, 189.2)","(15.0, 140.0, 92.375)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.615384615384615)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:15:01.528850,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.615384615384615)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:15:02.844641,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:15:04.099975,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9791666666666667)"
07-01-2023 10:15:05.362175,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:06.543566,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:07.745746,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 8.22)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:09.052154,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 8.8, 7.42)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:10.351334,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:11.658243,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.359999999999999)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:12.877825,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.525)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:14.062439,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:15.344008,"(12.0, 42.0, 37.4)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:16.633090,"(12.0, 42.0, 40.77777777777778)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 159.16666666666666)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:17.973735,"(12.0, 42.0, 37.0)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.4)","(5.0, 7.8, 6.985714285714286)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:19.260171,"(12.0, 42.0, 37.0)","(26.0, 230.0, 189.2)","(15.0, 140.0, 76.75)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.4)","(5.0, 7.8, 5.233333333333333)","(31.0, 100.0, 67.0)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:20.567037,"(12.0, 42.0, 37.0)","(26.0, 230.0, 189.2)","(15.0, 140.0, 85.78571428571429)","(11.0, 24.0, 18.25)","(26.0, 230.0, 187.4)","(5.0, 5.9, 5.800000000000001)","(31.0, 100.0, 31.6)","(6.0, 6.8, 6.6)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.949375)"
07-01-2023 10:15:21.837805,"(12.0, 42.0, 37.0)","(26.0, 230.0, 34.0)","(15.0, 140.0, 85.78571428571429)","(11.0, 24.0, 19.07142857142857)","(26.0, 230.0, 187.4)","(5.0, 5.9, 5.800000000000001)","(31.0, 32.0, 31.6)","(6.0, 6.8, 6.24)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9257142857142857)"
07-01-2023 10:15:23.095083,"(12.0, 42.0, 37.0)","(26.0, 50.0, 34.0)","(15.0, 140.0, 85.78571428571429)","(11.0, 24.0, 19.07142857142857)","(26.0, 230.0, 187.4)","(5.0, 5.9, 5.800000000000001)","(31.0, 32.0, 31.6)","(6.0, 6.8, 6.45)","(41.0, 230.0, 140.0)","(1.7, 1.99, 1.9266666666666665)"
