,Test The Law,Deep Point,Midnight Rush,Whatsanamegeorge,Zebella,Our Shining Star,Sir Toop,Soames,Im A Dexstar
07-01-2023 13:25:30.341441,"(6.0, 7.8, 7.656)","(8.0, 10.0, 9.944)","(5.5, 5.5, 5.369252077562327)","(10.0, 13.0, 12.686046511627907)","(3.7, 4.6, 4.459649122807018)","(11.0, 13.5, 13.106741573033707)","(11.0, 13.5, 13.391891891891891)","(7.5, 7.8, 7.578947368421052)","(101.0, 200.0, 168.75)"
07-01-2023 13:25:31.395461,"(6.0, 7.8, 7.656)","(8.0, 10.0, 9.936363636363637)","(5.5, 5.5, 5.369252077562327)","(10.0, 13.0, 12.705128205128204)","(3.7, 4.6, 4.465546218487395)","(11.0, 13.5, 13.111764705882353)","(11.0, 13.5, 13.434426229508198)","(7.5, 7.6, 7.580952380952381)","(101.0, 200.0, 168.75)"
07-01-2023 13:25:32.505155,"(6.0, 7.8, 7.641176470588235)","(8.0, 10.0, 9.936363636363637)","(5.5, 5.4, 5.390370370370371)","(10.0, 13.0, 12.854430379746836)","(3.7, 4.6, 4.465546218487395)","(11.0, 13.5, 13.0875)","(11.0, 13.5, 13.376923076923077)","(7.5, 7.6, 7.580952380952381)","(101.0, 200.0, 168.75)"
07-01-2023 13:25:33.618096,"(6.0, 7.8, 7.6466666666666665)","(8.0, 10.0, 9.936363636363637)","(5.5, 5.4, 5.390370370370371)","(10.0, 13.0, 12.745454545454546)","(3.7, 4.6, 4.532773109243697)","(11.0, 13.5, 14.481481481481481)","(11.0, 13.5, 13.370967741935484)","(7.5, 7.6, 7.808695652173913)","(101.0, 200.0, 168.75)"
07-01-2023 13:25:34.676711,"(6.0, 7.8, 7.685714285714285)","(8.0, 10.0, 9.791304347826086)","(5.5, 5.1, 5.07391304347826)","(10.0, 13.0, 12.745454545454546)","(3.7, 4.6, 4.532773109243697)","(11.0, 14.5, 14.5625)","(11.0, 13.5, 13.384057971014492)","(7.5, 8.0, 7.714285714285714)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:35.811108,"(6.0, 7.8, 7.618181818181818)","(8.0, 10.0, 9.74736842105263)","(5.5, 5.2, 5.163414634146341)","(10.0, 13.0, 12.745454545454546)","(3.7, 4.6, 4.532773109243697)","(11.0, 15.0, 14.5625)","(11.0, 13.5, 13.347222222222221)","(7.5, 8.0, 7.714285714285714)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:36.990044,"(6.0, 7.8, 7.618181818181818)","(8.0, 10.0, 9.74736842105263)","(5.5, 5.2, 5.126829268292683)","(10.0, 13.0, 12.745454545454546)","(3.7, 4.6, 4.532773109243697)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.370967741935484)","(7.5, 8.0, 7.714285714285714)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:38.094685,"(6.0, 7.8, 7.618181818181818)","(8.0, 9.8, 9.775)","(5.5, 5.2, 5.15)","(10.0, 13.0, 12.745454545454546)","(3.7, 4.6, 4.458119658119658)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.362068965517242)","(7.5, 8.0, 7.66)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:39.148742,"(6.0, 7.8, 7.654545454545454)","(8.0, 10.5, 9.650943396226415)","(5.5, 5.4, 5.37936507936508)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.459649122807018)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.354545454545455)","(7.5, 7.8, 7.585714285714285)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:40.546773,"(6.0, 7.8, 7.654545454545454)","(8.0, 10.5, 9.733333333333333)","(5.5, 5.4, 5.382539682539683)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.459649122807018)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.354545454545455)","(7.5, 7.6, 7.585714285714285)","(101.0, 200.0, 170.58823529411765)"
07-01-2023 13:25:42.080915,"(6.0, 7.8, 7.654545454545454)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.4, 5.382539682539683)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.459649122807018)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.25)","(7.5, 7.6, 7.58)","(101.0, 200.0, 172.22222222222223)"
07-01-2023 13:25:43.233288,"(6.0, 7.8, 7.654545454545454)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.4, 5.382539682539683)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.459649122807018)","(11.0, 15.0, 14.55)","(11.0, 13.5, 13.25)","(7.5, 7.6, 7.58)","(101.0, 200.0, 172.22222222222223)"
07-01-2023 13:25:44.455096,"(6.0, 7.8, 7.729411764705882)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.4, 5.346666666666667)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.458119658119658)","(11.0, 15.0, 14.46376811594203)","(11.0, 13.5, 13.318181818181818)","(7.5, 7.6, 7.55)","(101.0, 200.0, 161.53846153846155)"
07-01-2023 13:25:45.719029,"(6.0, 7.8, 7.729411764705882)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.4, 5.346666666666667)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.458119658119658)","(11.0, 15.0, 14.46376811594203)","(11.0, 13.5, 13.318181818181818)","(7.5, 7.6, 7.55)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:46.905987,"(6.0, 7.8, 7.666666666666667)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.5, 5.428947368421053)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.471317829457364)","(11.0, 15.0, 14.46376811594203)","(11.0, 13.5, 13.318181818181818)","(7.5, 7.6, 7.55)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:48.286293,"(6.0, 7.8, 7.666666666666667)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.5, 5.4150684931506845)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.471317829457364)","(11.0, 15.0, 14.46376811594203)","(11.0, 13.5, 12.950980392156863)","(7.5, 7.6, 7.525)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:49.850447,"(6.0, 7.8, 7.729411764705882)","(8.0, 10.0, 9.6625)","(5.5, 5.5, 5.49375)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.471317829457364)","(11.0, 14.5, 14.421875)","(11.0, 13.0, 13.401960784313726)","(7.5, 7.6, 7.545454545454545)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:51.407192,"(6.0, 7.8, 7.729411764705882)","(8.0, 10.0, 9.600000000000001)","(5.5, 5.5, 5.47557603686636)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.471317829457364)","(11.0, 15.0, 14.397058823529411)","(11.0, 13.5, 13.407407407407407)","(7.5, 7.6, 7.545454545454545)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:53.141342,"(6.0, 7.8, 7.729411764705882)","(8.0, 9.8, 9.600000000000001)","(5.5, 5.6, 5.47557603686636)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.473015873015873)","(11.0, 15.0, 14.421875)","(11.0, 13.5, 13.407407407407407)","(7.5, 7.6, 7.545454545454545)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:54.954923,"(6.0, 7.8, 7.666666666666667)","(8.0, 9.8, 9.52)","(5.5, 5.6, 5.5215116279069765)","(10.0, 13.0, 12.578947368421053)","(3.7, 4.6, 4.471317829457364)","(11.0, 15.0, 14.421875)","(11.0, 13.5, 13.380952380952381)","(7.5, 7.6, 7.5625)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:56.199330,"(6.0, 7.8, 7.666666666666667)","(8.0, 9.8, 9.52)","(5.5, 5.6, 5.528491620111732)","(10.0, 13.0, 12.619047619047619)","(3.7, 4.6, 4.471317829457364)","(11.0, 15.0, 14.397058823529411)","(11.0, 13.5, 13.31578947368421)","(7.5, 7.6, 7.5625)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:57.599453,"(6.0, 7.8, 7.666666666666667)","(8.0, 9.8, 9.49090909090909)","(5.5, 5.6, 5.54018691588785)","(10.0, 13.0, 12.631578947368421)","(3.7, 4.6, 4.462162162162162)","(11.0, 15.0, 14.421875)","(11.0, 13.5, 13.31578947368421)","(7.5, 7.6, 7.661538461538461)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:25:59.100092,"(6.0, 7.8, 7.694736842105263)","(8.0, 9.6, 9.285714285714285)","(5.5, 5.6, 5.5656488549618315)","(10.0, 13.0, 12.619047619047619)","(3.7, 4.5, 4.492753623188406)","(11.0, 15.0, 14.421875)","(11.0, 13.5, 13.354545454545455)","(7.5, 7.8, 7.5600000000000005)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:00.622887,"(6.0, 7.6, 7.533333333333333)","(8.0, 9.6, 9.25)","(5.5, 5.6, 5.586666666666666)","(10.0, 13.0, 12.627906976744185)","(3.7, 4.5, 4.478070175438597)","(11.0, 15.0, 14.43939393939394)","(11.0, 13.5, 12.96808510638298)","(7.5, 7.8, 8.1)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:02.053962,"(6.0, 7.6, 7.533333333333333)","(8.0, 9.4, 9.25)","(5.5, 5.6, 5.598393574297188)","(10.0, 13.0, 12.627906976744185)","(3.7, 4.5, 4.478070175438597)","(11.0, 15.0, 14.43939393939394)","(11.0, 13.0, 12.96808510638298)","(7.5, 8.2, 8.187755102040816)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:03.617556,"(6.0, 7.6, 7.359999999999999)","(8.5, 9.4, 8.893506493506495)","(5.0, 5.6, 5.598790322580645)","(10.0, 13.0, 12.466666666666667)","(3.8, 4.5, 4.498888888888889)","(11.0, 15.0, 14.43939393939394)","(11.0, 13.0, 13.029411764705882)","(7.0, 8.2, 8.26153846153846)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:05.097506,"(6.0, 7.6, 7.171428571428572)","(8.5, 9.0, 8.889189189189189)","(5.0, 5.6, 5.6978723404255325)","(10.0, 13.0, 12.515151515151516)","(3.8, 4.5, 4.533884297520661)","(11.0, 15.0, 14.43939393939394)","(11.0, 13.5, 13.619047619047619)","(7.0, 8.4, 8.123809523809523)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:06.511248,"(6.0, 7.2, 6.96)","(8.5, 9.0, 8.889189189189189)","(5.0, 5.7, 5.702)","(10.0, 13.0, 12.253731343283581)","(3.8, 4.6, 4.522330097087378)","(11.0, 15.0, 14.43939393939394)","(11.0, 14.0, 13.64406779661017)","(7.0, 8.2, 8.123809523809523)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:07.824214,"(6.0, 7.0, 6.875)","(8.5, 9.0, 8.926923076923078)","(5.0, 5.8, 5.702)","(10.0, 12.5, 12.253731343283581)","(3.8, 4.6, 4.522330097087378)","(11.0, 15.0, 14.43939393939394)","(11.0, 14.0, 13.64406779661017)","(7.0, 8.2, 8.13469387755102)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:09.182997,"(6.0, 7.0, 6.875)","(8.5, 9.0, 8.926923076923078)","(5.0, 5.8, 5.703448275862069)","(10.0, 12.5, 12.253731343283581)","(3.8, 4.6, 4.529203539823008)","(11.0, 15.0, 14.597826086956522)","(11.0, 14.0, 13.166666666666666)","(7.0, 8.2, 8.12)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:10.548834,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.891428571428571)","(5.0, 5.8, 5.726315789473684)","(10.0, 12.5, 12.210526315789474)","(3.8, 4.6, 4.529203539823008)","(11.0, 15.0, 14.597826086956522)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.2, 8.10909090909091)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:12.087838,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.891428571428571)","(5.0, 5.8, 5.762162162162162)","(10.0, 12.5, 12.410714285714286)","(3.8, 4.6, 4.529203539823008)","(11.0, 15.0, 14.597826086956522)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.2, 8.088888888888889)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:13.477753,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.891428571428571)","(5.0, 5.8, 5.762162162162162)","(10.0, 12.5, 12.410714285714286)","(3.8, 4.6, 4.529203539823008)","(11.0, 15.0, 14.597826086956522)","(11.0, 13.5, 13.166666666666666)","(7.0, 8.2, 8.088888888888889)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:14.938914,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.827906976744186)","(5.0, 5.8, 5.762162162162162)","(10.0, 12.5, 12.333333333333334)","(3.8, 4.6, 4.518367346938775)","(11.0, 15.0, 14.663636363636364)","(11.0, 14.0, 13.742424242424242)","(7.0, 8.4, 8.25)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:16.299106,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.827906976744186)","(5.0, 5.8, 5.742592592592593)","(10.0, 12.5, 12.333333333333334)","(3.8, 4.6, 4.510752688172043)","(11.0, 15.0, 14.663636363636364)","(11.0, 14.0, 13.787878787878787)","(7.0, 8.4, 8.406896551724138)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:17.637564,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 8.827906976744186)","(5.0, 5.8, 5.742592592592593)","(10.0, 12.5, 12.333333333333334)","(3.8, 4.6, 4.478070175438597)","(11.0, 15.0, 14.663636363636364)","(11.0, 14.0, 13.61111111111111)","(7.0, 8.6, 8.435294117647059)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:18.939528,"(6.0, 7.0, 6.933333333333334)","(8.5, 9.0, 9.200000000000001)","(5.0, 5.8, 5.742592592592593)","(10.0, 12.5, 12.318181818181818)","(3.8, 4.5, 4.478070175438597)","(11.0, 15.0, 14.663636363636364)","(11.0, 14.0, 13.72)","(7.0, 8.6, 8.42608695652174)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:20.304160,"(6.0, 7.0, 6.8769230769230765)","(8.5, 9.4, 9.304)","(5.0, 5.8, 5.7403508771929825)","(10.0, 12.5, 12.12)","(3.8, 4.5, 4.478070175438597)","(11.0, 15.0, 14.663636363636364)","(11.0, 14.0, 13.72)","(7.0, 8.6, 8.525)","(101.0, 200.0, 162.66666666666666)"
07-01-2023 13:26:21.630686,"(6.0, 7.0, 6.8545454545454545)","(8.5, 9.4, 9.304)","(5.0, 5.8, 5.733093525179856)","(10.0, 12.5, 12.396174863387978)","(3.8, 4.5, 4.4774774774774775)","(11.0, 15.0, 14.583333333333334)","(11.0, 14.0, 13.74074074074074)","(7.0, 8.6, 8.438095238095238)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:22.971362,"(6.0, 7.0, 6.926436781609195)","(8.5, 9.6, 9.272727272727272)","(5.0, 5.9, 5.743243243243244)","(10.0, 12.5, 11.988095238095237)","(3.8, 4.5, 4.468253968253968)","(11.0, 15.0, 14.583333333333334)","(11.0, 14.0, 13.74074074074074)","(7.0, 8.6, 8.417391304347825)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:24.364360,"(6.0, 7.0, 6.926436781609195)","(8.5, 9.6, 9.272727272727272)","(5.0, 5.9, 5.763694267515924)","(10.0, 12.0, 12.378205128205128)","(3.8, 4.5, 4.468253968253968)","(11.0, 15.0, 14.583333333333334)","(11.0, 14.0, 13.266666666666667)","(7.0, 8.6, 8.346666666666668)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:25.646686,"(6.0, 7.2, 6.909677419354838)","(8.5, 9.6, 9.272727272727272)","(5.0, 5.9, 5.763694267515924)","(10.0, 12.5, 12.378205128205128)","(3.8, 4.5, 4.468253968253968)","(11.0, 15.0, 14.583333333333334)","(11.0, 13.5, 13.266666666666667)","(7.0, 8.4, 8.346666666666668)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:26.963589,"(6.0, 7.2, 6.909677419354838)","(8.5, 9.6, 9.272727272727272)","(5.0, 5.9, 5.763694267515924)","(10.0, 12.5, 12.378205128205128)","(3.8, 4.5, 4.468253968253968)","(11.0, 15.0, 14.583333333333334)","(11.0, 13.5, 13.266666666666667)","(7.0, 8.4, 8.346666666666668)","(101.0, 200.0, 158.8235294117647)"
07-01-2023 13:26:28.359254,"(6.0, 7.2, 6.904615384615385)","(8.5, 9.6, 9.323076923076922)","(5.0, 5.9, 5.82171052631579)","(10.0, 12.5, 11.948453608247423)","(3.8, 4.6, 4.356692913385827)","(11.0, 15.0, 14.62962962962963)","(11.0, 13.0, 12.80188679245283)","(7.0, 8.4, 8.28)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 13:26:29.705809,"(6.0, 7.2, 7.042105263157895)","(8.5, 9.6, 9.45)","(5.0, 5.9, 5.829411764705882)","(10.0, 12.0, 12.220588235294118)","(3.8, 4.4, 4.354081632653061)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 12.79)","(7.0, 8.4, 8.292307692307691)","(101.0, 190.0, 166.0)"
07-01-2023 13:26:31.048451,"(6.0, 7.2, 7.051612903225807)","(8.5, 9.4, 9.170114942528736)","(5.0, 5.9, 5.829411764705882)","(10.0, 12.5, 12.220588235294118)","(3.8, 4.4, 4.354081632653061)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 12.79)","(7.0, 8.6, 8.285714285714285)","(101.0, 190.0, 166.0)"
07-01-2023 13:26:32.433654,"(6.0, 7.2, 7.051612903225807)","(8.5, 9.4, 9.207692307692309)","(5.0, 5.9, 5.829411764705882)","(10.0, 12.5, 12.220588235294118)","(3.8, 4.4, 4.35068493150685)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 12.81578947368421)","(7.0, 8.6, 8.266666666666666)","(101.0, 190.0, 166.0)"
07-01-2023 13:26:33.866088,"(6.0, 7.2, 7.094117647058823)","(8.5, 9.4, 9.259154929577464)","(5.0, 5.9, 5.835714285714285)","(10.0, 12.5, 12.220588235294118)","(3.8, 4.4, 4.35068493150685)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 12.617647058823529)","(7.0, 8.6, 8.266666666666666)","(101.0, 190.0, 166.0)"
07-01-2023 13:26:35.324998,"(6.0, 7.2, 7.094117647058823)","(8.5, 9.4, 9.301960784313726)","(5.0, 5.9, 5.835714285714285)","(10.0, 12.5, 12.220588235294118)","(3.8, 4.4, 4.35068493150685)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 12.770833333333334)","(7.0, 8.6, 8.266666666666666)","(101.0, 190.0, 170.0)"
07-01-2023 13:26:36.639836,"(6.0, 7.2, 7.137931034482759)","(8.5, 9.4, 9.536842105263158)","(5.0, 5.9, 5.904761904761905)","(10.0, 12.5, 12.310344827586206)","(3.8, 4.4, 4.387906976744186)","(11.0, 15.0, 14.669642857142858)","(11.0, 13.0, 13.166666666666666)","(7.0, 8.6, 8.083544303797469)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:37.913084,"(6.0, 7.2, 7.137931034482759)","(8.0, 9.6, 9.526582278481014)","(5.0, 6.0, 5.898305084745763)","(10.0, 12.5, 12.328125)","(3.8, 4.4, 4.291379310344827)","(11.0, 15.0, 14.701612903225806)","(11.0, 13.5, 13.15)","(7.0, 8.2, 8.083544303797469)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:39.201918,"(6.0, 7.2, 7.137931034482759)","(8.0, 9.8, 9.531578947368422)","(5.0, 6.0, 5.923076923076923)","(10.0, 12.5, 12.347222222222221)","(3.8, 4.3, 4.295192307692307)","(11.0, 15.0, 14.778846153846153)","(11.0, 13.5, 13.137931034482758)","(7.0, 8.2, 8.072222222222223)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:40.560694,"(6.0, 7.4, 7.119480519480519)","(8.0, 9.8, 9.608)","(5.0, 6.0, 5.903921568627451)","(10.0, 12.5, 12.347222222222221)","(3.8, 4.3, 4.295192307692307)","(11.0, 15.0, 15.5)","(11.0, 13.5, 13.137931034482758)","(7.0, 8.2, 7.954999999999999)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:41.955754,"(6.0, 7.4, 7.119480519480519)","(8.0, 9.8, 9.656)","(5.0, 6.0, 5.905405405405406)","(10.0, 12.5, 12.35)","(3.8, 4.3, 4.297857142857143)","(11.0, 16.0, 15.875)","(11.0, 13.5, 13.1)","(7.0, 8.2, 7.954285714285714)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:43.304411,"(6.0, 7.4, 7.221818181818182)","(8.0, 9.8, 9.656)","(5.0, 6.0, 5.905405405405406)","(10.0, 12.5, 12.35)","(3.8, 4.3, 4.345744680851064)","(11.0, 16.0, 15.75)","(11.0, 13.5, 13.029411764705882)","(7.0, 8.2, 7.824)","(101.0, 180.0, 165.0)"
07-01-2023 13:26:44.626346,"(6.0, 7.4, 7.234782608695652)","(8.0, 9.8, 9.565217391304348)","(5.0, 6.0, 5.905405405405406)","(10.0, 12.5, 12.35)","(3.8, 4.4, 4.343455497382199)","(11.0, 16.0, 15.75)","(11.0, 13.5, 13.029411764705882)","(7.0, 8.2, 7.916981132075471)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:45.953219,"(6.0, 7.4, 7.229629629629629)","(8.0, 9.8, 9.651685393258427)","(5.0, 6.0, 5.905405405405406)","(10.0, 12.5, 12.35)","(3.8, 4.4, 4.387671232876713)","(11.0, 16.0, 15.75)","(11.0, 13.5, 13.029411764705882)","(7.0, 8.2, 7.906849315068493)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:47.257544,"(6.0, 7.4, 7.229629629629629)","(8.0, 9.8, 9.640860215053763)","(5.0, 6.0, 5.8578947368421055)","(10.0, 12.5, 12.41891891891892)","(3.8, 4.4, 4.359276018099548)","(11.0, 16.0, 16.0)","(11.0, 13.5, 13.021739130434783)","(7.0, 8.0, 7.885714285714285)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:48.602970,"(6.0, 7.4, 7.219512195121951)","(8.0, 9.8, 9.607792207792208)","(5.0, 5.9, 5.851515151515152)","(10.0, 12.5, 12.41891891891892)","(3.8, 4.4, 4.28)","(11.0, 16.5, 15.565217391304348)","(11.0, 13.5, 13.925)","(7.0, 8.0, 7.885714285714285)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:50.031488,"(6.0, 7.4, 7.326315789473685)","(8.0, 9.8, 9.568421052631578)","(5.0, 6.0, 5.839344262295082)","(10.0, 12.5, 12.41891891891892)","(3.8, 4.3, 4.28)","(11.0, 16.0, 15.565217391304348)","(11.0, 14.0, 13.663461538461538)","(7.0, 8.0, 7.885714285714285)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:51.450563,"(6.0, 7.4, 7.211111111111111)","(8.0, 9.6, 9.525490196078431)","(5.0, 6.0, 5.834375)","(10.0, 12.5, 12.41891891891892)","(3.8, 4.3, 4.337278106508876)","(11.0, 16.0, 15.307692307692308)","(11.0, 14.0, 13.78125)","(7.0, 8.0, 7.771428571428571)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:52.852267,"(6.0, 7.4, 7.211111111111111)","(8.0, 9.8, 9.512280701754387)","(5.0, 5.9, 5.834375)","(10.0, 12.5, 12.9)","(3.8, 4.4, 4.31953125)","(11.0, 15.5, 15.14516129032258)","(11.0, 14.0, 13.686274509803921)","(7.0, 7.8, 7.755844155844156)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:54.139523,"(6.0, 7.4, 7.23)","(8.0, 9.8, 9.512280701754387)","(5.0, 5.9, 5.834375)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.334810126582278)","(11.0, 15.5, 14.38888888888889)","(11.0, 14.0, 14.115384615384615)","(7.0, 7.8, 7.755844155844156)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:55.416271,"(6.0, 7.4, 7.306666666666667)","(8.0, 9.8, 9.694117647058823)","(5.0, 5.9, 5.932926829268293)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.3577272727272724)","(11.0, 14.5, 14.257142857142856)","(11.0, 14.5, 14.10344827586207)","(7.0, 7.8, 7.7534246575342465)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:56.786204,"(6.0, 7.4, 7.278787878787879)","(8.0, 9.8, 9.536170212765958)","(5.0, 6.0, 5.812)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.379874213836478)","(11.0, 15.0, 14.409090909090908)","(11.0, 14.5, 14.026315789473685)","(7.0, 7.8, 7.7534246575342465)","(101.0, 180.0, 164.0)"
07-01-2023 13:26:58.472810,"(6.0, 7.4, 7.278787878787879)","(8.0, 9.8, 9.536170212765958)","(5.0, 5.9, 5.812)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.3737704918032785)","(11.0, 15.0, 14.642857142857142)","(11.0, 14.5, 14.026315789473685)","(7.0, 7.8, 7.7534246575342465)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:00.059606,"(6.0, 7.4, 7.278787878787879)","(8.0, 9.8, 9.545454545454547)","(5.0, 5.9, 5.812)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.369811320754717)","(11.0, 15.0, 14.583333333333334)","(11.0, 14.5, 14.256756756756756)","(7.0, 7.8, 7.750724637681159)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:01.647492,"(6.0, 7.4, 7.278787878787879)","(8.0, 9.8, 9.545454545454547)","(5.0, 5.9, 5.812)","(10.0, 13.0, 12.928571428571429)","(3.8, 4.4, 4.369811320754717)","(11.0, 15.0, 14.583333333333334)","(11.0, 14.5, 14.424242424242424)","(7.0, 7.8, 7.750724637681159)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:03.237893,"(6.0, 7.4, 7.278787878787879)","(8.0, 9.8, 9.653061224489797)","(5.0, 5.9, 5.81)","(10.0, 13.0, 12.974358974358974)","(3.8, 4.4, 4.326865671641791)","(11.0, 15.0, 14.409090909090908)","(11.0, 14.5, 14.371681415929203)","(7.0, 7.8, 7.747692307692308)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:04.736676,"(6.0, 7.4, 7.340740740740741)","(8.0, 9.8, 9.653061224489797)","(5.0, 5.9, 5.7875)","(10.0, 13.0, 12.974358974358974)","(3.8, 4.4, 4.328125)","(11.0, 14.5, 14.382352941176471)","(11.0, 14.5, 14.371681415929203)","(7.0, 7.8, 7.747692307692308)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:06.167250,"(6.0, 7.4, 7.340740740740741)","(8.0, 9.8, 9.653061224489797)","(5.0, 5.8, 5.773913043478261)","(10.0, 13.0, 12.377777777777778)","(3.8, 4.4, 4.358620689655172)","(11.0, 14.5, 13.731707317073171)","(11.0, 14.5, 14.440625)","(7.0, 7.8, 7.387096774193549)","(101.0, 180.0, 164.0)"
07-01-2023 13:27:07.545750,"(6.0, 7.6, 7.312)","(8.0, 10.0, 9.821538461538463)","(5.0, 5.9, 5.836956521739131)","(10.0, 12.5, 12.3625)","(3.8, 4.5, 4.384563758389262)","(11.0, 14.0, 13.731707317073171)","(11.0, 14.5, 14.440625)","(7.0, 7.4, 7.44)","(101.0, 180.0, 164.0)"
