,Test The Law,Deep Point,Midnight Rush,Whatsanamegeorge,Zebella,Our Shining Star,Sir Toop,Soames,Im A Dexstar
07-01-2023 13:23:30.969649,"(5.5, 7.0, 6.7)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.8, 6.285714285714286)","(11.0, 13.0, 12.25)","(3.6, 4.3, 4.212258064516129)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:32.247471,"(5.5, 7.0, 6.828571428571428)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.8, 6.328)","(11.0, 13.0, 12.181818181818182)","(3.6, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:33.483940,"(5.5, 7.0, 6.828571428571428)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.6, 6.276190476190476)","(11.0, 13.0, 12.181818181818182)","(3.6, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:34.757608,"(5.5, 7.0, 6.828571428571428)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.6, 6.276190476190476)","(11.0, 13.0, 12.181818181818182)","(3.6, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.5, 14.186274509803921)","(8.0, 9.6, 9.36)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:36.016000,"(5.5, 7.0, 6.672727272727273)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.6, 6.251612903225807)","(11.0, 13.0, 12.181818181818182)","(3.6, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.5, 13.766666666666666)","(8.0, 9.6, 9.12)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:37.322424,"(5.5, 7.0, 6.672727272727273)","(8.0, 10.0, 9.323076923076922)","(5.5, 6.6, 6.251612903225807)","(11.0, 13.0, 12.181818181818182)","(3.6, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.0, 13.4)","(8.0, 9.6, 9.5)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:38.644731,"(5.5, 7.0, 6.828571428571428)","(8.0, 9.8, 9.32)","(5.5, 6.6, 6.251612903225807)","(11.0, 13.0, 12.181818181818182)","(3.7, 4.3, 4.252631578947368)","(10.0, 13.0, 12.967741935483872)","(11.0, 14.0, 13.363636363636363)","(8.0, 9.6, 9.435897435897436)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:39.988133,"(5.5, 7.0, 6.733333333333333)","(8.0, 9.8, 9.32)","(5.5, 6.6, 6.251612903225807)","(11.0, 13.0, 12.181818181818182)","(3.7, 4.3, 4.259090909090909)","(10.0, 13.0, 12.971014492753623)","(11.0, 13.5, 13.0)","(8.0, 9.6, 9.372093023255815)","(101.0, 170.0, 146.0)"
07-01-2023 13:23:41.449776,"(5.5, 7.0, 6.733333333333333)","(8.0, 9.8, 9.32)","(5.5, 6.6, 6.24)","(11.0, 13.0, 12.181818181818182)","(3.7, 4.3, 4.25813953488372)","(10.0, 13.0, 12.971014492753623)","(11.0, 13.5, 12.3125)","(8.0, 9.4, 9.372093023255815)","(101.0, 170.0, 150.0)"
07-01-2023 13:23:42.782513,"(5.5, 7.0, 6.733333333333333)","(8.0, 9.8, 9.571428571428571)","(5.5, 6.6, 6.34)","(11.0, 13.0, 12.4375)","(3.7, 4.3, 4.239772727272728)","(10.0, 13.0, 12.833333333333334)","(11.0, 13.0, 12.476190476190476)","(8.0, 9.4, 9.142857142857142)","(101.0, 170.0, 147.5)"
07-01-2023 13:23:44.151968,"(5.5, 7.0, 6.88235294117647)","(8.0, 9.8, 9.571428571428571)","(5.5, 6.4, 6.3349397590361445)","(11.0, 13.0, 12.416666666666666)","(3.7, 4.3, 4.239772727272728)","(10.0, 13.0, 13.0)","(11.0, 13.0, 12.476190476190476)","(8.0, 9.2, 9.142857142857142)","(101.0, 170.0, 147.5)"
07-01-2023 13:23:45.481319,"(5.5, 7.0, 6.931034482758621)","(8.0, 9.8, 9.727272727272727)","(5.5, 6.6, 6.5024390243902435)","(11.0, 13.0, 12.416666666666666)","(3.7, 4.3, 4.21969696969697)","(10.0, 13.5, 13.4375)","(11.0, 13.0, 12.476190476190476)","(8.0, 9.2, 9.142857142857142)","(101.0, 170.0, 147.5)"
07-01-2023 13:23:46.800842,"(5.5, 7.0, 6.931034482758621)","(8.0, 10.0, 9.727272727272727)","(5.5, 6.6, 6.388235294117647)","(11.0, 13.0, 12.416666666666666)","(3.7, 4.3, 4.236904761904762)","(10.0, 13.5, 13.4375)","(11.0, 13.0, 12.083333333333334)","(8.0, 9.2, 9.142857142857142)","(101.0, 170.0, 147.5)"
07-01-2023 13:23:48.125933,"(5.5, 7.0, 6.931034482758621)","(8.0, 10.0, 9.727272727272727)","(5.5, 6.6, 6.3)","(11.0, 13.0, 12.416666666666666)","(3.7, 4.3, 4.284705882352942)","(10.0, 13.5, 13.681818181818182)","(11.0, 13.0, 11.852941176470589)","(8.0, 9.2, 9.1)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:49.416011,"(5.5, 7.0, 6.931034482758621)","(8.0, 10.0, 9.657142857142857)","(5.5, 6.6, 6.28)","(11.0, 13.0, 13.364583333333334)","(3.7, 4.4, 4.284705882352942)","(10.0, 14.0, 13.722222222222221)","(11.0, 12.0, 11.791666666666666)","(8.0, 9.2, 9.1)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:50.720573,"(5.5, 7.0, 6.9375)","(8.0, 10.0, 9.657142857142857)","(5.5, 6.4, 6.28)","(11.0, 13.5, 13.897435897435898)","(3.7, 4.4, 4.2827586206896555)","(10.0, 14.0, 13.791666666666666)","(11.0, 12.0, 11.357142857142858)","(8.0, 9.2, 9.1)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:51.944105,"(5.5, 7.0, 6.9375)","(8.0, 10.0, 9.657142857142857)","(5.5, 6.4, 6.28)","(11.0, 14.0, 13.464285714285714)","(3.7, 4.4, 4.3556603773584905)","(10.0, 14.0, 13.791666666666666)","(11.0, 11.5, 11.4)","(8.0, 9.2, 9.1)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:53.166191,"(5.5, 7.0, 6.9375)","(8.0, 10.0, 9.727272727272727)","(5.5, 6.4, 6.28)","(11.0, 13.5, 13.4)","(3.7, 4.4, 4.439784946236559)","(10.0, 14.0, 13.791666666666666)","(11.0, 11.5, 11.409090909090908)","(8.0, 9.2, 9.022222222222222)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:54.389174,"(5.5, 6.6, 6.536363636363636)","(8.0, 10.0, 9.727272727272727)","(5.5, 6.4, 6.28)","(11.0, 13.5, 13.4)","(3.7, 4.5, 4.435353535353535)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 11.357142857142858)","(8.0, 9.2, 9.022222222222222)","(101.0, 170.0, 140.0)"
07-01-2023 13:23:55.520263,"(5.5, 6.6, 6.536363636363636)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.328)","(11.0, 13.5, 13.421052631578947)","(3.7, 4.5, 4.438144329896907)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 10.9)","(8.0, 9.2, 9.022222222222222)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:23:56.778560,"(5.5, 6.6, 6.536363636363636)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.328)","(11.0, 13.5, 13.421052631578947)","(3.7, 4.5, 4.455813953488372)","(10.0, 14.0, 13.9375)","(11.0, 11.0, 11.090909090909092)","(8.0, 9.2, 9.022222222222222)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:23:57.892946,"(5.5, 6.8, 6.606896551724138)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.328)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.467307692307692)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.2, 9.152941176470588)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:23:59.046699,"(5.5, 6.8, 6.723076923076923)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.325)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.476388888888889)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.2, 9.156363636363636)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:00.264638,"(5.5, 6.4, 6.314285714285715)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.325)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.476388888888889)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.2, 9.156363636363636)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:01.562092,"(5.5, 6.8, 6.541176470588235)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.325)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.476388888888889)","(10.0, 14.0, 13.9375)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.2, 9.156363636363636)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:02.857832,"(5.5, 6.8, 6.541176470588235)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.443529411764706)","(10.0, 14.0, 14.192307692307692)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.2, 8.933333333333334)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:04.139045,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.443529411764706)","(10.0, 14.5, 14.264705882352942)","(11.0, 11.5, 10.857142857142858)","(8.0, 9.0, 8.895652173913044)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:05.636033,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.29)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.443529411764706)","(10.0, 14.5, 14.264705882352942)","(11.0, 11.5, 11.025)","(8.0, 9.0, 8.895652173913044)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:07.016803,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.443529411764706)","(10.0, 14.5, 14.26923076923077)","(11.0, 12.0, 11.452380952380953)","(8.0, 9.0, 8.895652173913044)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:08.225320,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.459183673469388)","(10.0, 14.5, 14.26923076923077)","(11.0, 11.5, 11.452380952380953)","(8.0, 9.0, 8.895652173913044)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:09.484097,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.75)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.25)","(3.7, 4.5, 4.466666666666667)","(10.0, 14.5, 14.26923076923077)","(11.0, 11.5, 11.466666666666667)","(8.0, 9.0, 8.895652173913044)","(101.0, 170.0, 153.33333333333331)"
07-01-2023 13:24:10.784999,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.904761904761905)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 12.657894736842104)","(3.7, 4.5, 4.47037037037037)","(10.0, 14.5, 13.35483870967742)","(11.0, 11.5, 11.911764705882353)","(8.0, 9.0, 8.716000000000001)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:12.129605,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.904761904761905)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 12.636363636363637)","(3.7, 4.5, 4.469230769230769)","(10.0, 13.5, 13.35483870967742)","(11.0, 12.0, 12.25)","(8.0, 8.8, 8.716000000000001)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:13.468798,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.904761904761905)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 12.636363636363637)","(3.7, 4.5, 4.469230769230769)","(10.0, 13.5, 13.35483870967742)","(11.0, 12.5, 12.25)","(8.0, 8.8, 8.716000000000001)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:14.755887,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.857142857142858)","(5.5, 6.4, 6.270588235294118)","(11.0, 13.5, 13.040322580645162)","(3.7, 4.5, 4.498198198198198)","(10.0, 13.5, 13.423076923076923)","(11.0, 12.5, 12.282051282051283)","(8.0, 8.8, 8.542857142857143)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:16.094927,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.14)","(5.5, 6.4, 6.351111111111112)","(11.0, 13.5, 13.068181818181818)","(3.7, 4.5, 4.498198198198198)","(10.0, 13.5, 13.423076923076923)","(11.0, 12.5, 12.282051282051283)","(8.0, 8.6, 8.346666666666668)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:17.404696,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.015384615384615)","(5.5, 6.4, 6.351111111111112)","(11.0, 13.0, 12.92156862745098)","(3.7, 4.5, 4.498333333333333)","(11.0, 13.5, 13.423076923076923)","(10.0, 12.5, 12.292682926829269)","(8.0, 8.4, 8.3)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:18.717550,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.275)","(5.5, 6.4, 6.295238095238095)","(11.0, 13.0, 12.431818181818182)","(3.7, 4.5, 4.498333333333333)","(11.0, 13.5, 14.318181818181818)","(10.0, 12.5, 12.357142857142858)","(8.0, 8.4, 8.16)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:20.041094,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 9.782608695652174)","(5.5, 6.4, 6.28)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.498333333333333)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.22857142857143)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:21.374226,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.782608695652174)","(5.5, 6.4, 6.28)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.498333333333333)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:22.643042,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.696969696969697)","(5.5, 6.4, 6.1931034482758625)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.498333333333333)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:23.938676,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.696969696969697)","(5.5, 6.4, 6.1647058823529415)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.498507462686567)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:25.223789,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.725)","(5.5, 6.4, 6.233333333333333)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.453757225433526)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:26.514997,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.799999999999999)","(5.5, 6.4, 6.233333333333333)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.448603351955307)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.3125)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:27.814308,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.11111111111111)","(5.5, 6.4, 6.122222222222223)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.471653543307086)","(11.0, 14.5, 14.1)","(10.0, 12.5, 12.210526315789474)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:29.072107,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.08)","(5.5, 6.4, 6.122222222222223)","(11.0, 12.5, 12.392857142857142)","(3.7, 4.5, 4.442483660130719)","(11.0, 14.5, 14.1)","(11.0, 12.5, 12.26086956521739)","(8.0, 8.4, 8.16842105263158)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:30.236146,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.08)","(5.5, 6.4, 6.122222222222223)","(11.0, 12.5, 12.23913043478261)","(3.7, 4.5, 4.442483660130719)","(11.0, 14.5, 14.1)","(11.0, 12.5, 12.934782608695652)","(8.0, 8.4, 8.1)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:31.387296,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.08)","(5.5, 6.4, 6.104761904761905)","(11.0, 13.0, 12.478260869565217)","(3.7, 4.5, 4.442483660130719)","(11.0, 14.5, 14.1)","(11.0, 13.0, 13.25)","(8.0, 8.2, 7.663157894736842)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:32.575287,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.08)","(5.5, 6.4, 6.133333333333334)","(11.0, 13.0, 12.478260869565217)","(3.7, 4.5, 4.46304347826087)","(11.0, 14.5, 14.1)","(11.0, 13.5, 13.222222222222221)","(8.0, 8.0, 7.721739130434782)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:33.774534,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.08)","(5.5, 6.2, 6.094444444444445)","(11.0, 13.0, 12.478260869565217)","(3.7, 4.5, 4.4317596566523605)","(11.0, 14.5, 14.1)","(11.0, 13.5, 13.383720930232558)","(8.0, 8.0, 7.721739130434782)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:34.947103,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 9.87)","(5.5, 6.2, 6.081034482758621)","(11.0, 13.0, 12.478260869565217)","(3.7, 4.6, 4.432173913043479)","(11.0, 14.5, 14.1)","(11.0, 13.5, 13.368421052631579)","(8.0, 8.0, 7.721739130434782)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:36.115897,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 9.87)","(5.5, 6.2, 6.081034482758621)","(11.0, 13.0, 12.478260869565217)","(3.7, 4.6, 4.432173913043479)","(11.0, 14.5, 14.1)","(11.0, 13.5, 13.368421052631579)","(8.0, 8.0, 7.721739130434782)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:37.265863,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.692307692307692)","(5.5, 6.2, 6.106122448979592)","(11.0, 13.0, 12.2)","(3.7, 4.6, 4.431896551724138)","(11.0, 14.5, 13.9)","(11.0, 13.5, 13.380952380952381)","(8.0, 8.0, 7.721739130434782)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:38.533345,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.692307692307692)","(5.5, 6.2, 6.064516129032258)","(11.0, 13.0, 12.214285714285714)","(3.7, 4.6, 4.517543859649122)","(11.0, 14.5, 13.9)","(11.0, 13.5, 13.23076923076923)","(8.0, 8.0, 8.085714285714285)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:39.774701,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.692307692307692)","(5.5, 6.2, 6.057142857142857)","(11.0, 12.5, 12.386363636363637)","(3.7, 4.6, 4.517543859649122)","(11.0, 14.5, 13.9)","(11.0, 13.5, 13.155172413793103)","(8.0, 8.2, 7.894736842105263)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:40.999090,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.674999999999999)","(5.5, 6.2, 6.057142857142857)","(11.0, 12.5, 12.393617021276595)","(3.7, 4.6, 4.517543859649122)","(11.0, 14.5, 13.9)","(11.0, 13.5, 13.155172413793103)","(8.0, 8.4, 7.928571428571429)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:42.180258,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.0, 9.674999999999999)","(5.5, 6.2, 5.932467532467533)","(11.0, 12.5, 12.393617021276595)","(3.7, 4.6, 4.51875)","(11.0, 14.5, 13.9)","(11.0, 13.5, 12.973684210526315)","(8.0, 8.4, 7.971428571428571)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:43.395871,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.055555555555555)","(5.5, 6.0, 5.859459459459459)","(11.0, 12.5, 12.192307692307692)","(3.7, 4.6, 4.51875)","(11.0, 14.5, 14.125)","(11.0, 13.5, 12.973684210526315)","(8.0, 8.2, 7.971428571428571)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:44.641344,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.055555555555555)","(5.5, 6.0, 5.859459459459459)","(11.0, 12.5, 12.192307692307692)","(3.7, 4.6, 4.51875)","(11.0, 14.5, 13.9)","(11.0, 13.5, 12.973684210526315)","(8.0, 8.2, 8.183333333333334)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:45.820156,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.055555555555555)","(5.5, 6.0, 5.83013698630137)","(11.0, 12.5, 12.192307692307692)","(3.7, 4.6, 4.457142857142857)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 12.833333333333334)","(8.0, 8.2, 8.346153846153847)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:47.034256,"(5.5, 6.8, 6.631578947368421)","(8.0, 10.5, 10.055555555555555)","(5.5, 5.9, 5.807142857142858)","(11.0, 12.5, 12.192307692307692)","(3.7, 4.6, 4.45945945945946)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.0, 12.785714285714286)","(8.0, 8.4, 8.346153846153847)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:48.245728,"(5.5, 6.8, 6.688888888888888)","(8.0, 10.5, 9.870000000000001)","(5.5, 5.9, 5.745454545454545)","(11.0, 12.5, 11.678571428571429)","(3.7, 4.6, 4.492957746478873)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.0, 13.083333333333334)","(8.0, 8.4, 8.288)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:49.451767,"(5.5, 6.8, 6.699999999999999)","(8.0, 10.5, 9.870000000000001)","(5.5, 5.8, 5.834615384615384)","(11.0, 12.0, 11.48)","(3.7, 4.5, 4.492957746478873)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.1875)","(8.0, 8.4, 8.327272727272728)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:50.853315,"(5.5, 6.8, 6.699999999999999)","(8.0, 10.5, 9.870000000000001)","(5.5, 5.9, 5.852941176470589)","(11.0, 12.0, 12.652173913043478)","(3.7, 4.5, 4.492957746478873)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.1875)","(7.5, 8.4, 8.327272727272728)","(101.0, 170.0, 162.5)"
07-01-2023 13:24:51.989745,"(5.5, 6.8, 6.699999999999999)","(8.0, 10.5, 9.870000000000001)","(5.5, 5.9, 5.852941176470589)","(11.0, 13.0, 12.192307692307692)","(3.7, 4.5, 4.466)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.05)","(7.5, 8.4, 8.327272727272728)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:53.099585,"(5.5, 6.8, 6.699999999999999)","(8.0, 10.5, 9.870000000000001)","(5.5, 5.9, 5.852941176470589)","(11.0, 12.5, 12.192307692307692)","(3.7, 4.5, 4.466)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.05)","(7.5, 8.4, 8.327272727272728)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:54.227431,"(5.5, 6.8, 6.693333333333333)","(8.0, 10.5, 9.719117647058823)","(5.5, 6.0, 5.973333333333334)","(11.0, 12.5, 12.029411764705882)","(3.7, 4.6, 4.468041237113402)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.05)","(7.5, 8.4, 8.327272727272728)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:55.373343,"(5.5, 6.8, 6.693333333333333)","(8.0, 10.0, 9.885714285714286)","(5.5, 6.2, 5.966)","(11.0, 12.5, 12.029411764705882)","(3.7, 4.6, 4.468041237113402)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.0, 12.6875)","(7.5, 8.4, 8.327272727272728)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:56.656818,"(5.5, 6.8, 6.693333333333333)","(8.0, 10.0, 9.885714285714286)","(5.5, 6.2, 5.956896551724138)","(11.0, 12.5, 12.029411764705882)","(3.7, 4.6, 4.467346938775511)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.0, 12.6875)","(7.5, 8.4, 8.504)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:57.868069,"(5.5, 6.8, 6.693333333333333)","(8.0, 10.0, 9.885714285714286)","(5.5, 6.2, 5.953225806451613)","(11.0, 12.5, 12.029411764705882)","(3.7, 4.6, 4.467346938775511)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.0, 13.371794871794872)","(7.5, 8.6, 8.37142857142857)","(101.0, 170.0, 140.0)"
07-01-2023 13:24:59.148414,"(5.5, 6.8, 6.72)","(8.0, 10.0, 9.733333333333333)","(5.5, 6.0, 5.916666666666667)","(11.0, 12.5, 11.75)","(3.7, 4.6, 4.517322834645669)","(11.0, 14.5, 13.807692307692308)","(11.0, 13.5, 13.290697674418604)","(7.5, 8.6, 8.342857142857143)","(101.0, 170.0, 140.0)"
07-01-2023 13:25:00.390785,"(5.5, 6.8, 6.72)","(8.0, 10.0, 9.733333333333333)","(5.5, 6.0, 5.829166666666667)","(11.0, 12.0, 11.722222222222221)","(3.7, 4.6, 4.517322834645669)","(11.0, 14.5, 13.709677419354838)","(11.0, 13.5, 13.371794871794872)","(7.5, 8.6, 8.423529411764706)","(101.0, 170.0, 140.0)"
07-01-2023 13:25:01.655131,"(5.5, 6.8, 6.72)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.9, 5.858333333333333)","(11.0, 12.0, 11.722222222222221)","(3.7, 4.6, 4.517322834645669)","(11.0, 14.0, 13.709677419354838)","(11.0, 13.5, 13.371794871794872)","(7.5, 8.6, 8.45)","(101.0, 170.0, 140.0)"
07-01-2023 13:25:02.909543,"(5.5, 6.8, 6.72)","(8.0, 10.0, 9.733333333333333)","(5.5, 5.9, 5.858333333333333)","(11.0, 12.0, 11.666666666666666)","(3.7, 4.6, 4.517322834645669)","(11.0, 14.0, 13.709677419354838)","(11.0, 13.5, 13.272727272727273)","(7.5, 8.6, 8.36)","(101.0, 170.0, 140.0)"
