,Tudor Folk,River Matt,Slingshot Snoop,Shes The Grouse,Golden State,Dark Horse
11-01-2023 10:38:43.981559,"(41.0, 240.0, 201.2)","(2.9, 3.85, 3.7576923076923077)","(2.4, 2.68, 2.602222222222222)","(6.5, 10.0, 9.138461538461538)","(5.0, 6.4, 5.98)","(7.5, 19.0, 18.375)"
11-01-2023 10:38:45.097633,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.908333333333333)","(2.4, 2.68, 2.5925000000000002)","(6.5, 10.0, 9.138461538461538)","(5.0, 6.4, 6.16)","(7.5, 19.0, 18.375)"
11-01-2023 10:38:46.194787,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8461538461538463)","(2.4, 2.68, 2.5925000000000002)","(6.5, 10.0, 9.138461538461538)","(5.0, 6.4, 6.333333333333333)","(7.5, 19.0, 18.375)"
11-01-2023 10:38:47.314786,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.875)","(2.4, 2.68, 2.658181818181818)","(6.5, 10.0, 9.200000000000001)","(5.0, 6.6, 6.333333333333333)","(7.5, 19.0, 18.375)"
11-01-2023 10:38:48.453175,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6371428571428575)","(6.5, 10.0, 9.261538461538462)","(5.0, 6.6, 6.333333333333333)","(7.5, 19.0, 17.9375)"
11-01-2023 10:38:49.616719,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6371428571428575)","(6.5, 10.0, 9.261538461538462)","(5.0, 6.6, 6.333333333333333)","(7.5, 18.5, 17.705882352941178)"
11-01-2023 10:38:50.713244,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6090909090909093)","(6.5, 10.0, 8.4)","(5.0, 6.6, 6.428571428571428)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:51.835553,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6090909090909093)","(6.5, 10.0, 8.9)","(5.0, 6.6, 6.449999999999999)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:52.965997,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6090909090909093)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.449999999999999)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:54.097442,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.74, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.449999999999999)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:55.136447,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.449999999999999)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:56.100290,"(41.0, 240.0, 201.2)","(2.9, 4.0, 3.8)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.449999999999999)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:57.185757,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.8)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:58.259475,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.8)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:38:59.278121,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.8)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.425)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:00.354586,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.925)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:01.371309,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.68, 2.6254545454545455)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:02.321953,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.6363636363636367)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:03.260708,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.62)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.3375)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:04.184151,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.62)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.6, 6.08)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:05.101210,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.62)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.8, 6.64)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:05.977354,"(41.0, 230.0, 107.33333333333334)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.62)","(6.5, 9.8, 9.028571428571428)","(5.0, 6.8, 6.64)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:06.842221,"(41.0, 230.0, 116.76923076923077)","(2.9, 4.0, 3.942857142857143)","(2.4, 2.7, 2.62)","(6.5, 9.6, 9.142857142857142)","(5.0, 6.8, 6.64)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:07.744110,"(41.0, 230.0, 116.76923076923077)","(2.9, 3.55, 3.458823529411765)","(2.4, 2.7, 2.62)","(6.5, 9.6, 9.129411764705882)","(5.0, 6.8, 6.64)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:08.698248,"(41.0, 220.0, 170.28571428571428)","(2.9, 3.55, 3.456060606060606)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.2)","(5.0, 7.6, 6.76)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:09.652958,"(41.0, 230.0, 199.33333333333334)","(2.9, 3.55, 3.456060606060606)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.2)","(5.0, 7.4, 6.76)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:10.698181,"(41.0, 210.0, 176.8)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.2)","(5.0, 7.4, 6.84)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:11.689302,"(41.0, 210.0, 176.8)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.333333333333332)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:12.589045,"(41.0, 210.0, 176.8)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.333333333333332)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:13.537049,"(41.0, 210.0, 176.8)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.333333333333332)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:14.545891,"(41.0, 210.0, 176.8)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:15.655977,"(41.0, 200.0, 148.0)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.74, 2.6247058823529414)","(6.5, 9.6, 9.15)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:16.767897,"(41.0, 200.0, 148.0)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.15)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:17.986843,"(41.0, 200.0, 148.0)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.15)","(5.0, 7.4, 6.8909090909090915)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:19.004217,"(41.0, 190.0, 141.33333333333331)","(2.9, 3.55, 3.409090909090909)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:20.016315,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.315151515151515)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:21.013187,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:21.851193,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6247058823529414)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:22.796798,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.15)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:23.790121,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.15)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:24.763724,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.15)","(5.0, 7.4, 6.955555555555556)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:25.779498,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:26.724352,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.272727272727273)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:27.602662,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 9.6, 9.375)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:28.494646,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.7, 2.6416666666666666)","(6.5, 11.0, 10.666666666666666)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:29.405529,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 9.833333333333334)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:30.397072,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 9.5)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:31.467595,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 9.5)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:32.496466,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 9.375)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:33.437123,"(41.0, 190.0, 108.88888888888889)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 9.375)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:34.349580,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.5, 8.394736842105264)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:35.272236,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.66, 2.6183333333333336)","(6.5, 10.0, 9.169565217391305)","(5.0, 7.4, 7.050000000000001)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:36.307505,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.78, 2.665)","(6.5, 10.5, 9.169565217391305)","(5.0, 7.4, 7.026666666666667)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:37.362999,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.665)","(6.5, 10.5, 9.169565217391305)","(5.0, 7.4, 7.026666666666667)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:38.384492,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6458823529411766)","(6.5, 10.5, 9.169565217391305)","(5.0, 7.4, 7.026666666666667)","(7.5, 18.5, 17.535714285714285)"
11-01-2023 10:39:39.367483,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6458823529411766)","(6.5, 10.5, 9.169565217391305)","(5.0, 7.4, 6.866666666666667)","(7.5, 18.5, 16.5)"
11-01-2023 10:39:40.234457,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6458823529411766)","(6.5, 10.5, 9.169565217391305)","(5.0, 7.4, 6.866666666666667)","(7.5, 18.5, 16.5)"
11-01-2023 10:39:41.175238,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6458823529411766)","(6.5, 10.5, 9.272222222222222)","(5.0, 7.4, 7.0)","(7.5, 18.5, 17.7)"
11-01-2023 10:39:42.133619,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6458823529411766)","(6.5, 10.5, 9.0)","(5.0, 7.4, 7.0)","(7.5, 18.5, 17.7)"
11-01-2023 10:39:43.155974,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.74, 2.6900000000000004)","(6.5, 10.0, 9.0)","(5.0, 7.4, 7.0)","(7.5, 18.5, 17.7)"
11-01-2023 10:39:44.108683,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.638823529411765)","(6.5, 10.0, 9.0)","(5.0, 7.4, 7.0)","(7.5, 18.5, 17.7)"
11-01-2023 10:39:44.996529,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.638823529411765)","(6.5, 10.0, 9.157894736842106)","(5.0, 7.4, 7.0)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:45.922421,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.638823529411765)","(6.5, 10.0, 9.157894736842106)","(5.0, 7.4, 6.866666666666667)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:46.890378,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.638823529411765)","(6.5, 10.0, 9.238095238095237)","(5.0, 7.4, 7.766666666666667)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:47.911947,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.602222222222222)","(6.5, 10.0, 9.238095238095237)","(5.0, 8.0, 7.377777777777777)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:48.896992,"(41.0, 180.0, 104.44444444444444)","(2.9, 3.55, 3.3135135135135134)","(2.4, 2.68, 2.5490909090909093)","(6.5, 10.0, 9.138461538461538)","(5.0, 8.0, 6.789189189189189)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:49.797878,"(41.0, 170.0, 100.0)","(2.9, 3.5, 3.357142857142857)","(2.4, 2.68, 2.59)","(6.5, 10.0, 9.138461538461538)","(5.0, 8.0, 6.789189189189189)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:50.691174,"(41.0, 170.0, 78.57142857142857)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 9.138461538461538)","(5.0, 8.0, 6.789189189189189)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:51.646442,"(41.0, 170.0, 88.75)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 9.138461538461538)","(5.0, 7.8, 7.1)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:52.675904,"(41.0, 170.0, 97.77777777777777)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 9.138461538461538)","(5.0, 7.8, 6.746341463414634)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:53.725484,"(41.0, 170.0, 97.77777777777777)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 9.138461538461538)","(5.0, 7.8, 6.18)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:54.695903,"(41.0, 170.0, 148.66666666666669)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 8.4)","(5.0, 7.8, 6.921951219512195)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:55.652453,"(41.0, 170.0, 148.66666666666669)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 8.4)","(5.0, 7.8, 6.921951219512195)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:56.534993,"(41.0, 170.0, 100.0)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.62, 2.5654545454545454)","(6.5, 10.0, 8.892307692307693)","(5.0, 7.8, 6.921951219512195)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:57.489343,"(41.0, 170.0, 100.0)","(2.9, 3.5, 3.3363636363636364)","(2.4, 2.66, 2.56)","(6.5, 10.0, 8.971428571428572)","(5.0, 7.8, 7.199999999999999)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:58.533455,"(41.0, 170.0, 100.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 8.971428571428572)","(5.0, 7.6, 7.230769230769231)","(7.5, 18.5, 17.5)"
11-01-2023 10:39:59.554010,"(41.0, 170.0, 100.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 8.971428571428572)","(5.0, 7.6, 7.083333333333333)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:00.630996,"(41.0, 170.0, 100.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 8.971428571428572)","(5.0, 7.6, 7.083333333333333)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:01.595121,"(41.0, 170.0, 100.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 8.971428571428572)","(5.0, 7.6, 7.083333333333333)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:02.515309,"(41.0, 170.0, 100.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 8.399999999999999)","(5.0, 7.6, 7.083333333333333)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:03.451257,"(41.0, 170.0, 94.4)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.66, 2.5872727272727274)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 7.09375)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:04.455139,"(41.0, 170.0, 94.4)","(2.9, 3.45, 3.327272727272727)","(2.4, 2.78, 2.598181818181818)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 7.15)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:05.451997,"(41.0, 170.0, 94.4)","(2.9, 3.45, 3.327272727272727)","(2.4, 2.68, 2.598181818181818)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.85)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:06.519036,"(41.0, 180.0, 112.0)","(2.9, 3.45, 3.342857142857143)","(2.4, 2.68, 2.598181818181818)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.6000000000000005)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:07.584451,"(41.0, 160.0, 121.33333333333333)","(2.9, 3.3, 3.023076923076923)","(2.4, 2.68, 2.598181818181818)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.742857142857143)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:08.632076,"(41.0, 160.0, 121.33333333333333)","(2.9, 3.3, 3.1285714285714286)","(2.4, 2.68, 2.598181818181818)","(6.5, 10.0, 9.2)","(5.0, 7.6, 6.742857142857143)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:09.599154,"(41.0, 160.0, 121.33333333333333)","(2.9, 3.3, 3.1227272727272726)","(2.4, 2.68, 2.598181818181818)","(6.5, 10.0, 8.72)","(5.0, 7.6, 6.742857142857143)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:10.504917,"(41.0, 160.0, 121.33333333333333)","(2.9, 3.3, 3.1607142857142856)","(2.4, 2.68, 2.6270588235294117)","(6.5, 10.0, 9.146666666666667)","(5.0, 7.6, 6.742857142857143)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:11.429075,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.1655172413793102)","(2.4, 2.68, 2.6270588235294117)","(6.5, 10.0, 9.28888888888889)","(5.0, 7.6, 6.742857142857143)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:12.414041,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.2417910447761193)","(2.4, 2.7, 2.6608695652173915)","(6.5, 10.0, 9.015384615384615)","(5.0, 7.6, 6.85)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:13.412007,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.0678571428571426)","(2.4, 2.7, 2.655555555555556)","(6.5, 10.0, 9.015384615384615)","(5.0, 7.6, 6.947826086956521)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:14.363740,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.0678571428571426)","(2.4, 2.7, 2.655555555555556)","(6.5, 10.0, 9.015384615384615)","(5.0, 7.6, 6.947826086956521)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:15.235149,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.263888888888889)","(2.4, 2.7, 2.655555555555556)","(6.5, 10.0, 9.015384615384615)","(5.0, 7.6, 6.947826086956521)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:16.166994,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.263888888888889)","(2.4, 2.7, 2.655555555555556)","(6.5, 10.0, 9.015384615384615)","(5.0, 7.6, 6.947826086956521)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:17.114976,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.263888888888889)","(2.4, 2.7, 2.646666666666667)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.947826086956521)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:18.164985,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.261904761904762)","(2.4, 2.7, 2.665)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.894117647058823)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:19.215994,"(41.0, 160.0, 95.55555555555556)","(2.9, 3.3, 3.261904761904762)","(2.4, 2.74, 2.645263157894737)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 7.138461538461538)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:20.281842,"(41.0, 150.0, 114.66666666666667)","(2.9, 3.3, 3.261904761904762)","(2.4, 2.74, 2.645263157894737)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 7.138461538461538)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:21.304956,"(41.0, 150.0, 114.66666666666667)","(2.9, 3.3, 3.064705882352941)","(2.4, 2.74, 2.676842105263158)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.6, 6.371428571428572)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:22.309635,"(41.0, 150.0, 114.66666666666667)","(2.9, 3.3, 3.1796296296296296)","(2.4, 2.74, 2.676842105263158)","(6.5, 10.0, 9.384615384615385)","(5.0, 7.4, 6.2375)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:23.341831,"(41.0, 150.0, 114.66666666666667)","(2.9, 3.3, 3.1916666666666664)","(2.4, 2.74, 2.676842105263158)","(6.5, 10.0, 9.138461538461538)","(5.0, 7.4, 6.9)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:24.278729,"(41.0, 150.0, 114.66666666666667)","(2.9, 3.3, 3.1916666666666664)","(2.4, 2.74, 2.682857142857143)","(6.5, 10.0, 9.138461538461538)","(5.0, 7.2, 6.6)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:25.192535,"(41.0, 150.0, 86.4)","(2.9, 3.3, 3.252205882352941)","(2.4, 2.74, 2.682857142857143)","(6.5, 10.0, 9.377777777777778)","(5.0, 7.2, 6.763636363636364)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:26.191090,"(41.0, 150.0, 86.4)","(2.9, 3.3, 3.252205882352941)","(2.4, 2.74, 2.6844444444444444)","(6.5, 10.0, 9.569230769230769)","(5.0, 7.2, 6.763636363636364)","(7.5, 18.5, 17.5)"
11-01-2023 10:40:27.218854,"(41.0, 150.0, 86.4)","(2.9, 3.3, 3.252205882352941)","(2.4, 2.74, 2.6844444444444444)","(6.5, 10.0, 9.569230769230769)","(5.0, 7.2, 6.6000000000000005)","(7.5, 18.5, 17.5)"
