,Finniss Whisper,Vega Black,Succession,Pink Confetti,Cawbourne Donna,Finniss Eagle,Dashing Kara,Hey Day
06-01-2023 13:01:03.726831,"(2.35, 2.74, 2.628)","(10.0, 12.5, 12.282608695652174)","(3.1, 3.55, 3.4323529411764704)","(7.0, 9.4, 9.2)","(10.0, 17.5, 16.818181818181817)","(51.0, 370.0, 186.25)","(51.0, 220.0, 132.0)","(7.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:04.814728,"(2.35, 2.74, 2.656)","(10.0, 12.5, 12.282608695652174)","(3.0, 3.55, 3.4323529411764704)","(7.0, 9.4, 9.285714285714286)","(12.0, 17.5, 16.5625)","(51.0, 370.0, 186.25)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:05.826026,"(2.3, 2.74, 2.628)","(10.0, 12.5, 12.222222222222221)","(3.0, 3.55, 3.4323529411764704)","(7.0, 9.4, 9.285714285714286)","(12.0, 17.5, 16.5625)","(51.0, 370.0, 186.25)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:06.871629,"(2.3, 2.74, 2.656)","(10.0, 12.5, 12.222222222222221)","(3.0, 3.55, 3.4323529411764704)","(7.0, 9.4, 9.166666666666666)","(12.0, 17.5, 16.5625)","(51.0, 370.0, 186.25)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:07.933056,"(2.3, 2.74, 2.628)","(10.0, 12.5, 12.222222222222221)","(3.0, 3.55, 3.4323529411764704)","(7.0, 9.4, 8.7)","(12.0, 17.5, 16.5625)","(51.0, 370.0, 186.25)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:09.014757,"(2.3, 2.74, 2.656)","(10.0, 12.5, 12.222222222222221)","(3.0, 3.55, 3.4384615384615382)","(7.0, 9.4, 9.60625)","(12.0, 17.5, 17.5)","(61.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:10.118148,"(2.3, 2.74, 2.628)","(10.0, 12.5, 12.222222222222221)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.542105263157895)","(12.0, 18.0, 17.875)","(61.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:11.316195,"(2.3, 2.74, 2.656)","(10.0, 12.5, 11.545454545454545)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.633333333333333)","(12.0, 18.5, 17.875)","(61.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:12.430672,"(2.3, 2.72, 2.641739130434783)","(10.0, 12.5, 11.545454545454545)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.633333333333333)","(12.0, 18.5, 17.875)","(71.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:13.462032,"(2.3, 2.72, 2.632727272727273)","(10.0, 12.5, 11.8)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.459999999999999)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:14.628673,"(2.3, 2.72, 2.66)","(10.0, 12.5, 11.75)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.459999999999999)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 220.0, 132.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:15.868347,"(2.3, 2.72, 2.632727272727273)","(10.0, 12.0, 11.615384615384615)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.10357142857143)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 220.0, 140.0)","(8.0, 14.5, 13.902173913043478)"
06-01-2023 13:01:16.948621,"(2.3, 2.72, 2.6694736842105264)","(10.0, 12.0, 11.615384615384615)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.14)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 260.0, 140.0)","(8.0, 14.5, 13.86046511627907)"
06-01-2023 13:01:18.023221,"(2.3, 2.74, 2.6728)","(10.0, 12.0, 11.615384615384615)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.136363636363637)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 260.0, 187.5)","(8.0, 14.5, 13.620000000000001)"
06-01-2023 13:01:19.075946,"(2.3, 2.74, 2.647692307692308)","(10.0, 11.5, 11.4)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.136363636363637)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 13.620000000000001)"
06-01-2023 13:01:20.150418,"(2.3, 2.74, 2.64625)","(10.0, 11.5, 11.4)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.136363636363637)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 13.871428571428572)"
06-01-2023 13:01:21.364560,"(2.3, 2.74, 2.647692307692308)","(10.0, 11.5, 11.4)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.136363636363637)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 14.011111111111111)"
06-01-2023 13:01:22.531833,"(2.3, 2.74, 2.647692307692308)","(10.0, 11.5, 11.4)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.5, 9.133333333333333)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:23.701645,"(2.3, 2.74, 2.647692307692308)","(10.0, 11.5, 10.928571428571429)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.0, 9.373913043478261)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:24.869123,"(2.3, 2.74, 2.7391570881226057)","(10.0, 11.5, 11.136363636363637)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.0, 9.410526315789474)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 187.5)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:25.935104,"(2.3, 2.74, 2.7391634980988595)","(10.0, 11.5, 11.136363636363637)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.0, 9.410526315789474)","(12.0, 18.5, 18.142857142857142)","(71.0, 370.0, 212.5)","(51.0, 200.0, 155.0)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:27.145737,"(2.3, 2.74, 2.7391634980988595)","(10.0, 11.5, 10.666666666666666)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.0, 9.435294117647059)","(12.0, 18.5, 18.142857142857142)","(61.0, 370.0, 212.5)","(51.0, 200.0, 155.0)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:28.294471,"(2.3, 2.74, 2.7391634980988595)","(10.0, 11.0, 10.666666666666666)","(3.0, 3.55, 3.4384615384615382)","(7.0, 10.0, 9.435294117647059)","(12.0, 18.5, 18.142857142857142)","(61.0, 370.0, 212.5)","(51.0, 200.0, 155.0)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:29.498044,"(2.3, 2.74, 2.738967136150235)","(10.0, 11.0, 10.681818181818182)","(3.0, 3.55, 3.4346153846153844)","(7.0, 10.0, 9.142857142857142)","(12.0, 18.5, 18.142857142857142)","(61.0, 370.0, 212.5)","(51.0, 200.0, 155.0)","(8.0, 14.5, 13.935897435897436)"
06-01-2023 13:01:30.591743,"(2.3, 2.74, 2.738967136150235)","(10.0, 11.0, 10.681818181818182)","(3.0, 3.55, 3.1590163934426227)","(7.0, 10.0, 9.626666666666667)","(12.0, 18.5, 18.058823529411764)","(61.0, 370.0, 212.5)","(51.0, 200.0, 155.0)","(8.0, 14.5, 14.045454545454545)"
06-01-2023 13:01:31.638541,"(2.3, 2.74, 2.73948275862069)","(10.0, 11.0, 10.772727272727273)","(3.0, 3.2, 3.1590163934426227)","(7.0, 10.0, 9.619047619047619)","(12.0, 19.0, 17.0625)","(61.0, 370.0, 287.5)","(51.0, 200.0, 191.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:32.698778,"(2.3, 2.82, 2.8190825688073393)","(10.0, 11.5, 10.909090909090908)","(3.0, 3.5, 3.460747663551402)","(7.0, 10.0, 8.857142857142858)","(12.0, 18.0, 17.0625)","(61.0, 370.0, 287.5)","(51.0, 200.0, 182.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:33.787183,"(2.3, 2.86, 2.858418079096045)","(10.0, 11.5, 11.142857142857142)","(3.0, 3.5, 3.4130434782608696)","(7.0, 10.0, 9.0)","(12.0, 18.0, 16.736842105263158)","(61.0, 370.0, 227.5)","(51.0, 200.0, 170.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:34.940839,"(2.3, 2.86, 2.8475862068965516)","(10.0, 11.5, 11.214285714285714)","(3.0, 3.45, 3.3642857142857143)","(7.0, 10.0, 9.136000000000001)","(12.0, 18.0, 16.4)","(61.0, 370.0, 287.5)","(51.0, 200.0, 193.0769230769231)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:36.096622,"(2.3, 2.86, 2.8502702702702702)","(10.0, 11.5, 11.142857142857142)","(3.0, 3.45, 3.3716417910447762)","(7.0, 10.0, 9.028571428571428)","(12.0, 18.0, 16.384615384615383)","(61.0, 370.0, 282.0)","(51.0, 200.0, 160.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:37.262261,"(2.3, 2.86, 2.8505263157894736)","(10.0, 11.5, 11.142857142857142)","(3.0, 3.45, 3.3716417910447762)","(7.0, 10.0, 9.028571428571428)","(12.0, 18.0, 16.166666666666668)","(61.0, 370.0, 303.3333333333333)","(51.0, 200.0, 160.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:38.467705,"(2.3, 2.86, 2.8)","(10.0, 11.5, 11.1)","(3.0, 3.45, 3.3691176470588236)","(7.0, 10.0, 8.992)","(12.0, 18.0, 16.210526315789473)","(61.0, 370.0, 303.3333333333333)","(51.0, 200.0, 160.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:39.608133,"(2.3, 2.9, 2.8994160583941606)","(10.0, 11.5, 11.1)","(3.0, 3.45, 3.3597222222222225)","(7.0, 10.0, 8.971428571428572)","(12.0, 18.0, 17.0)","(61.0, 370.0, 282.0)","(51.0, 200.0, 160.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:40.654901,"(2.3, 2.92, 2.9196103896103893)","(10.0, 11.5, 11.1)","(3.0, 3.45, 3.3597222222222225)","(7.0, 10.0, 8.971428571428572)","(12.0, 17.5, 17.0)","(61.0, 370.0, 303.3333333333333)","(51.0, 200.0, 155.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:41.866871,"(2.3, 2.92, 2.9196129032258065)","(10.0, 11.5, 11.1)","(3.0, 3.3, 3.216666666666667)","(7.0, 10.0, 8.916129032258064)","(12.0, 17.5, 17.0)","(61.0, 370.0, 303.3333333333333)","(51.0, 190.0, 155.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:43.099505,"(2.3, 2.92, 2.912)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.3, 3.2071428571428573)","(7.0, 10.0, 9.333333333333334)","(12.0, 17.5, 17.333333333333332)","(61.0, 370.0, 255.0)","(61.0, 190.0, 155.0)","(8.0, 14.5, 13.818181818181818)"
06-01-2023 13:01:44.286904,"(2.3, 2.92, 2.912)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.25, 3.2071428571428573)","(7.0, 9.8, 9.15)","(12.0, 17.5, 17.285714285714285)","(61.0, 370.0, 240.0)","(61.0, 190.0, 155.0)","(8.0, 14.5, 14.1)"
06-01-2023 13:01:45.352222,"(2.3, 2.92, 2.9185185185185185)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.25, 3.2071428571428573)","(7.0, 9.6, 9.133333333333333)","(12.0, 17.5, 17.285714285714285)","(61.0, 360.0, 290.0)","(61.0, 190.0, 155.0)","(8.0, 14.5, 14.1)"
06-01-2023 13:01:46.407570,"(2.3, 2.92, 2.9185185185185185)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.25, 3.2071428571428573)","(7.0, 9.6, 8.875)","(12.0, 17.5, 16.63157894736842)","(61.0, 360.0, 327.77777777777777)","(61.0, 190.0, 130.0)","(8.0, 14.5, 14.214285714285714)"
06-01-2023 13:01:47.480109,"(2.3, 2.92, 2.9185185185185185)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.25, 3.2071428571428573)","(7.0, 9.2, 8.533333333333333)","(12.0, 18.0, 16.7)","(61.0, 350.0, 330.0)","(61.0, 180.0, 123.52941176470588)","(8.0, 14.5, 15.3)"
06-01-2023 13:01:48.557220,"(2.3, 2.92, 2.918461538461538)","(10.0, 11.5, 11.071428571428571)","(3.0, 3.25, 3.22)","(7.0, 9.2, 8.63076923076923)","(12.0, 18.0, 17.285714285714285)","(61.0, 350.0, 286.6666666666667)","(61.0, 180.0, 145.0)","(8.0, 15.5, 14.472972972972974)"
06-01-2023 13:01:49.631697,"(2.3, 2.96, 2.941333333333333)","(10.0, 11.5, 11.071428571428571)","(2.9, 3.25, 3.206666666666667)","(7.0, 9.0, 8.466666666666667)","(12.0, 17.5, 17.285714285714285)","(61.0, 350.0, 205.6)","(61.0, 170.0, 145.0)","(8.0, 15.5, 14.558823529411764)"
06-01-2023 13:01:50.684799,"(2.3, 2.96, 2.9483333333333333)","(10.0, 11.5, 11.071428571428571)","(2.9, 3.25, 3.206666666666667)","(7.0, 9.0, 8.466666666666667)","(12.0, 17.5, 17.285714285714285)","(61.0, 350.0, 198.0)","(61.0, 170.0, 165.0)","(8.0, 15.5, 14.585714285714285)"
06-01-2023 13:01:51.835359,"(2.3, 2.96, 2.944444444444444)","(10.0, 11.5, 11.071428571428571)","(2.9, 3.25, 3.169047619047619)","(7.0, 9.0, 8.633333333333333)","(12.0, 17.5, 16.63157894736842)","(61.0, 350.0, 223.33333333333334)","(61.0, 170.0, 158.33333333333331)","(8.0, 15.5, 14.585714285714285)"
06-01-2023 13:01:52.945766,"(2.3, 2.96, 2.9488)","(10.0, 11.5, 11.108695652173914)","(2.9, 3.25, 3.1735294117647057)","(7.0, 9.0, 8.633333333333333)","(12.0, 18.0, 16.9)","(61.0, 350.0, 270.7692307692308)","(61.0, 170.0, 164.16666666666666)","(8.0, 15.5, 14.25)"
06-01-2023 13:01:54.055728,"(2.3, 2.98, 2.95375)","(10.0, 11.5, 11.108695652173914)","(2.9, 3.25, 3.1735294117647057)","(7.0, 9.0, 8.633333333333333)","(12.0, 17.5, 16.5625)","(61.0, 340.0, 245.0)","(61.0, 170.0, 140.0)","(8.0, 15.5, 14.318181818181818)"
06-01-2023 13:01:55.441482,"(2.3, 2.98, 2.957894736842105)","(10.0, 11.5, 11.291666666666666)","(2.9, 3.25, 3.1785714285714284)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.692307692307693)","(61.0, 330.0, 272.5)","(61.0, 170.0, 140.0)","(8.0, 15.5, 14.318181818181818)"
06-01-2023 13:01:56.636499,"(2.3, 2.98, 2.91)","(10.0, 11.5, 11.291666666666666)","(2.9, 3.25, 3.1735294117647057)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.923076923076923)","(61.0, 310.0, 216.25)","(61.0, 170.0, 140.0)","(8.0, 15.5, 14.3)"
06-01-2023 13:01:57.783602,"(2.3, 2.98, 2.952)","(10.0, 11.5, 11.291666666666666)","(2.9, 3.25, 3.1735294117647057)","(7.0, 9.0, 8.5875)","(12.0, 18.0, 16.692307692307693)","(61.0, 310.0, 210.0)","(61.0, 170.0, 140.0)","(8.0, 15.5, 14.911764705882353)"
06-01-2023 13:01:58.941479,"(2.3, 2.98, 2.952)","(10.0, 11.5, 11.236842105263158)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 195.45454545454544)","(61.0, 170.0, 140.0)","(8.0, 15.0, 14.911764705882353)"
06-01-2023 13:02:00.149172,"(2.3, 2.96, 2.945)","(10.0, 11.5, 11.236842105263158)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 195.45454545454544)","(61.0, 170.0, 140.0)","(8.0, 15.0, 14.911764705882353)"
06-01-2023 13:02:01.349791,"(2.3, 2.98, 2.934285714285714)","(10.0, 11.5, 11.236842105263158)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 203.63636363636363)","(61.0, 170.0, 112.6086956521739)","(8.0, 15.0, 14.274193548387096)"
06-01-2023 13:02:02.464864,"(2.3, 2.96, 2.92)","(10.0, 11.5, 11.236842105263158)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 203.63636363636363)","(61.0, 170.0, 112.6086956521739)","(8.0, 15.0, 14.274193548387096)"
06-01-2023 13:02:03.615921,"(2.3, 2.98, 2.934285714285714)","(10.0, 11.5, 11.083333333333334)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 193.0)","(61.0, 170.0, 112.6086956521739)","(8.0, 15.0, 14.357142857142858)"
06-01-2023 13:02:04.679788,"(2.3, 2.96, 2.945)","(10.0, 11.5, 11.083333333333334)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 203.63636363636363)","(61.0, 170.0, 112.6086956521739)","(8.0, 15.0, 14.357142857142858)"
06-01-2023 13:02:05.699558,"(2.3, 2.96, 2.9597701149425286)","(10.0, 11.5, 11.083333333333334)","(2.9, 3.25, 3.1875)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 226.42857142857144)","(61.0, 170.0, 112.6086956521739)","(8.0, 15.0, 14.441176470588236)"
06-01-2023 13:02:06.712426,"(2.3, 3.0, 2.973333333333333)","(10.0, 11.5, 10.928571428571429)","(2.9, 3.25, 3.2023809523809526)","(7.0, 9.0, 8.5875)","(12.0, 17.5, 16.473684210526315)","(61.0, 310.0, 226.42857142857144)","(61.0, 170.0, 112.6086956521739)","(8.0, 14.5, 14.428571428571429)"
06-01-2023 13:02:07.749141,"(2.3, 3.0, 2.9833333333333334)","(10.0, 11.5, 10.983870967741936)","(2.9, 3.25, 3.2023809523809526)","(7.0, 9.0, 8.58)","(12.0, 17.5, 16.45)","(61.0, 310.0, 226.42857142857144)","(61.0, 170.0, 112.6086956521739)","(8.0, 14.5, 14.428571428571429)"
06-01-2023 13:02:08.817158,"(2.3, 3.0, 2.9869767441860464)","(10.0, 11.5, 11.076923076923077)","(2.9, 3.25, 3.2023809523809526)","(7.0, 9.0, 8.58)","(12.0, 17.5, 16.45)","(61.0, 310.0, 202.0)","(61.0, 160.0, 135.0)","(8.0, 14.5, 14.428571428571429)"
06-01-2023 13:02:09.849101,"(2.3, 3.0, 2.9835294117647058)","(10.0, 11.5, 10.983870967741936)","(2.9, 3.25, 3.17)","(7.0, 9.0, 8.58)","(12.0, 17.5, 16.45)","(61.0, 310.0, 200.9090909090909)","(61.0, 160.0, 135.0)","(8.0, 14.5, 14.428571428571429)"
06-01-2023 13:02:11.057882,"(2.3, 3.0, 2.9835294117647058)","(10.0, 11.5, 10.983870967741936)","(2.9, 3.25, 3.1738095238095236)","(7.0, 9.0, 8.58)","(12.0, 17.5, 16.45)","(61.0, 310.0, 200.9090909090909)","(61.0, 160.0, 135.0)","(8.0, 14.5, 14.428571428571429)"
06-01-2023 13:02:12.161008,"(2.3, 3.05, 3.0284615384615385)","(10.0, 11.5, 11.035714285714286)","(2.9, 3.05, 3.0266666666666664)","(7.0, 9.0, 8.664)","(12.0, 17.5, 16.525)","(61.0, 290.0, 223.33333333333334)","(61.0, 160.0, 135.0)","(8.0, 15.0, 14.090909090909092)"
06-01-2023 13:02:13.275484,"(2.35, 3.15, 3.1166666666666667)","(9.0, 11.5, 11.178571428571429)","(2.9, 2.98, 2.9557142857142855)","(7.0, 9.0, 8.7)","(12.0, 17.5, 16.525)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.166666666666666)"
06-01-2023 13:02:14.407475,"(2.35, 3.15, 3.1291666666666664)","(9.0, 11.5, 11.153846153846153)","(2.9, 2.98, 2.9285714285714284)","(7.0, 9.0, 8.657142857142857)","(12.0, 17.5, 16.525)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.441176470588236)"
06-01-2023 13:02:15.505950,"(2.35, 3.15, 3.139130434782609)","(9.0, 11.5, 11.153846153846153)","(2.9, 2.98, 2.9216216216216218)","(7.0, 9.0, 8.657142857142857)","(12.0, 17.5, 17.3125)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.441176470588236)"
06-01-2023 13:02:16.622241,"(2.35, 3.15, 3.139130434782609)","(9.0, 11.5, 11.153846153846153)","(2.9, 2.98, 2.935)","(7.0, 9.0, 8.657142857142857)","(12.0, 17.5, 17.3125)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:17.759857,"(2.35, 3.15, 3.139130434782609)","(9.0, 11.5, 11.153846153846153)","(2.9, 2.98, 2.9330434782608696)","(7.0, 9.0, 8.657142857142857)","(12.0, 17.5, 17.3125)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:19.025665,"(2.35, 3.15, 3.139130434782609)","(9.0, 11.5, 11.142857142857142)","(2.9, 2.98, 2.935348837209302)","(7.0, 9.0, 8.688888888888888)","(12.0, 17.5, 16.736842105263158)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:20.212396,"(2.35, 3.15, 3.139130434782609)","(9.0, 11.5, 11.142857142857142)","(2.9, 2.98, 2.940816326530612)","(7.0, 9.0, 8.653333333333332)","(12.0, 18.0, 16.736842105263158)","(81.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:21.310242,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 10.911764705882353)","(2.8, 2.98, 2.940816326530612)","(7.0, 9.0, 8.653333333333332)","(12.0, 18.0, 16.736842105263158)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.55)"
06-01-2023 13:02:22.463178,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 10.911764705882353)","(2.8, 2.98, 2.9434782608695653)","(7.0, 9.0, 8.653333333333332)","(12.0, 18.0, 16.636363636363637)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.375)"
06-01-2023 13:02:23.599104,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 10.833333333333334)","(2.8, 2.98, 2.980952380952381)","(7.0, 9.0, 8.65)","(12.0, 18.0, 16.636363636363637)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.59090909090909)"
06-01-2023 13:02:24.646370,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 10.833333333333334)","(2.8, 3.0, 2.980952380952381)","(7.0, 9.0, 8.814285714285715)","(12.0, 18.0, 16.583333333333332)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.303571428571429)"
06-01-2023 13:02:25.772686,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 11.115384615384615)","(2.8, 2.9, 2.9691836734693875)","(7.0, 9.0, 8.628571428571428)","(12.0, 18.0, 17.045454545454547)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.433333333333334)"
06-01-2023 13:02:26.954290,"(2.4, 3.15, 3.139130434782609)","(9.0, 11.5, 11.25)","(2.8, 3.05, 2.9691836734693875)","(7.0, 9.0, 8.628571428571428)","(12.0, 18.0, 17.045454545454547)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:28.131536,"(2.4, 3.15, 3.1403846153846153)","(9.0, 11.5, 11.35)","(2.8, 3.05, 2.9778688524590162)","(7.0, 9.0, 8.622222222222222)","(12.0, 18.0, 17.071428571428573)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.433333333333334)"
06-01-2023 13:02:29.273207,"(2.4, 3.15, 3.136)","(9.0, 11.5, 11.35)","(2.8, 3.05, 2.98)","(7.0, 9.0, 8.63076923076923)","(12.0, 18.0, 16.9)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 14.5, 14.3)"
06-01-2023 13:02:30.441346,"(2.4, 3.15, 3.1403846153846153)","(9.0, 11.5, 11.35)","(2.7, 3.05, 2.98)","(7.0, 9.0, 8.815384615384616)","(12.0, 18.0, 17.25)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.543478260869565)"
06-01-2023 13:02:31.583533,"(2.4, 2.98, 2.97929203539823)","(9.0, 11.5, 11.35)","(2.7, 3.05, 3.01)","(7.0, 9.0, 8.82857142857143)","(12.0, 18.0, 16.973684210526315)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 135.0)","(8.5, 15.0, 14.5)"
06-01-2023 13:02:32.824993,"(2.4, 3.1, 3.0775)","(9.0, 11.5, 11.3125)","(2.7, 3.05, 3.0149999999999997)","(7.0, 9.2, 8.619277108433735)","(12.0, 17.5, 16.06756756756757)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 112.27272727272727)","(8.5, 15.0, 14.333333333333334)"
06-01-2023 13:02:33.923924,"(2.4, 3.1, 3.0727272727272728)","(9.0, 11.5, 11.3125)","(2.7, 3.05, 3.0149999999999997)","(7.0, 8.8, 8.619277108433735)","(12.0, 16.5, 16.06756756756757)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 112.77777777777777)","(8.5, 15.0, 14.545454545454545)"
06-01-2023 13:02:34.943549,"(2.4, 3.1, 3.0961538461538463)","(9.0, 11.5, 11.416666666666666)","(2.7, 3.05, 3.0149999999999997)","(7.0, 8.4, 8.371428571428572)","(12.0, 16.5, 15.566666666666666)","(71.0, 290.0, 206.66666666666666)","(61.0, 160.0, 113.84615384615384)","(8.5, 15.0, 14.484848484848484)"
