,Buckle Up Zabiba,Commander Beven,Hang On Sloopy,Border Star,Call Me Otto,Homer Peritas,Classy Crook,Call Me Kane
09-01-2023 18:29:15.666044,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.98, 2.4466666666666668)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 34.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:16.704862,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:17.885833,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:19.147276,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:20.323704,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:21.593890,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:22.938738,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.361818181818182)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:24.257813,"(6.5, 12.5, 7.957142857142857)","(2.0, 2.96, 2.844)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:25.391614,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.844)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:27.014100,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.844)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:28.355562,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.432)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:29.656699,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.432)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:31.305382,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.432)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 88.75)"
09-01-2023 18:29:32.861748,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.638)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:34.334957,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.947)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:35.558830,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.05, 2.947)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:36.954493,"(6.5, 12.5, 7.957142857142857)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:38.461036,"(6.5, 12.5, 8.4)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:39.959377,"(6.5, 12.0, 8.4)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:41.432327,"(6.5, 12.0, 8.4)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 24.81818181818182)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:42.990504,"(6.5, 12.0, 8.4)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:44.369761,"(6.5, 12.0, 10.533333333333333)","(2.0, 3.0, 2.461)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:45.911969,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.65)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:47.668043,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.65)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:49.109483,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.65)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:50.552507,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.65)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:51.949601,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.65)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:53.291114,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.5636363636363635)","(3.6, 4.9, 4.168181818181818)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:54.474917,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.5727272727272728)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:55.808044,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.6384615384615384)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:57.056444,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.6384615384615384)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:58.333172,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.6384615384615384)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:29:59.642237,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.6384615384615384)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:30:00.994912,"(6.5, 12.0, 10.8)","(2.0, 3.0, 2.6384615384615384)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 21.25)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.75)","(26.0, 110.0, 95.83333333333333)"
09-01-2023 18:30:02.283001,"(6.5, 12.0, 10.8)","(2.0, 2.98, 2.626153846153846)","(3.6, 4.9, 4.0055555555555555)","(8.0, 15.0, 11.0)","(17.0, 40.0, 28.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 16.625)","(26.0, 110.0, 53.333333333333336)"
09-01-2023 18:30:03.563487,"(6.5, 11.5, 11.066666666666666)","(2.0, 2.94, 2.8422222222222224)","(3.6, 4.8, 4.59)","(8.0, 15.0, 11.0)","(17.0, 38.0, 27.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 16.625)","(26.0, 110.0, 77.5)"
09-01-2023 18:30:04.890770,"(6.5, 12.0, 11.511111111111111)","(2.0, 2.9, 2.8066666666666666)","(3.6, 4.8, 4.59)","(8.0, 15.0, 11.0)","(17.0, 38.0, 27.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 23.0)","(26.0, 95.0, 60.5)"
09-01-2023 18:30:06.231832,"(6.5, 12.0, 11.511111111111111)","(2.0, 2.86, 2.5523076923076924)","(3.6, 4.8, 4.59)","(8.0, 15.0, 11.0)","(17.0, 38.0, 27.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 17.0)","(26.0, 90.0, 45.0)"
09-01-2023 18:30:07.507995,"(6.5, 12.0, 11.511111111111111)","(2.0, 2.86, 2.5145454545454546)","(3.6, 4.8, 4.59)","(8.0, 15.0, 11.0)","(17.0, 38.0, 27.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 17.0)","(26.0, 90.0, 45.0)"
09-01-2023 18:30:08.794131,"(6.5, 12.0, 11.511111111111111)","(2.0, 2.86, 2.5145454545454546)","(3.6, 4.8, 4.59)","(8.0, 15.0, 11.0)","(17.0, 38.0, 27.75)","(14.0, 32.0, 23.75)","(11.0, 26.0, 17.0)","(26.0, 90.0, 44.0)"
09-01-2023 18:30:10.157813,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.51)","(3.6, 4.8, 4.466666666666667)","(8.0, 14.5, 11.85)","(17.0, 38.0, 23.289473684210527)","(14.0, 32.0, 23.75)","(11.0, 26.0, 14.923076923076923)","(26.0, 85.0, 36.666666666666664)"
09-01-2023 18:30:11.412342,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.51)","(3.6, 4.8, 4.633333333333333)","(8.0, 14.5, 11.85)","(17.0, 38.0, 23.289473684210527)","(14.0, 32.0, 23.75)","(11.0, 26.0, 14.923076923076923)","(26.0, 85.0, 37.6)"
09-01-2023 18:30:12.729076,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.388571428571429)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 23.75)","(11.0, 26.0, 18.90909090909091)","(26.0, 80.0, 48.5)"
09-01-2023 18:30:13.993824,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.5690909090909093)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 23.75)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 48.5)"
09-01-2023 18:30:15.282975,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.55)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 28.5)"
09-01-2023 18:30:16.560472,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 32.0, 30.857142857142858)"
09-01-2023 18:30:17.864441,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 32.0, 48.0)"
09-01-2023 18:30:19.156394,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.325)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:20.478736,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:22.011254,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 20.233333333333334)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:23.461725,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 21.34375)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.217391304347824)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:24.806282,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 21.34375)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 58.75)"
09-01-2023 18:30:26.340657,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 22.705882352941178)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 58.75)"
09-01-2023 18:30:27.792823,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 21.53333333333333)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:29.328610,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 21.53333333333333)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:30.613125,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 21.555555555555557)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:31.891171,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:33.123275,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.72)","(26.0, 70.0, 58.75)"
09-01-2023 18:30:34.288276,"(6.5, 12.0, 10.533333333333333)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 16.27777777777778)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:35.457403,"(6.5, 11.0, 10.466666666666667)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 16.666666666666668)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:36.664830,"(6.5, 11.0, 9.5)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 17.157894736842106)","(26.0, 70.0, 48.0)"
09-01-2023 18:30:37.823815,"(6.5, 11.0, 10.36)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 17.157894736842106)","(26.0, 70.0, 58.75)"
09-01-2023 18:30:39.012190,"(6.5, 11.0, 10.466666666666667)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.68181818181818)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:40.289927,"(6.5, 11.0, 10.466666666666667)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.85)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 18.666666666666668)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:41.548925,"(6.5, 11.0, 10.466666666666667)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 13.963636363636363)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.05263157894737)","(26.0, 70.0, 52.0)"
09-01-2023 18:30:42.840934,"(6.5, 11.0, 10.466666666666667)","(2.0, 2.86, 2.587272727272727)","(3.6, 4.8, 4.3)","(8.0, 14.5, 11.65)","(17.0, 38.0, 29.294117647058822)","(14.0, 32.0, 21.0)","(11.0, 26.0, 19.05263157894737)","(26.0, 70.0, 52.0)"
