,Buckle Up Zabiba,Commander Beven,Hang On Sloopy,Border Star,Call Me Otto,Homer Peritas,Classy Crook,Call Me Kane
09-01-2023 18:31:31.741887,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.66)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 20.55)","(11.0, 26.0, 20.442307692307693)","(26.0, 28.0, 22.076923076923077)"
09-01-2023 18:31:32.902338,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.66)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 20.55)","(11.0, 26.0, 20.442307692307693)","(26.0, 28.0, 24.333333333333332)"
09-01-2023 18:31:34.076973,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.66)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.391304347826086)","(11.0, 26.0, 20.442307692307693)","(26.0, 26.0, 22.09090909090909)"
09-01-2023 18:31:35.210128,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.66)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.391304347826086)","(11.0, 26.0, 20.442307692307693)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:36.421999,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.66)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.708333333333336)","(11.0, 26.0, 20.442307692307693)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:37.774377,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.690909090909091)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.708333333333336)","(11.0, 26.0, 20.442307692307693)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:39.025924,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.142857142857142)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.708333333333336)","(11.0, 26.0, 20.442307692307693)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:40.211792,"(6.5, 11.0, 9.6)","(2.0, 2.86, 2.485)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.538461538461538)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.708333333333336)","(11.0, 26.0, 22.0)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:41.467114,"(6.5, 10.5, 8.66)","(2.0, 2.82, 2.308)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.538461538461538)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 22.708333333333336)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:42.740823,"(6.5, 10.5, 8.66)","(2.0, 2.74, 2.524)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.538461538461538)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 20.529411764705884)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.25)"
09-01-2023 18:31:43.964541,"(6.5, 10.5, 8.66)","(2.0, 2.7, 2.41)","(3.6, 4.7, 4.46)","(8.0, 13.0, 12.73913043478261)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.291666666666668)","(11.0, 24.0, 21.4)","(26.0, 27.0, 23.875)"
09-01-2023 18:31:45.189943,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.66, 2.395)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.291666666666668)","(11.0, 24.0, 21.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:46.381943,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.62, 2.395)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.291666666666668)","(11.0, 24.0, 22.285714285714285)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:47.605700,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.56, 2.286470588235294)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.608695652173914)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:48.712967,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.5, 2.3628571428571425)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.875)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:49.840129,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.3457142857142856)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 23.875)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:50.987764,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.335)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 21.764705882352942)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:52.091451,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.335)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.272727272727273)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:53.215920,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.335)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:54.368511,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.335)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:55.592199,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.335)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:56.763689,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.46, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:58.006381,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:31:59.195940,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:32:00.378644,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:32:01.533275,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 24.727272727272727)"
09-01-2023 18:32:02.746605,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.875)"
09-01-2023 18:32:04.031581,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.32)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.875)"
09-01-2023 18:32:05.351838,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.0, 11.333333333333334)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 24.52173913043478)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.875)"
09-01-2023 18:32:06.656237,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.0, 10.8)","(17.0, 38.0, 28.263157894736842)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(26.0, 27.0, 23.875)"
09-01-2023 18:32:08.043951,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.5, 10.8)","(17.0, 38.0, 31.875)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:09.406720,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.5, 10.8)","(17.0, 36.0, 32.55)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:10.614121,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.5, 10.8)","(17.0, 34.0, 26.36842105263158)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:11.888315,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.46)","(8.0, 13.5, 10.8)","(17.0, 34.0, 26.36842105263158)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:13.118247,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.45)","(8.0, 13.5, 10.714285714285714)","(17.0, 34.0, 26.36842105263158)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:14.360745,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.45)","(8.0, 13.5, 10.714285714285714)","(17.0, 34.0, 24.666666666666668)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:15.681225,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.533333333333333)","(8.0, 13.5, 10.714285714285714)","(17.0, 34.0, 23.23076923076923)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:16.797959,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.533333333333333)","(8.0, 13.5, 10.714285714285714)","(17.0, 34.0, 26.352941176470587)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:17.997953,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.3075)","(3.6, 4.7, 4.6000000000000005)","(8.0, 13.5, 10.714285714285714)","(17.0, 34.0, 26.352941176470587)","(14.0, 30.0, 25.05)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:19.139585,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.388)","(3.6, 4.9, 4.760000000000001)","(8.0, 13.5, 11.333333333333334)","(17.0, 34.0, 29.555555555555557)","(14.0, 30.0, 27.545454545454547)","(11.0, 24.0, 22.0)","(21.0, 27.0, 23.875)"
09-01-2023 18:32:20.276750,"(6.5, 10.5, 8.321052631578947)","(2.0, 2.42, 2.4175308641975306)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 32.0, 29.555555555555557)","(14.0, 29.0, 27.545454545454547)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:21.459530,"(7.0, 10.5, 8.321052631578947)","(2.0, 2.42, 2.4175308641975306)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 32.0, 25.27777777777778)","(14.0, 29.0, 24.272727272727273)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:22.666733,"(7.0, 10.5, 8.321052631578947)","(2.0, 2.42, 2.4175308641975306)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 32.0, 28.875)","(14.0, 29.0, 27.3)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:23.913028,"(7.0, 10.5, 8.321052631578947)","(2.0, 2.42, 2.353910256410256)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 30.0, 28.875)","(14.0, 28.0, 27.3)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:25.110171,"(7.0, 10.5, 8.321052631578947)","(2.0, 2.36, 2.3490384615384614)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 30.0, 24.31578947368421)","(14.0, 28.0, 24.15)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:26.352546,"(7.0, 10.5, 8.321052631578947)","(2.0, 2.32, 2.2736102236421725)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 30.0, 27.22222222222222)","(14.0, 28.0, 26.4)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:27.647780,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.28, 2.2736102236421725)","(3.5, 4.9, 4.415384615384616)","(8.0, 13.0, 11.333333333333334)","(17.0, 29.0, 27.22222222222222)","(14.0, 27.0, 26.4)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:28.859839,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.28, 2.2736102236421725)","(3.5, 4.9, 4.675000000000001)","(8.0, 13.0, 11.333333333333334)","(17.0, 29.0, 23.94736842105263)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:30.127739,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.3, 2.176)","(3.5, 4.9, 4.7384615384615385)","(8.0, 13.0, 10.8)","(17.0, 29.0, 26.6)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:31.412852,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.767567567567568)","(8.0, 13.5, 10.8)","(17.0, 28.0, 22.866666666666667)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:32.647716,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.767567567567568)","(8.0, 13.5, 10.8)","(17.0, 28.0, 23.875)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:33.870587,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.767567567567568)","(8.0, 13.5, 10.8)","(17.0, 28.0, 22.923076923076923)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:35.058666,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.767567567567568)","(8.0, 13.5, 10.8)","(17.0, 28.0, 25.333333333333332)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:36.237777,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.767567567567568)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.714285714285715)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:37.430509,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.26, 2.176)","(3.5, 4.9, 4.711538461538462)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 25.846153846153847)"
09-01-2023 18:32:38.649671,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.28, 2.2133333333333334)","(3.5, 4.9, 4.833333333333334)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:39.845351,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.24)","(3.5, 4.9, 4.833333333333334)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 23.7)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:41.032583,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.24)","(3.5, 4.9, 4.566666666666667)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:42.222245,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.24)","(3.5, 4.9, 4.566666666666667)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:43.347556,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.24)","(3.5, 4.9, 4.566666666666667)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:44.550492,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.2511111111111113)","(3.5, 4.9, 4.566666666666667)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:45.746332,"(7.0, 10.5, 8.335294117647058)","(2.0, 2.34, 2.2511111111111113)","(3.5, 4.9, 4.566666666666667)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(11.0, 24.0, 22.0)","(21.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:47.239913,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.34, 2.212941176470588)","(3.5, 4.9, 4.63)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:48.809793,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.32, 2.26)","(3.5, 4.9, 4.63)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:50.195481,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:51.658254,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 21.25)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:53.118213,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 21.25)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:54.298577,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.8)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:55.438964,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:56.548546,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.54)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:57.645085,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:58.740872,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:32:59.814260,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:00.864743,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:01.940045,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:02.998393,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.3, 2.26)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:04.060307,"(7.0, 10.5, 8.147058823529411)","(2.0, 2.32, 2.2989189189189188)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:05.121870,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2994736842105263)","(3.5, 4.9, 4.58)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:06.193443,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2994736842105263)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:07.230370,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2989189189189188)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:08.297081,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2989189189189188)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(17.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:09.379820,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2977142857142856)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(16.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:10.434303,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2977142857142856)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(16.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
09-01-2023 18:33:11.484190,"(7.0, 10.5, 8.131578947368421)","(2.0, 2.32, 2.2977142857142856)","(3.5, 4.9, 4.544444444444444)","(8.0, 13.5, 10.928571428571429)","(16.0, 27.0, 22.833333333333332)","(14.0, 27.0, 22.285714285714285)","(12.0, 24.0, 22.0)","(20.0, 27.0, 24.22222222222222)"
