,Liberty Royal,Maximum Sophie,Inga Letty,Reel It In,Myola Knight,Inter Clem,Silver Power,Indigo Indy
09-01-2023 15:57:52.431396,"(3.6, 4.2, 4.13421052631579)","(2.9, 3.5, 3.4277777777777776)","(11.0, 15.0, 14.625)","(12.0, 21.0, 19.25)","(51.0, 150.0, 143.33333333333334)","(2.8, 3.4, 3.422727272727273)","(16.0, 32.0, 29.884615384615383)","(26.0, 150.0, 147.5)"
09-01-2023 15:57:53.566117,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4434782608695653)","(11.0, 15.0, 14.875)","(12.0, 21.0, 19.25)","(51.0, 150.0, 143.33333333333334)","(2.8, 3.45, 3.4322580645161294)","(16.0, 32.0, 29.884615384615383)","(26.0, 150.0, 147.5)"
09-01-2023 15:57:54.708926,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4434782608695653)","(11.0, 16.0, 15.4)","(12.0, 21.0, 19.25)","(51.0, 150.0, 148.0)","(2.8, 3.45, 3.428846153846154)","(16.0, 32.0, 29.884615384615383)","(26.0, 150.0, 147.5)"
09-01-2023 15:57:55.877744,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4434782608695653)","(11.0, 16.0, 15.4)","(12.0, 21.0, 19.25)","(51.0, 150.0, 151.42857142857142)","(2.8, 3.45, 3.384313725490196)","(16.0, 32.0, 29.884615384615383)","(26.0, 150.0, 147.5)"
09-01-2023 15:57:57.054306,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4277777777777776)","(11.0, 15.0, 14.961538461538462)","(12.0, 21.0, 19.25)","(51.0, 160.0, 151.42857142857142)","(2.8, 3.4, 3.382608695652174)","(16.0, 32.0, 29.884615384615383)","(26.0, 150.0, 154.6153846153846)"
09-01-2023 15:57:58.169623,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4277777777777776)","(11.0, 15.0, 14.961538461538462)","(12.0, 21.0, 19.25)","(51.0, 160.0, 151.42857142857142)","(2.8, 3.4, 3.3804878048780487)","(16.0, 32.0, 29.884615384615383)","(26.0, 180.0, 150.0)"
09-01-2023 15:57:59.244716,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4434782608695653)","(11.0, 15.0, 14.961538461538462)","(12.0, 21.0, 19.25)","(51.0, 160.0, 151.42857142857142)","(2.8, 3.4, 3.3777777777777778)","(16.0, 32.0, 29.884615384615383)","(26.0, 180.0, 150.0)"
09-01-2023 15:58:00.314067,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4277777777777776)","(11.0, 15.0, 15.5)","(12.0, 21.0, 19.189655172413794)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.4, 3.3875)","(16.0, 32.0, 29.884615384615383)","(26.0, 180.0, 151.30434782608697)"
09-01-2023 15:58:01.425956,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4277777777777776)","(11.0, 16.0, 15.785714285714285)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.4, 3.3964285714285714)","(16.0, 32.0, 29.884615384615383)","(26.0, 180.0, 151.30434782608697)"
09-01-2023 15:58:02.683707,"(3.6, 4.2, 4.019444444444445)","(2.9, 3.5, 3.4434782608695653)","(11.0, 16.0, 15.333333333333334)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 153.33333333333334)","(2.8, 3.45, 3.361111111111111)","(16.0, 32.0, 28.875)","(26.0, 180.0, 213.0769230769231)"
09-01-2023 15:58:03.830195,"(3.6, 4.1, 3.989130434782609)","(2.9, 3.5, 3.4235294117647057)","(11.0, 16.0, 15.142857142857142)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.45, 3.3555555555555556)","(16.0, 29.0, 28.875)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:04.879969,"(3.6, 4.1, 4.022448979591837)","(2.9, 3.5, 3.459375)","(11.0, 16.0, 15.5)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.4, 3.3555555555555556)","(16.0, 29.0, 28.875)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:05.895595,"(3.6, 4.1, 4.022448979591837)","(2.9, 3.5, 3.466666666666667)","(11.0, 16.0, 15.558823529411764)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.4, 3.3555555555555556)","(16.0, 29.0, 28.875)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:07.009881,"(3.6, 4.1, 4.022448979591837)","(2.9, 3.5, 3.466666666666667)","(11.0, 16.0, 15.526315789473685)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.66666666666666)","(2.8, 3.4, 3.268181818181818)","(16.0, 29.0, 28.875)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:08.183528,"(3.6, 4.1, 4.022)","(2.9, 3.5, 3.466666666666667)","(11.0, 16.0, 15.833333333333334)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 153.33333333333334)","(2.8, 3.35, 3.29)","(16.0, 29.0, 28.153846153846153)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:09.468382,"(3.6, 4.1, 4.022)","(2.9, 3.55, 3.4866666666666664)","(11.0, 16.0, 15.555555555555555)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 151.25)","(2.8, 3.35, 3.283333333333333)","(16.0, 29.0, 28.153846153846153)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:10.631312,"(3.6, 4.1, 3.980612244897959)","(2.9, 3.55, 3.4866666666666664)","(11.0, 16.0, 15.555555555555555)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 150.0)","(2.8, 3.35, 3.283333333333333)","(16.0, 29.0, 28.153846153846153)","(26.0, 230.0, 209.375)"
09-01-2023 15:58:11.775763,"(3.6, 4.1, 3.980612244897959)","(2.9, 3.55, 3.4866666666666664)","(11.0, 16.0, 15.555555555555555)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 153.33333333333334)","(2.8, 3.35, 3.268181818181818)","(16.0, 29.0, 28.304347826086957)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:12.904280,"(3.6, 4.1, 3.980612244897959)","(2.9, 3.55, 3.451724137931034)","(11.0, 16.0, 15.526315789473685)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.35, 3.3)","(16.0, 29.0, 28.304347826086957)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:14.004897,"(3.6, 4.1, 4.029090909090909)","(2.9, 3.55, 3.467391304347826)","(11.0, 16.0, 15.526315789473685)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.35, 3.26)","(16.0, 29.0, 28.304347826086957)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:15.080061,"(3.6, 4.1, 4.04)","(2.9, 3.55, 3.4617647058823526)","(11.0, 16.0, 15.833333333333334)","(12.0, 21.0, 19.133333333333333)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.27)","(16.0, 29.0, 28.304347826086957)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:16.259764,"(3.6, 4.1, 4.04)","(2.9, 3.55, 3.4375)","(11.0, 16.0, 16.532258064516128)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.27)","(16.0, 29.0, 28.304347826086957)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:17.487974,"(3.6, 4.1, 4.04)","(2.9, 3.55, 3.4375)","(11.0, 17.5, 16.283783783783782)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.2777777777777777)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:18.745774,"(3.6, 4.1, 4.027777777777778)","(2.9, 3.55, 3.4375)","(11.0, 17.5, 16.283783783783782)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.276470588235294)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:19.987526,"(3.6, 4.1, 4.028301886792453)","(2.9, 3.55, 3.4375)","(11.0, 17.5, 16.283783783783782)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.2800000000000002)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:21.178606,"(3.6, 4.1, 4.028301886792453)","(2.9, 3.55, 3.4375)","(11.0, 17.5, 16.283783783783782)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.35, 3.2666666666666666)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:22.590840,"(3.6, 4.1, 4.04)","(2.9, 3.55, 3.4375)","(11.0, 17.5, 15.666666666666666)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.2666666666666666)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:24.187630,"(3.6, 4.1, 4.04)","(2.8, 3.55, 3.632608695652174)","(11.0, 17.0, 14.666666666666666)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.258695652173913)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:25.376525,"(3.6, 4.1, 4.04)","(2.8, 3.65, 3.632608695652174)","(11.0, 17.0, 14.442307692307692)","(12.0, 21.0, 18.725)","(51.0, 160.0, 155.55555555555554)","(2.8, 3.3, 3.2547619047619047)","(16.0, 29.0, 27.90909090909091)","(26.0, 230.0, 206.66666666666669)"
09-01-2023 15:58:26.665090,"(3.6, 4.1, 4.020754716981132)","(2.8, 3.7, 3.6558823529411764)","(11.0, 17.0, 15.45)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.3, 3.2576923076923077)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:27.923725,"(3.6, 4.1, 3.974)","(2.8, 3.7, 3.67)","(11.0, 16.5, 15.195652173913043)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.3, 3.2909090909090906)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:29.154237,"(3.6, 4.1, 3.974)","(2.8, 3.7, 3.67)","(11.0, 16.5, 15.0)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.3, 3.2333333333333334)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:30.385625,"(3.6, 4.1, 4.01063829787234)","(2.8, 3.7, 3.67)","(11.0, 16.5, 14.8125)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.25, 3.2333333333333334)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:31.627693,"(3.6, 4.1, 4.025)","(2.8, 3.7, 3.67)","(11.0, 15.0, 14.8125)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.25, 3.225)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:32.828831,"(3.6, 4.1, 4.025)","(2.8, 3.7, 3.67)","(11.0, 15.0, 14.375)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 155.78947368421052)","(2.8, 3.25, 3.2205882352941178)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:33.917646,"(3.6, 4.1, 4.025454545454545)","(2.8, 3.7, 3.6884615384615387)","(11.0, 15.0, 14.375)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 151.42857142857142)","(2.8, 3.25, 3.21)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:34.995487,"(3.6, 4.1, 4.025)","(2.8, 3.7, 3.6166666666666667)","(11.0, 15.0, 15.6875)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.225)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:36.203948,"(3.6, 4.1, 4.006666666666667)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 15.6875)","(12.0, 21.0, 18.9875)","(51.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.2111111111111112)","(16.0, 29.0, 27.97142857142857)","(26.0, 230.0, 142.5)"
09-01-2023 15:58:37.405542,"(3.5, 4.1, 3.974)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 14.958333333333334)","(13.0, 21.0, 18.9875)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.225)","(17.0, 29.0, 27.97142857142857)","(31.0, 230.0, 212.5)"
09-01-2023 15:58:38.552493,"(3.5, 4.1, 3.974)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 14.958333333333334)","(13.0, 21.0, 18.1640625)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.246551724137931)","(17.0, 29.0, 27.97142857142857)","(31.0, 230.0, 212.5)"
09-01-2023 15:58:39.629443,"(3.5, 4.1, 4.025)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 14.61111111111111)","(13.0, 20.0, 18.1640625)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.238888888888889)","(17.0, 29.0, 27.8)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:40.632203,"(3.5, 4.1, 4.042424242424242)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 14.59375)","(13.0, 20.0, 18.1640625)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.246551724137931)","(17.0, 29.0, 27.97142857142857)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:41.782956,"(3.5, 4.1, 4.042424242424242)","(2.8, 3.7, 3.6166666666666667)","(11.0, 16.0, 14.977272727272727)","(13.0, 20.0, 17.84246575342466)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.2379310344827585)","(17.0, 29.0, 27.97142857142857)","(26.0, 230.0, 214.0)"
09-01-2023 15:58:43.022742,"(3.5, 4.1, 4.042424242424242)","(2.8, 3.7, 3.6375)","(11.0, 16.0, 14.81578947368421)","(13.0, 20.0, 17.84246575342466)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.25, 3.1910714285714286)","(17.0, 29.0, 27.97142857142857)","(26.0, 230.0, 214.0)"
09-01-2023 15:58:44.256140,"(3.5, 4.1, 4.042424242424242)","(2.8, 3.7, 3.659090909090909)","(11.0, 16.0, 15.166666666666666)","(13.0, 20.0, 17.84246575342466)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.2, 3.1833333333333336)","(17.0, 29.0, 27.97142857142857)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:45.441714,"(3.5, 4.1, 3.9944444444444445)","(2.8, 3.7, 3.625)","(11.0, 16.0, 15.305555555555555)","(13.0, 20.0, 17.717391304347824)","(61.0, 160.0, 157.89473684210526)","(2.8, 3.2, 3.1833333333333336)","(17.0, 29.0, 27.97142857142857)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:46.587043,"(3.5, 4.1, 3.998)","(2.8, 3.8, 3.675)","(11.0, 16.0, 14.892857142857142)","(13.0, 20.0, 17.84246575342466)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.181578947368421)","(17.0, 29.0, 27.8)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:47.632296,"(3.5, 4.1, 4.05)","(2.8, 3.75, 3.675)","(11.0, 15.0, 14.75)","(13.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.178571428571429)","(17.0, 29.0, 28.23076923076923)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:48.755829,"(3.5, 4.1, 4.0472222222222225)","(2.8, 3.75, 3.685714285714286)","(11.0, 15.0, 14.75)","(13.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.1766666666666667)","(17.0, 29.0, 28.23076923076923)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:49.987602,"(3.5, 4.1, 4.0472222222222225)","(2.8, 3.75, 3.69)","(11.0, 15.0, 14.785714285714285)","(13.0, 20.0, 18.53448275862069)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.178571428571429)","(17.0, 29.0, 28.23076923076923)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:51.279231,"(3.5, 4.1, 4.089473684210526)","(2.8, 3.75, 3.69)","(11.0, 15.0, 14.785714285714285)","(13.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.1615384615384614)","(17.0, 29.0, 28.23076923076923)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:52.531719,"(3.5, 4.2, 4.18)","(2.8, 3.75, 3.66)","(11.0, 15.0, 14.5)","(13.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.173076923076923)","(17.0, 29.0, 28.23076923076923)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:53.764301,"(3.5, 4.2, 4.155555555555556)","(2.9, 3.75, 3.66)","(11.0, 15.5, 14.8125)","(12.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.25, 3.1666666666666665)","(17.0, 29.0, 33.588235294117645)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:54.927911,"(3.5, 4.2, 4.107692307692308)","(2.9, 3.75, 3.66)","(11.0, 15.0, 14.8125)","(12.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.25, 3.1214285714285714)","(17.0, 34.0, 33.54545454545455)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:56.039731,"(3.5, 4.2, 4.15)","(2.9, 3.75, 3.66)","(11.0, 15.0, 14.8125)","(12.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.2, 3.0875)","(17.0, 36.0, 33.0)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:57.140672,"(3.5, 4.3, 4.233333333333333)","(2.9, 3.75, 3.6818181818181817)","(11.0, 14.5, 14.375)","(12.0, 20.0, 18.671875)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.0875)","(17.0, 36.0, 33.0)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:58.306306,"(3.5, 4.3, 4.257142857142857)","(2.9, 3.75, 3.6818181818181817)","(11.0, 14.5, 14.375)","(12.0, 20.0, 18.71212121212121)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.059090909090909)","(17.0, 36.0, 33.0)","(31.0, 230.0, 214.0)"
09-01-2023 15:58:59.504387,"(3.5, 4.3, 4.257142857142857)","(2.9, 3.75, 3.6818181818181817)","(11.0, 14.5, 14.375)","(12.0, 20.0, 18.71212121212121)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.0566666666666666)","(17.0, 36.0, 33.0)","(31.0, 230.0, 214.0)"
09-01-2023 15:59:00.768356,"(3.5, 4.3, 4.257142857142857)","(2.9, 3.75, 3.6818181818181817)","(11.0, 14.5, 14.15625)","(12.0, 20.0, 18.725)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.0346153846153845)","(17.0, 36.0, 33.0)","(31.0, 230.0, 214.0)"
09-01-2023 15:59:02.030944,"(3.5, 4.3, 4.2368421052631575)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.083333333333334)","(12.0, 20.0, 18.9375)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.0428571428571427)","(17.0, 36.0, 30.90909090909091)","(31.0, 230.0, 214.0)"
09-01-2023 15:59:03.225559,"(3.5, 4.3, 4.2368421052631575)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.59090909090909)","(12.0, 20.0, 18.891304347826086)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.03)","(17.0, 36.0, 33.333333333333336)","(31.0, 230.0, 215.0)"
09-01-2023 15:59:04.387755,"(3.5, 4.3, 4.253846153846154)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.3)","(12.0, 20.0, 18.98)","(61.0, 160.0, 158.57142857142858)","(2.8, 3.15, 3.0075)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 215.0)"
09-01-2023 15:59:05.518802,"(3.5, 4.3, 4.276470588235294)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.678571428571429)","(12.0, 20.0, 18.98)","(61.0, 160.0, 158.5185185185185)","(2.8, 3.15, 3.006521739130435)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 215.0)"
09-01-2023 15:59:06.662733,"(3.5, 4.3, 4.276470588235294)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.678571428571429)","(12.0, 20.0, 18.98)","(61.0, 160.0, 158.5185185185185)","(2.8, 3.15, 3.006521739130435)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 215.0)"
09-01-2023 15:59:07.883745,"(3.5, 4.3, 4.276470588235294)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.416666666666666)","(12.0, 20.0, 18.98)","(61.0, 160.0, 158.5185185185185)","(2.8, 3.15, 3.0220000000000002)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 212.5)"
09-01-2023 15:59:09.105065,"(3.5, 4.3, 4.286666666666666)","(2.9, 3.75, 3.6964285714285716)","(11.0, 15.0, 14.416666666666666)","(12.0, 20.0, 19.02173913043478)","(61.0, 160.0, 158.5185185185185)","(2.8, 3.1, 2.9963636363636366)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 182.0)"
09-01-2023 15:59:10.367626,"(3.5, 4.3, 4.281818181818181)","(2.9, 3.75, 3.6794117647058826)","(11.0, 15.0, 14.678571428571429)","(12.0, 20.0, 18.928571428571427)","(61.0, 160.0, 158.5185185185185)","(2.8, 3.1, 2.98)","(17.0, 36.0, 33.666666666666664)","(31.0, 230.0, 182.0)"
09-01-2023 15:59:11.572767,"(3.5, 4.6, 4.598228346456692)","(2.9, 3.75, 3.664285714285714)","(11.0, 15.0, 14.678571428571429)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 3.0, 2.945)","(19.0, 36.0, 33.666666666666664)","(51.0, 230.0, 185.0)"
09-01-2023 15:59:12.759017,"(3.5, 4.6, 4.599019607843137)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.543478260869565)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.96, 2.9299999999999997)","(19.0, 36.0, 33.480000000000004)","(51.0, 230.0, 185.0)"
09-01-2023 15:59:13.875252,"(3.5, 4.6, 4.597131931166348)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.543478260869565)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.96, 2.9525)","(19.0, 36.0, 33.666666666666664)","(51.0, 230.0, 185.0)"
09-01-2023 15:59:14.910995,"(3.5, 4.6, 4.597131931166348)","(2.9, 3.75, 3.6818181818181817)","(11.0, 15.0, 14.543478260869565)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.96, 2.9318367346938774)","(20.0, 36.0, 33.666666666666664)","(51.0, 230.0, 180.58823529411765)"
09-01-2023 15:59:16.092096,"(3.5, 4.6, 4.597131931166348)","(2.9, 3.75, 3.664285714285714)","(11.0, 15.0, 14.543478260869565)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.94, 2.9318367346938774)","(20.0, 36.0, 33.666666666666664)","(51.0, 230.0, 180.58823529411765)"
09-01-2023 15:59:17.514550,"(3.5, 4.6, 4.597131931166348)","(2.9, 3.75, 3.664285714285714)","(11.0, 15.0, 14.543478260869565)","(13.0, 20.0, 18.928571428571427)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.94, 2.9318367346938774)","(20.0, 36.0, 33.666666666666664)","(51.0, 230.0, 180.58823529411765)"
09-01-2023 15:59:18.863743,"(3.5, 4.7, 4.6812824956672445)","(2.9, 3.6, 3.5072463768115942)","(11.0, 14.5, 14.195652173913043)","(13.0, 23.0, 20.66176470588235)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.94, 2.924)","(20.0, 36.0, 33.666666666666664)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:20.141479,"(3.5, 4.7, 4.681151832460733)","(2.9, 3.6, 3.5072463768115942)","(11.0, 14.5, 14.428571428571429)","(13.0, 23.0, 20.695652173913043)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.94, 2.9215384615384616)","(20.0, 36.0, 33.09090909090909)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:21.617069,"(3.6, 4.7, 4.654545454545454)","(2.9, 3.6, 3.5072463768115942)","(11.0, 15.0, 13.913793103448276)","(13.0, 23.0, 20.695652173913043)","(81.0, 160.0, 158.5185185185185)","(2.6, 2.94, 2.9215384615384616)","(20.0, 36.0, 33.714285714285715)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:23.092030,"(3.6, 4.7, 4.654545454545454)","(2.9, 3.6, 3.5098591549295777)","(11.0, 15.0, 13.913793103448276)","(13.0, 23.0, 20.695652173913043)","(81.0, 160.0, 144.0)","(2.6, 2.94, 2.9236363636363634)","(20.0, 36.0, 34.4)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:24.297059,"(3.6, 4.7, 4.671428571428572)","(2.9, 3.6, 3.5072463768115942)","(11.0, 15.0, 13.913793103448276)","(13.0, 23.0, 20.695652173913043)","(81.0, 160.0, 188.1818181818182)","(2.6, 2.94, 2.91)","(20.0, 36.0, 34.4)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:25.494179,"(3.6, 4.7, 4.671428571428572)","(2.9, 3.6, 3.5072463768115942)","(11.0, 15.0, 13.238095238095237)","(13.0, 23.0, 20.695652173913043)","(81.0, 190.0, 188.3783783783784)","(2.6, 2.92, 2.935135135135135)","(20.0, 36.0, 34.4)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:26.753532,"(3.6, 4.7, 4.675609756097561)","(2.9, 3.6, 3.5072463768115942)","(11.0, 13.5, 13.866666666666667)","(13.0, 23.0, 20.695652173913043)","(81.0, 190.0, 188.3783783783784)","(2.6, 2.94, 2.915)","(20.0, 36.0, 34.4)","(51.0, 230.0, 177.5)"
09-01-2023 15:59:27.974670,"(3.6, 4.7, 4.66969696969697)","(2.9, 3.6, 3.5072463768115942)","(11.0, 14.0, 13.692307692307692)","(13.0, 23.0, 20.695652173913043)","(81.0, 190.0, 178.0)","(2.6, 2.92, 2.9116666666666666)","(20.0, 36.0, 34.4)","(51.0, 230.0, 174.6153846153846)"
09-01-2023 15:59:29.234687,"(3.6, 4.7, 4.66969696969697)","(2.9, 3.6, 3.5072463768115942)","(11.0, 14.0, 13.692307692307692)","(13.0, 23.0, 20.695652173913043)","(81.0, 190.0, 178.0)","(2.6, 2.92, 2.9116666666666666)","(20.0, 36.0, 34.4)","(51.0, 230.0, 174.6153846153846)"
