,Champagne Reactor,Mollidor,Baby Ginnie,Lord Denzel,Batman Bart,Matai Reactor,Caught Out,Nevaevabend,Jamaican Resort
15-12-2022 13:40:27.048664,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.72258064516129)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:28.102279,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.72258064516129)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:29.242019,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:30.367962,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:31.505588,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:32.744455,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.33)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:33.954384,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.85, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:35.241041,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:36.592406,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:37.788776,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:38.887461,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:39.939420,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.5666666666666664)","(4.4, 6.2, 5.24)","(4.2, 5.8, 4.102325581395348)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:41.016631,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 4.2, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:42.124099,"(16.0, 36.0, 22.333333333333332)","(16.0, 36.0, 19.333333333333332)","(51.0, 150.0, 123.5)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:43.317705,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:44.590462,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:45.810212,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.37)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:46.996362,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:48.127668,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.875)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:49.268367,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:50.353885,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:51.457789,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.84)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:52.564097,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:53.702413,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:54.840671,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:55.981966,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:57.111305,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:58.273210,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:40:59.666821,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:00.883657,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:02.193394,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:03.388503,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:04.552140,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:05.700165,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:06.780310,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:07.839908,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:08.950677,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:10.063330,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:11.200782,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:12.346990,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.8, 4.9)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:13.448162,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.7, 4.68)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:14.618075,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.7, 4.68)","(2.9, 3.8, 3.585)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 4.5249999999999995)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:15.848957,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:16.995794,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:18.175770,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:19.453736,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:20.591158,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:21.677624,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.233333333333333)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:22.939492,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 5.066666666666666)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.8, 5.3)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:24.188236,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.6, 4.66)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.7, 5.3)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:25.453973,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.5, 4.66)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.7, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:26.694749,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.5, 4.966666666666667)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:27.858151,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.8, 3.2266666666666666)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:29.041418,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:30.144518,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:31.337567,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:32.643980,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:34.002926,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:35.273854,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.966666666666667)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:36.563233,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.4, 4.58)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:37.752757,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.3, 4.58)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 4.6)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:38.930764,"(16.0, 36.0, 18.428571428571427)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.3, 4.58)","(2.9, 3.75, 3.21)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 34.85714285714286)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:40.185624,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.3, 4.58)","(2.9, 3.75, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
15-12-2022 13:41:41.423209,"(16.0, 36.0, 25.75)","(16.0, 36.0, 18.0)","(51.0, 150.0, 107.6)","(4.0, 5.5, 5.22)","(2.9, 3.7, 3.1933333333333334)","(4.4, 6.2, 5.342857142857143)","(4.2, 5.6, 5.225)","(21.0, 40.0, 28.0)","(21.0, 48.0, 32.0)"
