,Champagne Reactor,Mollidor,Baby Ginnie,Lord Denzel,Batman Bart,Matai Reactor,Caught Out,Nevaevabend,Jamaican Resort
15-12-2022 13:43:12.957539,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.8, 5.3)","(4.2, 5.2, 4.575)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:14.023579,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.7, 5.3)","(4.2, 5.2, 4.859999999999999)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:15.188283,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 4.847368421052631)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.8, 5.55)","(4.2, 5.3, 5.1)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:16.750125,"(16.0, 29.0, 26.666666666666668)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 5.1)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.8, 4.835714285714285)","(4.2, 5.3, 5.0200000000000005)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.0)"
15-12-2022 13:43:18.010821,"(16.0, 29.0, 26.375)","(16.0, 30.0, 23.76923076923077)","(51.0, 130.0, 80.0)","(4.0, 5.6, 5.038461538461538)","(2.9, 3.7, 3.142857142857143)","(4.4, 5.8, 5.55)","(4.2, 5.2, 5.1)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:19.392734,"(16.0, 29.0, 24.0)","(16.0, 30.0, 21.0)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.5, 5.277777777777779)","(2.9, 3.7, 3.2125)","(4.4, 5.8, 5.6125)","(4.2, 5.3, 5.0200000000000005)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:20.685846,"(16.0, 29.0, 26.142857142857142)","(16.0, 29.0, 20.666666666666668)","(51.0, 130.0, 120.0)","(4.0, 5.4, 5.277777777777779)","(2.9, 3.7, 3.185714285714286)","(4.4, 5.8, 5.6125)","(4.2, 5.2, 5.0200000000000005)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:22.178638,"(16.0, 29.0, 26.142857142857142)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.277777777777779)","(2.9, 3.7, 3.185714285714286)","(4.4, 5.8, 5.0058823529411764)","(4.2, 5.2, 5.0200000000000005)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:23.621022,"(16.0, 28.0, 24.5)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.277777777777779)","(2.9, 3.7, 3.3400000000000003)","(4.4, 5.8, 5.0)","(4.2, 5.2, 5.04)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:24.969753,"(16.0, 27.0, 24.5)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 4.9)","(2.9, 3.7, 3.3333333333333335)","(4.4, 5.6, 4.95)","(4.2, 5.2, 5.04)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:26.215273,"(16.0, 26.0, 24.7)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 4.9)","(2.9, 3.7, 3.3333333333333335)","(4.4, 5.5, 4.95)","(4.2, 5.2, 5.04)","(21.0, 42.0, 40.769230769230774)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:27.284337,"(16.0, 25.0, 23.9)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 4.9)","(2.9, 3.7, 3.2875)","(4.4, 5.5, 5.0)","(4.2, 5.2, 5.04)","(21.0, 42.0, 34.5)","(21.0, 48.0, 44.36363636363636)"
15-12-2022 13:43:28.414054,"(16.0, 30.0, 27.9)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.28888888888889)","(2.9, 3.7, 3.2875)","(4.4, 5.5, 5.0)","(4.2, 5.2, 5.04)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:29.706229,"(16.0, 29.0, 27.1)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.28888888888889)","(2.9, 3.7, 3.2875)","(4.4, 5.5, 5.366666666666666)","(4.2, 5.2, 5.04)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:30.989460,"(16.0, 28.0, 26.3)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.28888888888889)","(2.9, 3.7, 3.25)","(4.4, 5.8, 5.366666666666666)","(4.2, 5.2, 5.04)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:32.299373,"(16.0, 28.0, 24.73076923076923)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 4.9)","(2.9, 3.7, 3.25)","(4.4, 5.8, 5.366666666666666)","(4.2, 5.2, 5.04)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:33.626041,"(16.0, 26.0, 24.7)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.4, 5.15)","(2.9, 3.7, 3.2285714285714286)","(4.4, 5.8, 5.3999999999999995)","(4.2, 5.2, 4.88)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:34.973107,"(16.0, 26.0, 21.9375)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 5.15)","(2.9, 3.7, 3.2285714285714286)","(4.4, 5.8, 5.3999999999999995)","(4.2, 5.2, 4.666666666666667)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:36.225839,"(16.0, 26.0, 21.76923076923077)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 5.185714285714285)","(2.9, 3.7, 3.2285714285714286)","(4.4, 5.8, 5.3999999999999995)","(4.2, 5.2, 4.933333333333334)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:37.433041,"(16.0, 25.0, 19.81818181818182)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 5.033333333333333)","(2.9, 3.7, 3.5166666666666666)","(4.4, 5.8, 5.6899999999999995)","(4.2, 5.2, 4.933333333333334)","(21.0, 42.0, 34.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:38.668993,"(16.0, 24.0, 20.0)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 4.728571428571429)","(2.9, 3.7, 3.5166666666666666)","(4.4, 5.8, 5.3)","(4.2, 5.2, 5.0)","(21.0, 42.0, 39.5)","(21.0, 48.0, 35.333333333333336)"
15-12-2022 13:43:39.896875,"(16.0, 24.0, 22.0)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 4.8999999999999995)","(2.9, 3.7, 3.475)","(4.4, 5.8, 5.3)","(4.2, 5.2, 4.96)","(21.0, 42.0, 39.5)","(21.0, 48.0, 38.5)"
15-12-2022 13:43:41.160864,"(16.0, 24.0, 22.0)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.1, 5.033333333333333)","(2.9, 3.7, 3.6625)","(4.4, 5.8, 5.3)","(4.2, 5.2, 4.988888888888889)","(21.0, 42.0, 39.5)","(21.0, 48.0, 38.5)"
15-12-2022 13:43:42.524060,"(16.0, 30.0, 28.333333333333336)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 5.033333333333333)","(2.9, 3.7, 3.6625)","(4.4, 5.8, 5.3)","(4.2, 5.1, 4.988888888888889)","(21.0, 42.0, 39.5)","(21.0, 48.0, 38.5)"
15-12-2022 13:43:44.119675,"(16.0, 30.0, 27.5)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 4.728571428571429)","(2.9, 3.7, 3.425)","(4.4, 5.8, 5.3)","(4.2, 5.1, 4.988888888888889)","(21.0, 42.0, 39.5)","(21.0, 48.0, 38.5)"
15-12-2022 13:43:45.317409,"(16.0, 29.0, 27.5)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.3, 4.728571428571429)","(2.9, 3.7, 3.425)","(4.4, 5.8, 5.6)","(4.2, 5.1, 5.300000000000001)","(21.0, 42.0, 39.5)","(21.0, 48.0, 38.5)"
15-12-2022 13:43:46.571537,"(16.0, 28.0, 25.714285714285715)","(16.0, 28.0, 20.666666666666668)","(51.0, 130.0, 117.27272727272727)","(4.0, 5.9, 5.433333333333334)","(2.9, 3.7, 3.5)","(4.4, 6.4, 6.072727272727273)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.2)","(21.0, 48.0, 42.90909090909091)"
15-12-2022 13:43:48.142885,"(16.0, 28.0, 26.4)","(16.0, 27.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.466666666666667)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 46.0, 46.18181818181819)"
15-12-2022 13:43:49.523259,"(16.0, 28.0, 26.545454545454547)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.623529411764706)","(4.2, 5.4, 5.144444444444444)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:50.948089,"(16.0, 28.0, 26.545454545454547)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.623529411764706)","(4.2, 5.3, 5.144444444444444)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:52.688054,"(16.0, 28.0, 26.545454545454547)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.623529411764706)","(4.2, 5.3, 5.144444444444444)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:54.504028,"(16.0, 28.0, 26.545454545454547)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.466666666666667)","(4.2, 5.3, 5.144444444444444)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:56.056823,"(16.0, 28.0, 25.333333333333332)","(16.0, 29.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.733333333333333)","(4.2, 5.3, 5.144444444444444)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:57.551794,"(16.0, 28.0, 25.333333333333332)","(16.0, 28.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.733333333333333)","(4.2, 5.3, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:43:58.955745,"(16.0, 28.0, 25.333333333333332)","(16.0, 28.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.733333333333333)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:00.215465,"(16.0, 28.0, 25.333333333333332)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 4.9818181818181815)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.733333333333333)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:01.398674,"(16.0, 28.0, 25.333333333333332)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.3, 5.714285714285714)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.5)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:02.897015,"(16.0, 28.0, 25.333333333333332)","(16.0, 29.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.300000000000001)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.5)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 44.54545454545455)"
15-12-2022 13:44:04.269097,"(16.0, 28.0, 25.333333333333332)","(16.0, 28.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.114285714285714)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.5)","(4.2, 5.4, 5.300000000000001)","(21.0, 42.0, 39.84615384615385)","(21.0, 48.0, 46.18181818181819)"
15-12-2022 13:44:05.710162,"(16.0, 28.0, 25.333333333333332)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.716666666666667)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:07.121573,"(16.0, 28.0, 26.6)","(16.0, 29.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 5.9, 5.716666666666667)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 44.54545454545455)"
15-12-2022 13:44:08.518301,"(16.0, 28.0, 26.6)","(16.0, 28.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 5.9, 5.716666666666667)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 48.0, 46.18181818181819)"
15-12-2022 13:44:09.927344,"(16.0, 28.0, 26.6)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 5.9, 5.716666666666667)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:11.317304,"(16.0, 28.0, 26.727272727272727)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.3)","(2.9, 3.7, 3.425)","(4.4, 5.9, 5.258333333333334)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 50.0, 44.54545454545455)"
15-12-2022 13:44:12.853968,"(16.0, 28.0, 26.727272727272727)","(16.0, 28.0, 22.5)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.3)","(2.9, 3.7, 3.425)","(4.4, 5.9, 5.258333333333334)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 48.0, 44.54545454545455)"
15-12-2022 13:44:15.037086,"(16.0, 28.0, 26.0)","(16.0, 28.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.2)","(2.9, 3.7, 3.425)","(4.4, 5.9, 5.258333333333334)","(4.2, 5.4, 5.283333333333333)","(21.0, 42.0, 39.84615384615385)","(21.0, 48.0, 46.18181818181819)"
15-12-2022 13:44:16.402188,"(16.0, 28.0, 26.285714285714285)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.2)","(2.9, 3.7, 3.425)","(4.4, 5.9, 5.258333333333334)","(4.2, 5.4, 4.969230769230769)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:17.651350,"(16.0, 28.0, 26.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.2)","(2.9, 3.7, 3.425)","(4.4, 5.9, 5.258333333333334)","(4.2, 5.4, 5.033333333333333)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:19.200214,"(16.0, 28.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.466666666666667)","(2.9, 3.7, 3.3000000000000003)","(4.4, 5.9, 5.716666666666667)","(4.2, 5.3, 4.949999999999999)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:20.565578,"(16.0, 30.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 5.742857142857143)","(2.9, 3.7, 3.3000000000000003)","(4.4, 5.9, 5.6)","(4.2, 5.3, 4.745454545454546)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:22.106623,"(16.0, 29.0, 28.22222222222222)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.4, 5.550000000000001)","(4.2, 5.2, 4.75)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:23.549819,"(16.0, 29.0, 28.3)","(16.0, 28.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.735714285714286)","(4.2, 5.2, 4.628571428571429)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:24.955965,"(16.0, 29.0, 28.3)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.735714285714286)","(4.2, 5.2, 4.628571428571429)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:26.246084,"(16.0, 29.0, 28.3)","(16.0, 29.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.9, 5.4)","(2.9, 3.7, 3.3000000000000003)","(4.4, 6.2, 5.6)","(4.2, 5.2, 4.800000000000001)","(21.0, 42.0, 40.833333333333336)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:27.768047,"(16.0, 29.0, 28.4)","(16.0, 28.0, 21.0)","(51.0, 130.0, 120.66666666666667)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:29.188717,"(16.0, 29.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 106.0)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:30.483905,"(16.0, 29.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 106.0)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.485714285714286)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:31.785966,"(16.0, 29.0, 28.333333333333332)","(16.0, 29.0, 21.0)","(51.0, 130.0, 116.66666666666667)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:33.188099,"(16.0, 29.0, 28.4)","(16.0, 28.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:34.596838,"(16.0, 29.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 4.99)","(2.9, 3.7, 3.4000000000000004)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.7)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:35.978888,"(16.0, 29.0, 28.4)","(16.0, 29.0, 19.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.2, 4.85)","(21.0, 42.0, 35.5)","(21.0, 50.0, 42.5)"
15-12-2022 13:44:37.375843,"(16.0, 29.0, 28.4)","(16.0, 29.0, 22.5)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.0, 4.5625)","(21.0, 42.0, 35.5)","(21.0, 50.0, 44.54545454545455)"
15-12-2022 13:44:38.803998,"(16.0, 29.0, 28.4)","(16.0, 28.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.0, 4.708333333333333)","(21.0, 42.0, 35.5)","(21.0, 48.0, 46.18181818181819)"
15-12-2022 13:44:40.176124,"(16.0, 29.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.0, 4.708333333333333)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:41.588413,"(16.0, 29.0, 28.4)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.0, 4.50909090909091)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:43.030865,"(16.0, 29.0, 28.4)","(16.0, 29.0, 22.5)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.7)","(4.2, 5.0, 4.542857142857144)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:44.384283,"(16.0, 29.0, 27.8)","(16.0, 28.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.4272727272727277)","(4.4, 6.2, 6.033333333333333)","(4.2, 4.9, 4.542857142857144)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:45.718495,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.4272727272727277)","(4.4, 6.2, 6.2)","(4.2, 4.9, 4.65)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:46.994778,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.4272727272727277)","(4.4, 6.4, 5.88)","(4.2, 4.9, 4.65)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:48.228805,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.8, 5.125)","(2.9, 3.7, 3.4272727272727277)","(4.4, 6.4, 5.88)","(4.2, 4.9, 4.65)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:49.502697,"(16.0, 29.0, 27.8)","(16.0, 29.0, 19.0)","(51.0, 130.0, 118.0)","(4.0, 5.7, 5.014285714285714)","(2.9, 3.7, 3.475)","(4.4, 6.2, 5.466666666666667)","(4.2, 4.9, 4.65)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:50.803750,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.7, 5.014285714285714)","(2.9, 3.7, 3.475)","(4.4, 6.0, 5.4375)","(4.2, 4.9, 4.614285714285715)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:52.030533,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.7, 5.014285714285714)","(2.9, 3.7, 3.475)","(4.4, 6.0, 5.4375)","(4.2, 4.9, 4.614285714285715)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:53.313426,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 118.0)","(4.0, 5.7, 5.014285714285714)","(2.9, 3.7, 3.475)","(4.4, 6.0, 5.4375)","(4.2, 4.9, 4.614285714285715)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:54.638520,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 122.0)","(4.0, 5.7, 5.014285714285714)","(2.9, 3.7, 3.475)","(4.4, 6.0, 5.4375)","(4.2, 4.9, 4.614285714285715)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
15-12-2022 13:44:56.036898,"(16.0, 29.0, 27.8)","(16.0, 29.0, 21.0)","(51.0, 130.0, 122.0)","(4.0, 5.7, 5.4)","(2.9, 3.7, 3.4857142857142858)","(4.4, 6.0, 5.4375)","(4.2, 4.9, 4.614285714285715)","(21.0, 42.0, 35.5)","(21.0, 50.0, 46.18181818181819)"
