,Charming Lass,Indian Wells,Always A Show,Summer Lilly,Ebony Tralee,Lend The Moose,Cash Key
04-01-2023 14:25:45.206182,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 11.5)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.166666666666667)","(5.5, 9.0, 8.631578947368421)","(5.5, 6.6, 5.825)"
04-01-2023 14:25:46.324114,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1636363636363636)","(5.5, 9.0, 8.631578947368421)","(5.5, 6.6, 5.825)"
04-01-2023 14:25:47.429177,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1500000000000004)","(5.5, 9.0, 8.377777777777776)","(5.5, 6.6, 5.825)"
04-01-2023 14:25:48.575471,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1454545454545455)","(5.5, 9.0, 8.377777777777776)","(5.5, 6.6, 5.92)"
04-01-2023 14:25:49.733343,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1500000000000004)","(5.5, 9.0, 8.6)","(5.5, 6.4, 6.147368421052632)"
04-01-2023 14:25:50.873252,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.615384615384615)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.146666666666667)","(5.5, 9.0, 8.6)","(5.5, 6.4, 6.148837209302326)"
04-01-2023 14:25:52.250037,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.0, 13.4)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1454545454545455)","(6.0, 9.0, 8.6)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:25:53.620524,"(12.0, 20.0, 17.242424242424242)","(8.5, 14.0, 11.857142857142858)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.733333333333333)","(5.5, 6.4, 6.230769230769231)"
04-01-2023 14:25:54.673176,"(12.0, 20.0, 17.242424242424242)","(8.5, 13.0, 11.857142857142858)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.784615384615384)","(5.5, 6.4, 6.230769230769231)"
04-01-2023 14:25:55.858180,"(12.0, 20.0, 17.242424242424242)","(8.5, 13.0, 11.75)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.784615384615384)","(5.5, 6.4, 6.211428571428572)"
04-01-2023 14:25:56.999446,"(12.0, 20.0, 17.242424242424242)","(8.5, 13.0, 11.421052631578947)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.784615384615384)","(5.5, 6.4, 6.230769230769231)"
04-01-2023 14:25:58.152811,"(12.0, 20.0, 17.242424242424242)","(8.5, 13.0, 11.75)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.784615384615384)","(5.5, 6.4, 6.235)"
04-01-2023 14:25:59.211011,"(12.0, 20.0, 17.242424242424242)","(8.5, 13.0, 11.75)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1433333333333335)","(6.0, 9.0, 8.784615384615384)","(5.5, 6.4, 6.235)"
04-01-2023 14:26:00.177151,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 11.666666666666666)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.86086956521739)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:26:01.169671,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 11.346153846153847)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.88)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:26:02.227563,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 11.631578947368421)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.88)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:26:03.376221,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 12.071428571428571)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.88)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:26:04.481011,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 12.071428571428571)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.88)","(5.5, 6.4, 6.216666666666667)"
04-01-2023 14:26:05.594108,"(12.0, 20.0, 17.242424242424242)","(8.5, 12.5, 12.071428571428571)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.82857142857143)","(5.5, 6.4, 6.155555555555556)"
04-01-2023 14:26:06.644826,"(12.0, 20.0, 17.316666666666666)","(8.5, 12.5, 11.857142857142858)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.15)"
04-01-2023 14:26:07.752429,"(12.0, 20.0, 17.316666666666666)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.188461538461539)"
04-01-2023 14:26:08.953007,"(12.0, 20.0, 17.316666666666666)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.2)"
04-01-2023 14:26:10.043893,"(12.0, 19.5, 17.55)","(8.5, 12.0, 11.615384615384615)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.2)"
04-01-2023 14:26:11.210140,"(12.0, 19.5, 17.2)","(8.5, 12.0, 11.375)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.125)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.224)"
04-01-2023 14:26:12.509862,"(12.0, 19.5, 17.025)","(8.5, 12.0, 11.75)","(8.0, 11.0, 10.67741935483871)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.125)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:13.590725,"(12.0, 19.5, 17.2)","(8.5, 12.0, 11.75)","(8.0, 11.0, 10.636363636363637)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:14.826642,"(12.0, 19.5, 17.2)","(8.5, 13.5, 12.875)","(8.0, 11.0, 10.636363636363637)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:15.891417,"(12.0, 19.5, 17.2)","(8.5, 13.5, 12.021739130434783)","(8.0, 11.0, 10.636363636363637)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1437500000000003)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:16.933600,"(12.0, 19.5, 17.2)","(8.5, 13.5, 11.61111111111111)","(8.0, 11.0, 10.636363636363637)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.146666666666667)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:18.011824,"(12.0, 19.5, 17.2)","(8.5, 13.5, 12.021739130434783)","(8.0, 11.0, 10.636363636363637)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.22, 2.17)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:19.123179,"(12.0, 19.5, 17.2)","(8.5, 13.5, 12.021739130434783)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.146666666666667)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:20.178992,"(12.0, 19.5, 16.944444444444443)","(8.5, 13.5, 11.633333333333333)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.22, 2.146666666666667)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:21.202409,"(12.0, 19.5, 16.944444444444443)","(8.5, 13.5, 12.166666666666666)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.22, 2.146666666666667)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:22.218069,"(12.0, 19.5, 16.944444444444443)","(8.5, 13.0, 11.666666666666666)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.22, 2.1546341463414636)","(6.0, 9.0, 8.705263157894736)","(5.5, 6.4, 6.237037037037037)"
04-01-2023 14:26:23.213416,"(13.0, 19.5, 16.944444444444443)","(9.0, 13.0, 12.333333333333334)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:24.256585,"(13.0, 19.5, 16.944444444444443)","(9.0, 13.0, 11.933333333333334)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:25.308787,"(13.0, 19.5, 16.944444444444443)","(9.0, 13.0, 12.0)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:26.383159,"(13.0, 19.5, 16.944444444444443)","(9.0, 13.0, 11.615384615384615)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:27.455937,"(13.0, 19.5, 16.944444444444443)","(9.0, 13.0, 11.615384615384615)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:28.501968,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 12.045454545454545)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.705263157894736)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:29.499363,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 11.983870967741936)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:30.640914,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 11.7)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.153170731707317)","(6.5, 9.0, 8.781818181818181)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:31.728641,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 11.9)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.153170731707317)","(6.5, 9.0, 8.885714285714286)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:32.866622,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 12.05)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.153170731707317)","(6.5, 9.0, 8.885714285714286)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:33.976224,"(13.0, 19.5, 16.944444444444443)","(9.0, 12.5, 12.05)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:35.111973,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:36.113764,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.873684210526315)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:36.998800,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.873684210526315)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:37.907123,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.7)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.873684210526315)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:38.839754,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:39.759264,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1542857142857144)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:40.736476,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.153170731707317)","(6.5, 9.0, 8.781818181818181)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:41.680144,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.153170731707317)","(6.5, 9.0, 8.88)","(5.0, 6.4, 6.213333333333334)"
04-01-2023 14:26:42.616184,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 12.105263157894736)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1417647058823532)","(6.5, 9.0, 8.88)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:43.568137,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 12.105263157894736)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.121714285714286)","(6.5, 9.0, 8.854545454545454)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:44.516324,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.91304347826087)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1222857142857143)","(6.5, 9.0, 8.822222222222223)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:45.564575,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.91304347826087)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.1242857142857146)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:46.582112,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.91304347826087)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1242857142857146)","(6.5, 9.0, 8.822222222222223)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:47.611028,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.91304347826087)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1224000000000003)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:48.596270,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 11.91304347826087)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1114285714285717)","(6.5, 9.0, 8.822222222222223)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:49.543841,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.18, 2.1114285714285717)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:50.462119,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.18, 2.1114285714285717)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:51.385052,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1729927007299272)","(6.5, 9.0, 8.89090909090909)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:52.310364,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.18, 2.1747445255474456)","(6.5, 9.0, 8.89090909090909)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:53.254119,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.18, 2.1670000000000003)","(6.5, 9.0, 8.7)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:54.219736,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.833333333333332)","(1.85, 2.2, 2.1478947368421055)","(6.5, 9.0, 8.876923076923077)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:55.184044,"(13.0, 19.5, 17.34375)","(9.0, 12.0, 11.736842105263158)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.147317073170732)","(6.5, 9.0, 8.733333333333333)","(5.0, 6.4, 6.213333333333334)"
04-01-2023 14:26:56.111176,"(13.0, 19.5, 17.34375)","(9.0, 12.5, 12.4)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.73913043478261)","(1.85, 2.2, 2.147317073170732)","(6.5, 9.0, 8.733333333333333)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:56.999632,"(13.0, 19.5, 17.25)","(9.0, 12.0, 11.732142857142858)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1478947368421055)","(6.5, 9.0, 8.811764705882354)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:57.901317,"(13.0, 19.5, 17.158536585365855)","(9.0, 12.0, 11.732142857142858)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1478947368421055)","(6.5, 9.0, 8.811764705882354)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:58.816860,"(13.0, 19.5, 17.158536585365855)","(9.0, 12.0, 11.732142857142858)","(8.0, 11.0, 10.6)","(21.0, 34.0, 29.652173913043477)","(1.85, 2.2, 2.152857142857143)","(6.5, 9.0, 8.811764705882354)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:26:59.763290,"(13.0, 19.5, 17.25)","(9.0, 12.0, 11.11111111111111)","(8.0, 11.0, 10.6)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1622857142857144)","(6.5, 9.0, 8.811764705882354)","(5.0, 6.4, 6.237037037037037)"
04-01-2023 14:27:00.703416,"(13.0, 19.5, 17.25)","(9.0, 12.0, 11.11111111111111)","(8.0, 11.0, 10.514285714285714)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.1622857142857144)","(6.5, 9.0, 8.811764705882354)","(5.0, 6.4, 6.3047619047619055)"
04-01-2023 14:27:01.639358,"(13.0, 19.5, 17.074468085106382)","(9.0, 12.0, 11.44)","(8.0, 11.0, 10.48)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.2, 2.1936305732484076)","(6.5, 9.0, 8.847058823529412)","(5.0, 6.4, 6.274285714285715)"
04-01-2023 14:27:02.815328,"(13.0, 19.5, 17.074468085106382)","(9.0, 12.0, 11.44)","(8.0, 11.0, 10.50943396226415)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.190909090909091)","(6.5, 9.0, 8.694117647058823)","(5.0, 6.4, 6.253333333333334)"
04-01-2023 14:27:03.729022,"(13.0, 19.5, 17.0625)","(9.0, 12.0, 11.458333333333334)","(8.0, 11.0, 10.48)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.2, 2.191707317073171)","(6.5, 9.0, 8.702857142857143)","(5.0, 6.4, 6.253333333333334)"
04-01-2023 14:27:04.645401,"(13.0, 19.0, 18.75)","(9.0, 12.0, 11.458333333333334)","(8.0, 11.0, 10.48)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.22, 2.191707317073171)","(6.5, 9.0, 8.688888888888888)","(5.0, 6.4, 6.316666666666667)"
04-01-2023 14:27:05.767936,"(13.0, 19.0, 18.75)","(9.0, 12.0, 11.458333333333334)","(8.0, 11.0, 10.48)","(21.0, 34.0, 30.53846153846154)","(1.85, 2.22, 2.187777777777778)","(6.5, 9.0, 8.688888888888888)","(5.0, 6.4, 6.316666666666667)"
04-01-2023 14:27:06.851148,"(13.0, 19.0, 18.75)","(9.0, 12.0, 11.458333333333334)","(8.0, 11.0, 10.48)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.22, 2.2012903225806455)","(6.5, 9.0, 8.688888888888888)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:07.827732,"(13.0, 19.0, 18.772727272727273)","(9.0, 12.0, 11.458333333333334)","(8.0, 11.0, 10.48)","(21.0, 34.0, 29.714285714285715)","(1.85, 2.24, 2.2012903225806455)","(6.5, 9.0, 8.688888888888888)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:08.853442,"(13.0, 18.0, 17.85)","(9.0, 11.5, 11.272727272727273)","(8.0, 11.0, 10.490196078431373)","(21.0, 34.0, 30.428571428571427)","(1.85, 2.24, 2.2383396226415098)","(6.5, 9.0, 8.817391304347826)","(5.0, 6.4, 6.228571428571429)"
04-01-2023 14:27:09.790874,"(13.0, 18.0, 17.833333333333332)","(9.0, 11.5, 11.083333333333334)","(8.0, 11.0, 10.490196078431373)","(21.0, 34.0, 30.428571428571427)","(1.85, 2.24, 2.210666666666667)","(6.5, 9.0, 8.817391304347826)","(5.0, 6.4, 6.228571428571429)"
04-01-2023 14:27:10.841320,"(13.0, 18.0, 17.833333333333332)","(9.0, 11.5, 11.083333333333334)","(8.0, 11.0, 10.416666666666666)","(21.0, 34.0, 27.846153846153847)","(1.85, 2.24, 2.258461538461538)","(6.5, 9.0, 8.690909090909091)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:11.812535,"(13.0, 18.0, 17.833333333333332)","(9.0, 11.5, 11.083333333333334)","(8.0, 10.5, 10.416666666666666)","(21.0, 34.0, 27.846153846153847)","(1.85, 2.26, 2.2541176470588233)","(6.5, 8.8, 8.620689655172415)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:12.755012,"(13.0, 18.0, 17.1)","(9.0, 11.5, 11.083333333333334)","(8.0, 10.5, 10.416666666666666)","(21.0, 34.0, 26.38095238095238)","(1.85, 2.26, 2.2511111111111113)","(6.5, 8.8, 8.776470588235295)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:13.650297,"(13.0, 17.5, 16.92105263157895)","(9.0, 11.5, 11.083333333333334)","(8.0, 10.5, 10.403225806451612)","(21.0, 34.0, 28.285714285714285)","(1.85, 2.26, 2.2511111111111113)","(6.5, 8.8, 8.776470588235295)","(5.0, 6.4, 6.228571428571429)"
04-01-2023 14:27:14.584099,"(13.0, 17.0, 16.88888888888889)","(9.0, 11.5, 11.34375)","(8.0, 10.5, 10.403225806451612)","(21.0, 34.0, 28.285714285714285)","(1.85, 2.28, 2.241379310344828)","(6.5, 9.0, 8.784)","(5.0, 6.4, 6.228571428571429)"
04-01-2023 14:27:15.525899,"(13.0, 17.0, 16.9)","(9.0, 11.5, 11.34375)","(8.0, 10.5, 10.403225806451612)","(21.0, 34.0, 26.727272727272727)","(1.85, 2.28, 2.241379310344828)","(6.5, 9.0, 8.784)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:16.419785,"(13.0, 17.0, 16.9)","(9.0, 11.5, 11.34375)","(8.0, 10.5, 10.403225806451612)","(21.0, 32.0, 29.714285714285715)","(1.85, 2.28, 2.241379310344828)","(6.5, 9.0, 8.784)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:17.360274,"(13.0, 16.5, 16.142857142857142)","(9.0, 11.5, 11.34375)","(8.0, 10.5, 10.403225806451612)","(21.0, 32.0, 29.25)","(1.85, 2.28, 2.2767407407407405)","(6.5, 9.0, 8.784)","(5.0, 6.4, 6.193939393939394)"
04-01-2023 14:27:18.237036,"(13.0, 16.5, 16.178571428571427)","(9.0, 11.5, 11.34375)","(8.0, 10.5, 10.403225806451612)","(21.0, 32.0, 29.25)","(1.85, 2.28, 2.2767407407407405)","(6.5, 9.0, 8.8)","(5.0, 6.4, 6.228571428571429)"
