,Hearts And Minds,Kazio,Demando,Coastal Town,Rich Memories,Playing It Safe,Laureus,Longtimedreaming,Mahrez,Golwen
08-12-2022 14:11:10.517818,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:11.836179,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:13.119694,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:14.383883,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:15.644232,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:16.795362,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:18.008223,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 31.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 240.0)"
08-12-2022 14:11:19.243254,"(6.5, 11.0, 10.9)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 31.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 225.0)"
08-12-2022 14:11:20.484299,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 5.0285714285714285)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 31.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 205.71428571428572)"
08-12-2022 14:11:21.781730,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 5.0285714285714285)","(7.5, 8.8, 8.407692307692308)","(20.0, 55.0, 31.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.827272727272727)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 270.0, 220.0)"
08-12-2022 14:11:23.048983,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 5.0285714285714285)","(7.5, 8.8, 8.407692307692308)","(20.0, 50.0, 38.0)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:24.242582,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 5.466666666666667)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:25.464286,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.8)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:26.719122,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:27.976362,"(6.5, 11.0, 10.825)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:29.199981,"(6.5, 11.5, 9.991176470588234)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:30.422263,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:31.708971,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:33.064873,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:34.345947,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:35.591127,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.6, 4.6000000000000005)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:36.820013,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.5, 5.041666666666667)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:38.124335,"(6.5, 11.5, 11.341666666666667)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:39.409302,"(6.5, 11.5, 10.214705882352941)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:40.700923,"(6.5, 11.5, 10.407499999999999)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:41.998296,"(6.5, 11.5, 10.407499999999999)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:43.187594,"(6.5, 11.5, 10.407499999999999)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:44.435064,"(6.5, 11.5, 10.407499999999999)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:45.674201,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:46.889975,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:48.235863,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 31.333333333333332)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:49.531164,"(6.5, 11.5, 10.042857142857143)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.5, 8.8, 8.407692307692308)","(20.0, 48.0, 30.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(15.0, 20.0, 19.029411764705884)","(4.6, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:50.853639,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 48.0, 30.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:52.245693,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 48.0, 30.857142857142858)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 200.0)"
08-12-2022 14:11:53.547259,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 32.5)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:11:54.826043,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:11:56.031920,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:11:57.303337,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:11:58.664155,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 4.75)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.862499999999999)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:00.103257,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.4, 5.036363636363637)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:01.491308,"(6.5, 11.5, 9.858620689655172)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.3, 4.7153846153846155)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.8136363636363635)","(16.0, 20.0, 19.029411764705884)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:02.821763,"(6.5, 11.5, 9.933333333333334)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.2, 4.6647058823529415)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 20.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:04.163947,"(6.5, 11.0, 9.933333333333334)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.2, 4.6647058823529415)","(7.0, 8.8, 8.407692307692308)","(21.0, 46.0, 30.571428571428573)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:05.513811,"(6.5, 11.0, 10.247368421052633)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.2, 4.74)","(7.0, 8.8, 8.26315789473684)","(21.0, 46.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:06.753770,"(6.5, 11.5, 10.247368421052633)","(10.0, 15.0, 13.88888888888889)","(3.7, 5.1, 4.671428571428572)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:08.007140,"(6.5, 11.5, 10.247368421052633)","(10.0, 15.0, 13.0)","(3.7, 5.1, 4.671428571428572)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:09.318064,"(6.5, 11.5, 10.247368421052633)","(10.0, 15.0, 13.615384615384615)","(3.7, 5.1, 4.8)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 212.0)"
08-12-2022 14:12:10.685934,"(6.5, 11.5, 10.247368421052633)","(10.0, 15.0, 13.615384615384615)","(3.7, 5.1, 4.8)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:12.165578,"(6.5, 11.0, 10.723076923076924)","(10.0, 15.0, 13.615384615384615)","(3.7, 5.1, 5.046666666666666)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:13.534901,"(6.5, 11.0, 10.723076923076924)","(10.0, 15.0, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:14.773367,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:15.959450,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82755905511811)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:17.228260,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82928870292887)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:18.512048,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82928870292887)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:19.815031,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 8.26315789473684)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82928870292887)","(101.0, 260.0, 243.125)"
08-12-2022 14:12:21.119995,"(6.5, 11.0, 10.723076923076924)","(10.0, 14.5, 12.166666666666666)","(3.7, 5.1, 4.814285714285714)","(7.0, 8.8, 7.905263157894737)","(21.0, 44.0, 36.0)","(8.0, 11.0, 9.923076923076923)","(6.5, 8.4, 7.814634146341463)","(16.0, 21.0, 19.08695652173913)","(4.4, 5.0, 4.82928870292887)","(101.0, 260.0, 243.125)"
