,Riverina Knight,Amy Allsorts,Flyaway Becky,Greek Malt,Miss Inspiration,Toms The One,Sketchy Comrade,All Palaver
08-12-2022 13:53:34.119757,"(1.7, 2.08, 2.065)","(91.0, 500.0, 300.0)","(26.0, 29.0, 26.620689655172413)","(91.0, 440.0, 374.0)","(2.5, 3.5, 3.475)","(16.0, 18.0, 16.8)","(6.5, 8.8, 7.949206349206349)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:35.338453,"(1.7, 2.08, 2.066666666666667)","(91.0, 500.0, 300.0)","(26.0, 28.0, 26.620689655172413)","(91.0, 440.0, 374.0)","(2.5, 3.6, 3.475)","(16.0, 17.0, 16.41025641025641)","(6.5, 8.0, 7.918840579710145)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:36.569234,"(1.7, 2.14, 2.125)","(91.0, 500.0, 300.0)","(26.0, 27.0, 25.40625)","(91.0, 440.0, 374.0)","(2.5, 3.6, 3.575)","(16.0, 17.0, 16.46511627906977)","(6.5, 8.0, 7.918840579710145)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:37.768854,"(1.7, 2.14, 2.1233333333333335)","(91.0, 500.0, 300.0)","(26.0, 27.0, 25.178571428571427)","(91.0, 440.0, 138.14814814814815)","(2.5, 3.6, 3.575)","(16.0, 17.0, 16.37037037037037)","(6.5, 8.0, 7.918840579710145)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:39.014386,"(1.7, 2.14, 2.1233333333333335)","(91.0, 500.0, 285.7142857142857)","(26.0, 26.0, 25.047619047619047)","(91.0, 300.0, 138.14814814814815)","(2.5, 3.6, 3.57)","(16.0, 17.0, 16.28985507246377)","(6.5, 8.0, 7.666666666666666)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:40.246476,"(1.7, 2.14, 2.1321052631578947)","(91.0, 500.0, 285.7142857142857)","(26.0, 26.0, 24.536585365853657)","(91.0, 300.0, 138.14814814814815)","(2.5, 3.65, 3.57)","(16.0, 17.0, 16.28985507246377)","(6.5, 7.8, 7.666666666666666)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:41.443800,"(1.7, 2.14, 2.1321052631578947)","(91.0, 500.0, 285.7142857142857)","(26.0, 25.0, 23.526315789473685)","(91.0, 290.0, 163.33333333333334)","(2.5, 3.65, 3.5197674418604654)","(16.0, 17.0, 16.38095238095238)","(6.5, 7.8, 7.666666666666666)","(51.0, 550.0, 291.6666666666667)"
08-12-2022 13:53:42.590219,"(1.7, 2.12, 2.112)","(91.0, 500.0, 275.0)","(26.0, 25.0, 23.814814814814813)","(91.0, 290.0, 246.0)","(2.5, 3.65, 3.5625)","(16.0, 16.5, 15.375)","(6.5, 7.8, 7.666666666666666)","(51.0, 550.0, 290.0)"
08-12-2022 13:53:43.744065,"(1.7, 2.14, 2.126666666666667)","(91.0, 490.0, 274.0)","(26.0, 25.0, 23.46808510638298)","(91.0, 280.0, 246.0)","(2.5, 3.6, 3.5625)","(16.0, 15.5, 15.5)","(6.5, 7.8, 7.716666666666667)","(51.0, 540.0, 266.3636363636364)"
08-12-2022 13:53:44.965277,"(1.7, 2.14, 2.12)","(91.0, 490.0, 274.0)","(26.0, 25.0, 23.46808510638298)","(91.0, 280.0, 246.0)","(2.5, 3.6, 3.55)","(16.0, 16.0, 15.21875)","(6.5, 7.8, 7.716666666666667)","(51.0, 530.0, 266.3636363636364)"
08-12-2022 13:53:46.092851,"(1.7, 2.18, 2.145714285714286)","(101.0, 490.0, 284.2857142857143)","(26.0, 25.0, 23.296296296296298)","(91.0, 280.0, 134.28571428571428)","(2.5, 3.65, 3.566666666666667)","(16.0, 15.5, 15.047619047619047)","(6.5, 7.8, 7.716666666666667)","(61.0, 530.0, 266.3636363636364)"
08-12-2022 13:53:47.394302,"(1.7, 2.18, 2.157777777777778)","(101.0, 490.0, 318.57142857142856)","(26.0, 25.0, 23.11320754716981)","(91.0, 280.0, 127.43589743589743)","(2.5, 3.6, 3.5625)","(16.0, 15.5, 15.246666666666666)","(6.5, 7.8, 7.716666666666667)","(61.0, 530.0, 266.3636363636364)"
08-12-2022 13:53:48.728292,"(1.7, 2.18, 2.1371428571428575)","(101.0, 490.0, 318.57142857142856)","(26.0, 25.0, 23.08219178082192)","(91.0, 280.0, 238.0)","(2.5, 3.6, 3.5625)","(16.0, 15.5, 14.985294117647058)","(6.5, 7.8, 7.716666666666667)","(61.0, 530.0, 255.55555555555554)"
08-12-2022 13:53:50.182024,"(1.7, 2.18, 2.1371428571428575)","(101.0, 490.0, 284.2857142857143)","(26.0, 25.0, 23.08695652173913)","(91.0, 270.0, 238.0)","(2.5, 3.6, 3.5625)","(16.0, 15.5, 14.83673469387755)","(6.5, 7.8, 7.716666666666667)","(61.0, 520.0, 255.55555555555554)"
08-12-2022 13:53:51.444026,"(1.7, 2.18, 2.1371428571428575)","(101.0, 490.0, 284.2857142857143)","(26.0, 25.0, 23.08695652173913)","(91.0, 270.0, 238.0)","(2.5, 3.6, 3.5344827586206895)","(16.0, 15.5, 14.829896907216495)","(6.5, 7.8, 7.716666666666667)","(61.0, 520.0, 275.0)"
08-12-2022 13:53:52.569209,"(1.7, 2.18, 2.162)","(101.0, 490.0, 284.2857142857143)","(26.0, 25.0, 23.08695652173913)","(91.0, 270.0, 132.0689655172414)","(2.5, 3.6, 3.507142857142857)","(16.0, 15.5, 14.829896907216495)","(6.5, 7.8, 7.716666666666667)","(61.0, 520.0, 375.0)"
08-12-2022 13:53:53.823970,"(1.7, 2.2, 2.1925000000000003)","(101.0, 490.0, 284.2857142857143)","(26.0, 25.0, 23.08219178082192)","(91.0, 270.0, 136.07142857142856)","(2.5, 3.55, 3.507142857142857)","(16.0, 15.5, 14.887096774193548)","(6.5, 7.8, 7.716666666666667)","(61.0, 510.0, 275.0)"
08-12-2022 13:53:54.940143,"(1.7, 2.2, 2.1925000000000003)","(101.0, 490.0, 318.57142857142856)","(26.0, 25.0, 23.08219178082192)","(91.0, 270.0, 136.07142857142856)","(2.5, 3.55, 3.507142857142857)","(16.0, 15.0, 13.978260869565217)","(6.5, 7.8, 7.716666666666667)","(61.0, 520.0, 275.0)"
08-12-2022 13:53:56.010334,"(1.7, 2.24, 2.22)","(101.0, 490.0, 327.14285714285717)","(26.0, 25.0, 23.08695652173913)","(91.0, 270.0, 145.0)","(2.5, 3.5, 3.4909090909090907)","(16.0, 14.5, 14.125)","(6.5, 7.8, 7.75)","(61.0, 520.0, 275.0)"
08-12-2022 13:53:57.063061,"(1.7, 2.24, 2.225)","(101.0, 490.0, 338.0)","(26.0, 25.0, 23.08695652173913)","(91.0, 270.0, 136.15384615384616)","(2.5, 3.5, 3.4974358974358974)","(16.0, 14.5, 14.125)","(6.5, 7.8, 7.75)","(61.0, 520.0, 375.0)"
08-12-2022 13:53:58.213598,"(1.7, 2.24, 2.2325000000000004)","(91.0, 490.0, 338.0)","(21.0, 25.0, 24.2)","(81.0, 260.0, 131.66666666666666)","(2.6, 3.5, 3.4974358974358974)","(15.0, 14.5, 13.825581395348838)","(6.5, 7.8, 7.758333333333333)","(71.0, 510.0, 375.0)"
08-12-2022 13:53:59.375981,"(1.7, 2.24, 2.2220000000000004)","(91.0, 490.0, 338.0)","(21.0, 24.0, 22.836734693877553)","(81.0, 260.0, 217.5)","(2.6, 3.5, 3.4976470588235293)","(15.0, 14.5, 13.842105263157894)","(6.5, 7.8, 7.758333333333333)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:00.488800,"(1.7, 2.26, 2.2479999999999998)","(91.0, 490.0, 322.0)","(21.0, 24.0, 22.78723404255319)","(81.0, 250.0, 217.5)","(2.6, 3.5, 3.4976470588235293)","(15.0, 14.0, 13.857142857142858)","(6.5, 7.8, 7.7375)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:01.612557,"(1.7, 2.26, 2.2479999999999998)","(91.0, 490.0, 322.0)","(21.0, 24.0, 22.53846153846154)","(81.0, 250.0, 217.5)","(2.6, 3.5, 3.4976470588235293)","(15.0, 14.0, 13.857142857142858)","(6.5, 7.8, 7.7375)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:02.702965,"(1.7, 2.26, 2.2342857142857144)","(91.0, 490.0, 322.0)","(21.0, 24.0, 22.51282051282051)","(81.0, 250.0, 139.5)","(2.6, 3.5, 3.497894736842105)","(15.0, 14.0, 13.857142857142858)","(6.5, 7.8, 7.7375)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:03.888500,"(1.7, 2.26, 2.236923076923077)","(91.0, 490.0, 322.0)","(21.0, 24.0, 22.18421052631579)","(81.0, 250.0, 139.5)","(2.6, 3.5, 3.497894736842105)","(15.0, 14.0, 13.298507462686567)","(6.5, 7.8, 7.657142857142857)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:05.183490,"(1.7, 2.26, 2.236923076923077)","(91.0, 490.0, 338.0)","(21.0, 24.0, 22.214285714285715)","(81.0, 250.0, 133.33333333333334)","(2.6, 3.5, 3.497894736842105)","(15.0, 14.0, 13.271428571428572)","(6.5, 7.8, 7.636363636363636)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:06.570922,"(1.7, 2.26, 2.236923076923077)","(91.0, 490.0, 338.0)","(21.0, 23.0, 22.214285714285715)","(81.0, 240.0, 133.33333333333334)","(2.6, 3.5, 3.497894736842105)","(15.0, 13.5, 13.271428571428572)","(6.5, 7.8, 7.657142857142857)","(71.0, 510.0, 375.0)"
08-12-2022 13:54:07.886651,"(1.7, 2.26, 2.236923076923077)","(101.0, 490.0, 314.0)","(21.0, 23.0, 22.327868852459016)","(81.0, 240.0, 141.1764705882353)","(2.6, 3.5, 3.497894736842105)","(13.0, 13.5, 13.271428571428572)","(6.5, 7.8, 7.657142857142857)","(81.0, 510.0, 375.0)"
08-12-2022 13:54:09.175378,"(1.7, 2.26, 2.232)","(101.0, 490.0, 314.0)","(21.0, 23.0, 22.12857142857143)","(81.0, 240.0, 127.85714285714286)","(2.6, 3.5, 3.543162393162393)","(13.0, 13.5, 14.214285714285714)","(6.5, 7.8, 7.657142857142857)","(81.0, 510.0, 375.0)"
08-12-2022 13:54:10.568728,"(1.75, 2.24, 2.232)","(101.0, 490.0, 375.0)","(21.0, 23.0, 21.24)","(81.0, 230.0, 127.85714285714286)","(2.6, 3.55, 3.5448717948717947)","(13.0, 14.5, 13.907407407407407)","(6.5, 7.8, 7.671428571428572)","(81.0, 510.0, 375.0)"
08-12-2022 13:54:12.256934,"(1.75, 2.26, 2.2385714285714284)","(101.0, 490.0, 419.2307692307692)","(21.0, 23.0, 21.24)","(81.0, 230.0, 130.3125)","(2.6, 3.55, 3.5448717948717947)","(13.0, 14.5, 13.983870967741936)","(6.5, 7.8, 7.671428571428572)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:13.740250,"(1.75, 2.26, 2.23)","(101.0, 490.0, 419.2307692307692)","(21.0, 23.0, 21.32911392405063)","(81.0, 230.0, 143.07692307692307)","(2.6, 3.55, 3.5448717948717947)","(13.0, 14.5, 13.983870967741936)","(6.5, 7.8, 7.6375)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:15.493297,"(1.75, 2.26, 2.215)","(101.0, 490.0, 419.2307692307692)","(21.0, 23.0, 21.263157894736842)","(81.0, 220.0, 130.71428571428572)","(2.6, 3.55, 3.6016129032258064)","(13.0, 14.0, 13.735849056603774)","(6.5, 7.6, 7.4363636363636365)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:16.801778,"(1.75, 2.26, 2.2163636363636363)","(101.0, 490.0, 458.0)","(21.0, 23.0, 21.27027027027027)","(81.0, 220.0, 139.28571428571428)","(2.6, 3.65, 3.56)","(13.0, 14.0, 13.857142857142858)","(6.5, 7.6, 7.475)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:18.100529,"(1.75, 2.26, 2.2163636363636363)","(101.0, 480.0, 458.0)","(21.0, 23.0, 21.27027027027027)","(81.0, 210.0, 138.0)","(2.6, 3.6, 3.546153846153846)","(13.0, 14.0, 14.083333333333334)","(6.5, 7.6, 7.475)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:19.342228,"(1.75, 2.24, 2.2171428571428575)","(101.0, 480.0, 458.0)","(21.0, 23.0, 21.608695652173914)","(81.0, 210.0, 130.0)","(2.6, 3.6, 3.56)","(13.0, 14.5, 13.909090909090908)","(6.5, 7.6, 7.523076923076923)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:20.733564,"(1.75, 2.24, 2.2171428571428575)","(101.0, 480.0, 458.0)","(21.0, 23.0, 21.608695652173914)","(81.0, 200.0, 130.0)","(2.6, 3.6, 3.56)","(13.0, 14.5, 13.909090909090908)","(6.5, 7.6, 7.523076923076923)","(81.0, 510.0, 273.75)"
08-12-2022 13:54:22.076153,"(1.75, 2.24, 2.2171428571428575)","(101.0, 480.0, 458.0)","(21.0, 23.0, 21.184615384615384)","(81.0, 200.0, 162.0)","(2.6, 3.6, 3.5166666666666666)","(13.0, 14.5, 13.909090909090908)","(6.5, 7.6, 7.523076923076923)","(81.0, 510.0, 350.0)"
08-12-2022 13:54:23.435597,"(1.75, 2.24, 2.2171428571428575)","(101.0, 470.0, 405.38461538461536)","(21.0, 23.0, 22.096774193548388)","(81.0, 190.0, 139.0909090909091)","(2.6, 3.55, 3.5)","(13.0, 14.5, 13.909090909090908)","(6.5, 7.6, 7.488888888888889)","(81.0, 500.0, 444.44444444444446)"
08-12-2022 13:54:24.786963,"(1.75, 2.26, 2.211707317073171)","(101.0, 470.0, 405.38461538461536)","(21.0, 23.0, 22.096774193548388)","(81.0, 190.0, 136.15384615384616)","(2.6, 3.55, 3.49)","(13.0, 14.5, 13.909090909090908)","(6.5, 7.6, 7.433333333333334)","(101.0, 500.0, 450.0)"
08-12-2022 13:54:26.086859,"(1.75, 2.24, 2.2171428571428575)","(101.0, 470.0, 405.38461538461536)","(21.0, 23.0, 22.105263157894736)","(81.0, 190.0, 131.66666666666666)","(2.6, 3.55, 3.49)","(13.0, 14.5, 14.045454545454545)","(6.5, 7.6, 7.51304347826087)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:27.377606,"(1.75, 2.24, 2.2171428571428575)","(101.0, 450.0, 431.0)","(21.0, 23.0, 24.586206896551722)","(81.0, 190.0, 133.33333333333334)","(2.6, 3.55, 3.4863636363636363)","(13.0, 14.5, 13.973684210526315)","(6.5, 7.6, 7.51304347826087)","(101.0, 500.0, 410.7142857142857)"
08-12-2022 13:54:28.738222,"(1.75, 2.24, 2.2171428571428575)","(101.0, 450.0, 431.0)","(19.0, 25.0, 24.6)","(81.0, 180.0, 127.05882352941177)","(2.6, 3.55, 3.48)","(12.0, 14.5, 13.973684210526315)","(6.5, 7.6, 7.534883720930233)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:29.982218,"(1.75, 2.24, 2.2171428571428575)","(101.0, 450.0, 431.0)","(19.0, 25.0, 24.384615384615383)","(81.0, 180.0, 127.05882352941177)","(2.6, 3.55, 3.5142857142857142)","(12.0, 14.5, 14.192307692307692)","(6.5, 7.6, 7.466666666666667)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:31.151438,"(1.75, 2.24, 2.2254545454545456)","(101.0, 450.0, 431.0)","(19.0, 25.0, 23.46153846153846)","(81.0, 180.0, 133.33333333333334)","(2.6, 3.55, 3.5142857142857142)","(12.0, 14.5, 14.25)","(6.5, 7.6, 7.466666666666667)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:32.286748,"(1.75, 2.24, 2.2254545454545456)","(101.0, 450.0, 431.0)","(19.0, 25.0, 23.823529411764707)","(81.0, 180.0, 133.33333333333334)","(2.6, 3.55, 3.5954545454545452)","(12.0, 15.0, 14.25)","(6.5, 7.6, 7.769230769230769)","(101.0, 500.0, 416.66666666666663)"
08-12-2022 13:54:33.424980,"(1.75, 2.12, 2.100377358490566)","(101.0, 450.0, 431.0)","(19.0, 25.0, 23.933333333333334)","(81.0, 180.0, 127.5)","(2.6, 3.65, 3.644)","(12.0, 14.5, 14.166666666666666)","(6.5, 7.8, 7.87027027027027)","(101.0, 500.0, 416.66666666666663)"
08-12-2022 13:54:34.727116,"(1.75, 2.08, 2.069777777777778)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.076923076923077)","(81.0, 170.0, 136.66666666666666)","(2.6, 3.7, 3.6791666666666667)","(12.0, 14.5, 13.90625)","(6.5, 8.0, 7.892307692307692)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:36.022274,"(1.75, 2.1, 2.0744444444444445)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.076923076923077)","(81.0, 170.0, 125.55555555555556)","(2.6, 3.7, 3.6791666666666667)","(12.0, 14.5, 13.916666666666666)","(6.5, 8.0, 7.862068965517241)","(101.0, 500.0, 403.8461538461538)"
08-12-2022 13:54:37.260916,"(1.75, 2.1, 2.0744444444444445)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.294117647058822)","(81.0, 170.0, 125.55555555555556)","(2.6, 3.7, 3.6791666666666667)","(12.0, 14.5, 13.905405405405405)","(6.5, 8.0, 7.862068965517241)","(101.0, 500.0, 333.3333333333333)"
08-12-2022 13:54:38.458522,"(1.75, 2.1, 2.0744444444444445)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.294117647058822)","(81.0, 170.0, 135.625)","(2.7, 3.7, 3.6791666666666667)","(12.0, 14.5, 13.905405405405405)","(6.5, 8.0, 7.862068965517241)","(101.0, 500.0, 333.3333333333333)"
08-12-2022 13:54:39.724886,"(1.75, 2.1, 2.0834782608695654)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.294117647058822)","(81.0, 170.0, 122.85714285714286)","(2.7, 3.7, 3.667857142857143)","(12.0, 14.5, 13.916666666666666)","(6.5, 8.0, 7.678260869565217)","(101.0, 500.0, 325.0)"
08-12-2022 13:54:41.100425,"(1.75, 2.12, 2.1171428571428574)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.294117647058822)","(91.0, 160.0, 122.85714285714286)","(2.7, 3.7, 3.67)","(12.0, 14.5, 13.916666666666666)","(6.0, 7.8, 7.681481481481481)","(101.0, 500.0, 358.3333333333333)"
08-12-2022 13:54:42.462856,"(1.7, 2.12, 2.110909090909091)","(101.0, 450.0, 432.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 122.5)","(2.7, 3.7, 3.6454545454545455)","(12.0, 14.5, 14.210526315789474)","(6.0, 7.8, 7.716129032258064)","(101.0, 500.0, 386.3636363636364)"
08-12-2022 13:54:43.804238,"(1.7, 2.1, 2.094666666666667)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.6571428571428575)","(12.0, 14.5, 14.266666666666667)","(6.0, 8.0, 7.724137931034482)","(101.0, 500.0, 386.3636363636364)"
08-12-2022 13:54:45.099711,"(1.7, 2.1, 2.094666666666667)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.6571428571428575)","(12.0, 14.5, 14.266666666666667)","(6.0, 8.0, 7.724137931034482)","(101.0, 500.0, 316.6666666666667)"
08-12-2022 13:54:46.521485,"(1.7, 2.1, 2.091578947368421)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.6571428571428575)","(12.0, 14.5, 14.676470588235293)","(6.0, 8.0, 7.724137931034482)","(101.0, 500.0, 316.6666666666667)"
08-12-2022 13:54:47.759334,"(1.7, 2.1, 2.091578947368421)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.6890909090909094)","(12.0, 15.0, 14.954545454545455)","(6.0, 8.0, 7.724137931034482)","(101.0, 500.0, 316.6666666666667)"
08-12-2022 13:54:49.054300,"(1.7, 2.1, 2.084)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.6890909090909094)","(12.0, 15.5, 15.086206896551724)","(6.0, 8.0, 7.6899999999999995)","(101.0, 500.0, 430.0)"
08-12-2022 13:54:50.318382,"(1.7, 2.1, 2.080952380952381)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 140.0)","(2.7, 3.7, 3.696153846153846)","(12.0, 15.5, 15.086206896551724)","(6.0, 8.0, 7.6899999999999995)","(101.0, 490.0, 298.3333333333333)"
08-12-2022 13:54:51.543921,"(1.7, 2.08, 2.044731182795699)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 143.33333333333334)","(2.7, 3.75, 3.696153846153846)","(12.0, 15.5, 15.086206896551724)","(6.0, 8.0, 8.184615384615384)","(101.0, 490.0, 346.0)"
08-12-2022 13:54:52.714521,"(1.7, 2.08, 2.042666666666667)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 143.33333333333334)","(2.7, 3.75, 3.696153846153846)","(12.0, 15.5, 15.086206896551724)","(6.0, 8.4, 8.139999999999999)","(101.0, 490.0, 346.0)"
08-12-2022 13:54:53.880744,"(1.7, 2.06, 2.0514285714285716)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 143.33333333333334)","(2.7, 3.75, 3.728125)","(12.0, 15.5, 14.954545454545455)","(6.0, 8.2, 8.0)","(101.0, 490.0, 346.0)"
08-12-2022 13:54:55.022950,"(1.7, 2.06, 2.048)","(101.0, 450.0, 360.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 143.33333333333334)","(2.7, 3.75, 3.76)","(12.0, 15.5, 14.692307692307692)","(6.0, 8.2, 8.0)","(101.0, 490.0, 352.8571428571429)"
08-12-2022 13:54:56.232272,"(1.7, 2.06, 2.0514285714285716)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 146.36363636363637)","(2.7, 3.8, 3.7736111111111112)","(12.0, 15.5, 14.88888888888889)","(6.0, 8.2, 8.123076923076923)","(101.0, 490.0, 352.8571428571429)"
08-12-2022 13:54:57.408731,"(1.7, 2.04, 2.0173584905660378)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 141.8181818181818)","(2.7, 3.85, 3.7736111111111112)","(12.0, 15.0, 14.827586206896552)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 352.8571428571429)"
08-12-2022 13:54:58.536975,"(1.7, 2.08, 2.050958904109589)","(101.0, 450.0, 431.0)","(20.0, 25.0, 24.375)","(91.0, 160.0, 146.66666666666666)","(2.7, 3.8, 3.77)","(12.0, 15.5, 14.571428571428571)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:54:59.751235,"(1.7, 2.06, 2.053793103448276)","(101.0, 450.0, 431.0)","(19.0, 25.0, 24.375)","(91.0, 160.0, 146.66666666666666)","(2.7, 3.8, 3.77)","(12.0, 15.5, 14.571428571428571)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:01.024801,"(1.7, 2.06, 2.053793103448276)","(101.0, 450.0, 431.0)","(19.0, 25.0, 24.166666666666668)","(91.0, 160.0, 146.66666666666666)","(2.7, 3.8, 3.77)","(12.0, 15.5, 14.571428571428571)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:02.194942,"(1.7, 2.06, 2.053793103448276)","(101.0, 450.0, 360.0)","(19.0, 25.0, 24.166666666666668)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.77)","(12.0, 15.5, 14.571428571428571)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:03.360275,"(1.7, 2.06, 2.053793103448276)","(101.0, 450.0, 360.0)","(19.0, 25.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.77)","(12.0, 15.5, 14.571428571428571)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:04.638356,"(1.7, 2.06, 2.053793103448276)","(101.0, 450.0, 360.0)","(19.0, 24.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.7636363636363637)","(12.0, 15.5, 15.954545454545455)","(6.0, 8.4, 8.133333333333333)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:05.957735,"(1.7, 2.06, 2.0497560975609757)","(101.0, 450.0, 432.72727272727275)","(19.0, 24.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.7636363636363637)","(12.0, 16.0, 15.952380952380953)","(6.0, 8.4, 7.864788732394366)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:07.285385,"(1.7, 2.06, 2.05)","(101.0, 450.0, 431.0)","(19.0, 24.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.7590909090909093)","(12.0, 16.0, 15.982758620689655)","(6.0, 8.0, 7.7299999999999995)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:08.517816,"(1.7, 2.08, 2.0610714285714287)","(101.0, 450.0, 431.0)","(19.0, 24.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.7842105263157895)","(12.0, 16.0, 15.964285714285714)","(6.0, 7.8, 7.7299999999999995)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:09.725503,"(1.7, 2.08, 2.0610714285714287)","(101.0, 450.0, 431.0)","(19.0, 24.0, 23.875)","(91.0, 160.0, 146.66666666666666)","(2.8, 3.8, 3.7842105263157895)","(12.0, 16.0, 16.428571428571427)","(6.0, 7.8, 7.677777777777777)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:10.984316,"(1.7, 2.08, 2.0610714285714287)","(101.0, 450.0, 431.0)","(19.0, 24.0, 23.583333333333332)","(91.0, 160.0, 143.52941176470588)","(2.8, 3.8, 3.7590909090909093)","(12.0, 16.5, 15.964285714285714)","(6.0, 7.8, 7.561111111111111)","(101.0, 490.0, 346.0)"
08-12-2022 13:55:12.184344,"(1.7, 2.08, 2.0610714285714287)","(101.0, 450.0, 360.0)","(19.0, 25.0, 24.166666666666668)","(91.0, 160.0, 143.52941176470588)","(2.8, 3.8, 3.7590909090909093)","(12.0, 16.0, 16.428571428571427)","(6.0, 7.6, 7.542857142857143)","(101.0, 490.0, 375.4545454545455)"
08-12-2022 13:55:13.376244,"(1.7, 2.08, 2.0610714285714287)","(101.0, 450.0, 360.0)","(19.0, 24.0, 23.875)","(91.0, 160.0, 142.5)","(2.8, 3.8, 3.7813432835820895)","(12.0, 16.5, 16.40909090909091)","(6.0, 7.8, 7.676923076923076)","(101.0, 480.0, 430.0)"
08-12-2022 13:55:14.573967,"(1.7, 2.04, 2.0285714285714285)","(101.0, 450.0, 360.0)","(19.0, 25.0, 23.75)","(91.0, 160.0, 142.5)","(2.8, 3.85, 3.8727272727272726)","(12.0, 16.5, 16.375)","(6.0, 7.8, 7.809523809523809)","(101.0, 460.0, 430.0)"
08-12-2022 13:55:15.766919,"(1.7, 2.04, 2.0162962962962965)","(101.0, 450.0, 360.0)","(19.0, 24.0, 23.75)","(91.0, 160.0, 142.5)","(2.8, 3.9, 3.8625)","(12.0, 16.5, 16.38888888888889)","(6.0, 8.0, 7.82)","(101.0, 460.0, 430.0)"
08-12-2022 13:55:16.994061,"(1.7, 2.04, 2.0162962962962965)","(101.0, 450.0, 360.0)","(19.0, 24.0, 23.75)","(91.0, 160.0, 142.5)","(2.8, 3.9, 3.8625)","(12.0, 16.5, 16.38888888888889)","(6.0, 8.0, 7.82)","(101.0, 460.0, 430.0)"
