,Hell Of A Boy,Buster Block,Bottom Line,Alis Jab,Bonython,Higher Love,Vitae
07-01-2023 14:57:46.957245,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 15.517241379310345)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 26.0, 24.4)"
07-01-2023 14:57:48.074518,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 15.125)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 26.0, 24.4)"
07-01-2023 14:57:49.123262,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 15.5, 14.380952380952381)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 26.0, 23.5)"
07-01-2023 14:57:50.198371,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.380952380952381)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 26.0, 23.5)"
07-01-2023 14:57:51.247903,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.380952380952381)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 26.0, 25.906976744186046)"
07-01-2023 14:57:52.280796,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.574468085106382)"
07-01-2023 14:57:53.339431,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.574468085106382)"
07-01-2023 14:57:54.392743,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.733333333333334)"
07-01-2023 14:57:55.305840,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.733333333333334)"
07-01-2023 14:57:56.325593,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.733333333333334)"
07-01-2023 14:57:57.422248,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 25.733333333333334)"
07-01-2023 14:57:58.363104,"(3.3, 3.95, 3.8583333333333334)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.64)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.8529411764705883)","(19.0, 30.0, 25.625)","(20.0, 28.0, 23.952380952380953)"
07-01-2023 14:57:59.361291,"(3.3, 3.75, 3.713235294117647)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 15.08108108108108)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.83)","(19.0, 30.0, 25.625)","(20.0, 28.0, 23.952380952380953)"
07-01-2023 14:58:00.494091,"(3.3, 3.75, 3.713235294117647)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.657894736842104)","(3.5, 4.8, 4.7203124999999995)","(2.4, 2.86, 2.858181818181818)","(19.0, 30.0, 25.625)","(20.0, 28.0, 24.42105263157895)"
07-01-2023 14:58:01.564675,"(3.3, 3.75, 3.713235294117647)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 15.271428571428572)","(3.5, 4.8, 4.624137931034483)","(2.4, 2.86, 2.858181818181818)","(19.0, 30.0, 25.625)","(20.0, 28.0, 24.42105263157895)"
07-01-2023 14:58:02.625989,"(3.3, 3.75, 3.713235294117647)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 15.271428571428572)","(3.5, 4.8, 4.720930232558139)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 25.625)","(20.0, 28.0, 24.90909090909091)"
07-01-2023 14:58:03.645396,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 35.81818181818182)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.7384615384615385)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 25.625)","(20.0, 28.0, 24.90909090909091)"
07-01-2023 14:58:04.662509,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.7384615384615385)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 25.625)","(20.0, 28.0, 26.3)"
07-01-2023 14:58:05.763929,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.7384615384615385)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 25.625)","(20.0, 28.0, 26.3)"
07-01-2023 14:58:06.759592,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.7384615384615385)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 25.625)","(20.0, 28.0, 26.3)"
07-01-2023 14:58:07.733284,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.8433333333333333)","(19.0, 30.0, 28.384615384615383)","(20.0, 28.0, 25.818181818181817)"
07-01-2023 14:58:08.776737,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.856)","(19.0, 30.0, 29.0)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:09.816128,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.891304347826086)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.0)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:10.813077,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:11.761615,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:12.770525,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:13.957288,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:15.142141,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:16.245878,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 26.08)"
07-01-2023 14:58:17.361121,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.75)","(2.4, 2.86, 2.855483870967742)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.6)"
07-01-2023 14:58:18.538668,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 4.8, 4.927272727272727)","(2.4, 2.86, 2.8444444444444446)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:19.679138,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8366666666666664)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:20.837800,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:21.954540,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:22.967294,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 29.1)","(20.0, 28.0, 25.666666666666668)"
07-01-2023 14:58:24.011498,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 29.1)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:25.127955,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 29.1)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:26.277160,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 28.5)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:27.312477,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.969230769230769)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 28.5)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:28.328512,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 28.5)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:29.469196,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8586885245901636)","(19.0, 30.0, 24.24137931034483)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:30.585039,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8586885245901636)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:31.581096,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:32.538246,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:33.599490,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:34.662067,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:35.640698,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.936842105263158)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:36.633203,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.914285714285715)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:37.788686,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.9399999999999995)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 24.575757575757574)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:38.894034,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.9399999999999995)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 23.5)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:39.927898,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.9399999999999995)","(2.4, 2.86, 2.8587596899224805)","(19.0, 27.0, 23.5)","(20.0, 27.0, 25.666666666666668)"
07-01-2023 14:58:41.018900,"(3.3, 3.75, 3.713157894736842)","(31.0, 38.0, 34.8)","(11.0, 16.0, 14.840909090909092)","(3.5, 5.0, 4.9)","(2.4, 2.86, 2.830769230769231)","(19.0, 27.0, 24.136363636363637)","(20.0, 27.0, 25.176470588235293)"
07-01-2023 14:58:42.179483,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.9)","(2.4, 2.88, 2.8521739130434782)","(19.0, 27.0, 22.8)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:43.321896,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.94)","(2.4, 2.88, 2.8579310344827586)","(19.0, 24.0, 23.666666666666668)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:44.446973,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.960869565217392)","(2.4, 2.88, 2.8579310344827586)","(19.0, 24.0, 23.76923076923077)","(20.0, 28.0, 25.714285714285715)"
07-01-2023 14:58:45.500470,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.960869565217392)","(2.4, 2.88, 2.8088888888888888)","(19.0, 24.0, 25.307692307692307)","(20.0, 28.0, 25.714285714285715)"
07-01-2023 14:58:46.635065,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.960869565217392)","(2.4, 2.88, 2.8088888888888888)","(19.0, 26.0, 24.05263157894737)","(20.0, 28.0, 25.176470588235293)"
07-01-2023 14:58:47.730145,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.960869565217392)","(2.4, 2.88, 2.8088888888888888)","(19.0, 27.0, 24.05263157894737)","(20.0, 28.0, 26.315789473684212)"
07-01-2023 14:58:48.800809,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.960869565217392)","(2.4, 2.88, 2.8266666666666667)","(19.0, 27.0, 24.176470588235293)","(20.0, 28.0, 23.333333333333332)"
07-01-2023 14:58:49.913656,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.333333333333332)"
07-01-2023 14:58:51.148285,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:52.271134,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:53.324236,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:54.866328,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:56.224991,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:57.314414,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:58.340133,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.26086956521739)","(3.5, 5.0, 4.978048780487805)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:58:59.425655,"(3.3, 3.75, 3.714606741573034)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.622222222222222)","(3.5, 5.0, 4.933333333333334)","(2.4, 2.88, 2.8533333333333335)","(19.0, 27.0, 24.176470588235293)","(20.0, 24.0, 23.733333333333334)"
07-01-2023 14:59:00.494754,"(3.3, 3.75, 3.6711155378486056)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.622222222222222)","(3.6, 5.0, 5.3999999999999995)","(2.4, 2.88, 2.8088888888888888)","(20.0, 27.0, 25.5)","(21.0, 24.0, 23.733333333333334)"
07-01-2023 14:59:01.488708,"(3.3, 3.75, 3.6711155378486056)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.622222222222222)","(3.6, 5.6, 5.605263157894737)","(2.4, 2.88, 2.8088888888888888)","(20.0, 26.0, 24.875)","(21.0, 24.0, 23.733333333333334)"
07-01-2023 14:59:02.647543,"(3.3, 3.75, 3.6714285714285713)","(31.0, 38.0, 35.333333333333336)","(11.0, 16.0, 15.595238095238095)","(3.6, 5.7, 5.3464285714285715)","(2.4, 2.88, 2.777142857142857)","(20.0, 26.0, 24.5)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:03.802217,"(3.3, 3.75, 3.6714285714285713)","(31.0, 38.0, 35.5)","(11.0, 16.0, 15.595238095238095)","(3.6, 5.7, 5.023076923076923)","(2.4, 2.88, 2.777142857142857)","(20.0, 26.0, 24.5)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:04.900433,"(3.3, 3.75, 3.6714285714285713)","(31.0, 38.0, 35.5)","(11.0, 16.0, 15.595238095238095)","(3.6, 5.7, 5.045454545454546)","(2.4, 2.88, 2.8)","(20.0, 26.0, 24.695652173913043)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:05.972017,"(3.3, 3.85, 3.6795454545454547)","(31.0, 34.0, 33.23076923076923)","(11.0, 15.0, 15.3)","(3.6, 5.7, 5.317647058823529)","(2.4, 2.84, 2.8)","(20.0, 26.0, 24.695652173913043)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:07.085884,"(3.3, 3.85, 3.6795454545454547)","(31.0, 34.0, 33.0)","(11.0, 15.5, 15.125)","(3.6, 5.6, 5.20625)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.695652173913043)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:08.225471,"(3.3, 3.85, 3.7796875)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.165)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.695652173913043)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:09.253363,"(3.3, 3.85, 3.785)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.165)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.857142857142858)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:10.277783,"(3.3, 3.85, 3.785)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.228947368421053)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.857142857142858)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:11.378447,"(3.3, 3.85, 3.785)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.228947368421053)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.857142857142858)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:12.376018,"(3.3, 3.85, 3.785)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.228947368421053)","(2.4, 2.84, 2.79625)","(20.0, 26.0, 24.857142857142858)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:13.391806,"(3.3, 3.85, 3.785)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.228947368421053)","(2.4, 2.84, 2.7411428571428575)","(20.0, 26.0, 25.294117647058822)","(21.0, 24.0, 23.733333333333334)"
07-01-2023 14:59:14.368518,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.228947368421053)","(2.4, 2.76, 2.7222857142857144)","(20.0, 26.0, 25.294117647058822)","(21.0, 24.0, 23.733333333333334)"
07-01-2023 14:59:15.364489,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.218181818181818)","(2.4, 2.76, 2.7397014925373138)","(20.0, 26.0, 25.05263157894737)","(21.0, 24.0, 23.44)"
07-01-2023 14:59:16.413644,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 32.54545454545455)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.259090909090909)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:17.462839,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 32.57142857142857)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(21.0, 24.0, 23.35483870967742)"
07-01-2023 14:59:18.541907,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 32.57142857142857)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
07-01-2023 14:59:19.673056,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 33.0)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
07-01-2023 14:59:20.776669,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 33.0)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
07-01-2023 14:59:21.826253,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 33.0)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
07-01-2023 14:59:22.921355,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 33.0)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.267857142857142)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
07-01-2023 14:59:24.014511,"(3.3, 3.85, 3.787328767123288)","(31.0, 34.0, 33.0)","(11.0, 16.0, 15.125)","(3.6, 5.3, 5.280769230769231)","(2.4, 2.74, 2.7397014925373138)","(20.0, 26.0, 24.95)","(20.0, 24.0, 23.523809523809526)"
