,Hell Of A Boy,Buster Block,Bottom Line,Alis Jab,Bonython,Higher Love,Vitae
07-01-2023 14:51:26.747970,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.5, 14.166666666666666)","(3.2, 4.9, 4.4526315789473685)","(2.4, 2.98, 2.931578947368421)","(19.0, 28.0, 25.666666666666668)","(21.0, 38.0, 29.333333333333332)"
07-01-2023 14:51:27.883738,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.5, 14.166666666666666)","(3.2, 4.9, 4.4526315789473685)","(2.4, 2.98, 2.931578947368421)","(19.0, 28.0, 25.666666666666668)","(21.0, 38.0, 29.333333333333332)"
07-01-2023 14:51:28.981277,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.5, 14.166666666666666)","(3.2, 4.9, 4.4526315789473685)","(2.4, 2.98, 2.931578947368421)","(19.0, 28.0, 25.666666666666668)","(21.0, 38.0, 29.333333333333332)"
07-01-2023 14:51:29.996575,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.5, 14.166666666666666)","(3.2, 4.9, 4.4526315789473685)","(2.4, 2.98, 2.931578947368421)","(19.0, 28.0, 25.666666666666668)","(21.0, 38.0, 29.333333333333332)"
07-01-2023 14:51:31.018319,"(3.4, 4.0, 3.8068965517241375)","(31.0, 44.0, 40.0)","(10.0, 15.5, 14.166666666666666)","(3.2, 4.9, 4.525)","(2.4, 2.98, 2.74)","(19.0, 28.0, 26.6)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:32.138752,"(3.4, 4.0, 3.8074074074074074)","(31.0, 44.0, 42.857142857142854)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.9, 4.525)","(2.4, 2.96, 2.5694117647058823)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:33.177838,"(3.4, 4.0, 3.8074074074074074)","(31.0, 44.0, 42.857142857142854)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.9, 4.525)","(2.4, 2.94, 2.56)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:34.249949,"(3.4, 4.0, 3.8074074074074074)","(31.0, 44.0, 42.857142857142854)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.9, 4.514285714285714)","(2.4, 2.94, 2.8345454545454545)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:35.288989,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.9, 2.6624)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:36.345321,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.88, 2.64551724137931)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:37.403590,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.88, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:38.459146,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:39.576944,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:40.690964,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.514285714285714)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:41.780253,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:42.922514,"(3.4, 4.0, 3.8607142857142858)","(31.0, 44.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:44.066111,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:45.201982,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:46.221483,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:47.254912,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:48.392515,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:49.492130,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:50.698681,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:52.175606,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:53.636115,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:54.849085,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:56.151294,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:57.367403,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:58.505553,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:51:59.730139,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:00.928318,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:02.003387,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:03.089196,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.472727272727273)","(2.4, 2.86, 2.7457142857142856)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:04.255244,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.8, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:05.447524,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:06.566469,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:07.650974,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:08.868395,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.2, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:10.088137,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:11.232346,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:12.298550,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:13.380133,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.66)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:14.528781,"(3.4, 4.0, 3.8607142857142858)","(31.0, 50.0, 39.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.7676923076923075)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:15.593848,"(3.4, 4.0, 3.8607142857142858)","(31.0, 48.0, 45.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.4750000000000005)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:16.667446,"(3.4, 4.0, 3.8670454545454547)","(31.0, 48.0, 42.0)","(10.0, 16.0, 13.543859649122806)","(3.3, 4.7, 4.75)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:17.840179,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.1, 5.0)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:18.951458,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.3, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:20.036372,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:21.095651,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:22.177188,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:23.307255,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:24.406190,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:25.576496,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:26.760398,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:27.800946,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:28.906335,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:30.068201,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:31.247466,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8536585365853657)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:32.418179,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.668)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:33.649823,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.668)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:35.059926,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.668)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:36.509823,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.668)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:37.909237,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.543859649122806)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.8163636363636364)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:39.111252,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 13.541666666666666)","(3.3, 5.4, 5.066666666666667)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:40.307128,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 16.0, 14.166666666666666)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:41.443908,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:42.621675,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:43.796234,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:44.964229,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:46.139213,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:47.283012,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:48.393565,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:49.521791,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:50.543643,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:51.678664,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:52.738891,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:53.771214,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:54.897148,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:55.921015,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:56.953277,"(3.4, 4.0, 3.8555555555555556)","(31.0, 48.0, 42.54545454545455)","(10.0, 15.5, 13.833333333333334)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:57.901495,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:52:58.986139,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:00.039772,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:01.079138,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:02.117774,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:03.253011,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:04.226358,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:05.228116,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.1000000000000005)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:06.164564,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.325)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:07.172635,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.330769230769231)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:08.109098,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.4, 5.330769230769231)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:09.130052,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.0, 4.815789473684211)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:10.103297,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 41.45454545454545)","(10.0, 15.0, 14.0)","(3.3, 5.0, 4.815789473684211)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
07-01-2023 14:53:11.087098,"(3.4, 4.0, 3.8555555555555556)","(31.0, 46.0, 43.5)","(10.0, 15.0, 14.0)","(3.3, 4.9, 4.735714285714286)","(2.4, 2.86, 2.684)","(19.0, 28.0, 27.125)","(21.0, 38.0, 31.5)"
