,No Personality,Tick And Flick,Vecna,Singing Gunn,Fingal Bay,Lifes A Vision,Always Broke,Rhino Buster
08-01-2023 17:58:34.381744,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.261111111111111)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:35.839323,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 11.5, 9.181818181818182)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:37.133948,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 13.818181818181818)","(5.5, 9.4, 9.181818181818182)","(3.3, 5.3, 4.033333333333333)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:38.508900,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.54)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:39.846796,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.1)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.54)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:41.265203,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.742857142857144)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.214285714285714)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:42.578768,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.742857142857144)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.214285714285714)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:43.747352,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.742857142857144)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.271428571428571)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:44.849541,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.3)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.271428571428571)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:45.990519,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.3)","(5.5, 9.4, 9.1)","(3.3, 5.3, 4.271428571428571)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 10.571428571428571)","(14.0, 34.0, 29.9)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:47.111728,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.0, 12.2)","(5.5, 9.4, 9.08)","(3.3, 5.3, 4.52)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 11.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 79.5)"
08-01-2023 17:58:48.328164,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 9.25)","(5.5, 11.5, 10.04642857142857)","(3.3, 5.3, 4.066666666666666)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 11.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 79.5)"
08-01-2023 17:58:49.608167,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 12.11111111111111)","(5.5, 11.5, 10.04642857142857)","(3.3, 5.3, 4.066666666666666)","(5.0, 7.6, 5.733333333333333)","(8.0, 12.5, 11.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 79.5)"
08-01-2023 17:58:50.796579,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 12.11111111111111)","(5.5, 11.5, 10.04642857142857)","(3.3, 5.3, 4.066666666666666)","(5.0, 7.6, 5.84)","(8.0, 12.5, 11.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 79.5)"
08-01-2023 17:58:51.981668,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 11.6875)","(5.5, 11.5, 10.04642857142857)","(3.3, 5.3, 4.5600000000000005)","(5.0, 7.4, 5.84)","(8.0, 12.5, 11.0)","(14.0, 34.0, 29.9)","(31.0, 130.0, 79.5)"
08-01-2023 17:58:53.205668,"(3.6, 5.4, 4.628571428571429)","(7.5, 16.5, 12.65)","(5.5, 11.5, 9.35)","(3.3, 5.3, 4.242857142857143)","(5.0, 7.4, 5.84)","(8.0, 12.5, 9.8)","(14.0, 34.0, 28.3)","(31.0, 130.0, 67.84615384615384)"
08-01-2023 17:58:54.665208,"(3.6, 5.3, 4.640000000000001)","(7.5, 16.0, 9.85)","(5.5, 10.5, 9.36875)","(3.3, 5.3, 4.52)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:58:56.023796,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.485714285714284)","(5.5, 11.5, 9.36875)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:57.345118,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.485714285714284)","(5.5, 11.5, 9.36875)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.040000000000001)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:58:58.798268,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.485714285714284)","(5.5, 11.5, 9.36875)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.040000000000001)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:00.306850,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.571428571428571)","(5.5, 11.5, 9.36875)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.040000000000001)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:01.997278,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 13.399999999999999)","(5.5, 11.5, 9.36875)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.040000000000001)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:03.596914,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.1)","(5.5, 11.5, 10.017391304347825)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:04.868671,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.1)","(5.5, 11.5, 9.50625)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:05.993138,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.3)","(5.5, 11.5, 9.50625)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:07.194711,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.3)","(5.5, 11.5, 9.623529411764705)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:08.359013,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.3)","(5.5, 11.5, 9.623529411764705)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.35)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:09.670889,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.914285714285715)","(5.5, 11.5, 8.707692307692307)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 11.1)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:10.893390,"(3.6, 4.9, 4.640000000000001)","(7.5, 16.0, 12.914285714285715)","(5.5, 11.5, 8.707692307692307)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 12.5, 10.385714285714286)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:12.062318,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 12.5)","(5.5, 11.5, 9.50625)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 11.5, 10.158823529411766)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:13.225240,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 12.3)","(5.5, 11.5, 9.727777777777778)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 10.5, 10.158823529411766)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:14.548086,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 12.4)","(5.5, 11.5, 9.980952380952381)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 10.5, 10.158823529411766)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:15.759517,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 13.0)","(5.5, 11.5, 9.980952380952381)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.4, 5.84)","(8.0, 10.5, 9.67142857142857)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:16.989230,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 12.6)","(5.5, 11.5, 9.980952380952381)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.2, 6.266666666666667)","(8.0, 10.5, 9.541176470588237)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:18.209624,"(3.6, 5.2, 4.057142857142857)","(7.5, 16.0, 12.6)","(5.5, 11.5, 9.980952380952381)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.0, 5.4)","(8.0, 9.8, 9.541176470588237)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:19.260222,"(3.6, 4.9, 4.033333333333333)","(7.5, 16.0, 13.17142857142857)","(5.5, 11.5, 9.980952380952381)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.2, 5.4)","(8.0, 9.8, 9.541176470588237)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:20.404054,"(3.6, 4.9, 4.033333333333333)","(7.5, 16.0, 12.8)","(5.5, 11.5, 10.318518518518518)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.2, 5.4)","(8.0, 9.8, 9.541176470588237)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:21.598932,"(3.6, 4.9, 4.033333333333333)","(7.5, 16.0, 13.17142857142857)","(5.5, 11.5, 10.318518518518518)","(3.3, 5.3, 4.841176470588235)","(5.0, 7.2, 5.4)","(8.0, 9.8, 9.541176470588237)","(14.0, 32.0, 28.3)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:22.837915,"(3.6, 4.9, 4.033333333333333)","(7.5, 16.0, 9.85)","(5.5, 11.5, 10.318518518518518)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.6)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 66.25)"
08-01-2023 17:59:24.049007,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 9.85)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.6)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:25.149061,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.0)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.6)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:26.424428,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.0)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:27.696122,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.0)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:28.959085,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.0)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:30.425608,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.2)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:31.711263,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.2)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:33.222412,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.82857142857143)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:34.438289,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.4)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:35.664532,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.4)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:36.955194,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.4)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:38.220495,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 13.0)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:39.442317,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.6)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:40.691062,"(3.6, 4.9, 4.423809523809524)","(7.5, 16.0, 12.6)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:41.871204,"(3.6, 4.9, 3.7888888888888888)","(7.5, 16.0, 12.4)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:43.093609,"(3.6, 4.8, 4.7178571428571425)","(7.5, 16.0, 12.8)","(5.5, 11.5, 10.318518518518518)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.55)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:44.399215,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.733333333333333)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:45.661031,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.6)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:46.920144,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.6)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:48.100526,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.733333333333333)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:49.236122,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 11.5, 10.360714285714286)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.733333333333333)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:50.255737,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 10.0, 9.852631578947369)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.733333333333333)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:51.362474,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 10.0, 9.852631578947369)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.454545454545454)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:52.512250,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 10.0, 9.852631578947369)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.454545454545454)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:53.646502,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 10.0, 9.852631578947369)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:54.988534,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 10.0, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:56.114874,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:57.209864,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:58.483337,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 17:59:59.727962,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 18:00:00.885224,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.673684210526316)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 62.666666666666664)"
08-01-2023 18:00:02.106793,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.8, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:03.155183,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:04.221159,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:05.237921,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.555555555555557)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:06.253231,"(3.6, 4.9, 4.465217391304348)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:07.221283,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:08.257118,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:09.326318,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:10.402211,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:11.446861,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:12.542000,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:13.572683,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:14.683131,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:15.914313,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
08-01-2023 18:00:17.023164,"(3.6, 4.8, 4.5125)","(7.5, 16.0, 13.525)","(5.5, 9.6, 9.494736842105263)","(3.3, 5.3, 3.78)","(5.0, 7.2, 5.784615384615385)","(8.0, 9.8, 9.457142857142857)","(14.0, 32.0, 23.0)","(31.0, 130.0, 60.5625)"
