,Mosht Up,True Crime,Best Side,Isorich,Miss Checkoni,Oakfield Mahogany,Ondo Pasa
07-01-2023 16:02:52.578871,"(10.0, 12.0, 11.51063829787234)","(1.85, 2.42, 2.4133962264150943)","(14.0, 18.5, 17.444444444444443)","(11.0, 17.0, 16.571428571428573)","(8.0, 9.0, 8.33090909090909)","(3.7, 4.6, 4.352380952380952)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:02:53.819850,"(10.0, 12.0, 11.51063829787234)","(1.85, 2.42, 2.4108256880733943)","(14.0, 18.5, 17.444444444444443)","(11.0, 17.0, 16.571428571428573)","(8.0, 9.0, 8.33090909090909)","(3.7, 4.6, 4.356862745098039)","(41.0, 70.0, 60.0)"
07-01-2023 16:02:55.066598,"(10.0, 12.0, 11.517241379310345)","(1.85, 2.42, 2.4135779816513763)","(14.0, 18.5, 17.636363636363637)","(11.0, 17.0, 16.571428571428573)","(8.0, 8.2, 8.013333333333334)","(3.7, 4.6, 4.356862745098039)","(41.0, 70.0, 60.0)"
07-01-2023 16:02:56.255813,"(10.0, 12.0, 11.517241379310345)","(1.85, 2.42, 2.4135779816513763)","(14.0, 18.5, 17.636363636363637)","(11.0, 17.0, 16.571428571428573)","(8.0, 8.2, 7.910344827586207)","(3.7, 4.6, 4.356862745098039)","(41.0, 70.0, 60.0)"
07-01-2023 16:02:57.479253,"(10.0, 12.0, 11.517241379310345)","(1.85, 2.42, 2.392)","(14.0, 18.5, 17.636363636363637)","(11.0, 17.0, 16.571428571428573)","(8.0, 8.2, 7.882758620689655)","(3.7, 4.6, 4.352380952380952)","(41.0, 70.0, 60.0)"
07-01-2023 16:02:58.702745,"(10.0, 12.0, 11.517241379310345)","(1.85, 2.42, 2.4)","(14.0, 18.5, 17.714285714285715)","(11.0, 17.0, 16.875)","(8.0, 8.2, 7.882758620689655)","(3.7, 4.6, 4.311111111111111)","(41.0, 70.0, 60.0)"
07-01-2023 16:02:59.990008,"(10.0, 12.0, 11.517241379310345)","(1.85, 2.42, 2.4)","(14.0, 18.5, 17.714285714285715)","(11.0, 17.0, 16.875)","(8.0, 8.2, 7.882758620689655)","(3.7, 4.6, 4.311111111111111)","(41.0, 70.0, 60.0)"
07-01-2023 16:03:01.223394,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.381818181818182)","(14.0, 18.5, 17.65)","(12.0, 17.0, 16.805755395683452)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 60.0)"
07-01-2023 16:03:02.516340,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.48, 2.388)","(14.0, 18.5, 17.62)","(12.0, 17.0, 17.303030303030305)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 60.0)"
07-01-2023 16:03:03.828365,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.388)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.29320987654321)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:04.929646,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.388)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.29320987654321)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:06.151816,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.388)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.286624203821656)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:07.349495,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.417176470588235)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.286624203821656)","(8.0, 8.2, 7.882758620689655)","(3.8, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:08.519613,"(10.0, 12.0, 11.517241379310345)","(1.95, 2.42, 2.3666666666666667)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.286624203821656)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:09.766639,"(10.0, 10.5, 10.183962264150944)","(1.95, 2.42, 2.3755555555555556)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.286624203821656)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:10.998947,"(10.0, 10.5, 10.154639175257731)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.62)","(12.0, 17.5, 17.27364864864865)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.301204819277109)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:12.195450,"(10.0, 10.0, 9.83370786516854)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.657894736842106)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.373913043478261)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:13.552111,"(10.0, 10.0, 9.821686746987952)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.714285714285715)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.373913043478261)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:14.864573,"(10.0, 10.0, 9.821686746987952)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.4)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.2, 7.882758620689655)","(3.7, 4.6, 4.373913043478261)","(41.0, 70.0, 64.54545454545455)"
07-01-2023 16:03:16.275911,"(10.0, 10.0, 9.831818181818182)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.681818181818183)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.2, 8.314285714285715)","(3.7, 4.6, 4.28)","(41.0, 70.0, 68.75)"
07-01-2023 16:03:17.722609,"(10.0, 10.0, 9.831818181818182)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.857142857142858)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.4, 8.34)","(3.7, 4.6, 4.373913043478261)","(41.0, 75.0, 65.9090909090909)"
07-01-2023 16:03:19.044732,"(10.0, 10.0, 9.831818181818182)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.857142857142858)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.4, 8.34)","(3.7, 4.6, 4.373913043478261)","(41.0, 75.0, 66.66666666666667)"
07-01-2023 16:03:20.454473,"(10.0, 10.0, 9.831818181818182)","(1.95, 2.42, 2.3866666666666667)","(14.0, 18.5, 17.625)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.4, 8.290909090909091)","(3.7, 4.6, 4.214814814814815)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:21.772750,"(10.0, 10.0, 9.831818181818182)","(1.95, 2.42, 2.411111111111111)","(14.0, 18.5, 17.642857142857142)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.4, 8.290909090909091)","(3.7, 4.6, 4.214814814814815)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:23.033916,"(9.0, 10.0, 9.831818181818182)","(2.0, 2.42, 2.411111111111111)","(14.0, 18.5, 17.833333333333332)","(12.0, 17.5, 17.272108843537413)","(7.5, 8.4, 8.290909090909091)","(3.7, 4.6, 4.214814814814815)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:24.362257,"(9.0, 10.0, 9.827184466019418)","(2.0, 2.42, 2.372876712328767)","(14.0, 18.5, 18.1)","(12.0, 17.5, 17.26896551724138)","(7.5, 8.4, 8.390588235294118)","(3.7, 4.6, 4.2075471698113205)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:25.524408,"(9.0, 10.0, 9.827184466019418)","(2.0, 2.4, 2.3707692307692305)","(14.0, 18.5, 18.3)","(12.0, 17.5, 17.27054794520548)","(7.5, 8.4, 8.378021978021978)","(3.7, 4.6, 4.2075471698113205)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:26.745943,"(9.0, 10.0, 9.818367346938777)","(2.0, 2.4, 2.342124542124542)","(14.0, 18.5, 18.136363636363637)","(12.0, 17.5, 17.27054794520548)","(7.5, 8.4, 8.390588235294118)","(3.7, 4.6, 4.2075471698113205)","(41.0, 75.0, 67.0)"
07-01-2023 16:03:28.181042,"(9.0, 10.0, 9.818367346938777)","(2.0, 2.4, 2.3647552447552447)","(14.0, 18.5, 18.136363636363637)","(12.0, 17.5, 17.26241134751773)","(7.5, 8.4, 8.266666666666666)","(3.7, 4.6, 4.205864197530865)","(41.0, 75.0, 65.0)"
07-01-2023 16:03:29.546464,"(9.0, 10.0, 9.818367346938777)","(2.0, 2.4, 2.365098039215686)","(14.0, 18.5, 18.12962962962963)","(12.0, 17.5, 17.291338582677167)","(7.5, 8.4, 8.202139037433154)","(3.7, 4.3, 4.146043165467626)","(41.0, 75.0, 57.67857142857143)"
07-01-2023 16:03:30.923901,"(9.0, 10.5, 10.448275862068966)","(2.0, 2.4, 2.3673394495412845)","(14.0, 18.5, 18.12962962962963)","(12.0, 17.5, 17.321739130434782)","(7.5, 8.4, 8.202139037433154)","(3.7, 4.3, 4.135805626598465)","(41.0, 70.0, 58.10344827586207)"
07-01-2023 16:03:32.218088,"(9.0, 10.5, 10.448275862068966)","(2.0, 2.4, 2.3767320261437908)","(14.0, 18.5, 18.1875)","(12.0, 17.5, 17.416666666666668)","(7.5, 8.4, 8.215469613259668)","(3.7, 4.3, 4.137468354430379)","(41.0, 70.0, 62.0)"
07-01-2023 16:03:33.428927,"(9.0, 11.0, 10.782608695652174)","(1.95, 2.4, 2.3767320261437908)","(15.0, 18.5, 18.1875)","(12.0, 17.5, 17.416666666666668)","(7.5, 8.4, 8.215469613259668)","(3.7, 4.3, 4.137468354430379)","(41.0, 65.0, 58.5)"
07-01-2023 16:03:34.623880,"(9.0, 11.0, 10.782608695652174)","(1.95, 2.4, 2.3767320261437908)","(15.0, 18.5, 18.236842105263158)","(12.0, 17.5, 17.425233644859812)","(7.5, 8.4, 8.240384615384615)","(3.7, 4.3, 4.135906642728904)","(41.0, 70.0, 62.5)"
07-01-2023 16:03:35.926801,"(9.0, 11.0, 10.821428571428571)","(1.95, 2.4, 2.384915254237288)","(15.0, 18.5, 18.203125)","(12.0, 17.5, 17.413978494623656)","(7.5, 8.4, 8.240384615384615)","(3.7, 4.3, 4.135906642728904)","(41.0, 65.0, 64.90384615384616)"
07-01-2023 16:03:37.238644,"(9.0, 11.0, 10.821428571428571)","(2.0, 2.4, 2.384247787610619)","(15.0, 18.5, 17.74)","(12.0, 17.5, 17.40909090909091)","(7.5, 8.4, 8.240384615384615)","(3.7, 4.3, 4.135906642728904)","(41.0, 65.0, 67.02702702702703)"
07-01-2023 16:03:38.408858,"(9.0, 11.0, 10.821428571428571)","(2.0, 2.4, 2.384247787610619)","(15.0, 18.5, 17.74)","(12.0, 17.5, 17.40909090909091)","(7.5, 8.4, 8.240384615384615)","(3.7, 4.3, 4.135906642728904)","(41.0, 70.0, 66.93333333333334)"
07-01-2023 16:03:39.525441,"(9.0, 11.0, 10.821428571428571)","(2.0, 2.4, 2.3841071428571428)","(15.0, 18.5, 17.74)","(12.0, 17.5, 17.40909090909091)","(7.5, 8.4, 7.9833333333333325)","(3.7, 4.3, 4.132840722495895)","(41.0, 70.0, 60.416666666666664)"
07-01-2023 16:03:40.632201,"(10.0, 11.0, 10.827586206896552)","(1.95, 2.46, 2.426341463414634)","(15.0, 18.5, 17.8)","(12.0, 17.5, 17.410112359550563)","(7.5, 8.2, 7.9833333333333325)","(3.7, 4.3, 4.132840722495895)","(41.0, 70.0, 60.416666666666664)"
07-01-2023 16:03:41.732949,"(10.0, 11.0, 10.827586206896552)","(1.95, 2.46, 2.440186046511628)","(15.0, 18.5, 17.22)","(12.0, 17.5, 17.45679012345679)","(7.5, 8.2, 7.72)","(3.7, 4.3, 4.128619528619528)","(41.0, 70.0, 62.0)"
07-01-2023 16:03:42.960450,"(9.0, 11.0, 10.836065573770492)","(2.05, 2.46, 2.4497101449275362)","(14.0, 17.5, 17.22)","(12.0, 17.5, 17.45679012345679)","(7.0, 7.8, 7.72)","(3.6, 4.3, 4.128619528619528)","(41.0, 65.0, 62.0)"
07-01-2023 16:03:44.126765,"(9.0, 11.0, 10.418032786885245)","(2.05, 2.46, 2.452295081967213)","(14.0, 17.5, 17.1625)","(12.0, 17.5, 17.45977011494253)","(7.0, 7.8, 7.7407407407407405)","(3.6, 4.3, 4.135541195476574)","(41.0, 65.0, 61.53846153846154)"
07-01-2023 16:03:45.337504,"(9.0, 11.0, 10.462121212121213)","(2.05, 2.46, 2.452295081967213)","(14.0, 17.5, 17.1625)","(12.0, 17.5, 17.458333333333332)","(7.0, 7.8, 7.7407407407407405)","(3.6, 4.3, 4.135541195476574)","(41.0, 70.0, 62.5)"
07-01-2023 16:03:46.459316,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.452295081967213)","(15.0, 17.5, 17.1625)","(12.0, 17.5, 17.458333333333332)","(7.5, 7.8, 7.7407407407407405)","(3.6, 4.3, 4.135541195476574)","(41.0, 65.0, 62.5)"
07-01-2023 16:03:47.479572,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.452295081967213)","(15.0, 17.5, 17.1625)","(12.0, 17.5, 17.458333333333332)","(7.5, 7.8, 7.7407407407407405)","(3.6, 4.3, 4.135541195476574)","(41.0, 65.0, 62.5)"
07-01-2023 16:03:48.549969,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.452295081967213)","(15.0, 17.5, 17.1625)","(12.0, 17.5, 17.458333333333332)","(7.5, 7.8, 7.7407407407407405)","(3.6, 4.3, 4.135541195476574)","(41.0, 65.0, 62.5)"
07-01-2023 16:03:49.713386,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.454018691588785)","(15.0, 17.5, 17.089041095890412)","(12.0, 17.5, 17.427777777777777)","(7.5, 7.8, 7.626666666666666)","(3.6, 4.3, 4.134740259740259)","(41.0, 65.0, 62.5)"
07-01-2023 16:03:50.850488,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.454018691588785)","(15.0, 17.5, 17.105263157894736)","(12.0, 17.5, 17.426966292134832)","(7.5, 8.0, 7.729411764705882)","(3.6, 4.3, 4.091126279863481)","(41.0, 65.0, 62.5)"
07-01-2023 16:03:51.923326,"(9.0, 11.0, 10.462121212121213)","(2.0, 2.46, 2.455463917525773)","(15.0, 17.5, 17.105263157894736)","(12.0, 17.5, 17.436781609195403)","(7.5, 7.8, 7.619999999999999)","(3.6, 4.3, 4.090410958904109)","(41.0, 65.0, 62.72727272727273)"
07-01-2023 16:03:52.911425,"(9.0, 11.0, 10.273885350318471)","(2.0, 2.46, 2.4495238095238094)","(15.0, 17.5, 17.105263157894736)","(12.0, 17.5, 17.457831325301203)","(7.5, 7.8, 7.795833333333333)","(3.6, 4.3, 4.042090395480225)","(41.0, 65.0, 63.07692307692308)"
07-01-2023 16:03:53.914097,"(9.0, 11.0, 10.549586776859504)","(2.0, 2.46, 2.4406451612903224)","(15.0, 17.5, 17.159420289855074)","(12.0, 17.5, 17.482954545454547)","(7.5, 7.8, 7.7124999999999995)","(3.6, 4.1, 4.054017857142857)","(41.0, 65.0, 67.0)"
07-01-2023 16:03:54.977415,"(9.0, 11.0, 10.544715447154472)","(2.0, 2.46, 2.445081081081081)","(15.0, 17.5, 17.16891891891892)","(12.0, 17.5, 17.482954545454547)","(7.5, 7.8, 7.7124999999999995)","(3.6, 4.1, 4.044324324324324)","(41.0, 75.0, 68.23529411764706)"
07-01-2023 16:03:55.958476,"(9.0, 11.0, 10.552)","(2.0, 2.46, 2.448034188034188)","(15.0, 17.5, 17.16891891891892)","(12.0, 17.5, 17.314814814814813)","(7.5, 7.8, 7.92)","(3.6, 4.1, 4.038429752066116)","(41.0, 70.0, 68.33333333333333)"
07-01-2023 16:03:57.018191,"(9.0, 11.0, 10.211267605633802)","(2.0, 2.46, 2.452295081967213)","(15.0, 17.5, 17.18235294117647)","(12.0, 18.0, 17.022222222222222)","(7.5, 8.0, 7.6138613861386135)","(3.6, 4.1, 3.90126582278481)","(41.0, 70.0, 68.0)"
07-01-2023 16:03:58.047740,"(9.0, 11.0, 10.206349206349206)","(2.0, 2.56, 2.559396984924623)","(15.0, 17.5, 17.205128205128204)","(12.0, 18.0, 17.511111111111113)","(7.5, 8.2, 7.6138613861386135)","(3.6, 4.1, 3.90126582278481)","(41.0, 75.0, 68.63636363636364)"
07-01-2023 16:03:59.049342,"(9.0, 10.5, 10.232142857142858)","(2.0, 2.56, 2.544)","(15.0, 17.5, 17.2)","(12.0, 18.0, 17.62204724409449)","(7.5, 8.0, 7.976)","(3.6, 4.0, 3.9166666666666665)","(41.0, 70.0, 68.63636363636364)"
07-01-2023 16:04:00.045851,"(9.0, 10.5, 10.232142857142858)","(2.0, 2.56, 2.552258064516129)","(15.0, 17.5, 17.2)","(12.0, 18.0, 17.62204724409449)","(7.5, 8.0, 7.980645161290322)","(3.6, 4.0, 3.9166666666666665)","(41.0, 70.0, 68.63636363636364)"
07-01-2023 16:04:01.081891,"(9.0, 10.5, 10.232142857142858)","(2.0, 2.56, 2.5531428571428574)","(15.0, 17.5, 17.2)","(12.0, 18.0, 17.806122448979593)","(7.5, 8.0, 7.980645161290322)","(3.6, 4.0, 3.9166666666666665)","(41.0, 75.0, 68.63636363636364)"
07-01-2023 16:04:02.165136,"(9.0, 10.5, 10.291044776119403)","(2.0, 2.62, 2.5804395604395607)","(15.0, 17.5, 17.213483146067414)","(12.0, 18.0, 17.787037037037038)","(7.5, 8.0, 7.88)","(3.6, 3.95, 3.908333333333333)","(41.0, 70.0, 68.42105263157895)"
07-01-2023 16:04:03.227289,"(9.0, 10.5, 10.232758620689655)","(2.0, 2.62, 2.545)","(15.0, 17.5, 17.21590909090909)","(12.0, 18.0, 17.787037037037038)","(7.5, 8.0, 7.875862068965517)","(3.6, 3.95, 3.917682926829268)","(41.0, 70.0, 68.4375)"
07-01-2023 16:04:04.236972,"(9.0, 10.5, 10.241379310344827)","(2.0, 2.62, 2.5673684210526315)","(15.0, 17.5, 17.21590909090909)","(12.0, 18.0, 17.785046728971963)","(7.5, 8.0, 7.875862068965517)","(3.6, 3.95, 3.917682926829268)","(41.0, 75.0, 68.8)"
07-01-2023 16:04:05.257116,"(9.0, 10.5, 10.241379310344827)","(2.15, 2.66, 2.5371276595744683)","(14.0, 17.5, 17.178217821782177)","(12.0, 18.0, 17.785046728971963)","(7.0, 8.0, 7.86)","(3.6, 3.95, 3.9166666666666665)","(41.0, 70.0, 68.8)"
07-01-2023 16:04:06.335040,"(9.0, 10.5, 10.241379310344827)","(2.15, 2.66, 2.6205479452054794)","(14.0, 17.5, 17.193548387096776)","(12.0, 18.0, 17.774509803921568)","(7.0, 8.0, 7.953333333333333)","(3.6, 3.95, 3.9184782608695654)","(41.0, 70.0, 68.4375)"
07-01-2023 16:04:07.384066,"(9.0, 10.5, 10.212962962962964)","(2.15, 2.66, 2.6205479452054794)","(14.0, 17.5, 17.193548387096776)","(12.0, 18.0, 17.774509803921568)","(7.0, 8.0, 7.9714285714285715)","(3.6, 3.95, 3.8559375)","(41.0, 75.0, 68.18181818181819)"
07-01-2023 16:04:08.398832,"(9.0, 10.5, 10.1875)","(2.15, 2.56, 2.5313432835820895)","(14.0, 17.5, 17.193548387096776)","(12.0, 18.0, 17.76530612244898)","(7.0, 8.0, 7.971084337349398)","(3.6, 3.9, 3.8559375)","(41.0, 70.0, 68.18181818181819)"
07-01-2023 16:04:09.471137,"(9.0, 10.5, 10.1875)","(2.15, 2.56, 2.541139896373057)","(14.0, 17.5, 17.22043010752688)","(12.0, 18.0, 17.666666666666668)","(7.0, 8.0, 6.81743264659271)","(3.6, 3.9, 3.864071856287425)","(41.0, 70.0, 70.35714285714286)"
07-01-2023 16:04:10.537941,"(9.0, 10.5, 10.385714285714286)","(2.15, 2.64, 2.6261682242990654)","(14.0, 17.5, 17.22043010752688)","(12.0, 18.0, 17.666666666666668)","(7.0, 7.0, 7.797101449275362)","(3.6, 3.9, 3.868888888888889)","(41.0, 75.0, 69.2)"
07-01-2023 16:04:11.601579,"(9.0, 10.5, 10.079545454545455)","(2.15, 2.64, 2.5942857142857143)","(14.0, 17.5, 17.242424242424242)","(12.0, 18.0, 17.823529411764707)","(7.0, 8.0, 7.24)","(3.6, 3.9, 3.8691326530612247)","(41.0, 70.0, 69.72972972972973)"
07-01-2023 16:04:12.546447,"(9.0, 10.5, 10.122448979591837)","(2.15, 2.6, 2.5981286549707603)","(14.0, 17.5, 17.234375)","(12.0, 18.0, 17.823529411764707)","(7.0, 8.0, 7.24)","(3.6, 3.9, 3.8691326530612247)","(41.0, 75.0, 69.72972972972973)"
07-01-2023 16:04:13.608106,"(9.0, 10.5, 10.095238095238095)","(2.15, 2.6, 2.595)","(14.0, 17.5, 17.234375)","(12.0, 18.0, 17.831460674157302)","(7.0, 8.0, 7.228571428571429)","(3.6, 3.9, 3.8715217391304346)","(41.0, 75.0, 68.96551724137932)"
07-01-2023 16:04:14.944502,"(8.5, 10.5, 10.211538461538462)","(2.15, 2.6, 2.5970370370370373)","(14.0, 17.5, 17.276041666666668)","(12.0, 18.0, 17.961038961038962)","(7.0, 8.0, 7.727659574468085)","(3.6, 3.9, 3.8613043478260867)","(41.0, 70.0, 70.0)"
07-01-2023 16:04:15.894931,"(8.5, 10.5, 10.211538461538462)","(2.15, 2.6, 2.5970370370370373)","(14.0, 17.5, 17.276041666666668)","(12.0, 18.0, 17.961038961038962)","(7.0, 8.2, 7.727659574468085)","(3.6, 3.9, 3.82)","(41.0, 75.0, 69.75)"
07-01-2023 16:04:16.834089,"(8.5, 11.0, 10.511111111111111)","(2.15, 2.5, 2.482)","(14.0, 17.5, 17.335227272727273)","(12.0, 18.0, 17.833333333333332)","(7.0, 8.2, 8.007792207792209)","(3.6, 3.85, 3.9122377622377624)","(41.0, 75.0, 71.81818181818181)"
07-01-2023 16:04:17.868643,"(8.5, 11.0, 10.177215189873417)","(2.15, 2.6, 2.595555555555556)","(14.0, 18.5, 18.44736842105263)","(12.0, 19.0, 18.454545454545453)","(7.0, 8.2, 7.975)","(3.6, 3.95, 3.9122377622377624)","(41.0, 75.0, 71.81818181818181)"
07-01-2023 16:04:18.905274,"(8.5, 11.0, 10.1731843575419)","(2.15, 2.52, 2.513793103448276)","(14.0, 17.5, 17.491071428571427)","(12.0, 19.0, 18.384615384615383)","(7.0, 8.2, 8.0)","(3.6, 3.9, 3.857204861111111)","(41.0, 75.0, 71.81818181818181)"
07-01-2023 16:04:19.924882,"(8.5, 11.0, 10.1731843575419)","(2.15, 2.52, 2.518)","(14.0, 17.5, 17.491071428571427)","(12.0, 19.0, 18.369565217391305)","(7.0, 8.2, 8.070270270270269)","(3.6, 3.9, 3.8577186963979417)","(41.0, 75.0, 73.96551724137932)"
07-01-2023 16:04:20.970523,"(8.5, 11.0, 10.216931216931217)","(2.15, 2.52, 2.514130434782609)","(14.0, 17.5, 17.492424242424242)","(12.0, 19.0, 18.408163265306122)","(7.0, 8.2, 8.070270270270269)","(3.6, 3.9, 3.8577186963979417)","(41.0, 75.0, 73.96551724137932)"
07-01-2023 16:04:22.028222,"(8.5, 11.0, 10.195652173913043)","(2.15, 2.52, 2.516086956521739)","(14.0, 17.5, 17.492424242424242)","(12.0, 19.0, 18.408163265306122)","(7.0, 8.2, 7.942857142857142)","(3.6, 3.9, 3.8577186963979417)","(41.0, 75.0, 74.79166666666667)"
07-01-2023 16:04:23.200379,"(8.5, 10.5, 10.420408163265305)","(2.15, 2.56, 2.542637362637363)","(14.0, 18.5, 18.461038961038962)","(12.0, 19.0, 18.033333333333335)","(7.0, 8.2, 8.072131147540983)","(3.6, 3.9, 3.856206896551724)","(41.0, 80.0, 74.56140350877193)"
07-01-2023 16:04:24.384180,"(8.5, 10.0, 9.966666666666667)","(2.15, 2.56, 2.544093567251462)","(14.0, 18.5, 18.470588235294116)","(12.0, 19.0, 18.03448275862069)","(7.0, 8.2, 8.103571428571428)","(3.5, 3.9, 3.856282722513089)","(41.0, 80.0, 74.0625)"
07-01-2023 16:04:25.421285,"(8.5, 10.0, 9.6)","(2.15, 2.56, 2.5343396226415096)","(14.0, 19.0, 18.470588235294116)","(12.0, 19.0, 17.964285714285715)","(7.0, 8.2, 8.078260869565216)","(3.5, 3.9, 3.8563380281690143)","(41.0, 80.0, 73.62068965517241)"
07-01-2023 16:04:26.473629,"(8.5, 10.5, 9.84)","(2.15, 2.56, 2.5242105263157897)","(14.0, 19.0, 17.818181818181817)","(12.0, 19.0, 17.943181818181817)","(7.0, 8.2, 8.161111111111111)","(3.5, 3.9, 3.8669333333333333)","(41.0, 80.0, 73.93442622950819)"
07-01-2023 16:04:27.641331,"(8.5, 10.5, 10.341176470588236)","(2.15, 2.56, 2.5072727272727273)","(14.0, 18.5, 18.1)","(12.0, 19.0, 18.21186440677966)","(7.0, 8.2, 8.183333333333334)","(3.5, 3.9, 3.8679172056921085)","(41.0, 80.0, 74.12698412698413)"
07-01-2023 16:04:28.737733,"(8.5, 11.0, 9.842857142857143)","(2.15, 2.54, 2.5072727272727273)","(14.0, 18.5, 18.1)","(12.0, 19.0, 17.91860465116279)","(7.0, 8.2, 8.187755102040816)","(3.5, 3.9, 3.8084958217270195)","(41.0, 80.0, 74.6376811594203)"
07-01-2023 16:04:29.844001,"(8.5, 10.5, 10.28695652173913)","(2.15, 2.54, 2.486760563380282)","(14.0, 18.5, 18.214285714285715)","(12.0, 19.0, 18.051020408163264)","(7.0, 8.2, 8.19)","(3.5, 3.85, 3.7839285714285715)","(41.0, 80.0, 74.6376811594203)"
07-01-2023 16:04:30.978317,"(8.5, 10.5, 10.351515151515152)","(2.15, 2.52, 2.4956962025316454)","(14.0, 18.5, 18.125)","(12.0, 19.0, 18.051020408163264)","(7.0, 8.4, 8.196825396825396)","(3.5, 3.85, 3.7815581854043394)","(41.0, 80.0, 74.78873239436619)"
07-01-2023 16:04:32.010182,"(8.5, 10.5, 10.355882352941176)","(2.15, 2.52, 2.4895238095238095)","(14.0, 18.5, 18.125)","(12.0, 19.0, 18.051020408163264)","(7.0, 8.2, 8.196825396825396)","(3.5, 3.85, 3.776728110599078)","(41.0, 80.0, 73.88888888888889)"
07-01-2023 16:04:32.978051,"(8.5, 11.0, 10.267532467532469)","(2.15, 2.52, 2.5145454545454546)","(14.0, 18.5, 18.3)","(12.0, 18.0, 17.452830188679247)","(7.0, 8.4, 8.264)","(3.5, 3.85, 3.7666666666666666)","(41.0, 80.0, 74.02173913043478)"
07-01-2023 16:04:34.026686,"(8.5, 11.0, 10.381578947368421)","(2.15, 2.52, 2.5107042253521126)","(14.0, 18.5, 18.35)","(12.0, 18.0, 17.537735849056602)","(7.0, 8.4, 8.327027027027027)","(3.5, 3.8, 3.815322580645161)","(41.0, 80.0, 74.3010752688172)"
07-01-2023 16:04:34.969856,"(8.5, 11.0, 10.623376623376624)","(2.15, 2.46, 2.45531746031746)","(14.0, 19.0, 18.53061224489796)","(12.0, 18.0, 17.537735849056602)","(7.0, 8.4, 8.321739130434782)","(3.5, 3.9, 3.8369565217391304)","(41.0, 80.0, 74.23913043478261)"
