,Shanerra Star Nz,Questro Queen Nz,Diletto,Hall Stitched Up,Lennox Bromac Nz,Joetomo,Tulhurst Writer,Drive To The Beach,Infinity Beach,Tulhurst Terror
11-01-2023 18:01:56.267284,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.0375)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.566666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:57.920846,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.0375)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.566666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:01:59.608846,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.0375)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.566666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:01.348021,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.566666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:02.998557,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.566666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:04.359333,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.133333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:05.631190,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.066666666666666)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.133333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:07.165319,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.133333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:08.859792,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.533333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:10.668585,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.618181818181818)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:12.414139,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.475)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.628571428571428)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:14.175948,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.0375)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.8)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:16.603991,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.199999999999999)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.721052631578948)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:18.816773,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.199999999999999)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.663636363636363)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:20.335060,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.199999999999999)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.663636363636363)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:21.972025,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.199999999999999)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.721052631578948)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:23.515552,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.694736842105263)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:25.223497,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.694736842105263)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:26.814567,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.329411764705882)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:28.303040,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.694736842105263)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:29.855986,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.45)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:31.397480,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.45)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:32.976758,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.0636363636363635)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:34.559473,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.363636363636363)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:36.085502,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.6, 5.593103448275862)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:37.555496,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.6, 5.366666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:38.928584,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.621052631578948)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:40.365673,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.366666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:41.809741,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.366666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:43.182335,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.366666666666666)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:44.588650,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 32.333333333333336)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:45.941440,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:47.295287,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:48.722128,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:50.164694,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:51.451514,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:52.774201,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.342857142857143)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:54.134871,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.0636363636363635)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:55.533534,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 41.8)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.771428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:56.830226,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 39.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.647368421052632)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:58.121805,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 39.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.771428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:02:59.432900,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 39.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.8428571428571425)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:00.694109,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 37.25)","(21.0, 55.0, 39.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.8428571428571425)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:01.997477,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 38.5)","(21.0, 55.0, 39.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.8428571428571425)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:03.326075,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 46.142857142857146)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.8428571428571425)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:04.617763,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 46.142857142857146)","(10.0, 26.0, 16.0)","(4.6, 5.7, 4.914285714285714)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:05.834918,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 46.142857142857146)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.593333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:07.096909,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 46.142857142857146)","(10.0, 26.0, 16.0)","(4.6, 5.6, 4.871428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:08.301692,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.166666666666667)","(15.0, 28.0, 22.4)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 46.142857142857146)","(10.0, 26.0, 21.571428571428573)","(4.6, 5.8, 4.871428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:09.427455,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 4.985714285714286)","(15.0, 28.0, 23.333333333333336)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.871428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:10.679585,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.17)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.871428571428571)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:11.975120,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.0625)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.747368421052632)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:13.259585,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.209090909090909)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.747368421052632)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:14.635837,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.529411764705882)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:15.893910,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.6, 4.44)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:17.259609,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.533333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:18.559803,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 22.6)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.6, 4.435483870967742)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:19.917974,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.72)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:21.248950,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.690322580645161)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:22.573047,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.166666666666667)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:23.886704,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.744262295081967)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:25.254346,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 41.8)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.545)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:26.562619,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.5600000000000005)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:27.895888,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.9, 5.578947368421052)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:29.223409,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.3)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:30.657804,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 47.25)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.744)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:32.012718,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 44.66666666666667)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.8, 4.983333333333333)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:33.363551,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 44.66666666666667)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.73)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:34.663942,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 44.66666666666667)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.5)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:36.034317,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.2)","(21.0, 99999, 99990)","(26.0, 55.0, 44.66666666666667)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.3)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:37.327629,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 22.8)","(21.0, 99999, 99990)","(26.0, 55.0, 44.0)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.7, 5.752173913043478)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:38.574092,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 23.666666666666664)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.9, 4.5777777777777775)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:39.870304,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.11111111111111)","(21.0, 99999, 99990)","(26.0, 55.0, 39.0)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.9, 4.740909090909091)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:41.165649,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.11111111111111)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.9, 5.55)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:42.487272,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.11111111111111)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.699999999999999)","(12.0, 14.5, 12.5)"
11-01-2023 18:03:43.755207,"(2.5, 99999, 99990)","(41.0, 99999, 99990)","(3.3, 5.6, 5.218181818181818)","(15.0, 28.0, 25.11111111111111)","(21.0, 99999, 99990)","(26.0, 55.0, 39.5)","(21.0, 55.0, 35.0)","(10.0, 26.0, 16.0)","(4.6, 5.8, 5.699999999999999)","(12.0, 14.5, 12.5)"
