,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 14:47:20.743949,"(21.0, 36.0, 34.0)","(2.1, 2.5, 2.3716666666666666)","(5.0, 6.6, 6.36)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:22.224414,"(21.0, 36.0, 34.0)","(2.1, 2.5, 2.3716666666666666)","(5.0, 6.6, 6.36)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:23.706471,"(21.0, 36.0, 34.0)","(2.1, 2.5, 2.3716666666666666)","(5.0, 6.6, 6.36)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:25.276882,"(21.0, 36.0, 34.8)","(2.1, 2.5, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:26.756817,"(21.0, 36.0, 34.8)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:28.454311,"(21.0, 36.0, 34.8)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:29.933760,"(21.0, 36.0, 34.8)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:31.512412,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:33.030487,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:34.570760,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:35.990599,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:37.442017,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.71)","(10.0, 23.0, 19.333333333333332)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:38.945881,"(21.0, 34.0, 32.0)","(2.1, 2.48, 2.3695999999999997)","(5.0, 6.6, 6.466666666666667)","(3.0, 3.95, 3.675)","(10.0, 23.0, 18.6)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:40.539872,"(21.0, 36.0, 34.25)","(2.1, 2.48, 2.3674074074074074)","(5.0, 6.6, 6.49090909090909)","(3.0, 4.0, 3.75)","(10.0, 23.0, 19.7)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 23.77777777777778)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 177.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:41.939625,"(21.0, 36.0, 35.125)","(2.1, 2.48, 2.3674074074074074)","(5.0, 6.6, 6.49090909090909)","(3.0, 3.95, 3.675)","(10.0, 23.0, 18.6)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:43.411272,"(21.0, 32.0, 31.0)","(2.1, 2.48, 2.3636363636363633)","(5.0, 6.6, 6.428571428571428)","(3.0, 4.0, 3.8)","(10.0, 23.0, 18.6)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 173.33333333333334)","(81.0, 190.0, 173.33333333333334)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:44.908754,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.3636363636363633)","(5.0, 6.6, 6.428571428571428)","(3.0, 4.0, 3.8)","(10.0, 23.0, 18.6)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:46.374563,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.3636363636363633)","(5.0, 6.6, 6.857142857142858)","(3.0, 4.0, 3.675)","(10.0, 23.0, 18.6)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:47.847616,"(21.0, 32.0, 34.25)","(2.1, 2.48, 2.3636363636363633)","(5.0, 7.2, 6.545454545454546)","(3.0, 4.0, 3.49)","(10.0, 23.0, 18.6)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:49.207793,"(21.0, 36.0, 33.666666666666664)","(2.1, 2.48, 2.414285714285714)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.4, 3.73)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:50.588759,"(21.0, 36.0, 34.0)","(2.1, 2.46, 2.4066666666666667)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.3, 3.73)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:51.983154,"(21.0, 36.0, 34.0)","(2.1, 2.46, 2.4066666666666667)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.3, 3.73)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:53.403388,"(21.0, 36.0, 34.25)","(2.1, 2.46, 2.3421052631578947)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.3, 3.73)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:54.896284,"(21.0, 36.0, 33.2)","(2.1, 2.46, 2.335384615384615)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.3, 3.592857142857143)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 151.66666666666669)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:56.372144,"(21.0, 34.0, 32.0)","(2.1, 2.46, 2.364705882352941)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.2, 3.592857142857143)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:57.821697,"(21.0, 34.0, 32.0)","(2.1, 2.46, 2.352)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.2, 3.592857142857143)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:47:59.246871,"(21.0, 34.0, 32.0)","(2.1, 2.46, 2.37)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.2, 3.592857142857143)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:00.675451,"(21.0, 34.0, 31.0)","(2.1, 2.46, 2.38)","(5.0, 7.2, 6.461538461538462)","(3.0, 4.2, 3.69)","(10.0, 23.0, 19.11764705882353)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.4)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:02.301060,"(21.0, 32.0, 31.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:03.790846,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:05.274395,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:06.687483,"(21.0, 32.0, 33.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:08.121717,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:09.516239,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:10.884377,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:12.269160,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:13.810906,"(21.0, 34.0, 31.333333333333332)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:15.254375,"(21.0, 34.0, 31.333333333333332)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:16.643419,"(21.0, 34.0, 31.333333333333332)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.285714285714285)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:18.086820,"(21.0, 34.0, 30.666666666666668)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:19.541071,"(21.0, 32.0, 30.666666666666668)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:20.877330,"(21.0, 32.0, 30.666666666666668)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:22.220946,"(21.0, 32.0, 30.666666666666668)","(2.1, 2.48, 2.34)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.69)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:23.577208,"(21.0, 32.0, 30.666666666666668)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.8062500000000004)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:25.018570,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.3466666666666667)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.2, 3.8531250000000004)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:26.378067,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.3466666666666667)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.4, 3.8531250000000004)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:27.701831,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.3466666666666667)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.4, 4.15625)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:29.141044,"(21.0, 36.0, 33.0)","(2.1, 2.48, 2.3466666666666667)","(5.0, 7.2, 6.628571428571429)","(3.0, 4.3, 3.913888888888889)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:30.613313,"(21.0, 36.0, 30.666666666666668)","(2.1, 2.48, 2.3466666666666667)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.4, 4.097058823529411)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 169.16666666666666)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:32.063701,"(21.0, 34.0, 30.666666666666668)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:33.410090,"(21.0, 34.0, 30.666666666666668)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:34.759710,"(21.0, 34.0, 30.666666666666668)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:36.192992,"(21.0, 34.0, 30.8)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:37.531601,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:38.911655,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
12-01-2023 14:48:40.251045,"(21.0, 32.0, 30.8)","(2.1, 2.48, 2.326153846153846)","(5.0, 7.2, 6.800000000000001)","(3.0, 4.3, 3.775)","(10.0, 23.0, 18.5)","(61.0, 190.0, 173.57142857142856)","(14.0, 28.0, 20.0)","(91.0, 190.0, 156.66666666666669)","(81.0, 190.0, 156.66666666666669)","(101.0, 220.0, 166.66666666666666)","(41.0, 190.0, 127.5)","(101.0, 220.0, 166.66666666666666)"
