,My Own Voice,Flying Jarrad,Will She Stay,Islas Boy,Hanny Darrison,Glasgow Magic,Our Girl Socks,Succeed
05-01-2023 12:32:53.260590,"(5.5, 8.2, 7.51)","(31.0, 230.0, 102.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 24.2)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4)"
05-01-2023 12:32:54.437656,"(5.5, 8.2, 7.51)","(31.0, 230.0, 102.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 24.2)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:32:55.416898,"(5.5, 7.6, 6.815384615384615)","(31.0, 230.0, 106.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 24.2)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:32:56.440154,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 106.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 21.666666666666668)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:32:57.512810,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 102.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 24.555555555555557)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:32:58.576434,"(5.5, 7.6, 6.325)","(31.0, 230.0, 106.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 44.75)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:32:59.680933,"(5.5, 7.6, 6.325)","(31.0, 230.0, 110.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.166666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:00.763600,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.166666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:01.842499,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 62.785714285714285)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:02.858046,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 83.33333333333333)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 62.785714285714285)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:03.932464,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:04.997029,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:06.092831,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:07.157048,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:08.206058,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:09.206622,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:10.265668,"(5.5, 7.6, 6.64375)","(31.0, 230.0, 110.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:11.358244,"(5.5, 7.6, 6.794736842105263)","(31.0, 230.0, 114.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:12.451090,"(5.5, 7.6, 6.16)","(31.0, 230.0, 114.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:13.555378,"(5.5, 7.6, 6.16)","(31.0, 230.0, 114.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:14.566974,"(5.5, 7.6, 6.16)","(31.0, 230.0, 114.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:15.623657,"(5.5, 7.6, 6.16)","(31.0, 230.0, 166.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 65.4090909090909)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:16.665942,"(5.5, 7.6, 6.16)","(31.0, 230.0, 106.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 64.94999999999999)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:17.804878,"(5.5, 7.6, 6.16)","(31.0, 230.0, 118.0)","(41.0, 230.0, 120.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 93.75)","(6.5, 13.0, 11.08)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:18.927036,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 118.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 93.75)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:20.067549,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 118.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 84.58333333333333)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:21.229213,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 118.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:22.386209,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 118.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:23.447587,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:24.456545,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 182.85714285714286)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.333333333333336)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 9.977777777777778)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:25.496639,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.666666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 13.0, 9.922222222222222)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:26.636052,"(5.5, 7.4, 6.28)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.666666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:27.700511,"(5.5, 7.4, 6.28)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.666666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:28.832495,"(5.5, 7.4, 6.28)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 53.666666666666664)","(31.0, 190.0, 89.16666666666667)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.45, 1.4003448275862067)"
05-01-2023 12:33:29.986576,"(5.5, 7.4, 6.28)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 64.94999999999999)","(31.0, 190.0, 89.16666666666667)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.45, 1.4788)"
05-01-2023 12:33:31.105572,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 70.0, 30.875)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.48, 1.5367857142857144)"
05-01-2023 12:33:32.145942,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 65.0, 30.875)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 9.922222222222222)","(1.3, 1.54, 1.5333333333333334)"
05-01-2023 12:33:33.183064,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 166.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 65.0, 30.3)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.014285714285714)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:34.204392,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 60.0, 47.9)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.536363636363637)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:35.258321,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 47.9)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:36.344087,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 41.34615384615385)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:37.387832,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 41.34615384615385)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:38.446483,"(5.5, 7.4, 6.107692307692307)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 41.34615384615385)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:39.477502,"(5.5, 7.2, 6.109090909090909)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 41.34615384615385)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:40.596389,"(5.5, 7.2, 6.109090909090909)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 55.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:41.717913,"(5.5, 7.2, 6.109090909090909)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:42.837272,"(5.5, 7.0, 6.45)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5322222222222222)"
05-01-2023 12:33:43.956614,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5322222222222222)"
05-01-2023 12:33:45.058322,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:46.088179,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5322222222222222)"
05-01-2023 12:33:47.167553,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:48.228224,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.611111111111114)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:49.330781,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 166.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 46.95)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:50.374734,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 37.8)","(31.0, 190.0, 90.33333333333333)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:51.414289,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 50.0, 37.8)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:52.417716,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:53.521570,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:54.599406,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:55.746506,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:56.796428,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:57.871074,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:33:58.929771,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:34:00.014311,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:34:01.106152,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 25.923076923076923)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.06)","(1.3, 1.54, 1.5338461538461539)"
05-01-2023 12:34:02.210355,"(5.5, 7.0, 6.144444444444445)","(31.0, 230.0, 106.0)","(41.0, 230.0, 197.0)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.127272727272727)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:03.306418,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.325)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:04.339851,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.325)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:05.335876,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 166.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.325)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:06.369027,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.325)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:07.485376,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 26.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 9.373684210526315)","(1.3, 1.54, 1.533)"
05-01-2023 12:34:08.632070,"(5.5, 7.0, 6.083333333333334)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 29.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 9.666666666666666)","(1.3, 1.54, 1.5353333333333334)"
05-01-2023 12:34:09.809843,"(5.5, 7.0, 6.333333333333333)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.0, 9.36470588235294)","(1.3, 1.54, 1.5353333333333334)"
05-01-2023 12:34:10.894090,"(5.5, 7.0, 6.333333333333333)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.0, 9.36470588235294)","(1.3, 1.54, 1.5353333333333334)"
05-01-2023 12:34:11.957844,"(5.5, 7.0, 6.333333333333333)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.0, 9.899999999999999)","(1.3, 1.54, 1.5353333333333334)"
05-01-2023 12:34:13.114124,"(5.5, 7.0, 6.375)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.0, 9.899999999999999)","(1.3, 1.54, 1.5353333333333334)"
05-01-2023 12:34:14.257629,"(5.5, 7.0, 6.375)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.0, 9.899999999999999)","(1.3, 1.54, 1.5381578947368422)"
05-01-2023 12:34:15.462483,"(5.5, 7.0, 6.375)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 11.5, 9.583333333333332)","(1.3, 1.54, 1.53)"
05-01-2023 12:34:16.606581,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 11.5, 9.583333333333332)","(1.3, 1.54, 1.53)"
05-01-2023 12:34:17.662437,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 193.33333333333331)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 11.5, 9.583333333333332)","(1.3, 1.54, 1.53)"
05-01-2023 12:34:18.712220,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 120.0)","(11.0, 32.0, 30.142857142857142)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 11.5, 10.12)","(1.3, 1.54, 1.53)"
05-01-2023 12:34:19.836159,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 120.0)","(11.0, 32.0, 28.75)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 11.5, 12.280000000000001)","(1.3, 1.54, 1.5382857142857143)"
05-01-2023 12:34:21.010013,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 147.5)","(11.0, 32.0, 26.090909090909093)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 13.0, 11.307692307692308)","(1.3, 1.54, 1.5383333333333333)"
05-01-2023 12:34:22.250870,"(5.5, 7.0, 6.466666666666667)","(31.0, 230.0, 106.0)","(41.0, 230.0, 147.5)","(11.0, 32.0, 26.090909090909093)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 10.95)","(1.3, 1.54, 1.5380645161290323)"
05-01-2023 12:34:23.457093,"(5.5, 7.0, 6.090909090909091)","(31.0, 230.0, 106.0)","(41.0, 230.0, 147.5)","(11.0, 32.0, 26.090909090909093)","(18.0, 48.0, 42.81818181818181)","(31.0, 190.0, 87.85714285714286)","(6.5, 12.5, 11.122222222222222)","(1.3, 1.54, 1.5316666666666667)"
