,My Own Voice,Flying Jarrad,Will She Stay,Islas Boy,Hanny Darrison,Glasgow Magic,Our Girl Socks,Succeed
05-01-2023 12:23:40.263421,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 11.064705882352941)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:41.322609,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:42.366383,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:43.394396,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:44.425704,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:45.455574,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3717543859649124)"
05-01-2023 12:23:46.477737,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 131.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.66, 1.3599248120300753)"
05-01-2023 12:23:47.511316,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 173.42857142857142)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 98.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.68, 1.3599248120300753)"
05-01-2023 12:23:48.568675,"(5.5, 12.0, 7.858823529411764)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 173.42857142857142)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 98.0)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.68, 1.3572916666666668)"
05-01-2023 12:23:49.587037,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.7, 1.3572916666666668)"
05-01-2023 12:23:50.583031,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.7, 1.3572916666666668)"
05-01-2023 12:23:51.594504,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.7, 1.3572916666666668)"
05-01-2023 12:23:52.669572,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 29.0, 15.25)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 14.5, 8.18888888888889)","(1.3, 1.7, 1.3572916666666668)"
05-01-2023 12:23:53.885142,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.7, 1.3572916666666668)"
05-01-2023 12:23:54.998649,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.7, 1.3771698113207549)"
05-01-2023 12:23:56.037971,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:23:57.074202,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:23:58.093958,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:23:59.181713,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:00.382691,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:01.548050,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:02.572945,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:03.661744,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:04.642693,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 60.0, 33.75)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:05.636067,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 65.0, 35.625)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:06.749282,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 65.0, 35.625)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:07.898555,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 65.0, 35.625)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:09.019856,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 65.0, 35.625)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:10.108322,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 185.55555555555554)","(11.0, 32.0, 15.75)","(18.0, 65.0, 35.625)","(31.0, 230.0, 164.66666666666666)","(6.5, 15.0, 8.033333333333333)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:11.163125,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 186.44444444444446)","(6.5, 15.0, 10.021052631578947)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:12.155185,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 186.44444444444446)","(6.5, 15.0, 7.3)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:13.188916,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 186.44444444444446)","(6.5, 15.0, 7.3)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:14.251105,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 100.66666666666667)","(6.5, 15.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:15.387438,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 100.66666666666667)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:16.577861,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 100.66666666666667)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:17.699009,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:18.943304,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:19.958341,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:20.959161,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:22.050379,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:23.153689,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:24.239819,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:25.331735,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:26.440063,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:27.458391,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 151.60000000000002)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3771698113207549)"
05-01-2023 12:24:28.515844,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.4143103448275862)"
05-01-2023 12:24:29.637340,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:30.808935,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:31.978268,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:33.085374,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.422222222222222)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:34.124413,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 153.2)","(11.0, 32.0, 15.75)","(18.0, 65.0, 30.818181818181817)","(31.0, 230.0, 133.0)","(6.5, 14.0, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:35.183063,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 32.0, 15.75)","(18.0, 55.0, 31.875)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:36.217427,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 32.0, 15.75)","(18.0, 55.0, 31.875)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:37.317623,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 32.0, 15.75)","(18.0, 55.0, 31.875)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:38.527151,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 32.0, 15.75)","(18.0, 55.0, 31.875)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
05-01-2023 12:24:39.625416,"(5.5, 10.5, 8.866666666666667)","(31.0, 230.0, 133.0)","(41.0, 230.0, 174.57142857142858)","(11.0, 32.0, 15.75)","(18.0, 55.0, 31.875)","(31.0, 230.0, 133.0)","(6.5, 13.5, 7.366666666666666)","(1.3, 1.71, 1.3956603773584906)"
