,Online Model,Balmy Bob,Loseashoe,Grenade,Champagne Stride,Im Alright Jack,Shes My Little Gem,Lilbitahenrytee,Courtney Katarina
10-01-2023 16:10:52.105621,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:10:53.617052,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:10:55.093906,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:10:56.610128,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:10:58.043277,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:10:59.470210,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:01.002246,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 29.0)","(1.26, 1.38, 1.3519565217391305)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:02.470715,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 11.666666666666666)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3573684210526316)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:03.933829,"(8.5, 15.5, 14.875)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 26.5)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:05.440946,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:06.909746,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:08.358682,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:09.805931,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:11.243635,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:12.652003,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:14.141748,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:15.598396,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:16.987626,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:18.429294,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 29.75)","(1.26, 1.38, 1.3565454545454545)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:19.807339,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3711764705882352)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:21.233100,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.571428571428571)","(21.0, 50.0, 38.42857142857143)","(1.26, 1.38, 1.3711764705882352)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:22.672778,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:24.047157,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:25.466310,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:26.969666,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:28.446082,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:29.959087,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:31.587005,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:33.161818,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:34.580063,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:35.981045,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:37.453064,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:38.903964,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:40.326631,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:41.754439,"(8.5, 15.5, 15.142857142857142)","(31.0, 80.0, 47.42857142857143)","(6.5, 13.0, 12.5)","(21.0, 50.0, 28.25)","(1.26, 1.38, 1.3699999999999999)","(21.0, 50.0, 39.5)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:43.151009,"(8.5, 15.5, 14.25)","(31.0, 80.0, 51.5)","(6.5, 13.0, 12.75)","(21.0, 50.0, 36.5)","(1.26, 1.38, 1.3447222222222224)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.666666666666668)","(31.0, 80.0, 61.0)","(31.0, 85.0, 60.5)"
10-01-2023 16:11:44.562145,"(8.5, 15.5, 15.0)","(31.0, 80.0, 51.5)","(6.5, 13.0, 12.75)","(21.0, 50.0, 36.5)","(1.26, 1.35, 1.3447222222222224)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.666666666666668)","(31.0, 80.0, 61.0)","(31.0, 85.0, 60.5)"
10-01-2023 16:11:45.978497,"(8.5, 15.5, 15.0)","(31.0, 80.0, 51.5)","(6.5, 13.0, 12.833333333333334)","(21.0, 50.0, 36.5)","(1.26, 1.35, 1.3447222222222224)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.666666666666668)","(31.0, 80.0, 61.0)","(31.0, 85.0, 60.5)"
10-01-2023 16:11:47.436863,"(8.5, 15.5, 18.6)","(31.0, 80.0, 54.666666666666664)","(6.5, 13.0, 14.383333333333333)","(21.0, 50.0, 36.714285714285715)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:48.925429,"(8.5, 24.0, 19.0)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.5, 13.333333333333332)","(21.0, 50.0, 31.88888888888889)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:50.350179,"(8.5, 23.0, 19.0)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.5, 12.0)","(21.0, 48.0, 31.88888888888889)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:51.764509,"(8.5, 23.0, 18.5)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 12.0)","(21.0, 48.0, 31.88888888888889)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:53.200540,"(8.5, 22.0, 16.8)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 38.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:54.552510,"(8.5, 19.5, 16.8)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 38.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:55.934087,"(8.5, 19.5, 16.8)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 38.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:57.228120,"(8.5, 19.5, 16.8)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 38.33333333333333)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:58.590036,"(8.5, 19.5, 16.8)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 27.642857142857142)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:11:59.867996,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 27.642857142857142)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:01.396186,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:03.512381,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:05.332974,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.5)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:06.864411,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 12.054545454545455)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:08.138788,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 11.100000000000001)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:09.475854,"(8.5, 23.0, 20.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 15.0, 10.975000000000001)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:10.845273,"(8.5, 24.0, 18.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.5, 10.471428571428572)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:12.203618,"(8.5, 24.0, 18.333333333333332)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.5, 11.200000000000001)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:13.590062,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 34.0)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:14.982879,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:16.374288,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:17.759308,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:18.992514,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:20.256303,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:21.443252,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:22.610652,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:23.743828,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:25.153247,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.200000000000001)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:26.392732,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 13.0)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:27.752821,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:29.409190,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:30.870812,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:32.269866,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:33.499122,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:35.034092,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:36.430070,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:37.764965,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:39.126642,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
10-01-2023 16:12:40.472582,"(8.5, 24.0, 18.666666666666668)","(31.0, 80.0, 54.666666666666664)","(6.5, 14.0, 11.666666666666666)","(21.0, 48.0, 25.5)","(1.26, 1.35, 1.342)","(21.0, 50.0, 41.6)","(14.0, 30.0, 27.2)","(31.0, 80.0, 61.0)","(31.0, 85.0, 77.71428571428572)"
