,Online Model,Balmy Bob,Loseashoe,Grenade,Champagne Stride,Im Alright Jack,Shes My Little Gem,Lilbitahenrytee,Courtney Katarina
10-01-2023 16:17:50.229992,"(9.0, 15.5, 13.5)","(31.0, 60.0, 49.333333333333336)","(6.5, 12.0, 12.5)","(21.0, 44.0, 38.333333333333336)","(1.26, 1.46, 1.4721052631578948)","(26.0, 44.0, 35.0)","(15.0, 18.5, 16.0)","(31.0, 80.0, 77.5)","(31.0, 85.0, 83.0)"
10-01-2023 16:17:51.520238,"(9.0, 15.5, 13.25)","(31.0, 60.0, 49.333333333333336)","(6.5, 15.0, 13.176470588235293)","(21.0, 44.0, 40.22222222222222)","(1.26, 1.48, 1.47)","(26.0, 44.0, 35.81818181818182)","(15.0, 18.5, 18.11111111111111)","(31.0, 80.0, 78.33333333333334)","(31.0, 85.0, 80.0)"
10-01-2023 16:17:53.009751,"(9.0, 15.0, 13.5)","(31.0, 60.0, 49.333333333333336)","(6.5, 14.5, 13.0)","(21.0, 44.0, 40.22222222222222)","(1.26, 1.48, 1.468235294117647)","(26.0, 44.0, 39.714285714285715)","(15.0, 18.5, 18.25)","(31.0, 80.0, 78.33333333333334)","(31.0, 85.0, 85.0)"
10-01-2023 16:17:54.600524,"(9.0, 14.5, 13.214285714285714)","(31.0, 60.0, 49.333333333333336)","(6.5, 14.0, 13.23076923076923)","(21.0, 44.0, 40.22222222222222)","(1.26, 1.48, 1.47)","(26.0, 42.0, 34.72727272727273)","(15.0, 21.0, 18.714285714285715)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:17:56.002755,"(9.0, 14.5, 13.214285714285714)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.041666666666668)","(21.0, 44.0, 40.22222222222222)","(1.26, 1.48, 1.47)","(26.0, 42.0, 36.285714285714285)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:17:57.343959,"(9.0, 14.5, 13.214285714285714)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.041666666666668)","(21.0, 44.0, 40.22222222222222)","(1.26, 1.48, 1.47)","(26.0, 38.0, 32.54545454545455)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:17:58.674443,"(9.0, 14.0, 12.444444444444445)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.40625)","(21.0, 44.0, 33.333333333333336)","(1.26, 1.48, 1.4666666666666666)","(26.0, 38.0, 33.5)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:17:59.927044,"(9.0, 14.0, 12.444444444444445)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.40625)","(21.0, 44.0, 33.333333333333336)","(1.26, 1.48, 1.4666666666666666)","(26.0, 36.0, 44.85714285714286)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:18:01.192990,"(9.0, 14.0, 12.444444444444445)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.40625)","(21.0, 44.0, 38.0)","(1.26, 1.48, 1.4666666666666666)","(26.0, 48.0, 39.2)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:18:02.603164,"(9.0, 14.0, 12.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 44.0, 40.66666666666667)","(1.26, 1.48, 1.5195767195767196)","(26.0, 48.0, 36.90909090909091)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:18:03.844205,"(9.0, 14.0, 12.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 44.0, 47.2)","(1.26, 1.52, 1.5284615384615385)","(26.0, 46.0, 36.5)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 85.0)"
10-01-2023 16:18:05.070574,"(9.0, 14.0, 12.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 55.0, 45.333333333333336)","(1.26, 1.53, 1.5295212765957447)","(26.0, 40.0, 36.285714285714285)","(15.0, 20.0, 17.75)","(31.0, 80.0, 78.33333333333334)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:06.447882,"(9.0, 14.0, 12.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 50.0, 40.08333333333333)","(1.26, 1.53, 1.538341968911917)","(26.0, 38.0, 32.54545454545455)","(15.0, 20.0, 17.75)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:07.756688,"(9.0, 14.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 48.0, 40.08333333333333)","(1.26, 1.54, 1.5581151832460733)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 17.1875)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:09.087085,"(9.0, 13.5, 11.625)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.75)","(21.0, 48.0, 38.91666666666667)","(1.26, 1.56, 1.5590625)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 17.1875)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:10.351257,"(9.0, 13.5, 11.625)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 46.0, 42.22222222222222)","(1.26, 1.56, 1.5475)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:11.694764,"(9.0, 13.5, 11.625)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 46.0, 49.22222222222222)","(1.26, 1.56, 1.5475)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:12.999571,"(9.0, 13.5, 11.625)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 55.0, 39.0)","(1.26, 1.56, 1.5475)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:14.433695,"(9.0, 13.5, 11.625)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 48.0, 33.0)","(1.26, 1.56, 1.5475)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:15.704082,"(9.0, 13.5, 12.5)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 48.0, 37.0)","(1.26, 1.56, 1.573225806451613)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:16.942842,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 35.333333333333336)","(1.26, 1.58, 1.5689473684210526)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:18.151677,"(9.0, 13.0, 11.5)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 46.0, 38.0)","(1.26, 1.58, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:19.535482,"(9.0, 13.0, 12.142857142857142)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 42.888888888888886)","(1.26, 1.54, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:21.029540,"(9.0, 13.0, 12.142857142857142)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 46.0, 42.888888888888886)","(1.26, 1.54, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:22.387740,"(9.0, 13.0, 12.142857142857142)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 46.0, 46.0)","(1.26, 1.54, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:23.811724,"(9.0, 13.0, 11.714285714285714)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 48.0, 41.33333333333333)","(1.26, 1.54, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.14285714285714)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:25.177579,"(9.0, 13.0, 12.181818181818182)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 48.0, 41.33333333333333)","(1.26, 1.54, 1.5334146341463415)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 75.0)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:26.534386,"(9.0, 13.0, 11.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.54, 1.5536363636363637)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.85714285714286)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:27.980569,"(9.0, 13.0, 11.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5536363636363637)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 77.0)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:29.305199,"(9.0, 13.0, 11.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.428571428571429)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5536363636363637)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 80.0, 73.88888888888889)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:30.756222,"(9.0, 13.0, 11.928571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5553061224489797)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 85.0, 76.66666666666667)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:32.219527,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5553061224489797)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.0)","(31.0, 85.0, 76.66666666666667)","(31.0, 90.0, 81.66666666666667)"
10-01-2023 16:18:33.590686,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5553061224489797)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 16.428571428571427)","(31.0, 85.0, 79.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:34.980162,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.5)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.57, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 79.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:36.369937,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 79.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:37.658502,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 79.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:39.157990,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 79.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:40.443292,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 41.33333333333333)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:41.792092,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 48.099999999999994)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:43.248264,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 55.0, 41.33333333333333)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 16.428571428571427)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:44.544524,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 48.0, 41.8)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 18.529411764705884)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:46.088953,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 42.5)","(1.26, 1.56, 1.5502173913043478)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 19.36842105263158)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:47.375934,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 44.0, 40.90909090909091)","(1.26, 1.56, 1.557286432160804)","(26.0, 38.0, 28.833333333333332)","(15.0, 20.0, 18.973684210526315)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:48.691179,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 40.90909090909091)","(1.26, 1.56, 1.557286432160804)","(26.0, 38.0, 28.833333333333332)","(15.0, 19.5, 18.973684210526315)","(31.0, 85.0, 77.5)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:49.991950,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 38.0)","(1.26, 1.56, 1.5572727272727274)","(26.0, 40.0, 30.25)","(15.0, 19.5, 18.704545454545453)","(31.0, 110.0, 85.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:51.327344,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 38.0)","(1.26, 1.56, 1.5572727272727274)","(26.0, 60.0, 33.6)","(15.0, 19.5, 18.704545454545453)","(31.0, 95.0, 85.0)","(31.0, 90.0, 82.5)"
10-01-2023 16:18:52.643524,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 39.0)","(1.26, 1.55, 1.5157142857142858)","(26.0, 50.0, 31.6)","(15.0, 19.5, 18.863636363636363)","(31.0, 85.0, 75.0)","(31.0, 110.0, 107.77777777777777)"
10-01-2023 16:18:53.998827,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5036363636363637)","(26.0, 48.0, 31.75)","(15.0, 19.5, 17.214285714285715)","(31.0, 85.0, 75.0)","(31.0, 110.0, 143.75)"
10-01-2023 16:18:55.364375,"(9.0, 13.0, 11.75)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.0)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5036363636363637)","(26.0, 46.0, 31.75)","(15.0, 19.5, 17.5)","(31.0, 85.0, 75.0)","(31.0, 150.0, 138.88888888888889)"
10-01-2023 16:18:56.634969,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.0)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5)","(26.0, 46.0, 31.75)","(15.0, 19.0, 16.857142857142858)","(31.0, 85.0, 75.0)","(31.0, 150.0, 138.88888888888889)"
10-01-2023 16:18:57.984881,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.0)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5)","(26.0, 46.0, 31.75)","(15.0, 19.0, 16.857142857142858)","(31.0, 85.0, 75.0)","(31.0, 150.0, 131.11111111111111)"
10-01-2023 16:18:59.560275,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.0)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5)","(26.0, 46.0, 31.75)","(15.0, 19.0, 16.857142857142858)","(31.0, 85.0, 75.0)","(31.0, 140.0, 131.11111111111111)"
10-01-2023 16:19:01.011545,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.5)","(26.0, 46.0, 31.75)","(15.0, 19.0, 16.8125)","(31.0, 85.0, 75.0)","(31.0, 140.0, 131.11111111111111)"
10-01-2023 16:19:02.360970,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 39.0)","(1.26, 1.54, 1.4501522842639594)","(26.0, 46.0, 31.75)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 140.0, 131.11111111111111)"
10-01-2023 16:19:03.930246,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.807692307692308)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.45075)","(26.0, 46.0, 35.5)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 140.0, 124.0)"
10-01-2023 16:19:05.641007,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4657894736842105)","(26.0, 44.0, 35.5)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 140.0, 124.0)"
10-01-2023 16:19:07.333703,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4657894736842105)","(26.0, 44.0, 32.0)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 140.0, 125.0)"
10-01-2023 16:19:09.014839,"(9.0, 13.0, 11.8)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4657894736842105)","(26.0, 42.0, 32.0)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 150.0, 143.33333333333334)"
10-01-2023 16:19:10.462123,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4657894736842105)","(26.0, 42.0, 31.333333333333332)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 150.0, 143.33333333333334)"
10-01-2023 16:19:11.806062,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4676470588235293)","(26.0, 42.0, 31.333333333333332)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 150.0, 144.28571428571428)"
10-01-2023 16:19:13.393708,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.48, 1.4735294117647058)","(26.0, 42.0, 31.333333333333332)","(15.0, 19.0, 17.40909090909091)","(31.0, 85.0, 75.0)","(31.0, 150.0, 147.5)"
10-01-2023 16:19:14.823630,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.818181818181818)","(21.0, 46.0, 39.0)","(1.26, 1.49, 1.4735294117647058)","(26.0, 42.0, 31.333333333333332)","(15.0, 19.0, 16.55)","(31.0, 85.0, 75.0)","(31.0, 160.0, 147.5)"
10-01-2023 16:19:16.284714,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.6)","(21.0, 46.0, 37.333333333333336)","(1.26, 1.49, 1.4713333333333334)","(26.0, 42.0, 31.333333333333332)","(15.0, 19.0, 17.5)","(31.0, 85.0, 75.0)","(31.0, 160.0, 140.0)"
10-01-2023 16:19:17.720960,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.6)","(21.0, 44.0, 37.333333333333336)","(1.26, 1.49, 1.4713333333333334)","(26.0, 42.0, 35.333333333333336)","(15.0, 18.5, 17.25)","(31.0, 85.0, 75.0)","(31.0, 150.0, 130.0)"
10-01-2023 16:19:19.158337,"(9.0, 13.0, 12.2)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.6)","(21.0, 44.0, 38.666666666666664)","(1.26, 1.49, 1.4677777777777778)","(26.0, 40.0, 35.0)","(15.0, 18.5, 17.75)","(31.0, 85.0, 75.0)","(31.0, 150.0, 130.0)"
10-01-2023 16:19:20.666742,"(9.0, 13.0, 11.666666666666666)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 13.0)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.49, 1.4605263157894737)","(26.0, 44.0, 40.2)","(15.0, 18.5, 18.0)","(31.0, 85.0, 75.0)","(31.0, 150.0, 155.0)"
10-01-2023 16:19:22.097164,"(9.0, 13.0, 12.0)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 13.0)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.49, 1.4115340909090908)","(26.0, 44.0, 40.54545454545455)","(15.0, 21.0, 18.0)","(31.0, 85.0, 75.0)","(31.0, 190.0, 130.0)"
10-01-2023 16:19:23.575428,"(9.0, 13.0, 12.0)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 13.0)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4377777777777778)","(26.0, 44.0, 40.2)","(15.0, 20.0, 17.428571428571427)","(31.0, 85.0, 75.0)","(31.0, 180.0, 145.0)"
10-01-2023 16:19:25.036246,"(9.0, 13.0, 12.0)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.857142857142858)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4383333333333332)","(26.0, 44.0, 40.2)","(15.0, 20.0, 18.61111111111111)","(31.0, 85.0, 83.33333333333333)","(31.0, 170.0, 132.5)"
10-01-2023 16:19:26.517079,"(9.0, 13.0, 12.466666666666667)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.857142857142858)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4383333333333332)","(26.0, 44.0, 40.2)","(15.0, 19.5, 19.75)","(31.0, 100.0, 86.36363636363636)","(31.0, 170.0, 133.33333333333334)"
10-01-2023 16:19:27.981210,"(9.0, 13.0, 12.466666666666667)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.857142857142858)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4385714285714286)","(26.0, 44.0, 40.2)","(15.0, 21.0, 20.42857142857143)","(31.0, 100.0, 92.5)","(41.0, 160.0, 130.0)"
10-01-2023 16:19:29.416029,"(9.0, 13.0, 12.428571428571429)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 12.9375)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4095049504950494)","(26.0, 44.0, 40.2)","(15.0, 23.0, 20.25)","(31.0, 100.0, 80.0)","(41.0, 210.0, 131.66666666666666)"
10-01-2023 16:19:30.774157,"(9.0, 13.0, 12.1)","(31.0, 60.0, 49.333333333333336)","(6.5, 13.5, 13.75)","(21.0, 42.0, 38.666666666666664)","(1.26, 1.44, 1.4024390243902438)","(26.0, 44.0, 38.85714285714286)","(15.0, 22.0, 21.192307692307693)","(31.0, 100.0, 80.0)","(41.0, 190.0, 145.0)"
10-01-2023 16:19:32.188688,"(9.0, 13.0, 13.5)","(31.0, 60.0, 49.333333333333336)","(6.5, 15.5, 14.166666666666666)","(21.0, 42.0, 42.0)","(1.26, 1.44, 1.4048571428571428)","(26.0, 44.0, 35.5)","(15.0, 22.0, 19.75)","(31.0, 100.0, 85.0)","(41.0, 170.0, 128.33333333333334)"
10-01-2023 16:19:33.519999,"(9.0, 15.0, 13.0)","(31.0, 60.0, 53.0)","(6.5, 15.0, 14.5)","(21.0, 50.0, 42.4)","(1.26, 1.44, 1.4239024390243902)","(26.0, 44.0, 35.5)","(15.0, 22.0, 20.5)","(31.0, 100.0, 85.0)","(41.0, 170.0, 128.33333333333334)"
