,Sutton Daisy,Velocity Comet,Emerley Bruce,Missile Edition,Girl On Fire,Diplomatic Man
14-12-2022 14:31:45.913393,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:46.790951,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:47.644678,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:48.473575,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:49.380023,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:50.217420,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:51.180238,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:52.070984,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:53.026724,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:54.329647,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:55.256448,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:56.150529,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.375)"
14-12-2022 14:31:57.073080,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 260.0, 230.0)","(11.0, 25.0, 23.75)"
14-12-2022 14:31:57.951650,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:31:58.900943,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:31:59.738642,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:00.598665,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:01.499147,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:02.350275,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 207.5)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:03.253178,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:04.162983,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:05.015620,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:05.858786,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:06.696899,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.75)"
14-12-2022 14:32:07.567605,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:08.416111,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:09.261527,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:10.136429,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:10.997081,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:11.817417,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:12.680399,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:13.583159,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:14.464457,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:15.394825,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:16.280725,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 22.5)"
14-12-2022 14:32:17.246694,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 20.833333333333336)"
14-12-2022 14:32:18.146588,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 20.833333333333336)"
14-12-2022 14:32:19.024084,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:19.915595,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:20.766263,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:21.629082,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:22.472810,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 234.71428571428572)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:23.405954,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 234.79999999999998)","(26.0, 270.0, 208.5)","(11.0, 25.0, 23.153846153846153)"
14-12-2022 14:32:24.306638,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 23.23076923076923)"
14-12-2022 14:32:25.202063,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 21.857142857142858)"
14-12-2022 14:32:26.079950,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.836363636363636)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 22.375)"
14-12-2022 14:32:26.982906,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.523076923076923)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 22.375)"
14-12-2022 14:32:27.872563,"(2.3, 3.0, 2.7800000000000002)","(2.7, 6.0, 4.523076923076923)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 23.46153846153846)"
14-12-2022 14:32:28.726853,"(2.3, 3.0, 2.7800000000000002)","(2.7, 5.9, 5.5125)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 23.46153846153846)"
14-12-2022 14:32:29.655909,"(2.3, 3.0, 2.7800000000000002)","(2.7, 5.9, 5.5125)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 23.46153846153846)"
14-12-2022 14:32:30.643520,"(2.3, 3.0, 2.7800000000000002)","(2.7, 5.9, 5.5125)","(3.1, 8.0, 4.829545454545455)","(31.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 23.46153846153846)"
14-12-2022 14:32:31.601033,"(2.3, 3.0, 2.7800000000000002)","(2.8, 5.9, 5.5125)","(3.2, 8.0, 4.829545454545455)","(41.0, 370.0, 273.42857142857144)","(26.0, 270.0, 229.0)","(11.0, 25.0, 22.4)"
14-12-2022 14:32:32.440646,"(2.3, 3.0, 2.7800000000000002)","(2.8, 5.8, 5.425)","(3.2, 8.0, 4.829545454545455)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:33.545499,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.8, 5.296875)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:34.538857,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.8, 5.296875)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:35.451737,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.8, 5.296875)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:36.303823,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.6, 6.054545454545455)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:37.258335,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:38.330273,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:39.236694,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 22.4)"
14-12-2022 14:32:40.202308,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 27.0, 24.875)"
14-12-2022 14:32:41.207068,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:42.226478,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:43.132696,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:43.978139,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:44.880081,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:45.788648,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:46.736022,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 167.91666666666669)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:47.660402,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.8, 5.425)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 206.0)","(26.0, 270.0, 230.625)","(11.0, 28.0, 26.214285714285715)"
14-12-2022 14:32:48.582864,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.7, 5.3375)","(3.2, 7.4, 4.842105263157895)","(41.0, 380.0, 182.28571428571428)","(26.0, 260.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:49.528860,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.935294117647059)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:50.411914,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.935294117647059)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:51.317420,"(2.3, 2.98, 2.689230769230769)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:52.200228,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:53.075684,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:53.983572,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:54.889866,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:55.851368,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:56.829348,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:57.696250,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:58.600561,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:32:59.534181,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 254.1818181818182)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:00.413015,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 380.0, 276.20000000000005)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:01.361023,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 390.0, 283.20000000000005)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:02.390215,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 390.0, 283.20000000000005)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:03.406386,"(2.3, 2.98, 2.77)","(2.8, 5.7, 5.3375)","(3.2, 7.2, 4.768421052631579)","(41.0, 390.0, 283.20000000000005)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:04.259978,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 390.0, 177.6)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:05.103449,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 390.0, 238.28571428571428)","(26.0, 250.0, 146.15384615384613)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:06.055931,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 166.0)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:07.002593,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 147.07692307692307)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:07.895335,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:08.857976,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:09.826373,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:10.765342,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:11.614175,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:12.485579,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:13.447225,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:14.362365,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:15.326644,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:16.286934,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:17.215530,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:18.088529,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:18.946923,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 24.875)"
14-12-2022 14:33:19.879956,"(2.3, 2.98, 2.77)","(2.8, 5.6, 5.25)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 25.125)"
14-12-2022 14:33:20.822380,"(2.3, 2.98, 2.77)","(2.8, 5.4, 5.075)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 25.125)"
14-12-2022 14:33:21.756310,"(2.3, 2.98, 2.77)","(2.8, 5.4, 5.075)","(3.2, 7.2, 4.768421052631579)","(41.0, 400.0, 157.33333333333331)","(26.0, 250.0, 160.8)","(11.0, 28.0, 25.125)"
14-12-2022 14:33:22.724632,"(2.3, 2.98, 2.77)","(2.8, 5.4, 5.075)","(3.2, 7.2, 4.768421052631579)","(41.0, 410.0, 286.0)","(26.0, 250.0, 160.8)","(11.0, 28.0, 25.125)"
14-12-2022 14:33:23.675497,"(2.3, 2.98, 2.77)","(2.8, 5.4, 5.075)","(3.2, 7.2, 4.768421052631579)","(41.0, 410.0, 310.8)","(26.0, 250.0, 160.8)","(11.0, 28.0, 25.125)"
