,Criss Cross Lass,Fast Lane Fever,Aston Georgina,Impress Rolls,Crymelon Libby,Pyrenees Blazer,Chasing Boyd,Boots
10-01-2023 14:38:26.045121,"(4.0, 5.2, 4.666666666666667)","(5.0, 6.0, 5.7250000000000005)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.559999999999999)","(81.0, 590.0, 387.5)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 32.0)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:27.352904,"(4.0, 5.2, 4.666666666666667)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.527272727272727)","(81.0, 980.0, 387.5)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 34.526315789473685)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:28.713757,"(4.0, 5.2, 4.666666666666667)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.6)","(81.0, 980.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 34.526315789473685)","(3.6, 6.8, 5.99)"
10-01-2023 14:38:29.844896,"(4.0, 5.2, 4.666666666666667)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.6)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 32.0)","(3.6, 6.8, 6.136842105263158)"
10-01-2023 14:38:31.112412,"(4.0, 5.2, 4.5600000000000005)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.642105263157895)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:32.314293,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.5600000000000005)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.565217391304348)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:33.615421,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.5600000000000005)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.565217391304348)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:34.724897,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.565217391304348)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:35.821577,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.565217391304348)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:37.079298,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.333333333333332)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.1045454545454545)"
10-01-2023 14:38:38.280757,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.333333333333332)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.285714285714286)"
10-01-2023 14:38:39.585821,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.67)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.333333333333332)","(81.0, 490.0, 340.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.285714285714286)"
10-01-2023 14:38:40.928909,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 490.0, 390.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.3)"
10-01-2023 14:38:42.200032,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 390.0)","(10.0, 25.0, 20.1875)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.2)"
10-01-2023 14:38:43.495929,"(4.0, 5.2, 4.5)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 395.0)","(10.0, 25.0, 20.285714285714285)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.3)"
10-01-2023 14:38:44.933052,"(4.0, 5.2, 4.588235294117648)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 395.0)","(10.0, 25.0, 20.285714285714285)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.3)"
10-01-2023 14:38:46.292553,"(4.0, 5.2, 4.588235294117648)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 518.3333333333334)","(10.0, 25.0, 20.285714285714285)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.3)"
10-01-2023 14:38:47.498353,"(4.0, 5.2, 4.588235294117648)","(5.0, 6.0, 5.5875)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.694117647058823)","(81.0, 590.0, 518.3333333333334)","(10.0, 25.0, 20.285714285714285)","(21.0, 40.0, 35.111111111111114)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:48.932931,"(4.0, 5.2, 4.666666666666667)","(5.0, 6.0, 5.816666666666666)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.694117647058823)","(81.0, 590.0, 518.3333333333334)","(10.0, 25.0, 20.285714285714285)","(21.0, 40.0, 34.285714285714285)","(3.6, 6.8, 6.35)"
10-01-2023 14:38:50.332883,"(4.0, 5.2, 4.784000000000001)","(5.0, 6.0, 5.816666666666666)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.694117647058823)","(81.0, 590.0, 518.3333333333334)","(10.0, 25.0, 20.058823529411764)","(21.0, 40.0, 35.42857142857143)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:51.694551,"(4.0, 5.2, 4.708108108108108)","(5.0, 6.0, 5.816666666666666)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 518.3333333333334)","(10.0, 25.0, 21.692307692307693)","(21.0, 40.0, 34.18181818181818)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:53.088119,"(4.0, 5.2, 4.733333333333333)","(5.0, 6.0, 5.7)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.399999999999999)","(81.0, 590.0, 518.3333333333334)","(10.0, 24.0, 21.692307692307693)","(21.0, 40.0, 34.18181818181818)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:54.383545,"(4.0, 5.2, 4.733333333333333)","(5.0, 6.0, 5.7)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.32)","(81.0, 590.0, 518.3333333333334)","(10.0, 24.0, 22.0)","(21.0, 40.0, 35.78947368421053)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:55.731756,"(4.0, 5.2, 4.648484848484848)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.32)","(81.0, 590.0, 518.3333333333334)","(10.0, 24.0, 22.0)","(21.0, 40.0, 35.294117647058826)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:57.024647,"(4.0, 5.2, 4.648484848484848)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 8.32)","(81.0, 590.0, 518.3333333333334)","(10.0, 24.0, 21.0)","(21.0, 40.0, 35.294117647058826)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:58.436856,"(4.0, 5.2, 4.648484848484848)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.816666666666667)","(7.0, 9.4, 9.594174757281554)","(81.0, 590.0, 518.3333333333334)","(10.0, 24.0, 21.916666666666668)","(21.0, 40.0, 35.294117647058826)","(3.6, 6.8, 6.26)"
10-01-2023 14:38:59.702597,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 9.6, 9.946067415730337)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 40.0, 33.333333333333336)","(3.6, 6.8, 6.1863636363636365)"
10-01-2023 14:39:01.006833,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.8625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.946067415730337)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 40.0, 33.333333333333336)","(3.6, 6.8, 6.231578947368421)"
10-01-2023 14:39:02.279826,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.971764705882354)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 40.0, 33.333333333333336)","(3.6, 6.8, 6.1647058823529415)"
10-01-2023 14:39:03.599519,"(4.0, 5.2, 4.593333333333334)","(5.0, 5.7, 5.583333333333333)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.948936170212766)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 34.0, 31.333333333333332)","(3.6, 6.8, 6.553846153846154)"
10-01-2023 14:39:04.891137,"(4.0, 5.2, 4.648484848484848)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.948936170212766)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 32.0, 31.5)","(3.6, 6.8, 6.553846153846154)"
10-01-2023 14:39:06.106195,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 21.5)","(21.0, 34.0, 30.5)","(3.6, 6.8, 6.553846153846154)"
10-01-2023 14:39:07.349722,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 20.363636363636363)","(21.0, 32.0, 31.0)","(3.6, 6.8, 6.614285714285715)"
10-01-2023 14:39:08.668663,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.358333333333333)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 20.363636363636363)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.428571428571429)"
10-01-2023 14:39:09.973375,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 20.363636363636363)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.5)"
10-01-2023 14:39:11.351140,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 22.0)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.7)"
10-01-2023 14:39:12.690591,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 24.0, 22.25)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.614285714285715)"
10-01-2023 14:39:14.101454,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.65625)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 446.6666666666667)","(10.0, 25.0, 22.411764705882355)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.576470588235295)"
10-01-2023 14:39:15.605108,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.358333333333333)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 502.0)","(10.0, 25.0, 22.411764705882355)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.614285714285715)"
10-01-2023 14:39:17.129920,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.358333333333333)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 502.0)","(10.0, 25.0, 22.411764705882355)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.345454545454546)"
10-01-2023 14:39:18.510813,"(4.0, 5.2, 4.648484848484848)","(5.0, 6.0, 5.358333333333333)","(3.6, 3.85, 3.8083333333333336)","(6.5, 10.0, 9.94)","(91.0, 590.0, 502.0)","(10.0, 25.0, 22.411764705882355)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.345454545454546)"
10-01-2023 14:39:19.873397,"(4.0, 5.2, 4.593333333333334)","(5.0, 6.0, 5.571428571428571)","(3.6, 3.85, 3.6384615384615384)","(6.5, 10.0, 11.25)","(91.0, 590.0, 502.0)","(10.0, 25.0, 22.25)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.742857142857143)"
10-01-2023 14:39:21.245505,"(4.0, 5.2, 4.593333333333334)","(5.0, 5.6, 5.65625)","(3.6, 3.85, 3.5916666666666663)","(6.5, 12.0, 11.44)","(91.0, 590.0, 502.0)","(10.0, 25.0, 22.25)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.742857142857143)"
10-01-2023 14:39:22.660144,"(4.0, 5.2, 4.6866666666666665)","(5.0, 6.0, 5.65625)","(3.6, 3.8, 3.569230769230769)","(6.5, 12.0, 10.295238095238094)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.181818181818183)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.742857142857143)"
10-01-2023 14:39:24.070495,"(4.0, 5.1, 4.55)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 11.5, 9.505)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.181818181818183)","(21.0, 32.0, 31.0)","(3.6, 7.0, 6.742857142857143)"
10-01-2023 14:39:25.455725,"(4.0, 5.1, 4.75)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 11.5, 10.247058823529413)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.57142857142857)","(21.0, 32.0, 29.94736842105263)","(3.6, 7.0, 6.4)"
10-01-2023 14:39:26.838053,"(4.0, 5.1, 4.696153846153846)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 11.0, 9.266666666666666)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.57142857142857)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.0, 6.810526315789474)"
10-01-2023 14:39:28.174295,"(4.0, 5.1, 4.843333333333334)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 11.0, 9.459999999999999)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.57142857142857)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.0, 6.942857142857143)"
10-01-2023 14:39:29.555676,"(4.0, 5.1, 4.791176470588235)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.416666666666666)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.57142857142857)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.2, 7.022222222222222)"
10-01-2023 14:39:30.885159,"(4.0, 5.1, 4.791176470588235)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.28125)","(91.0, 590.0, 502.0)","(10.0, 24.0, 23.57142857142857)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:39:32.297613,"(4.0, 5.1, 4.791176470588235)","(5.0, 6.0, 5.788461538461538)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.28125)","(91.0, 590.0, 375.0)","(10.0, 24.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.2, 7.054545454545455)"
10-01-2023 14:39:33.721837,"(4.0, 5.1, 4.791176470588235)","(5.0, 6.0, 5.725)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.25)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.2, 7.2)"
10-01-2023 14:39:35.015346,"(4.0, 5.1, 4.691666666666666)","(5.0, 6.0, 5.725)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.25)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.4, 7.175)"
10-01-2023 14:39:36.561967,"(4.0, 5.1, 4.691666666666666)","(5.0, 6.0, 5.725)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.129032258064516)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.4, 7.2)"
10-01-2023 14:39:38.201631,"(4.0, 5.1, 4.873684210526315)","(5.0, 6.0, 5.725)","(3.6, 3.8, 3.560869565217391)","(6.5, 10.5, 9.2)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(3.6, 7.4, 7.222222222222222)"
10-01-2023 14:39:39.582178,"(4.0, 5.0, 4.873684210526315)","(5.0, 6.0, 5.753846153846154)","(3.5, 3.8, 3.560869565217391)","(7.0, 10.0, 8.981818181818182)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.384615384615383)","(4.0, 7.4, 7.254545454545455)"
10-01-2023 14:39:40.885475,"(4.0, 5.0, 4.76)","(5.0, 6.0, 5.753846153846154)","(3.5, 3.8, 3.5625)","(7.0, 10.0, 8.545454545454545)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.254545454545455)"
10-01-2023 14:39:42.227467,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.8769230769230765)","(3.5, 3.8, 3.5749999999999997)","(7.0, 10.0, 8.545454545454545)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.133333333333334)"
10-01-2023 14:39:43.548906,"(4.0, 5.0, 4.6923076923076925)","(5.0, 6.0, 5.8769230769230765)","(3.5, 3.7, 3.5749999999999997)","(7.0, 10.0, 8.545454545454545)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.37037037037037)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.285714285714286)"
10-01-2023 14:39:44.869140,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.890909090909091)","(3.5, 3.7, 3.5593749999999997)","(7.0, 9.8, 8.49090909090909)","(91.0, 590.0, 502.0)","(10.0, 25.0, 21.923076923076923)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.285714285714286)"
10-01-2023 14:39:46.298743,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.890909090909091)","(3.5, 3.7, 3.5574999999999997)","(7.0, 9.8, 8.49090909090909)","(91.0, 590.0, 502.0)","(10.0, 25.0, 23.0)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.363636363636364)"
10-01-2023 14:39:47.762222,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.890909090909091)","(3.5, 3.7, 3.5574999999999997)","(7.0, 9.8, 8.49090909090909)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.0)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.363636363636364)"
10-01-2023 14:39:49.239596,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.885714285714285)","(3.5, 3.7, 3.5125)","(7.0, 9.8, 8.946666666666667)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.0)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.363636363636364)"
10-01-2023 14:39:50.811721,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.885714285714285)","(3.5, 3.7, 3.508)","(7.0, 9.8, 8.648)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.0)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.363636363636364)"
10-01-2023 14:39:52.441720,"(4.0, 5.0, 4.6571428571428575)","(5.0, 6.0, 5.885714285714285)","(3.5, 3.7, 3.507142857142857)","(7.0, 9.8, 8.648)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.363636363636364)"
10-01-2023 14:39:53.865434,"(4.0, 5.0, 4.6923076923076925)","(5.0, 6.0, 5.885714285714285)","(3.5, 3.7, 3.46)","(7.0, 9.8, 8.626086956521739)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.366666666666667)"
10-01-2023 14:39:55.250087,"(4.0, 5.0, 4.74468085106383)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.481818181818182)","(7.0, 9.6, 9.133333333333333)","(91.0, 590.0, 375.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.366666666666667)"
10-01-2023 14:39:56.633541,"(4.0, 5.0, 4.74468085106383)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.481818181818182)","(7.0, 9.4, 8.76)","(91.0, 590.0, 365.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.366666666666667)"
10-01-2023 14:39:57.986944,"(4.0, 5.0, 4.74468085106383)","(5.0, 6.0, 5.822222222222222)","(3.5, 3.7, 3.481818181818182)","(7.0, 9.4, 8.37142857142857)","(91.0, 980.0, 365.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.366666666666667)"
10-01-2023 14:39:59.348349,"(4.0, 5.0, 4.74468085106383)","(5.0, 6.0, 5.822222222222222)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.4, 8.577142857142857)","(91.0, 980.0, 385.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.0, 7.4, 7.6)"
10-01-2023 14:40:00.787300,"(4.0, 5.0, 4.696969696969697)","(5.0, 6.0, 5.822222222222222)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.4, 8.577142857142857)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.0, 7.6)"
10-01-2023 14:40:02.113190,"(4.0, 5.0, 4.696969696969697)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.4, 8.7)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.0, 7.6)"
10-01-2023 14:40:03.478684,"(4.0, 5.0, 4.642857142857143)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.2, 8.285714285714285)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.0, 7.733333333333333)"
10-01-2023 14:40:04.778600,"(4.0, 5.0, 4.719512195121951)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.2, 8.285714285714285)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.0, 8.0, 7.771428571428571)"
10-01-2023 14:40:06.077945,"(4.0, 5.0, 4.719512195121951)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.2, 8.569230769230769)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.4, 7.771428571428571)"
10-01-2023 14:40:07.489428,"(4.0, 5.0, 4.629032258064516)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.0, 8.341176470588236)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.4, 7.771428571428571)"
10-01-2023 14:40:08.807232,"(4.0, 5.0, 4.629032258064516)","(5.0, 6.0, 5.85)","(3.5, 3.7, 3.471052631578947)","(7.0, 9.0, 8.341176470588236)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.76923076923077)","(21.0, 32.0, 30.2)","(4.0, 8.4, 7.771428571428571)"
10-01-2023 14:40:10.116754,"(4.0, 5.0, 4.629032258064516)","(5.0, 6.0, 5.85)","(3.3, 3.7, 3.471052631578947)","(7.0, 9.0, 8.341176470588236)","(91.0, 610.0, 385.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.2, 8.4, 7.771428571428571)"
10-01-2023 14:40:11.447013,"(4.0, 5.0, 4.629032258064516)","(5.0, 6.0, 5.85)","(3.3, 3.7, 3.471052631578947)","(7.0, 9.0, 8.341176470588236)","(91.0, 610.0, 335.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.2, 8.4, 7.826086956521739)"
10-01-2023 14:40:12.745899,"(4.0, 5.0, 4.597560975609756)","(5.0, 6.0, 5.907692307692308)","(3.3, 3.7, 3.471052631578947)","(7.0, 9.0, 8.066666666666666)","(91.0, 510.0, 335.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.2, 8.4, 7.8500000000000005)"
10-01-2023 14:40:14.005165,"(4.0, 5.0, 4.597560975609756)","(5.0, 6.0, 5.907692307692308)","(3.3, 3.7, 3.45625)","(7.0, 9.0, 7.940540540540541)","(91.0, 510.0, 335.0)","(10.0, 25.0, 23.608695652173914)","(21.0, 32.0, 30.2)","(4.2, 8.4, 7.771428571428571)"
10-01-2023 14:40:15.219271,"(4.0, 5.0, 4.597560975609756)","(5.0, 6.0, 5.907692307692308)","(3.3, 3.7, 3.45625)","(7.0, 9.0, 8.23529411764706)","(91.0, 510.0, 335.0)","(10.0, 25.0, 24.03030303030303)","(21.0, 32.0, 29.72)","(4.2, 8.4, 7.771428571428571)"
10-01-2023 14:40:16.443958,"(4.0, 5.0, 4.597560975609756)","(5.0, 6.0, 5.907692307692308)","(3.3, 3.7, 3.45625)","(7.0, 8.8, 8.114285714285714)","(91.0, 510.0, 365.0)","(10.0, 25.0, 24.03030303030303)","(21.0, 32.0, 29.72)","(4.2, 8.4, 7.974193548387097)"
