,What A Surprise,Awesome Isla,Dr May,Line And Length,Dr Jax,Charlottes Hand,Slingshot Layla,Rawhide Hand
07-12-2022 20:48:32.018171,"(1.95, 2.44, 2.42)","(17.0, 25.0, 22.6)","(51.0, 130.0, 122.94117647058823)","(4.8, 6.8, 6.2272727272727275)","(20.0, 23.0, 21.0327868852459)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.041666666666666)","(6.0, 7.4, 7.1923076923076925)"
07-12-2022 20:48:33.026132,"(1.95, 2.44, 2.4092307692307693)","(17.0, 25.0, 22.6)","(51.0, 130.0, 122.94117647058823)","(4.8, 6.8, 6.2631578947368425)","(20.0, 23.0, 22.016393442622952)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.04225352112676)","(6.0, 7.2, 7.2)"
07-12-2022 20:48:34.010289,"(1.95, 2.44, 2.3775)","(17.0, 25.0, 22.6)","(51.0, 130.0, 122.94117647058823)","(4.8, 6.8, 6.516666666666667)","(20.0, 23.0, 22.016393442622952)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.125)","(6.0, 7.4, 7.2)"
07-12-2022 20:48:35.213745,"(1.95, 2.42, 2.3577777777777778)","(17.0, 25.0, 22.692307692307693)","(51.0, 130.0, 122.94117647058823)","(4.8, 6.8, 6.586666666666667)","(20.0, 23.0, 22.047619047619047)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.125)","(6.0, 7.4, 7.2)"
07-12-2022 20:48:36.422396,"(1.95, 2.42, 2.374285714285714)","(17.0, 25.0, 22.83132530120482)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.676923076923077)","(20.0, 23.0, 22.078125)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.042857142857143)","(6.0, 7.4, 7.222222222222222)"
07-12-2022 20:48:37.466549,"(1.95, 2.4, 2.388)","(17.0, 25.0, 22.83132530120482)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.676923076923077)","(20.0, 23.0, 22.078125)","(6.0, 8.0, 7.7)","(11.0, 13.5, 12.14)","(6.0, 7.4, 7.222222222222222)"
07-12-2022 20:48:38.713567,"(1.95, 2.4, 2.3842105263157896)","(17.0, 25.0, 22.83132530120482)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.647619047619048)","(20.0, 23.0, 22.078125)","(6.0, 8.0, 7.815384615384615)","(11.0, 13.5, 12.042857142857143)","(6.0, 7.4, 7.222222222222222)"
07-12-2022 20:48:39.936255,"(1.95, 2.4, 2.3842105263157896)","(17.0, 25.0, 22.83132530120482)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.647619047619048)","(20.0, 23.0, 22.078125)","(6.0, 8.0, 7.7)","(11.0, 13.5, 12.208860759493671)","(6.0, 7.4, 7.24)"
07-12-2022 20:48:41.118062,"(1.95, 2.4, 2.3842105263157896)","(17.0, 25.0, 22.75)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.666666666666666)","(19.0, 23.0, 22.063492063492063)","(6.0, 8.0, 7.914285714285714)","(11.0, 13.5, 12.115384615384615)","(6.0, 7.4, 7.4375)"
07-12-2022 20:48:42.290775,"(1.95, 2.42, 2.4)","(17.0, 25.0, 22.75)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.727272727272727)","(19.0, 23.0, 22.063492063492063)","(6.0, 8.2, 7.726315789473683)","(11.0, 13.5, 12.198795180722891)","(6.0, 7.6, 7.43030303030303)"
07-12-2022 20:48:43.358462,"(1.95, 2.42, 2.3857142857142857)","(17.0, 25.0, 22.75)","(51.0, 130.0, 123.51351351351352)","(4.8, 6.8, 6.727272727272727)","(19.0, 23.0, 22.063492063492063)","(6.0, 8.2, 7.726315789473683)","(11.0, 13.5, 12.198795180722891)","(6.0, 7.6, 7.4375)"
07-12-2022 20:48:44.416592,"(1.95, 2.42, 2.3857142857142857)","(17.0, 25.0, 22.75)","(51.0, 130.0, 123.51351351351352)","(5.0, 6.8, 6.727272727272727)","(19.0, 23.0, 22.063492063492063)","(6.0, 8.2, 7.726315789473683)","(11.0, 13.5, 12.132911392405063)","(6.0, 7.6, 7.4375)"
07-12-2022 20:48:45.394573,"(1.95, 2.42, 2.3857142857142857)","(17.0, 25.0, 22.75)","(51.0, 130.0, 123.51351351351352)","(5.0, 6.8, 6.727272727272727)","(19.0, 23.0, 22.06779661016949)","(6.0, 8.2, 7.76)","(11.0, 13.5, 12.094936708860759)","(6.0, 7.6, 7.5)"
07-12-2022 20:48:46.413338,"(1.95, 2.42, 2.312)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 6.8, 6.764705882352941)","(19.0, 23.0, 22.06779661016949)","(6.0, 8.2, 7.885714285714285)","(11.0, 13.5, 12.1)","(6.0, 7.8, 7.5)"
07-12-2022 20:48:47.652384,"(1.95, 2.4, 2.381176470588235)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 6.8, 7.08)","(19.0, 23.0, 22.06779661016949)","(6.0, 8.2, 7.811764705882353)","(11.0, 13.5, 12.21951219512195)","(6.0, 7.8, 7.585714285714285)"
07-12-2022 20:48:48.829523,"(1.95, 2.34, 2.3287378640776697)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.184)","(19.0, 23.0, 22.06779661016949)","(6.0, 8.2, 7.76)","(11.0, 13.5, 12.234939759036145)","(6.0, 7.8, 7.585714285714285)"
07-12-2022 20:48:50.039152,"(1.95, 2.34, 2.3287378640776697)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.4, 7.176470588235294)","(19.0, 23.0, 21.1875)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.5, 12.02112676056338)","(6.0, 7.8, 7.572413793103448)"
07-12-2022 20:48:51.244932,"(1.95, 2.4, 2.3837288135593218)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.257142857142857)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.5, 12.25)","(6.0, 7.6, 7.585714285714285)"
07-12-2022 20:48:52.457618,"(1.95, 2.4, 2.36)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.4, 7.257142857142857)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 12.05)","(6.0, 7.8, 7.585714285714285)"
07-12-2022 20:48:53.638061,"(1.95, 2.4, 2.37)","(17.0, 25.0, 22.759493670886076)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.4, 7.175)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.939024390243903)","(6.0, 7.8, 7.585714285714285)"
07-12-2022 20:48:54.797513,"(1.95, 2.4, 2.352)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.55)","(6.0, 7.8, 7.65)"
07-12-2022 20:48:55.914636,"(1.95, 2.42, 2.363243243243243)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.53)","(6.0, 7.8, 7.65)"
07-12-2022 20:48:56.963918,"(1.95, 2.4, 2.3939999999999997)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.524590163934427)","(6.0, 7.8, 7.65)"
07-12-2022 20:48:58.010249,"(1.95, 2.42, 2.3823529411764706)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.523076923076923)","(6.0, 7.8, 7.65)"
07-12-2022 20:48:59.017013,"(1.95, 2.42, 2.3914285714285715)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.523076923076923)","(6.0, 7.8, 7.65)"
07-12-2022 20:49:00.292881,"(1.95, 2.42, 2.3628571428571425)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.173333333333334)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.523076923076923)","(6.0, 7.8, 7.65)"
07-12-2022 20:49:01.331774,"(1.95, 2.42, 2.3672)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.523076923076923)","(6.0, 7.8, 7.65)"
07-12-2022 20:49:02.463513,"(1.95, 2.42, 2.3672)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.523076923076923)","(6.0, 7.8, 7.65)"
07-12-2022 20:49:03.648849,"(1.95, 2.42, 2.3672)","(17.0, 25.0, 22.841463414634145)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.663157894736842)","(11.0, 13.0, 11.666666666666666)","(6.0, 7.8, 7.568181818181818)"
07-12-2022 20:49:04.780052,"(1.95, 2.42, 2.3672)","(17.0, 25.0, 24.119402985074625)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.1)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.648)","(11.0, 13.0, 11.567164179104477)","(6.0, 7.8, 7.5249999999999995)"
07-12-2022 20:49:05.985011,"(1.95, 2.44, 2.4021052631578947)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.253968253968253)","(6.0, 8.2, 7.654545454545454)","(11.0, 13.0, 11.567164179104477)","(6.0, 7.6, 7.4719999999999995)"
07-12-2022 20:49:07.200858,"(1.95, 2.44, 2.4389690721649484)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.6842105263158)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.28125)","(6.0, 8.2, 7.654545454545454)","(11.0, 13.0, 11.567164179104477)","(6.0, 7.6, 7.371428571428572)"
07-12-2022 20:49:08.487322,"(1.95, 2.44, 2.439497487437186)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.28125)","(6.0, 8.2, 7.654545454545454)","(11.0, 13.0, 11.666666666666666)","(6.0, 7.4, 7.386666666666667)"
07-12-2022 20:49:09.564985,"(1.95, 2.48, 2.440625)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.175)","(19.0, 23.0, 21.28125)","(6.0, 8.2, 7.654545454545454)","(11.0, 13.0, 11.666666666666666)","(6.0, 7.4, 7.4799999999999995)"
07-12-2022 20:49:10.691874,"(1.95, 2.32, 2.3190243902439023)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.4, 7.178947368421053)","(19.0, 23.0, 21.38235294117647)","(6.0, 8.2, 7.705882352941176)","(11.0, 13.0, 11.575)","(6.0, 7.6, 7.588235294117647)"
07-12-2022 20:49:11.808063,"(1.95, 2.32, 2.312222222222222)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.178947368421053)","(19.0, 23.0, 21.38235294117647)","(6.0, 8.2, 7.7333333333333325)","(11.0, 13.0, 12.017241379310345)","(6.0, 7.8, 7.780952380952381)"
07-12-2022 20:49:12.910312,"(1.95, 2.3, 2.297272727272727)","(17.0, 25.0, 24.243589743589745)","(51.0, 130.0, 123.51351351351352)","(5.0, 7.2, 7.18)","(19.0, 23.0, 21.38235294117647)","(6.0, 8.2, 7.7333333333333325)","(11.0, 13.0, 12.017241379310345)","(6.0, 7.8, 7.778947368421052)"
07-12-2022 20:49:14.017081,"(1.95, 2.3, 2.2970588235294116)","(17.0, 25.0, 24.243589743589745)","(51.0, 130.0, 129.23076923076923)","(5.0, 7.2, 7.18)","(19.0, 23.0, 21.38235294117647)","(6.0, 8.2, 7.726315789473683)","(11.0, 13.0, 12.033898305084746)","(6.0, 7.8, 7.688)"
07-12-2022 20:49:15.159355,"(1.95, 2.3, 2.2974358974358973)","(17.0, 25.0, 24.243589743589745)","(51.0, 130.0, 129.23076923076923)","(5.0, 7.2, 7.18)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.726315789473683)","(11.0, 13.0, 12.083333333333334)","(6.0, 7.8, 7.688)"
07-12-2022 20:49:16.267231,"(1.95, 2.32, 2.3127272727272725)","(17.0, 25.0, 24.243589743589745)","(51.0, 130.0, 129.23076923076923)","(5.0, 7.2, 7.178947368421053)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.699999999999999)","(11.0, 12.5, 11.961538461538462)","(6.0, 7.8, 7.688)"
07-12-2022 20:49:17.713796,"(1.95, 2.36, 2.3541463414634145)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.23076923076923)","(5.0, 7.2, 7.178947368421053)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.72)","(11.0, 12.5, 11.555555555555555)","(6.0, 7.8, 7.696296296296296)"
07-12-2022 20:49:18.986843,"(1.95, 2.38, 2.3579999999999997)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.25925925925927)","(5.0, 7.2, 7.178947368421053)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.757894736842105)","(11.0, 12.5, 11.76086956521739)","(6.0, 7.8, 7.696296296296296)"
07-12-2022 20:49:20.222553,"(1.95, 2.38, 2.3579999999999997)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.25925925925927)","(5.0, 7.2, 7.178947368421053)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.730434782608695)","(11.0, 12.5, 11.595238095238095)","(6.0, 7.8, 7.696296296296296)"
07-12-2022 20:49:21.626973,"(1.95, 2.38, 2.370322580645161)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.25925925925927)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.184615384615384)","(6.0, 8.2, 7.730434782608695)","(11.0, 12.5, 11.517241379310345)","(6.0, 7.8, 7.635294117647059)"
07-12-2022 20:49:22.785091,"(1.95, 2.38, 2.370322580645161)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.25925925925927)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.705882352941176)","(11.0, 12.5, 11.517241379310345)","(6.0, 7.8, 7.635294117647059)"
07-12-2022 20:49:23.858817,"(1.95, 2.36, 2.352)","(17.0, 25.0, 24.19178082191781)","(51.0, 130.0, 129.25925925925927)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.836363636363636)","(11.0, 12.5, 11.595238095238095)","(6.0, 7.8, 7.635294117647059)"
07-12-2022 20:49:25.155825,"(1.95, 2.36, 2.3540740740740738)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 134.0909090909091)","(5.0, 7.2, 7.176470588235294)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.866666666666666)","(11.0, 12.5, 11.595238095238095)","(6.0, 7.8, 7.635294117647059)"
07-12-2022 20:49:26.483046,"(1.95, 2.36, 2.343225806451613)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 147.33333333333334)","(5.0, 7.2, 7.1)","(19.0, 23.0, 21.225806451612904)","(6.0, 8.2, 7.866666666666666)","(11.0, 12.5, 11.536363636363637)","(6.0, 7.8, 7.635294117647059)"
07-12-2022 20:49:27.750696,"(1.95, 2.4, 2.3592)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 146.95652173913044)","(5.0, 7.2, 7.177777777777778)","(19.0, 23.0, 21.184615384615384)","(6.0, 8.2, 7.8)","(11.0, 12.5, 11.617647058823529)","(6.0, 7.8, 7.58)"
07-12-2022 20:49:29.116612,"(1.95, 2.38, 2.3528571428571428)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 146.95652173913044)","(5.0, 7.2, 7.177777777777778)","(19.0, 23.0, 21.184615384615384)","(6.0, 8.2, 7.8)","(11.0, 12.5, 11.696428571428571)","(6.0, 7.6, 7.618181818181818)"
07-12-2022 20:49:30.311058,"(1.95, 2.38, 2.3514999999999997)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 146.95652173913044)","(5.0, 7.2, 7.177777777777778)","(19.0, 23.0, 21.21212121212121)","(6.0, 8.2, 7.8)","(11.0, 12.5, 11.556603773584905)","(6.0, 7.8, 7.618181818181818)"
07-12-2022 20:49:31.516470,"(1.95, 2.38, 2.356)","(17.0, 25.0, 24.19178082191781)","(51.0, 160.0, 144.05405405405406)","(5.0, 7.2, 7.095652173913043)","(19.0, 23.0, 21.21212121212121)","(6.0, 8.2, 7.771428571428571)","(11.0, 12.5, 11.556603773584905)","(6.0, 7.8, 7.58)"
07-12-2022 20:49:32.708110,"(1.95, 2.4, 2.3645454545454543)","(17.0, 25.0, 24.19178082191781)","(51.0, 150.0, 144.05405405405406)","(5.0, 7.2, 7.095652173913043)","(19.0, 23.0, 21.21212121212121)","(6.0, 8.2, 7.771428571428571)","(11.0, 12.5, 11.637931034482758)","(6.0, 7.8, 7.58)"
07-12-2022 20:49:34.046274,"(1.95, 2.38, 2.3628571428571425)","(17.0, 25.0, 23.8)","(61.0, 150.0, 143.68421052631578)","(5.0, 7.2, 7.066666666666666)","(19.0, 23.0, 21.636363636363637)","(6.0, 8.2, 7.792857142857143)","(11.0, 12.5, 11.669230769230769)","(6.0, 7.6, 7.584)"
07-12-2022 20:49:35.254679,"(1.95, 2.4, 2.391794871794872)","(17.0, 24.0, 23.8)","(61.0, 150.0, 143.68421052631578)","(5.0, 7.2, 7.066666666666666)","(19.0, 22.0, 21.652173913043477)","(6.0, 8.2, 7.792857142857143)","(11.0, 12.5, 11.717391304347826)","(6.0, 7.6, 7.723076923076923)"
07-12-2022 20:49:36.484063,"(1.95, 2.36, 2.3433333333333333)","(17.0, 24.0, 23.307692307692307)","(61.0, 150.0, 143.68421052631578)","(5.0, 7.2, 7.1)","(19.0, 22.0, 20.567164179104477)","(6.0, 8.2, 7.744)","(11.0, 12.5, 11.590909090909092)","(6.0, 7.8, 7.461538461538462)"
07-12-2022 20:49:37.701077,"(1.95, 2.38, 2.366153846153846)","(17.0, 24.0, 23.341463414634145)","(61.0, 150.0, 143.68421052631578)","(5.0, 7.2, 7.1466666666666665)","(19.0, 22.0, 20.58823529411765)","(6.0, 8.0, 7.744)","(11.0, 12.0, 11.703703703703704)","(6.0, 7.6, 7.428571428571429)"
07-12-2022 20:49:38.904348,"(1.95, 2.38, 2.3714285714285714)","(17.0, 24.0, 23.229508196721312)","(61.0, 150.0, 144.28571428571428)","(5.0, 7.4, 7.122222222222223)","(19.0, 22.0, 20.51282051282051)","(6.0, 8.0, 7.744)","(11.0, 12.0, 11.703703703703704)","(6.0, 7.6, 7.42)"
07-12-2022 20:49:40.120494,"(1.95, 2.4, 2.3744)","(17.0, 24.0, 23.229508196721312)","(61.0, 150.0, 143.75)","(5.0, 7.4, 7.0476190476190474)","(19.0, 22.0, 20.181818181818183)","(6.0, 8.0, 7.744)","(11.0, 12.0, 11.493333333333334)","(6.0, 7.6, 7.456)"
07-12-2022 20:49:41.312653,"(1.95, 2.42, 2.4017391304347826)","(17.0, 24.0, 23.229508196721312)","(61.0, 150.0, 143.75)","(5.0, 7.2, 6.940740740740741)","(19.0, 21.0, 20.02)","(6.0, 8.0, 7.512195121951219)","(11.0, 12.0, 11.541176470588235)","(6.0, 7.6, 7.453846153846154)"
07-12-2022 20:49:42.510910,"(1.95, 2.44, 2.437272727272727)","(17.0, 24.0, 23.229508196721312)","(61.0, 150.0, 143.75)","(5.0, 7.0, 6.984615384615385)","(19.0, 21.0, 20.02)","(6.0, 7.6, 7.789189189189189)","(11.0, 12.0, 11.333333333333334)","(6.0, 7.6, 7.419047619047619)"
07-12-2022 20:49:43.706466,"(2.05, 2.46, 2.4375)","(18.0, 24.0, 23.24137931034483)","(71.0, 150.0, 143.93939393939394)","(5.5, 7.0, 7.026666666666666)","(18.0, 21.0, 20.0188679245283)","(6.0, 8.0, 7.65945945945946)","(10.0, 11.5, 11.294117647058824)","(6.0, 7.6, 7.427272727272728)"
07-12-2022 20:49:44.864965,"(2.05, 2.46, 2.424)","(18.0, 24.0, 23.043478260869566)","(71.0, 150.0, 143.93939393939394)","(5.5, 7.2, 7.061538461538461)","(18.0, 21.0, 20.0)","(6.0, 7.8, 7.658333333333333)","(10.0, 11.5, 11.196078431372548)","(6.0, 7.6, 7.728571428571429)"
07-12-2022 20:49:45.981887,"(2.05, 2.42, 2.418222222222222)","(18.0, 24.0, 23.203703703703702)","(71.0, 150.0, 144.11764705882354)","(5.5, 7.2, 7.08)","(18.0, 21.0, 20.0)","(6.0, 7.8, 7.658333333333333)","(10.0, 11.5, 11.0)","(6.0, 7.8, 7.961290322580645)"
07-12-2022 20:49:47.405298,"(2.05, 2.4, 2.398461538461538)","(18.0, 24.0, 23.25862068965517)","(71.0, 150.0, 144.28571428571428)","(5.5, 7.4, 7.125490196078432)","(18.0, 21.0, 19.884146341463413)","(6.0, 7.8, 7.689230769230769)","(10.0, 11.0, 10.923076923076923)","(6.0, 8.0, 7.961290322580645)"
07-12-2022 20:49:48.481566,"(2.05, 2.42, 2.410943396226415)","(18.0, 24.0, 23.271186440677965)","(71.0, 150.0, 144.28571428571428)","(5.5, 7.4, 7.125490196078432)","(18.0, 21.0, 19.884146341463413)","(6.0, 7.8, 7.6805970149253735)","(10.0, 11.0, 10.779411764705882)","(6.0, 8.0, 7.9862068965517246)"
07-12-2022 20:49:49.707728,"(2.05, 2.42, 2.410943396226415)","(18.0, 24.0, 23.271186440677965)","(71.0, 150.0, 121.25)","(5.5, 7.4, 7.130612244897959)","(18.0, 21.0, 19.81168831168831)","(6.0, 7.8, 7.544444444444444)","(10.0, 11.0, 10.583333333333334)","(6.0, 8.0, 7.9862068965517246)"
07-12-2022 20:49:50.825261,"(2.05, 2.42, 2.415)","(18.0, 24.0, 23.271186440677965)","(71.0, 130.0, 121.25)","(5.5, 7.4, 7.167272727272727)","(18.0, 21.0, 19.93125)","(6.0, 7.6, 7.570588235294117)","(10.0, 11.0, 10.642857142857142)","(6.0, 8.0, 8.18)"
07-12-2022 20:49:52.023173,"(2.05, 2.4, 2.3980392156862744)","(18.0, 25.0, 24.666666666666668)","(71.0, 130.0, 120.66666666666667)","(5.5, 7.4, 7.153846153846154)","(18.0, 21.0, 19.884615384615383)","(6.0, 7.6, 7.072727272727273)","(10.0, 11.0, 10.4625)","(6.0, 8.2, 7.956521739130435)"
07-12-2022 20:49:53.269469,"(2.05, 2.5, 2.4747368421052633)","(18.0, 28.0, 26.333333333333332)","(71.0, 130.0, 120.66666666666667)","(5.5, 7.2, 7.166666666666667)","(18.0, 21.0, 19.791666666666668)","(6.0, 7.2, 7.085106382978723)","(10.0, 11.0, 10.576086956521738)","(6.0, 8.0, 8.10909090909091)"
07-12-2022 20:49:54.471645,"(2.05, 2.5, 2.482608695652174)","(18.0, 28.0, 26.333333333333332)","(71.0, 130.0, 121.42857142857143)","(5.5, 7.2, 7.165517241379311)","(18.0, 21.0, 19.776315789473685)","(6.0, 7.2, 7.098039215686274)","(10.0, 11.0, 10.594594594594595)","(6.0, 8.2, 8.04)"
07-12-2022 20:49:55.584711,"(2.05, 2.38, 2.3748571428571426)","(18.0, 28.0, 26.181818181818183)","(71.0, 130.0, 123.33333333333333)","(5.5, 7.4, 7.169369369369369)","(18.0, 21.0, 19.743243243243242)","(6.0, 7.2, 7.269230769230769)","(10.0, 11.0, 10.567567567567568)","(6.0, 8.4, 8.0)"
07-12-2022 20:49:56.700863,"(2.05, 2.44, 2.4183333333333334)","(18.0, 28.0, 26.444444444444443)","(71.0, 130.0, 124.66666666666667)","(5.5, 7.4, 7.169369369369369)","(18.0, 21.0, 19.743243243243242)","(6.0, 7.4, 7.2875000000000005)","(10.0, 11.0, 10.59433962264151)","(6.0, 8.2, 7.937777777777778)"
07-12-2022 20:49:57.876719,"(2.05, 2.48, 2.4571428571428573)","(18.0, 28.0, 26.90909090909091)","(71.0, 130.0, 124.66666666666667)","(5.5, 7.4, 7.169369369369369)","(18.0, 21.0, 19.56923076923077)","(6.0, 7.4, 7.307692307692308)","(10.0, 11.0, 10.59433962264151)","(6.0, 8.0, 7.872463768115942)"
07-12-2022 20:49:59.035359,"(2.1, 2.48, 2.4784615384615383)","(18.0, 28.0, 26.90909090909091)","(61.0, 130.0, 124.66666666666667)","(5.5, 7.2, 7.107407407407408)","(18.0, 21.0, 19.56923076923077)","(6.0, 7.4, 7.286666666666667)","(10.0, 11.0, 11.025)","(6.0, 8.0, 7.86865671641791)"
07-12-2022 20:50:00.159294,"(2.1, 2.48, 2.4678260869565216)","(18.0, 28.0, 27.0)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.2, 7.107407407407408)","(18.0, 21.0, 19.61111111111111)","(6.0, 7.4, 7.186206896551724)","(10.0, 11.5, 11.224137931034482)","(6.0, 8.0, 7.864615384615385)"
07-12-2022 20:50:01.271073,"(2.1, 2.48, 2.464)","(18.0, 28.0, 27.0)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.2, 7.09795918367347)","(18.0, 20.0, 19.61111111111111)","(6.0, 7.2, 7.232)","(10.0, 11.5, 11.071428571428571)","(6.0, 8.0, 7.830985915492958)"
07-12-2022 20:50:02.297471,"(2.1, 2.48, 2.466666666666667)","(18.0, 28.0, 26.655172413793103)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.2, 7.1521739130434785)","(18.0, 20.0, 19.86)","(6.0, 7.4, 7.2823529411764705)","(10.0, 11.5, 11.055555555555555)","(6.0, 8.0, 7.7924528301886795)"
07-12-2022 20:50:03.379941,"(2.1, 2.46, 2.455)","(18.0, 26.0, 25.75)","(61.0, 130.0, 124.66666666666667)","(5.5, 7.4, 7.17)","(18.0, 20.0, 19.692307692307693)","(6.0, 7.4, 7.2700000000000005)","(10.0, 11.5, 11.055555555555555)","(6.0, 7.8, 7.7924528301886795)"
07-12-2022 20:50:04.496394,"(2.1, 2.46, 2.4459999999999997)","(18.0, 26.0, 25.75)","(61.0, 130.0, 123.33333333333333)","(5.5, 7.4, 7.17)","(18.0, 20.0, 19.555555555555557)","(6.0, 7.4, 7.323636363636363)","(10.0, 11.5, 11.055555555555555)","(6.0, 7.8, 7.7924528301886795)"
