,Mitcham Xena,Oliviero,Homebush Axel,Opawa Barb,Nouveau,Laxmans Ganguly,Homebush Benji
10-01-2023 10:28:17.073703,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:18.023260,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:18.950132,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:19.861575,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:20.785197,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:21.699451,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:22.624029,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:23.554187,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:24.463387,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:25.406902,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:26.329893,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:27.279965,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:28.209654,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:29.153765,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:30.066895,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:30.989708,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:31.886695,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:32.829857,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:33.741171,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:34.629199,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:35.520935,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:36.416832,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 3.9986666666666664)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:37.313498,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:38.237808,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:39.135778,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:40.087336,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:41.032700,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:42.006107,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:42.952467,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:43.896358,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:44.804811,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:45.741600,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:46.656951,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:47.583076,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:48.493830,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:49.399837,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:50.298819,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:51.216256,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:52.128233,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:53.055821,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:53.972406,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 19.5, 18.490909090909092)","(2.7, 5.3, 4.458260869565217)","(6.5, 13.5, 12.617647058823529)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:54.904627,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:55.836468,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:56.734868,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:57.664927,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:58.572114,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:28:59.500041,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 5.970000000000001)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:00.431050,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:01.350925,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:02.259125,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:03.182713,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:04.083222,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:05.011577,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:05.913847,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:06.798225,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:07.702341,"(2.6, 4.2, 3.2742857142857145)","(9.0, 19.5, 18.490909090909092)","(9.0, 21.0, 19.854545454545455)","(2.7, 7.0, 6.32258064516129)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:08.593010,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 24.0, 18.8)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:09.509944,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 24.0, 18.8)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:10.434723,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 24.0, 18.8)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:11.343074,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 24.0, 18.8)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:12.293406,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:13.223392,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:14.164731,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:15.099454,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 5.810526315789474)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:16.055544,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:16.985485,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:17.913739,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:18.843101,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:19.757730,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:20.655824,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:21.555302,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:22.446671,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:23.312954,"(2.6, 3.55, 2.8863157894736844)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:24.204124,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:25.138025,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:26.054596,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:26.993235,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:27.896078,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:28.834339,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:29.742386,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:30.685690,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:31.595282,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:32.509947,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:33.421770,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:34.305184,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:35.203993,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:36.084319,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
10-01-2023 10:29:37.002148,"(2.6, 3.55, 2.965)","(9.0, 19.5, 18.490909090909092)","(9.0, 27.0, 25.309090909090912)","(2.7, 7.2, 6.391384615384616)","(6.5, 16.0, 14.823529411764707)","(15.0, 140.0, 91.53846153846153)","(8.0, 16.0, 14.676923076923078)"
