,Bronze Lady,Lucky Lockett,Hallelujah Baby,Get My Point,Shes Fancy Like,A Rousing Babe,Hot Link,Raucous Tizzy,Standforgrit,Mo Town Gal
07-01-2023 09:23:54.318383,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 4.2125)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 68.55555555555556)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:23:55.650922,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 68.55555555555556)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:23:56.989519,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 68.55555555555556)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:23:58.463229,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 68.55555555555556)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:23:59.752841,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 68.55555555555556)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:01.067283,"(14.0, 70.0, 26.794117647058826)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 130.0, 75.75)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:02.206323,"(14.0, 70.0, 41.0)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 140.0, 75.75)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:03.381271,"(14.0, 70.0, 40.5)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:04.597878,"(14.0, 70.0, 41.0)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:05.809670,"(14.0, 70.0, 41.0)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 22.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.2558823529411764)"
07-01-2023 09:24:07.096958,"(14.0, 70.0, 41.0)","(9.0, 23.0, 14.875)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 34.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:08.428983,"(14.0, 36.0, 32.8)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:09.701724,"(14.0, 36.0, 32.8)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:10.968986,"(14.0, 36.0, 32.8)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:12.267381,"(14.0, 36.0, 32.8)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:13.478213,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:14.614263,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 5.98)"
07-01-2023 09:24:15.770278,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.085)"
07-01-2023 09:24:16.903884,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.300000000000001)"
07-01-2023 09:24:18.053710,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:19.256462,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:20.503386,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:21.719686,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:22.925330,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:24.118292,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:25.276347,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:26.425143,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:27.496670,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:28.612890,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:29.774768,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:30.933911,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:32.139033,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:33.348041,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:34.535094,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:35.711436,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 76.0)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:36.861395,"(14.0, 36.0, 24.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 140.0, 214.42857142857142)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:37.986908,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(16.0, 65.0, 19.933333333333334)","(2.8, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.42857142857142)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:39.103296,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:40.206495,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:41.376784,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:42.585748,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:43.781103,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:44.932284,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:46.086768,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:47.241528,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:48.398468,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:49.523136,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:50.647861,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:51.823900,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:53.022982,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:54.239463,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 19.933333333333334)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:55.425362,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 65.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:56.552910,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:57.731670,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:58.849433,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:24:59.982719,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:01.145526,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:02.315068,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
07-01-2023 09:25:03.456041,"(14.0, 34.0, 23.25)","(9.0, 22.0, 16.0)","(15.0, 70.0, 20.6)","(2.9, 4.7, 3.585714285714286)","(26.0, 230.0, 123.25)","(2.7, 5.4, 4.407692307692308)","(14.0, 32.0, 21.5)","(26.0, 230.0, 214.46428571428572)","(26.0, 130.0, 24.607142857142858)","(6.0, 6.4, 6.307692307692308)"
