,Bronze Lady,Lucky Lockett,Hallelujah Baby,Get My Point,Shes Fancy Like,A Rousing Babe,Hot Link,Raucous Tizzy,Standforgrit,Mo Town Gal
07-01-2023 09:26:27.561262,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:28.759949,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:29.918505,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:31.097674,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:32.319264,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:33.547253,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:34.804665,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:36.025985,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:37.211005,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:38.403762,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:39.560001,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:40.719051,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:41.925260,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:43.323714,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:44.856148,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 123.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:46.206652,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 230.0, 118.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:47.542729,"(14.0, 36.0, 24.25)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 220.0, 118.25)","(3.0, 5.4, 4.266666666666667)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:48.838679,"(14.0, 38.0, 21.0)","(8.0, 22.0, 14.08)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 220.0, 118.25)","(3.0, 5.4, 5.083333333333334)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:50.232506,"(14.0, 46.0, 80.5)","(8.0, 22.0, 15.9)","(13.0, 150.0, 104.33333333333333)","(3.1, 6.8, 6.0375)","(21.0, 220.0, 118.25)","(3.0, 12.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 200.0, 162.0)","(19.0, 220.0, 118.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:51.650060,"(14.0, 100.0, 80.5)","(8.0, 23.0, 17.05)","(13.0, 150.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 200.0, 154.0)","(19.0, 220.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:52.943910,"(14.0, 100.0, 80.5)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:54.222687,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:55.442515,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:56.721865,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:58.038278,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:26:59.300643,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:00.608341,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:01.897593,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:03.147001,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:04.473002,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:05.711422,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:06.986213,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 5.955555555555556)"
07-01-2023 09:27:08.283644,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 6.233333333333333)"
07-01-2023 09:27:09.674274,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 6.4, 8.627272727272727)"
07-01-2023 09:27:11.027813,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 9.67142857142857)"
07-01-2023 09:27:12.379188,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 6.5)"
07-01-2023 09:27:13.779598,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 6.5)"
07-01-2023 09:27:14.984882,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 6.5)"
07-01-2023 09:27:16.294196,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 10.299999999999999)"
07-01-2023 09:27:17.746447,"(14.0, 160.0, 146.2)","(8.0, 22.0, 17.05)","(13.0, 140.0, 97.66666666666667)","(3.1, 6.8, 6.0375)","(20.0, 220.0, 118.25)","(3.0, 10.0, 8.425)","(12.0, 26.0, 18.5)","(19.0, 190.0, 154.0)","(19.0, 210.0, 113.25)","(7.0, 12.5, 10.299999999999999)"
