,Prince Danube,Creme De Monte,Double Tara,Rosas Routine,Last Date,Chase Me Chopper,Shonas Fury,Thriller Strike
11-01-2023 19:19:57.776618,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:19:58.909866,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:00.055388,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:01.247745,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:02.427629,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:03.575372,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:04.639180,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:05.761191,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:06.857805,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:07.916013,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:09.012641,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:10.156601,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:11.343264,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:12.559113,"(8.5, 21.0, 14.333333333333332)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:13.685860,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:14.708185,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:15.813315,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:16.947604,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:18.111353,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:19.234149,"(8.5, 21.0, 15.0)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:20.373920,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:21.556280,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:22.677148,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:23.780146,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:24.928271,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:26.105717,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:27.268217,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:28.418837,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:29.478598,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:30.599320,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:31.646852,"(8.5, 21.0, 17.9)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:32.751258,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:33.832473,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:35.227064,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:36.590308,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:37.725586,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:38.816950,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:40.113683,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:41.434210,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:42.642096,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:43.806503,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:45.034571,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:46.277959,"(8.5, 21.0, 17.736842105263158)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:47.437862,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:48.541405,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:49.689631,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:50.983223,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:52.199201,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:53.332916,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:54.410163,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:55.536644,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:56.714103,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:57.860991,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:20:59.038641,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:00.234629,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:01.417964,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:02.647136,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 162.0)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.066666666666666)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:03.820746,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 14.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:04.980624,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:06.095344,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:07.258019,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:08.459030,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:09.572279,"(8.5, 21.0, 17.1875)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:10.686301,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:11.768712,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:12.882886,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 146.0)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:14.009982,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 139.29411764705884)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:15.181470,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 139.29411764705884)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:16.376001,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 139.29411764705884)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:17.513132,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 139.29411764705884)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
11-01-2023 19:21:18.556493,"(8.5, 21.0, 15.863157894736844)","(3.4, 5.1, 3.6333333333333333)","(41.0, 290.0, 154.47058823529412)","(2.8, 4.3, 2.9524999999999997)","(31.0, 260.0, 139.29411764705884)","(11.0, 32.0, 25.823529411764707)","(6.5, 12.0, 9.685714285714285)","(4.0, 6.8, 5.2328125)"
