,Prince Danube,Creme De Monte,Double Tara,Rosas Routine,Last Date,Chase Me Chopper,Shonas Fury,Thriller Strike
11-01-2023 19:28:51.445891,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:52.783335,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:54.167699,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:55.474611,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:56.817054,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:58.160066,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:28:59.642568,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:01.112993,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 74.0)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:02.528499,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 74.0)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:03.934067,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:05.219883,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:06.503766,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:07.867154,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:09.166887,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:10.373421,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:11.614506,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:12.964327,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:14.288267,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:15.513113,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 78.57142857142857)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 122.375)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:16.692417,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 94.0)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:17.865953,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 100.57142857142857)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:19.112171,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 100.57142857142857)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:20.347257,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:21.632640,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:22.898828,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:24.168258,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 22.0, 14.363636363636363)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:25.425452,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 22.0, 17.857142857142858)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:26.724948,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3128571428571427)","(31.0, 140.0, 113.0)","(11.0, 20.0, 17.857142857142858)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:28.077553,"(8.5, 17.0, 15.916666666666666)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.6354545454545457)","(31.0, 140.0, 113.0)","(11.0, 20.0, 17.6)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:29.442453,"(8.5, 17.0, 15.083333333333332)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.9014634146341463)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:30.884769,"(8.5, 16.0, 15.083333333333332)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.266666666666667)"
11-01-2023 19:29:32.383345,"(8.5, 16.0, 14.428571428571429)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.6, 5.685714285714285)"
11-01-2023 19:29:34.033996,"(8.5, 16.0, 14.428571428571429)","(3.4, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 110.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:35.319043,"(8.5, 16.0, 14.428571428571429)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:36.709769,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 10.05)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:38.091869,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:39.476049,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:40.791246,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:42.116890,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.195)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.8)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.4, 6.2)"
11-01-2023 19:29:43.519121,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 76.66666666666667)","(2.8, 4.2, 3.3066666666666666)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.4, 5.7)"
11-01-2023 19:29:44.886697,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.8285714285714287)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.085714285714286)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 10.766666666666666)","(4.0, 6.0, 5.71875)"
11-01-2023 19:29:46.219270,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.7333333333333334)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.085714285714286)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 10.725)","(4.0, 6.0, 5.5)"
11-01-2023 19:29:47.559820,"(8.5, 15.0, 14.25)","(3.5, 4.4, 3.9000000000000004)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.085714285714286)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.0, 5.5)"
11-01-2023 19:29:48.973525,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.3333333333333335)","(31.0, 140.0, 110.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 9.566666666666666)","(4.0, 6.0, 5.552941176470588)"
11-01-2023 19:29:50.354371,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.3333333333333335)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.333333333333334)","(6.5, 11.5, 9.566666666666666)","(4.0, 5.8, 5.449999999999999)"
11-01-2023 19:29:51.698480,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.3333333333333335)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 10.67142857142857)","(4.0, 5.8, 5.266666666666667)"
11-01-2023 19:29:52.991424,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 9.566666666666666)","(4.0, 5.8, 5.3090909090909095)"
11-01-2023 19:29:54.246107,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 10.67142857142857)","(4.0, 5.8, 5.266666666666667)"
11-01-2023 19:29:55.580513,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 9.700000000000001)","(4.0, 5.8, 5.3090909090909095)"
11-01-2023 19:29:56.849879,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 9.833333333333334)","(4.0, 5.8, 5.0285714285714285)"
11-01-2023 19:29:58.113973,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 9.833333333333334)","(4.0, 5.8, 5.013333333333333)"
11-01-2023 19:29:59.439657,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 10.785714285714286)","(4.0, 5.6, 5.013333333333333)"
11-01-2023 19:30:00.793515,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 67.77777777777777)","(2.8, 4.2, 3.12)","(31.0, 140.0, 113.0)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 11.045454545454545)","(4.0, 5.6, 5.013333333333333)"
11-01-2023 19:30:02.112453,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 66.0)","(2.8, 4.2, 3.12)","(31.0, 140.0, 107.27272727272728)","(11.0, 20.0, 15.153846153846153)","(6.5, 11.5, 11.261904761904763)","(4.0, 5.6, 5.013333333333333)"
11-01-2023 19:30:03.656648,"(8.5, 15.0, 14.25)","(3.5, 4.2, 3.7)","(41.0, 90.0, 66.0)","(2.8, 4.2, 3.696)","(31.0, 140.0, 110.9090909090909)","(11.0, 20.0, 15.557692307692308)","(6.5, 11.5, 11.261904761904763)","(4.0, 5.6, 4.866666666666666)"
11-01-2023 19:30:05.363911,"(8.5, 15.0, 12.375)","(3.5, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.894)","(31.0, 120.0, 112.5)","(11.0, 19.5, 18.071428571428573)","(6.5, 11.5, 10.925)","(4.0, 5.6, 4.957142857142856)"
11-01-2023 19:30:06.826410,"(8.5, 15.0, 11.85)","(3.6, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.894)","(31.0, 120.0, 113.33333333333334)","(11.0, 19.5, 18.071428571428573)","(6.5, 11.5, 10.58)","(4.0, 5.6, 4.957142857142856)"
11-01-2023 19:30:08.254842,"(8.5, 15.0, 11.85)","(3.6, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.896)","(31.0, 120.0, 113.33333333333334)","(11.0, 19.5, 18.071428571428573)","(6.5, 11.5, 10.925)","(4.0, 5.6, 4.957142857142856)"
11-01-2023 19:30:09.638224,"(8.5, 15.0, 11.85)","(3.6, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.8725)","(31.0, 120.0, 113.33333333333334)","(11.0, 19.5, 18.071428571428573)","(6.5, 11.5, 10.58)","(4.0, 5.6, 4.957142857142856)"
11-01-2023 19:30:10.992688,"(8.5, 15.0, 10.95)","(3.6, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.8725)","(31.0, 120.0, 91.81818181818181)","(11.0, 19.5, 16.75)","(6.5, 11.5, 10.58)","(4.0, 5.6, 5.327272727272728)"
11-01-2023 19:30:12.375321,"(8.5, 15.0, 10.95)","(3.6, 4.2, 3.7)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.8725)","(31.0, 110.0, 95.0)","(11.0, 19.0, 15.785714285714286)","(6.5, 11.5, 10.58)","(4.0, 5.4, 4.933333333333334)"
11-01-2023 19:30:13.747005,"(8.5, 15.0, 10.95)","(3.6, 4.2, 3.8526315789473684)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.88125)","(31.0, 100.0, 85.45454545454545)","(11.0, 19.0, 15.642857142857142)","(6.5, 11.5, 10.58)","(4.0, 5.2, 5.054545454545455)"
11-01-2023 19:30:15.038532,"(8.5, 15.0, 10.95)","(3.6, 4.2, 3.8526315789473684)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.0, 3.8899999999999997)","(31.0, 100.0, 85.45454545454545)","(11.0, 18.5, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:16.270918,"(8.5, 15.0, 10.95)","(3.6, 4.2, 3.7866666666666666)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.1, 3.8899999999999997)","(31.0, 100.0, 91.11111111111111)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:17.507342,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.7279999999999998)","(41.0, 85.0, 78.0)","(2.8, 4.1, 3.8899999999999997)","(31.0, 100.0, 86.25)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:18.861758,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.7279999999999998)","(41.0, 85.0, 73.33333333333333)","(2.8, 4.1, 3.8899999999999997)","(31.0, 90.0, 86.25)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:20.183134,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 85.0, 74.0)","(2.8, 4.1, 3.7437499999999995)","(31.0, 90.0, 81.0)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:21.447163,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 90.0, 81.0)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:22.726522,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 90.0, 81.0)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:24.018531,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 90.0, 79.44444444444444)","(11.0, 18.0, 16.833333333333332)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.933333333333333)"
11-01-2023 19:30:25.295133,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 18.0, 15.5)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.683333333333333)"
11-01-2023 19:30:26.594295,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 18.0, 15.357142857142858)","(6.5, 11.5, 10.58)","(4.0, 5.1, 4.75)"
11-01-2023 19:30:27.854131,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.5, 16.166666666666668)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:29.226585,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 16.166666666666668)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:30.581475,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 16.166666666666668)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:31.795084,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 14.727272727272727)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:32.986071,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.726086956521739)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:34.274799,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:35.705874,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 79.44444444444444)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:37.024392,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 85.0, 75.55555555555556)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:38.375385,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.23529411764706)","(2.8, 4.1, 3.425)","(31.0, 80.0, 75.55555555555556)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:39.870603,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.125)","(2.8, 4.1, 3.425)","(31.0, 80.0, 75.55555555555556)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:41.262139,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.23529411764706)","(2.8, 4.1, 3.425)","(31.0, 80.0, 75.55555555555556)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
11-01-2023 19:30:42.663634,"(8.5, 15.0, 10.95)","(3.6, 4.3, 3.6782608695652175)","(41.0, 80.0, 78.23529411764706)","(2.8, 4.1, 3.425)","(31.0, 80.0, 71.66666666666667)","(11.0, 17.0, 14.75)","(6.5, 11.5, 10.58)","(4.0, 5.0, 4.75)"
