,Aston Floyd,Ensemble,Oxidation,Fabs Max Potato,Besant Bale,Fabs Wasabi,Flying Farrugia
14-12-2022 14:24:15.975646,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4478378378378376)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:16.985504,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.4478378378378376)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:17.981994,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.387272727272727)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:19.026871,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.391304347826087)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:20.064997,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.391304347826087)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:21.098566,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.391304347826087)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:22.137341,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:23.123970,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:24.131143,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:25.219026,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:26.225763,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:27.345131,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:28.356408,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:29.450428,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:30.588411,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:31.729955,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:32.855771,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:34.012890,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:35.090143,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:36.165927,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:37.270333,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:38.346624,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:39.416157,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:40.428597,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:41.459794,"(8.0, 19.5, 10.678571428571429)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 5.85)","(8.5, 16.0, 13.5)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 22.8)"
14-12-2022 14:24:42.485687,"(8.0, 16.5, 12.166666666666666)","(10.0, 32.0, 26.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.2, 5.9)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 24.136363636363637)"
14-12-2022 14:24:43.558292,"(8.0, 16.5, 13.058823529411764)","(10.0, 32.0, 26.285714285714285)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.4, 5.9)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:44.631608,"(8.0, 16.5, 12.88888888888889)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 6.4, 5.9)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:45.747944,"(8.0, 16.5, 12.166666666666668)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 6.4, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:46.821407,"(8.0, 16.5, 12.166666666666668)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:48.016401,"(8.0, 16.0, 13.75)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:49.155113,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:50.270078,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:51.398583,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:52.473435,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:53.478284,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:54.539048,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:55.700683,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:56.810054,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:57.923967,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:24:59.134095,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:00.216079,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:01.463790,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:02.555959,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:03.601753,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:04.585729,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:05.625830,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:06.885275,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:08.007996,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:09.145715,"(8.0, 16.0, 12.727272727272727)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.357142857142857)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:10.288140,"(8.0, 16.0, 13.75)","(10.0, 32.0, 26.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.0, 6.293333333333333)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:11.476180,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.293333333333333)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:12.639441,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.293333333333333)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:13.800839,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:14.902468,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:16.092595,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:17.238960,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:18.296853,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:19.351948,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:20.360707,"(8.0, 16.0, 13.75)","(10.0, 32.0, 28.142857142857142)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:21.402241,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:22.573276,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:23.680754,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:24.963551,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:26.093272,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:27.498279,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.333333333333332)","(2.4, 2.48, 2.3666666666666667)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:28.872196,"(8.0, 16.0, 13.75)","(10.0, 32.0, 27.5)","(3.3, 6.4, 5.688888888888889)","(5.5, 7.2, 6.69)","(8.5, 16.0, 13.23076923076923)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:30.184065,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.0)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.402727272727273)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:31.393234,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.0)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:32.696796,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:33.837327,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:34.875934,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:36.009065,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.387272727272727)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:37.082905,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.387272727272727)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:38.101030,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.387272727272727)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:39.242772,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.542857142857143)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:40.341423,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:41.438901,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.485714285714286)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.442222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:42.502824,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.382222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:43.674656,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.733333333333333)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.4)","(2.4, 2.48, 2.382222222222222)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:44.876310,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.9)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.394838709677419)","(17.0, 34.0, 28.289473684210527)"
14-12-2022 14:25:46.071715,"(8.0, 16.0, 13.75)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.542857142857143)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.434705882352941)","(17.0, 34.0, 27.21875)"
14-12-2022 14:25:47.238440,"(8.0, 16.0, 14.625)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.542857142857143)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.434705882352941)","(17.0, 34.0, 27.21875)"
14-12-2022 14:25:48.494898,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.777777777777778)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.382222222222222)","(17.0, 34.0, 27.21875)"
14-12-2022 14:25:50.046366,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.933333333333334)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.382222222222222)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:51.206294,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.933333333333334)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.382222222222222)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:52.422082,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.2)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.434705882352941)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:54.179146,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.2)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.434705882352941)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:55.428846,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.933333333333334)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.48, 2.393333333333333)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:56.688347,"(8.0, 16.0, 14.125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.933333333333334)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.46, 2.393333333333333)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:58.006589,"(8.0, 16.0, 14.3125)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.2)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.46, 2.4385714285714286)","(17.0, 34.0, 25.25)"
14-12-2022 14:25:59.198237,"(8.0, 16.5, 15.73076923076923)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.2)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.46, 2.38)","(17.0, 34.0, 25.25)"
14-12-2022 14:26:00.392288,"(8.0, 16.5, 15.73076923076923)","(10.0, 32.0, 29.9)","(3.3, 6.4, 5.777777777777778)","(5.5, 7.2, 6.69)","(8.5, 16.0, 12.5)","(2.4, 2.46, 2.393333333333333)","(17.0, 34.0, 25.25)"
14-12-2022 14:26:01.555348,"(8.0, 16.5, 15.73076923076923)","(10.0, 32.0, 29.9)","(3.3, 6.4, 6.0)","(5.5, 7.2, 6.86)","(8.5, 16.0, 12.192307692307692)","(2.4, 2.46, 2.393333333333333)","(17.0, 34.0, 27.666666666666668)"
