,Rickys Revenge,Cairo Boogie,Suleman,Chesapeake Charlie,Kid Bourbon,Champagne Jam,Citizens Fire,Dominant Factor,Thatza Alpha,Light Work
15-12-2022 14:10:46.123837,"(13.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.5)","(2.35, 2.8, 2.727272727272727)","(26.0, 65.0, 50.5)","(26.0, 65.0, 61.375)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 49.0)","(17.0, 32.0, 27.846153846153847)"
15-12-2022 14:10:47.474190,"(13.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.5)","(2.35, 2.76, 2.7054545454545456)","(26.0, 65.0, 50.5)","(26.0, 65.0, 51.5)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 49.0)","(17.0, 32.0, 24.88888888888889)"
15-12-2022 14:10:48.811396,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 36.333333333333336)","(2.35, 2.76, 2.6921739130434785)","(26.0, 65.0, 50.5)","(26.0, 65.0, 51.5)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 49.0)","(17.0, 32.0, 24.88888888888889)"
15-12-2022 14:10:50.139459,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.625)","(2.35, 2.74, 2.7033333333333336)","(26.0, 65.0, 50.5)","(26.0, 65.0, 51.5)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 49.0)","(17.0, 32.0, 24.88888888888889)"
15-12-2022 14:10:51.500847,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.625)","(2.35, 2.74, 2.7449999999999997)","(26.0, 65.0, 50.5)","(26.0, 65.0, 51.5)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 49.0)","(17.0, 32.0, 24.88888888888889)"
15-12-2022 14:10:52.894065,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.625)","(2.35, 2.78, 2.746206896551724)","(26.0, 65.0, 50.5)","(26.0, 65.0, 51.5)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 50.8)","(17.0, 32.0, 24.88888888888889)"
15-12-2022 14:10:54.282901,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 38.625)","(2.35, 2.78, 2.746206896551724)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 51.77777777777778)","(17.0, 32.0, 27.2)"
15-12-2022 14:10:55.639661,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.78, 2.746206896551724)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 51.77777777777778)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:10:56.980395,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.78, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 72.14285714285714)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:10:58.320680,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 72.14285714285714)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:10:59.655677,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 73.42857142857143)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:00.962443,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 72.14285714285714)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:02.262532,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 72.14285714285714)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:03.535357,"(13.0, 23.0, 22.2)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.74)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:04.842798,"(13.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.8)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:06.190791,"(13.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.8)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 67.6923076923077)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:07.576281,"(13.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.7800000000000002)","(20.0, 40.0, 35.0)","(2.35, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 64.0)","(17.0, 32.0, 27.764705882352942)"
15-12-2022 14:11:09.256831,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.86, 2.838)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.7377777777777776)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 94.78260869565217)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:11.312380,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.88, 2.875)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.792307692307692)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 94.78260869565217)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:13.193153,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.92, 2.88)","(20.0, 40.0, 35.0)","(2.3, 2.82, 2.720666666666667)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 94.78260869565217)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:14.785973,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.94, 2.88)","(20.0, 40.0, 35.0)","(2.3, 2.86, 2.7264285714285714)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 94.78260869565217)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:16.343134,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.94, 2.92)","(20.0, 40.0, 35.0)","(2.3, 2.86, 2.809230769230769)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 47.2)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:18.084195,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.98, 2.9105)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 98.84615384615384)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:19.777724,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.9105)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 98.84615384615384)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:21.845903,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.9105)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 98.84615384615384)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:23.719528,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.9105)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 98.84615384615384)","(17.0, 32.0, 25.25)"
15-12-2022 14:11:25.306687,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.9105)","(20.0, 40.0, 35.0)","(2.3, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 98.84615384615384)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:26.850251,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.864)","(20.0, 40.0, 35.0)","(2.25, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 50.8)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:28.373274,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:29.900119,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:31.413893,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.84, 2.68)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:32.886354,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.84, 2.646666666666667)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:34.345487,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.82, 2.666666666666667)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:35.894115,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.85625)","(20.0, 40.0, 35.0)","(2.25, 2.8, 2.645185185185185)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 85.0)","(17.0, 32.0, 24.8)"
15-12-2022 14:11:37.421781,"(14.0, 23.0, 21.0)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.803157894736842)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.645185185185185)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 100.0)","(17.0, 32.0, 27.2)"
15-12-2022 14:11:38.922918,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 2.94, 2.803157894736842)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.645185185185185)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 79.375)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:40.423693,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 3.0057142857142853)","(20.0, 40.0, 35.0)","(2.25, 2.8, 2.642962962962963)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 80.5)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:41.868120,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 3.0057142857142853)","(20.0, 40.0, 35.0)","(2.25, 2.8, 2.642962962962963)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 80.5)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:43.376347,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 3.040882352941176)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.641739130434783)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 80.5)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:44.852467,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.8488235294117645)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.684)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 80.5)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:46.273379,"(15.0, 24.0, 21.5)","(9.0, 12.5, 12.105263157894736)","(2.35, 3.05, 2.8488235294117645)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.684)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 80.5)","(16.0, 32.0, 24.8)"
15-12-2022 14:11:47.657653,"(15.0, 24.0, 21.5)","(9.0, 12.5, 11.818181818181818)","(2.35, 3.05, 2.853333333333333)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.6263414634146343)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:49.050812,"(15.0, 24.0, 21.5)","(9.0, 12.5, 11.818181818181818)","(2.35, 3.0, 2.8327999999999998)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.6799999999999997)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:50.527728,"(15.0, 24.0, 21.5)","(9.0, 12.5, 11.818181818181818)","(2.35, 3.0, 2.8327999999999998)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6799999999999997)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:52.048735,"(15.0, 20.0, 19.22222222222222)","(9.0, 12.5, 11.818181818181818)","(2.35, 3.0, 2.8327999999999998)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.619090909090909)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:53.528142,"(15.0, 20.0, 18.833333333333332)","(9.0, 12.5, 11.818181818181818)","(2.35, 3.0, 2.8327999999999998)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:54.906738,"(15.0, 20.0, 19.391304347826086)","(9.0, 12.5, 11.473684210526315)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:56.216672,"(15.0, 20.0, 18.833333333333332)","(9.0, 12.5, 11.827586206896552)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 52.6)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:57.572919,"(15.0, 20.0, 18.833333333333332)","(9.0, 12.5, 12.333333333333334)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 74.875)","(16.0, 32.0, 25.25)"
15-12-2022 14:11:58.921840,"(15.0, 20.0, 18.833333333333332)","(9.0, 12.5, 12.333333333333334)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 50.5)","(26.0, 65.0, 61.375)","(26.0, 130.0, 75.33333333333333)","(26.0, 130.0, 72.4)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:00.191504,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.627450980392156)","(2.35, 3.0, 2.829787234042553)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.621777777777778)","(26.0, 65.0, 61.900000000000006)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 82.0)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:01.493234,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.627450980392156)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.74, 2.610888888888889)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 82.0)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:02.867444,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.627450980392156)","(2.35, 3.0, 2.808695652173913)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 82.0)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:04.152388,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.627450980392156)","(2.35, 2.98, 2.86)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 82.0)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:05.512942,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.627450980392156)","(2.35, 2.98, 2.86)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 82.0)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:06.938315,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:08.313455,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:09.748726,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:11.091400,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:12.516672,"(15.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:13.856220,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9095999999999997)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.6124444444444443)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:15.190077,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.949655172413793)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.633695652173913)","(26.0, 65.0, 61.125)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:16.525974,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9551724137931035)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.633695652173913)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 53.09090909090909)","(16.0, 32.0, 24.8)"
15-12-2022 14:12:17.923094,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.633695652173913)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 69.57142857142857)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:19.416520,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.76, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 89.71428571428572)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:20.767826,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 61.0)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:22.129081,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 69.57142857142857)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:23.387487,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 70.85714285714286)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:24.603105,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 70.85714285714286)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:25.867338,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 70.85714285714286)","(16.0, 32.0, 27.2)"
15-12-2022 14:12:27.203691,"(14.0, 20.0, 19.44736842105263)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 77.125)","(16.0, 32.0, 28.0)"
15-12-2022 14:12:28.552665,"(14.0, 21.0, 20.07894736842105)","(9.0, 13.0, 11.875)","(2.35, 2.98, 2.9363636363636365)","(20.0, 40.0, 35.0)","(2.25, 2.78, 2.633793103448276)","(26.0, 65.0, 57.25)","(26.0, 65.0, 61.375)","(26.0, 130.0, 88.0)","(26.0, 130.0, 74.80000000000001)","(16.0, 32.0, 28.0)"
