,Drink Long Necks,Head On Bonnie,Fernando Travis,Street Cry,Rowdy Roddy,Swift Sharni,Out Of Gas
12-01-2023 18:30:39.789409,"(4.2, 6.8, 6.15)","(8.5, 14.5, 13.866666666666667)","(9.0, 15.5, 13.133333333333333)","(1.6, 2.06, 2.0575)","(21.0, 75.0, 37.375)","(8.5, 17.5, 13.447368421052632)","(21.0, 130.0, 115.14285714285714)"
12-01-2023 18:30:40.864297,"(4.2, 6.8, 5.771428571428571)","(8.5, 14.5, 13.866666666666667)","(9.0, 15.5, 13.133333333333333)","(1.6, 2.06, 2.0575)","(21.0, 75.0, 45.0)","(8.5, 17.5, 14.233333333333334)","(21.0, 130.0, 115.14285714285714)"
12-01-2023 18:30:41.925577,"(4.2, 6.8, 5.771428571428571)","(8.5, 14.5, 13.866666666666667)","(9.0, 15.5, 13.133333333333333)","(1.6, 2.06, 2.0571428571428574)","(21.0, 75.0, 56.5)","(8.5, 17.5, 14.233333333333334)","(21.0, 130.0, 115.14285714285714)"
12-01-2023 18:30:43.071991,"(4.2, 6.8, 5.771428571428571)","(8.5, 14.5, 13.866666666666667)","(9.0, 15.5, 10.938461538461539)","(1.6, 2.06, 2.033333333333333)","(21.0, 75.0, 54.58333333333333)","(8.5, 17.5, 14.5)","(21.0, 130.0, 113.0)"
12-01-2023 18:30:44.104620,"(4.2, 6.2, 6.0)","(8.5, 14.5, 13.65)","(9.0, 15.0, 11.5875)","(1.6, 2.06, 2.0324324324324325)","(21.0, 75.0, 46.125)","(8.5, 17.5, 15.833333333333332)","(21.0, 130.0, 115.42857142857143)"
12-01-2023 18:30:45.130650,"(4.2, 6.2, 6.0)","(8.5, 14.5, 13.65)","(9.0, 13.5, 10.68)","(1.6, 2.06, 2.0324324324324325)","(21.0, 75.0, 46.125)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 115.42857142857143)"
12-01-2023 18:30:46.195581,"(4.2, 6.2, 5.8)","(8.5, 14.5, 13.65)","(9.0, 13.5, 10.92)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 67.84615384615384)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 115.42857142857143)"
12-01-2023 18:30:47.244666,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 13.5, 10.92)","(1.6, 2.06, 2.0290909090909093)","(21.0, 70.0, 58.0)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 117.375)"
12-01-2023 18:30:48.324633,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 13.5, 10.92)","(1.6, 2.06, 2.0290909090909093)","(21.0, 70.0, 51.8)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 117.375)"
12-01-2023 18:30:49.283189,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 13.0, 11.963636363636363)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 50.142857142857146)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 105.5)"
12-01-2023 18:30:50.274609,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 12.5, 11.6)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 50.142857142857146)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 120.2)"
12-01-2023 18:30:51.279366,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.85)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 120.2)"
12-01-2023 18:30:52.274233,"(4.2, 6.2, 5.72)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:53.339543,"(4.2, 6.2, 5.771428571428571)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:54.338777,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:55.293570,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.0290909090909093)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:56.264059,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.65)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.033157894736842)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:57.355940,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 11.26)","(1.6, 2.06, 2.033157894736842)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:58.399582,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 10.95)","(1.6, 2.06, 2.022105263157895)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:30:59.440573,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 10.95)","(1.6, 2.04, 2.022105263157895)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:31:00.461898,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 10.95)","(1.6, 2.04, 2.022105263157895)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:31:01.451938,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 10.95)","(1.6, 2.04, 2.022105263157895)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 15.833333333333332)","(21.0, 130.0, 82.0)"
12-01-2023 18:31:02.548243,"(4.2, 6.2, 5.709090909090909)","(8.5, 14.5, 13.042857142857143)","(9.0, 12.5, 10.433333333333334)","(1.6, 2.04, 2.022105263157895)","(21.0, 75.0, 48.63636363636363)","(8.5, 16.5, 13.61111111111111)","(21.0, 130.0, 82.0)"
12-01-2023 18:31:03.654748,"(4.2, 6.2, 5.709090909090909)","(8.5, 13.5, 12.816666666666666)","(9.0, 12.5, 10.433333333333334)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 48.63636363636363)","(8.5, 14.0, 13.61111111111111)","(21.0, 130.0, 82.0)"
12-01-2023 18:31:04.642811,"(4.2, 6.2, 5.75)","(8.5, 13.5, 10.766666666666667)","(9.0, 12.5, 10.433333333333334)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 48.63636363636363)","(8.5, 14.0, 13.708333333333334)","(21.0, 130.0, 60.666666666666664)"
12-01-2023 18:31:05.624732,"(4.2, 6.2, 5.699999999999999)","(8.5, 13.5, 10.605882352941176)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 52.5)","(8.5, 14.0, 13.708333333333334)","(21.0, 110.0, 57.33333333333333)"
12-01-2023 18:31:06.610760,"(4.2, 6.2, 5.699999999999999)","(8.5, 13.5, 10.605882352941176)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 57.0)","(8.5, 14.0, 13.897058823529411)","(21.0, 100.0, 57.33333333333333)"
12-01-2023 18:31:07.543270,"(4.2, 6.2, 5.675)","(8.5, 13.5, 10.605882352941176)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 57.529411764705884)","(8.5, 14.0, 13.897058823529411)","(21.0, 100.0, 57.33333333333333)"
12-01-2023 18:31:08.573705,"(4.2, 6.2, 5.675)","(8.5, 13.5, 10.605882352941176)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 100.0, 87.30000000000001)"
12-01-2023 18:31:09.647749,"(4.2, 6.2, 5.675)","(8.5, 13.5, 9.939473684210526)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 90.0, 77.04)"
12-01-2023 18:31:10.602704,"(4.2, 6.2, 5.675)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 90.0, 77.80000000000001)"
12-01-2023 18:31:11.597707,"(4.2, 6.2, 5.9)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:12.627182,"(4.2, 6.2, 5.96)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:13.697607,"(4.2, 6.2, 5.96)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.897058823529411)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:14.722756,"(4.2, 6.2, 5.96)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:15.771358,"(4.2, 6.2, 5.96)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:16.855749,"(4.2, 6.2, 6.0285714285714285)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0247058823529414)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:17.942370,"(4.2, 6.2, 6.0285714285714285)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.016)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:18.990871,"(4.2, 6.0, 5.72)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0192)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:20.114940,"(4.2, 6.0, 5.678571428571429)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0192)","(21.0, 75.0, 59.368421052631575)","(8.5, 14.0, 13.893939393939394)","(21.0, 80.0, 70.83333333333333)"
12-01-2023 18:31:21.161634,"(4.2, 6.0, 5.638888888888889)","(8.5, 13.0, 12.4)","(9.0, 12.5, 9.726315789473684)","(1.6, 2.04, 2.0192)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.571428571428571)","(21.0, 80.0, 59.0)"
12-01-2023 18:31:22.210049,"(4.2, 5.9, 5.5)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.48)","(1.6, 2.04, 2.0192)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.571428571428571)","(21.0, 80.0, 55.0)"
12-01-2023 18:31:23.222574,"(4.2, 5.9, 5.445454545454546)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.48)","(1.6, 2.04, 2.008888888888889)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.571428571428571)","(21.0, 80.0, 52.85714285714286)"
12-01-2023 18:31:24.247487,"(4.2, 5.9, 5.445454545454546)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.6)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.571428571428571)","(21.0, 80.0, 64.16666666666666)"
12-01-2023 18:31:25.377288,"(4.2, 5.9, 5.445454545454546)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.89655172413793)","(21.0, 80.0, 69.44444444444444)"
12-01-2023 18:31:26.385988,"(4.2, 5.9, 5.445454545454546)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.0, 13.64864864864865)","(21.0, 80.0, 69.44444444444444)"
12-01-2023 18:31:27.468298,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 12.833333333333334)","(21.0, 80.0, 58.4)"
12-01-2023 18:31:28.615766,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.25)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:29.761707,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.25)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:30.977630,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 14.03125)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:32.210519,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:33.377639,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.99)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:34.534465,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.02, 1.991111111111111)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:35.704513,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.991111111111111)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:36.881964,"(4.2, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.991111111111111)","(21.0, 75.0, 59.11764705882353)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:37.998283,"(4.0, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.991111111111111)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:39.004289,"(4.0, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.991111111111111)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:40.216366,"(4.0, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.98)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.982758620689655)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:41.371608,"(4.0, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.9777777777777779)","(21.0, 75.0, 60.0)","(8.5, 14.5, 13.363636363636363)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:42.519644,"(4.0, 5.8, 5.6)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.9777777777777779)","(21.0, 75.0, 60.0)","(8.5, 14.5, 14.0)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:43.735536,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.9708333333333332)","(21.0, 75.0, 60.0)","(8.5, 15.5, 14.0)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:44.993914,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.9708333333333332)","(21.0, 75.0, 60.0)","(8.5, 15.5, 14.5)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:46.123074,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.657142857142857)","(1.6, 2.0, 1.98125)","(21.0, 75.0, 60.0)","(8.5, 15.5, 14.5)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:47.332945,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 12.0, 11.2)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 15.5, 15.166666666666666)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:48.549502,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 12.0, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 14.5)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:49.738882,"(4.0, 5.9, 5.483333333333333)","(8.5, 13.0, 12.4)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:50.796537,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.5, 11.3375)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:52.007741,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.5, 10.36875)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:53.210793,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.5, 10.36875)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 61.5)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:54.405874,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.5, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:55.561213,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 60.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:56.677256,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 62.4)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:57.841687,"(4.0, 5.9, 5.483333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.975)","(21.0, 75.0, 62.4)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:31:59.091255,"(4.0, 5.9, 5.566666666666667)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 2.0, 1.97)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:00.451221,"(4.0, 6.0, 5.6000000000000005)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:01.645793,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.928571428571429)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:02.862243,"(4.0, 6.0, 5.6875)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:04.182967,"(4.0, 6.0, 5.583333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:05.479829,"(4.0, 6.0, 5.583333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:06.784415,"(4.0, 6.0, 5.583333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:08.166240,"(4.0, 6.0, 5.583333333333333)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:09.392282,"(4.0, 6.0, 5.666666666666667)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.9666666666666666)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:10.586147,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:11.802721,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:13.021517,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:14.255636,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:15.361964,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:16.471665,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:17.632498,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:18.778775,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:19.873640,"(4.0, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:21.495975,"(4.2, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.866666666666667)","(1.6, 1.99, 1.975)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:22.910163,"(4.2, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 10.142857142857142)","(1.6, 1.99, 1.9457894736842105)","(21.0, 75.0, 54.0)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:25.172292,"(4.2, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 9.697435897435897)","(1.6, 1.99, 1.9457894736842105)","(21.0, 75.0, 51.375)","(8.5, 16.5, 15.954545454545455)","(21.0, 80.0, 66.5)"
12-01-2023 18:32:27.648529,"(4.2, 6.0, 5.571428571428572)","(8.5, 12.0, 11.566666666666666)","(9.0, 11.5, 9.697435897435897)","(1.6, 1.99, 1.9457894736842105)","(21.0, 75.0, 54.75)","(8.5, 16.5, 14.25)","(26.0, 80.0, 61.45454545454545)"
