,Drink Long Necks,Head On Bonnie,Fernando Travis,Street Cry,Rowdy Roddy,Swift Sharni,Out Of Gas
12-01-2023 18:21:41.310288,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:42.434957,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:43.559219,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:44.711526,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:45.802259,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:46.904128,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:48.028462,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:49.169221,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:50.310117,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:51.375515,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.7)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:52.386728,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:53.514439,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:54.617181,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:55.600546,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:56.660811,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.16, 2.1542857142857144)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:57.806771,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:21:58.975144,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:00.092932,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:01.172347,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:02.233298,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:03.329723,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:04.488732,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:05.553270,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:06.630582,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:07.647780,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:08.819950,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.057142857142857)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:09.882582,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:10.858449,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:11.940605,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:13.046874,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:14.201173,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:15.311869,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:16.459002,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:17.542501,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:18.680878,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:19.860605,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:21.047533,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:22.098935,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:23.140204,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:24.219118,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:25.303410,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:26.324073,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:27.406345,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:28.626790,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:29.938583,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:31.369815,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:32.395732,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:33.498173,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:34.694949,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:35.918811,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:37.099015,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:38.271587,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:39.382846,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:40.593000,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:41.766661,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:42.905917,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:43.994885,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:45.092458,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 11.799999999999999)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:46.136032,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 13.7)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:47.185157,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:48.240718,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:49.290067,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 93.42857142857143)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:50.699639,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.066666666666666)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:51.954066,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.82857142857143)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:53.229026,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.82857142857143)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:54.318661,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.82857142857143)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
12-01-2023 18:22:55.535124,"(4.2, 7.0, 6.384615384615385)","(8.5, 17.5, 16.708333333333332)","(8.5, 19.0, 12.82857142857143)","(1.6, 2.14, 2.1193684210526316)","(20.0, 190.0, 84.375)","(8.5, 18.5, 13.55)","(21.0, 200.0, 85.57142857142857)"
