,Straight Shot,Big Time Lotus,Defer Fire,Big Time Faye,Opawa Daisy,Big Time Punga,Livin On Love
11-01-2023 14:01:24.283460,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:25.386609,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:26.466660,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:27.587255,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:28.645894,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:29.743283,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:30.833586,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:31.946554,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:33.058688,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:34.127427,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:35.312588,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:36.541949,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:37.738731,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:38.784596,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:39.835131,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:40.859749,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:41.869419,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:42.880617,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:43.900564,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:44.893614,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:46.096541,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:47.214180,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:48.389433,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:49.482215,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:50.514203,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:51.449240,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:52.456103,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:53.418449,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:54.403145,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:55.393601,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:56.364322,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:57.355646,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:58.448985,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:01:59.483884,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:00.523824,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:01.693091,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:02.751076,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:03.857778,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:05.285016,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:06.381153,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:07.506182,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:08.710690,"(12.0, 26.0, 21.0)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:09.872784,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:11.072602,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:12.226224,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:13.393674,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:14.470873,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:15.536761,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:16.663678,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:17.820794,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:18.974916,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:20.191782,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:21.434546,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:22.566144,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:23.675198,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:24.818547,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:25.934462,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:27.026708,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:28.111430,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:29.258339,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:30.339736,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:31.401450,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:32.463269,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:33.526264,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:34.556896,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:35.600350,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:36.647539,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:37.613434,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 8.763636363636364)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:38.956816,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:52.617493,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.534782608695652)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:53.748930,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 5.725)","(3.1, 5.1, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:54.849142,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 5.725)","(3.1, 5.1, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:55.944725,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:56.965402,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:58.008020,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.0, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:59.059593,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:02:59.998058,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:00.940986,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.35)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:01.953038,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:02.919693,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:03.883578,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 7.533333333333333)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:04.908887,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 7.68)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:05.906673,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 10.5, 7.68)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:06.949813,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 10.5, 7.68)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:08.014619,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 10.5, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:08.982047,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:09.936869,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:10.924726,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:11.907036,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 14:03:13.096871,"(12.0, 26.0, 15.625)","(7.5, 10.0, 9.496296296296297)","(3.9, 7.6, 6.016666666666667)","(3.1, 5.1, 4.975)","(6.5, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
