,Straight Shot,Big Time Lotus,Defer Fire,Big Time Faye,Opawa Daisy,Big Time Punga,Livin On Love
11-01-2023 13:58:29.347459,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 10.116666666666667)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:30.494360,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.339130434782609)","(6.0, 11.0, 10.533333333333333)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:31.563323,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.5, 10.533333333333333)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:32.721650,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.5, 10.533333333333333)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:33.691054,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.5, 10.533333333333333)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:34.814260,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 10.116666666666667)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:35.965639,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 10.116666666666667)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:36.988680,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 10.116666666666667)","(4.0, 12.0, 10.34)","(8.5, 16.0, 14.676923076923078)"
11-01-2023 13:58:38.081396,"(12.0, 26.0, 24.0625)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.1, 4.339130434782609)","(6.0, 11.0, 10.533333333333333)","(4.0, 12.0, 10.34)","(8.5, 16.0, 10.4)"
11-01-2023 13:58:39.268474,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.1909090909090905)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.5, 8.08)","(4.0, 12.0, 7.935294117647058)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:40.421087,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 6.8, 5.325)","(3.1, 5.0, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 8.2, 11.110526315789475)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:41.519172,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 11.110526315789475)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:42.619165,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:43.692711,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:44.784032,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:45.854980,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:47.064919,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:48.173142,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:49.228307,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 11.041176470588235)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:50.386189,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 11.5, 7.16046511627907)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:51.504766,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 13.0, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:52.535694,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:53.617174,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:54.762803,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:55.956624,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:56.931559,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:57.932655,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:58.869943,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:58:59.861940,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:00.906031,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:01.916866,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:02.987861,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:04.025395,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:05.088718,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:06.179453,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:07.150514,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:08.114365,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:09.145830,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:10.296556,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:11.349436,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:12.397752,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:13.510263,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:14.540331,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:15.598307,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:16.597836,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:17.624913,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:18.543613,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:19.661161,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:20.656467,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:21.677548,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:22.794060,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:23.823986,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:24.868932,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:25.885651,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:26.894411,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:27.835180,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:28.810254,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:29.828018,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:30.815149,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:31.835468,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:32.958970,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:34.005217,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:35.021025,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:36.117886,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:37.120221,"(12.0, 26.0, 16.0)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 8.08)","(4.0, 12.5, 11.110526315789475)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:38.060110,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.5, 9.266666666666666)","(4.0, 12.5, 11.110526315789475)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:39.083459,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.404347826086957)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 7.935294117647058)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:40.152678,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.1, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 8.2, 11.110526315789475)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:41.156072,"(12.0, 26.0, 22.555555555555557)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
11-01-2023 13:59:42.258174,"(12.0, 26.0, 16.333333333333332)","(7.5, 10.0, 9.152941176470588)","(3.9, 7.0, 5.425)","(3.1, 5.0, 4.339130434782609)","(6.0, 11.0, 9.266666666666666)","(4.0, 12.5, 10.404761904761905)","(8.5, 16.0, 9.7)"
